
[00:00:00.000 --> 00:00:09.000]  很榮幸在母親節跟大家講一個很有趣的題目
[00:00:09.000 --> 00:00:13.000]  我想起母親節一定講女兒的慶祝好些
[00:00:13.000 --> 00:00:17.000]  我今天第一次寫廣告用一個女孩送給我
[00:00:17.000 --> 00:00:20.000]  就是我姪女在我生日的時候送給我
[00:00:20.000 --> 00:00:24.000]  這本應該是雪梨大學當時在讀書的筆記本
[00:00:24.000 --> 00:00:28.000]  它寫著「百夜生日快樂」
[00:00:28.000 --> 00:00:30.000]  很久沒有用這本筆記本
[00:00:30.000 --> 00:00:34.000]  但我想起一個人是刺激我經常寫東西的
[00:00:34.000 --> 00:00:36.000]  就是我媽媽
[00:00:36.000 --> 00:00:38.000]  我想你未見過我媽媽
[00:00:38.000 --> 00:00:39.000]  也未見過她
[00:00:39.000 --> 00:00:42.000]  因為我媽媽在一年前已經回到天堂
[00:00:42.000 --> 00:00:45.000]  她是一個很好的聽眾
[00:00:45.000 --> 00:00:49.000]  因為我在我的教會講道的時候
[00:00:49.000 --> 00:00:52.000]  我媽媽是坐在客廳
[00:00:52.000 --> 00:00:57.000]  但她做的一個行為是我很難接受的
[00:00:57.000 --> 00:00:59.000]  是一個好的行為
[00:00:59.000 --> 00:01:01.000]  就是她錄我口供
[00:01:01.000 --> 00:01:04.000]  你很難見到一個牧師講道
[00:01:04.000 --> 00:01:06.000]  牧師的媽媽
[00:01:06.000 --> 00:01:08.000]  傳說她媽媽是寫筆記的
[00:01:08.000 --> 00:01:11.000]  我兒子講話也不用聽
[00:01:11.000 --> 00:01:13.000]  我教他講話的
[00:01:13.000 --> 00:01:17.000]  但現在我媽媽好像不認識我一樣
[00:01:17.000 --> 00:01:19.000]  低頭寫
[00:01:19.000 --> 00:01:21.000]  真的寫得到字
[00:01:21.000 --> 00:01:24.000]  直至到十二年前
[00:01:24.000 --> 00:01:27.000]  她患了老人癡呆
[00:01:27.000 --> 00:01:31.000]  她還是聽說到寫筆記
[00:01:31.000 --> 00:01:33.000]  對我來說很難忘
[00:01:33.000 --> 00:01:36.000]  我覺得這個謙虛的行為
[00:01:36.000 --> 00:01:39.000]  很值得普天下的媽媽去想想
[00:01:39.000 --> 00:01:41.000]  你竟然聽你兒子講話
[00:01:41.000 --> 00:01:43.000]  是聽到寫筆記
[00:01:43.000 --> 00:01:46.000]  不是寫罪狀告他什麼
[00:01:46.000 --> 00:01:48.000]  是欣賞他講的話
[00:01:48.000 --> 00:01:52.000]  所以我今天要選一個女聽眾的題目
[00:01:52.000 --> 00:01:54.000]  女的
[00:01:54.000 --> 00:01:56.000]  是很留心的
[00:01:56.000 --> 00:01:58.000]  留心到一個地步
[00:01:58.000 --> 00:02:01.000]  是我們用今天的社會去看
[00:02:01.000 --> 00:02:03.000]  是很佩服的
[00:02:03.000 --> 00:02:05.000]  我先讀一節聖經開始
[00:02:05.000 --> 00:02:07.000]  馬太福音十二章
[00:02:07.000 --> 00:02:09.000]  我用四十二節開始
[00:02:09.000 --> 00:02:12.000]  當審判的時候
[00:02:12.000 --> 00:02:14.000]  南方的女王
[00:02:14.000 --> 00:02:16.000]  南方的女王要起來
[00:02:16.000 --> 00:02:18.000]  定這個世代的罪
[00:02:18.000 --> 00:02:20.000]  因為她
[00:02:20.000 --> 00:02:22.000]  即是南方的女王
[00:02:22.000 --> 00:02:24.000]  是從地極而來
[00:02:24.000 --> 00:02:26.000]  地極很遠很遠地極而來
[00:02:26.000 --> 00:02:30.000]  要聽所羅門的字衛說
[00:02:30.000 --> 00:02:33.000]  在這裡有一個人
[00:02:33.000 --> 00:02:36.000]  是比起所羅門更大的
[00:02:36.000 --> 00:02:40.000]  這節之前我會再講前面的背景
[00:02:40.000 --> 00:02:45.000]  最引起我們看的就是地極這個字
[00:02:45.000 --> 00:02:47.000]  南方的女王
[00:02:47.000 --> 00:02:52.000]  去聽所羅門講字衛的東西
[00:02:52.000 --> 00:02:54.000]  沒有高鐵
[00:02:54.000 --> 00:02:56.000]  沒有飛機
[00:02:56.000 --> 00:02:58.000]  沒有旅遊車
[00:02:58.000 --> 00:03:00.000]  一個王
[00:03:00.000 --> 00:03:02.000]  女王
[00:03:02.000 --> 00:03:04.000]  去聽東西
[00:03:04.000 --> 00:03:06.000]  當然
[00:03:06.000 --> 00:03:08.000]  所羅門也是一個王
[00:03:08.000 --> 00:03:10.000]  但是她何必
[00:03:10.000 --> 00:03:12.000]  要這麼遠的路上去呢
[00:03:12.000 --> 00:03:14.000]  當你找人錄音
[00:03:14.000 --> 00:03:16.000]  當年沒有錄音機
[00:03:16.000 --> 00:03:17.000]  但是對她來說
[00:03:17.000 --> 00:03:19.000]  有什麼重要的聽人講話
[00:03:19.000 --> 00:03:20.000]  去這麼遠的水路呢
[00:03:20.000 --> 00:03:22.000]  我相信她去很多天
[00:03:22.000 --> 00:03:24.000]  可能很多人陪她
[00:03:24.000 --> 00:03:26.000]  但是對她來說
[00:03:26.000 --> 00:03:28.000]  她這個動機是
[00:03:28.000 --> 00:03:30.000]  可能陪她的人
[00:03:30.000 --> 00:03:31.000]  我不知道她有沒有老公
[00:03:31.000 --> 00:03:33.000]  又不知道她有沒有子女
[00:03:33.000 --> 00:03:35.000]  都會問媽媽
[00:03:35.000 --> 00:03:37.000]  你去這麼遠做什麼
[00:03:37.000 --> 00:03:39.000]  值不值得去聽
[00:03:39.000 --> 00:03:40.000]  我想今天教會也是
[00:03:40.000 --> 00:03:42.000]  如果牧師出來問
[00:03:42.000 --> 00:03:44.000]  有沒有新來賓
[00:03:44.000 --> 00:03:46.000]  如果那個人舉手
[00:03:46.000 --> 00:03:48.000]  跟你說天水圍來的
[00:03:48.000 --> 00:03:50.000]  哇 好遠啊
[00:03:50.000 --> 00:03:52.000]  我想我們都會很欣賞
[00:03:52.000 --> 00:03:54.000]  我記得廣福堂
[00:03:54.000 --> 00:03:56.000]  有些人說我在美國來
[00:03:56.000 --> 00:03:58.000]  不過是順便來聽
[00:03:58.000 --> 00:04:00.000]  你都覺得很給面子
[00:04:00.000 --> 00:04:02.000]  好遠來
[00:04:02.000 --> 00:04:04.000]  你留意一下 好遠來
[00:04:04.000 --> 00:04:08.000]  是為了什麼呢
[00:04:08.000 --> 00:04:10.000]  不是你很想找的東西
[00:04:10.000 --> 00:04:12.000]  是想聽東西
[00:04:12.000 --> 00:04:14.000]  有沒有東西值得很遠的水路去聽呢
[00:04:14.000 --> 00:04:16.000]  在今天的世界
[00:04:16.000 --> 00:04:18.000]  太容易聽東西了
[00:04:18.000 --> 00:04:20.000]  開個收音機 你坐在那裡就行了
[00:04:20.000 --> 00:04:22.000]  但當年不是
[00:04:22.000 --> 00:04:24.000]  好了 看背後
[00:04:24.000 --> 00:04:26.000]  前幾節說什麼
[00:04:26.000 --> 00:04:28.000]  在第十二章三十九節開始看
[00:04:28.000 --> 00:04:30.000]  耶穌回答說
[00:04:30.000 --> 00:04:32.000]  一個邪惡淫亂的世代
[00:04:32.000 --> 00:04:34.000]  求看神蹟
[00:04:34.000 --> 00:04:36.000]  除了先知若那
[00:04:36.000 --> 00:04:38.000]  的神蹟以外
[00:04:38.000 --> 00:04:40.000]  沒有神蹟
[00:04:40.000 --> 00:04:42.000]  給他們看
[00:04:42.000 --> 00:04:44.000]  再沒有神蹟給他們看
[00:04:44.000 --> 00:04:46.000]  然後說什麼呢
[00:04:46.000 --> 00:04:48.000]  這個先知若那是三日三夜
[00:04:48.000 --> 00:04:50.000]  在大禹的
[00:04:50.000 --> 00:04:52.000]  禱福之中
[00:04:52.000 --> 00:04:54.000]  人子
[00:04:54.000 --> 00:04:56.000]  就是耶穌自己
[00:04:56.000 --> 00:04:58.000]  我亦都這樣
[00:04:58.000 --> 00:05:00.000]  三日三夜在地頭
[00:05:00.000 --> 00:05:02.000]  當審判的時候
[00:05:02.000 --> 00:05:04.000]  你們未人要起來
[00:05:04.000 --> 00:05:06.000]  定這個世界的罪
[00:05:06.000 --> 00:05:08.000]  但是你們未人
[00:05:08.000 --> 00:05:10.000]  聽了若那所說的話
[00:05:10.000 --> 00:05:12.000]  就悔改了
[00:05:12.000 --> 00:05:14.000]  要悔改了
[00:05:14.000 --> 00:05:16.000]  在這裏有人
[00:05:16.000 --> 00:05:18.000]  比若那更加大
[00:05:18.000 --> 00:05:20.000]  說兩次都是
[00:05:20.000 --> 00:05:22.000]  有人比若那更大
[00:05:22.000 --> 00:05:24.000]  有人比所羅門更大
[00:05:24.000 --> 00:05:26.000]  這個人是誰呢
[00:05:26.000 --> 00:05:28.000]  我相信很多基督徒
[00:05:28.000 --> 00:05:30.000]  都叫出來說 耶穌
[00:05:30.000 --> 00:05:32.000]  這個是耶穌
[00:05:32.000 --> 00:05:34.000]  為什麼他這麼大呢
[00:05:34.000 --> 00:05:36.000]  看回前面說的
[00:05:36.000 --> 00:05:38.000]  若那是一個先知
[00:05:38.000 --> 00:05:40.000]  先知都厲害
[00:05:40.000 --> 00:05:44.000]  但先知曾經在大禹的禱福中
[00:05:44.000 --> 00:05:46.000]  過了三日三夜
[00:05:46.000 --> 00:05:48.000]  死不了
[00:05:48.000 --> 00:05:50.000]  於是人們知道
[00:05:50.000 --> 00:05:52.000]  哇 很厲害
[00:05:52.000 --> 00:05:54.000]  後來就說這是神蹟
[00:05:54.000 --> 00:05:56.000]  但耶穌是三日三夜
[00:05:56.000 --> 00:05:58.000]  差不多吧
[00:05:58.000 --> 00:06:00.000]  不是耶穌是復活
[00:06:00.000 --> 00:06:02.000]  死了復活
[00:06:02.000 --> 00:06:04.000]  死了復活之後
[00:06:04.000 --> 00:06:06.000]  人們說這個比若那更大
[00:06:06.000 --> 00:06:08.000]  但耶穌說明
[00:06:08.000 --> 00:06:10.000]  除了先知若那神蹟之外
[00:06:10.000 --> 00:06:12.000]  沒有神蹟再給你們看
[00:06:12.000 --> 00:06:14.000]  為什麼這麼好看
[00:06:14.000 --> 00:06:16.000]  不准看呢
[00:06:16.000 --> 00:06:18.000]  今天我們就說一下
[00:06:18.000 --> 00:06:20.000]  這個南方女王
[00:06:20.000 --> 00:06:22.000]  為什麼會定別人的罪
[00:06:22.000 --> 00:06:24.000]  你說我真的沒去過教會
[00:06:24.000 --> 00:06:26.000]  聽這麼複雜的
[00:06:26.000 --> 00:06:28.000]  聽完之後覺得一點都不複雜
[00:06:28.000 --> 00:06:30.000]  我記得有一次
[00:06:30.000 --> 00:06:32.000]  在去年
[00:06:32.000 --> 00:06:34.000]  農曆新年前
[00:06:34.000 --> 00:06:36.000]  我和幾個朋友吃團年飯
[00:06:36.000 --> 00:06:38.000]  那頓飯是我最難忘的
[00:06:38.000 --> 00:06:40.000]  我想我都
[00:06:40.000 --> 00:06:42.000]  沒試過這樣吃
[00:06:42.000 --> 00:06:44.000]  坐我左邊
[00:06:44.000 --> 00:06:46.000]  一直過去都是
[00:06:46.000 --> 00:06:48.000]  血癌 耳臟癌
[00:06:48.000 --> 00:06:50.000]  緩乾
[00:06:50.000 --> 00:06:52.000]  一直坐在那裡
[00:06:52.000 --> 00:06:54.000]  他們說癌症
[00:06:54.000 --> 00:06:56.000]  每個人的病歷超過十年
[00:06:56.000 --> 00:06:58.000]  我坐了十五年
[00:06:58.000 --> 00:07:00.000]  耳臟癌 血癌 緩乾
[00:07:00.000 --> 00:07:04.000]  我突然和我旁邊的
[00:07:04.000 --> 00:07:06.000]  說笑
[00:07:06.000 --> 00:07:08.000]  現在我可能在殮房
[00:07:08.000 --> 00:07:12.000]  因為這班好朋友
[00:07:12.000 --> 00:07:14.000]  所以他不介意我這樣說
[00:07:14.000 --> 00:07:16.000]  你應該死了很久
[00:07:16.000 --> 00:07:18.000]  但想想我自己都害怕
[00:07:18.000 --> 00:07:20.000]  和一些死了很久的人一起坐在那裡
[00:07:20.000 --> 00:07:22.000]  我是不是在天堂
[00:07:22.000 --> 00:07:24.000]  因為他們全部都是
[00:07:24.000 --> 00:07:26.000]  我每次都說救不了
[00:07:26.000 --> 00:07:28.000]  放棄都救得了
[00:07:28.000 --> 00:07:30.000]  但他們和我吃飯
[00:07:30.000 --> 00:07:32.000]  我們一起去做一個
[00:07:32.000 --> 00:07:34.000]  組織去幫一些癌症病人
[00:07:34.000 --> 00:07:36.000]  恢復信心
[00:07:36.000 --> 00:07:38.000]  你知不知道
[00:07:38.000 --> 00:07:40.000]  患癌症的人
[00:07:40.000 --> 00:07:42.000]  有一個特點
[00:07:42.000 --> 00:07:44.000]  很多事情是不可以說的
[00:07:44.000 --> 00:07:46.000]  有些人不喜歡說自己的病的名字
[00:07:46.000 --> 00:07:48.000]  有些人不想別人提的
[00:07:48.000 --> 00:07:52.000]  說你都害怕
[00:07:52.000 --> 00:07:54.000]  有些人不看電視
[00:07:54.000 --> 00:07:56.000]  如果那齣戲
[00:07:56.000 --> 00:07:58.000]  說有人患癌症的劇情
[00:07:58.000 --> 00:08:00.000]  很忌諱的 他們是會電視的
[00:08:00.000 --> 00:08:02.000]  但相反
[00:08:02.000 --> 00:08:04.000]  我們這班吃飯的人
[00:08:04.000 --> 00:08:06.000]  是個個都說
[00:08:06.000 --> 00:08:08.000]  自己患癌症的一個經驗
[00:08:08.000 --> 00:08:12.000]  好像說得不夠本
[00:08:12.000 --> 00:08:14.000]  還說長一點 要吃飯說
[00:08:14.000 --> 00:08:18.000]  你可能會想想
[00:08:18.000 --> 00:08:20.000]  我做輔導
[00:08:20.000 --> 00:08:22.000]  其實怕不怕說呢
[00:08:22.000 --> 00:08:24.000]  說了會不會做噩夢呢
[00:08:24.000 --> 00:08:26.000]  特別是旁邊那個比我還厲害
[00:08:26.000 --> 00:08:28.000]  應該是十五年前死了
[00:08:28.000 --> 00:08:30.000]  我也是十三年
[00:08:30.000 --> 00:08:32.000]  會不會你嚇我
[00:08:32.000 --> 00:08:34.000]  我嚇你 還會害怕
[00:08:34.000 --> 00:08:36.000]  我想當日
[00:08:36.000 --> 00:08:38.000]  招呼我的夥計在旁邊
[00:08:38.000 --> 00:08:40.000]  他都很鵝骨
[00:08:40.000 --> 00:08:42.000]  覺得這班人
[00:08:42.000 --> 00:08:44.000]  全部都是精神病
[00:08:44.000 --> 00:08:46.000]  如果是親的
[00:08:46.000 --> 00:08:48.000]  那麼偶然坐在那裡
[00:08:48.000 --> 00:08:50.000]  一個一個知道我們祈禱
[00:08:50.000 --> 00:08:52.000]  我想當時
[00:08:52.000 --> 00:08:54.000]  如果你在場
[00:08:54.000 --> 00:08:56.000]  你在旁邊
[00:08:56.000 --> 00:08:58.000]  你都會不想說
[00:08:58.000 --> 00:09:00.000]  聽聽旁邊的人說什麼
[00:09:00.000 --> 00:09:02.000]  這班人說什麼
[00:09:02.000 --> 00:09:04.000]  當然你後來就總結
[00:09:04.000 --> 00:09:08.000]  神蹟 因為他們是基督徒
[00:09:08.000 --> 00:09:10.000]  神蹟
[00:09:10.000 --> 00:09:12.000]  可能你說
[00:09:12.000 --> 00:09:14.000]  下次叫我來看看他們怎樣
[00:09:16.000 --> 00:09:18.000]  為什麼你想看呢
[00:09:18.000 --> 00:09:20.000]  你想看看
[00:09:20.000 --> 00:09:22.000]  這個世界的神蹟
[00:09:22.000 --> 00:09:24.000]  很多時候都有希望
[00:09:24.000 --> 00:09:26.000]  我告訴你
[00:09:26.000 --> 00:09:28.000]  我後天就去
[00:09:28.000 --> 00:09:30.000]  聯合醫院講護士節
[00:09:30.000 --> 00:09:32.000]  很多醫生護士都坐在那裡
[00:09:32.000 --> 00:09:36.000]  你猜醫生護士有沒有見過
[00:09:36.000 --> 00:09:38.000]  救不了人救得回來呢
[00:09:38.000 --> 00:09:40.000]  很多
[00:09:40.000 --> 00:09:42.000]  如果你問一個做了很多年腫瘤科醫生
[00:09:42.000 --> 00:09:44.000]  他隨時可以講十個給你聽
[00:09:44.000 --> 00:09:46.000]  但他未必是基督徒
[00:09:46.000 --> 00:09:48.000]  未必
[00:09:48.000 --> 00:09:50.000]  你不要搞錯
[00:09:50.000 --> 00:09:52.000]  基督教的醫院全部都是護士
[00:09:52.000 --> 00:09:54.000]  醫生都是基督徒 不是的
[00:09:54.000 --> 00:09:56.000]  他也見過很多
[00:09:56.000 --> 00:09:58.000]  所謂神蹟
[00:09:58.000 --> 00:10:00.000]  不代表他信耶穌
[00:10:00.000 --> 00:10:02.000]  不代表他歸向神
[00:10:02.000 --> 00:10:04.000]  不代表
[00:10:04.000 --> 00:10:06.000]  他只是覺得
[00:10:06.000 --> 00:10:08.000]  我想看看
[00:10:08.000 --> 00:10:10.000]  我想來看看
[00:10:10.000 --> 00:10:12.000]  看完之後他怎樣
[00:10:12.000 --> 00:10:14.000]  他會再看
[00:10:14.000 --> 00:10:16.000]  會再厲害一點
[00:10:16.000 --> 00:10:18.000]  他看完想看什麼呢
[00:10:18.000 --> 00:10:20.000]  他想看看這個世界有神蹟
[00:10:20.000 --> 00:10:22.000]  奇蹟
[00:10:22.000 --> 00:10:24.000]  但不代表
[00:10:24.000 --> 00:10:26.000]  他信
[00:10:26.000 --> 00:10:28.000]  這個神蹟是誰做的
[00:10:28.000 --> 00:10:30.000]  他只是停留在神蹟那裡
[00:10:30.000 --> 00:10:32.000]  所以
[00:10:32.000 --> 00:10:34.000]  如果你說看大衛高柏飛
[00:10:34.000 --> 00:10:36.000]  你用
[00:10:36.000 --> 00:10:38.000]  多少錢都肯看
[00:10:38.000 --> 00:10:40.000]  因為看到變得這麼厲害
[00:10:40.000 --> 00:10:42.000]  我想看
[00:10:42.000 --> 00:10:44.000]  當你知道裡面
[00:10:44.000 --> 00:10:46.000]  很多技巧
[00:10:46.000 --> 00:10:48.000]  但你看完那些東西之後
[00:10:48.000 --> 00:10:50.000]  不代表你覺得
[00:10:50.000 --> 00:10:52.000]  這些東西代表什麼
[00:10:52.000 --> 00:10:54.000]  可能你看完再看
[00:10:54.000 --> 00:10:56.000]  差不多感覺
[00:10:56.000 --> 00:10:58.000]  所以留意一下 為什麼耶穌說
[00:10:58.000 --> 00:11:00.000]  這個是邪惡淫亂的世代呢
[00:11:00.000 --> 00:11:02.000]  就是說
[00:11:02.000 --> 00:11:04.000]  這個世代
[00:11:04.000 --> 00:11:06.000]  他們的心很硬
[00:11:06.000 --> 00:11:08.000]  你講到最好的證據
[00:11:08.000 --> 00:11:10.000]  我都不相信
[00:11:10.000 --> 00:11:12.000]  淫亂什麼呢
[00:11:12.000 --> 00:11:14.000]  這個世代信很多偶像
[00:11:14.000 --> 00:11:16.000]  他不信真神
[00:11:16.000 --> 00:11:18.000]  他信很多東西
[00:11:18.000 --> 00:11:20.000]  他都覺得這些東西很靈的
[00:11:20.000 --> 00:11:22.000]  他就去拜 但他都不知道為了拜什麼
[00:11:22.000 --> 00:11:24.000]  他未知的
[00:11:24.000 --> 00:11:26.000]  可能可以的
[00:11:26.000 --> 00:11:28.000]  就拜一下
[00:11:28.000 --> 00:11:30.000]  但他們要求的
[00:11:30.000 --> 00:11:32.000]  很多很多他認為
[00:11:32.000 --> 00:11:34.000]  這個就叫神
[00:11:34.000 --> 00:11:36.000]  但他不知道真神是怎樣
[00:11:36.000 --> 00:11:38.000]  我在這裡講道的時候
[00:11:38.000 --> 00:11:40.000]  有一年講福音主人
[00:11:40.000 --> 00:11:42.000]  講一個女士
[00:11:42.000 --> 00:11:44.000]  一個女士就去找
[00:11:44.000 --> 00:11:46.000]  牧師
[00:11:46.000 --> 00:11:48.000]  叫牧師來介紹我認識她
[00:11:48.000 --> 00:11:50.000]  然後她就說
[00:11:50.000 --> 00:11:52.000]  這個星期有空
[00:11:52.000 --> 00:11:54.000]  我和你喝一餐茶
[00:11:54.000 --> 00:11:56.000]  吃午餐
[00:11:56.000 --> 00:11:58.000]  我說不用了 你聽完講道不用打賞
[00:11:58.000 --> 00:12:00.000]  請我吃午餐
[00:12:00.000 --> 00:12:02.000]  我有事問你
[00:12:02.000 --> 00:12:04.000]  我說真的有空
[00:12:04.000 --> 00:12:06.000]  我去見她
[00:12:06.000 --> 00:12:08.000]  那個是我奇遇記
[00:12:08.000 --> 00:12:10.000]  就去倒茶
[00:12:10.000 --> 00:12:12.000]  這個女士就很坦白的說
[00:12:12.000 --> 00:12:14.000]  我是不信耶穌的
[00:12:14.000 --> 00:12:16.000]  我來了講福堂那天就聽到你講福音主人
[00:12:16.000 --> 00:12:18.000]  我說
[00:12:18.000 --> 00:12:20.000]  我講得當然有很多漏洞
[00:12:20.000 --> 00:12:22.000]  你想問一下
[00:12:22.000 --> 00:12:24.000]  我說歡迎啊
[00:12:24.000 --> 00:12:26.000]  她說不是不是 你講得很好
[00:12:26.000 --> 00:12:28.000]  我只是想問你一個問題
[00:12:28.000 --> 00:12:30.000]  我們就吃東西了
[00:12:30.000 --> 00:12:32.000]  我說你問什麼
[00:12:32.000 --> 00:12:34.000]  全世界都在笑
[00:12:34.000 --> 00:12:36.000]  她問你講的東西是真的假的
[00:12:36.000 --> 00:12:40.000]  我想她是律師還是什麼
[00:12:40.000 --> 00:12:42.000]  你講那天講的東西
[00:12:42.000 --> 00:12:44.000]  是真的假的
[00:12:44.000 --> 00:12:46.000]  我覺得她不是挑剔的
[00:12:46.000 --> 00:12:48.000]  因為她的樣子
[00:12:48.000 --> 00:12:50.000]  是很
[00:12:50.000 --> 00:12:52.000]  很凝重
[00:12:52.000 --> 00:12:54.000]  你講的東西是真的假的
[00:12:54.000 --> 00:12:56.000]  我說是真的
[00:12:56.000 --> 00:12:58.000]  當日我講我太太
[00:12:58.000 --> 00:13:00.000]  那時是癌症
[00:13:00.000 --> 00:13:02.000]  可能她聽得很入腦
[00:13:02.000 --> 00:13:04.000]  她回家禮拜日
[00:13:04.000 --> 00:13:06.000]  想想想她就找我
[00:13:06.000 --> 00:13:08.000]  後來我跟她說
[00:13:08.000 --> 00:13:10.000]  如果是真的那又怎樣呢
[00:13:10.000 --> 00:13:12.000]  她回答我回答得很快
[00:13:12.000 --> 00:13:14.000]  如果是真的我要信耶穌
[00:13:14.000 --> 00:13:16.000]  如果是真的我要信耶穌
[00:13:16.000 --> 00:13:18.000]  我開始見到
[00:13:18.000 --> 00:13:20.000]  我見到
[00:13:20.000 --> 00:13:22.000]  什麼人
[00:13:22.000 --> 00:13:24.000]  聽到神蹟
[00:13:24.000 --> 00:13:26.000]  看到奇怪的事
[00:13:26.000 --> 00:13:28.000]  他願意
[00:13:28.000 --> 00:13:30.000]  去信耶穌
[00:13:30.000 --> 00:13:32.000]  就因為他說
[00:13:32.000 --> 00:13:34.000]  如果這是真的
[00:13:34.000 --> 00:13:36.000]  這就輪到我要付出
[00:13:36.000 --> 00:13:38.000]  去信這件事
[00:13:38.000 --> 00:13:40.000]  我要學習接受這件事
[00:13:40.000 --> 00:13:42.000]  我不是說真的很好聽
[00:13:42.000 --> 00:13:44.000]  下次再講
[00:13:44.000 --> 00:13:46.000]  如果是真的
[00:13:46.000 --> 00:13:48.000]  我會向真的負責去信
[00:13:48.000 --> 00:13:50.000]  如果是真的我會這樣做
[00:13:50.000 --> 00:13:52.000]  在報道會
[00:13:52.000 --> 00:13:54.000]  很多時候我都很喜歡
[00:13:54.000 --> 00:13:56.000]  有一節聖經
[00:13:56.000 --> 00:13:58.000]  我和太太離開世界
[00:13:58.000 --> 00:14:00.000]  12年前
[00:14:00.000 --> 00:14:02.000]  用二忽所書一章
[00:14:02.000 --> 00:14:04.000]  二十節
[00:14:04.000 --> 00:14:06.000]  你看看上帝
[00:14:06.000 --> 00:14:08.000]  他向信了
[00:14:08.000 --> 00:14:10.000]  他的人
[00:14:10.000 --> 00:14:12.000]  所有信徒
[00:14:12.000 --> 00:14:14.000]  他顯的能力
[00:14:14.000 --> 00:14:16.000]  他給他們看上帝的能力有多大
[00:14:16.000 --> 00:14:18.000]  這個能力是什麼呢
[00:14:18.000 --> 00:14:20.000]  這個能力就是叫耶穌
[00:14:20.000 --> 00:14:22.000]  從死裏復活的能力
[00:14:22.000 --> 00:14:24.000]  這個能力
[00:14:24.000 --> 00:14:26.000]  他經常用這個能力
[00:14:26.000 --> 00:14:28.000]  顯露給那些信耶穌的人看
[00:14:28.000 --> 00:14:30.000]  為什麼要這樣做呢
[00:14:30.000 --> 00:14:32.000]  就是讓他們知道
[00:14:32.000 --> 00:14:34.000]  他們生命身上有的東西
[00:14:34.000 --> 00:14:36.000]  所遇到的東西
[00:14:36.000 --> 00:14:38.000]  最難
[00:14:38.000 --> 00:14:40.000]  都不及這個能力
[00:14:40.000 --> 00:14:42.000]  這個能力很厲害
[00:14:42.000 --> 00:14:44.000]  因為這個能力是讓耶穌從死裏復活的
[00:14:44.000 --> 00:14:46.000]  而這個能力是一樣用在你身上
[00:14:46.000 --> 00:14:48.000]  你試想想
[00:14:48.000 --> 00:14:50.000]  一樣用在你身上
[00:14:50.000 --> 00:14:52.000]  即是說你難到怎樣都好
[00:14:52.000 --> 00:14:54.000]  這個能力
[00:14:54.000 --> 00:14:56.000]  一來到你身上
[00:14:56.000 --> 00:14:58.000]  就能搞定你那些東西
[00:14:58.000 --> 00:15:00.000]  只要一個條件就是你要相信
[00:15:00.000 --> 00:15:02.000]  你要相信
[00:15:02.000 --> 00:15:04.000]  這個神是真的
[00:15:04.000 --> 00:15:06.000]  這個神是真的讓耶穌從死裏復活的
[00:15:06.000 --> 00:15:08.000]  今天的疫情
[00:15:08.000 --> 00:15:10.000]  有一樣東西
[00:15:10.000 --> 00:15:12.000]  讓你想一下
[00:15:12.000 --> 00:15:14.000]  我相信疫情會過去
[00:15:14.000 --> 00:15:16.000]  會的
[00:15:16.000 --> 00:15:18.000]  因為我想
[00:15:18.000 --> 00:15:20.000]  大家都很同意香港人很合作
[00:15:20.000 --> 00:15:22.000]  亦都可以說
[00:15:22.000 --> 00:15:24.000]  比西方人較為
[00:15:24.000 --> 00:15:26.000]  他們容易去
[00:15:26.000 --> 00:15:28.000]  接受一些規則
[00:15:28.000 --> 00:15:30.000]  所以有時自律都很重要
[00:15:30.000 --> 00:15:32.000]  很同意很重要
[00:15:32.000 --> 00:15:34.000]  但問題就是
[00:15:34.000 --> 00:15:36.000]  我們始終研究不到
[00:15:36.000 --> 00:15:38.000]  究竟這個病
[00:15:38.000 --> 00:15:40.000]  這個病因是什麼
[00:15:40.000 --> 00:15:42.000]  還有會不會
[00:15:42.000 --> 00:15:44.000]  那個奇怪程度
[00:15:44.000 --> 00:15:46.000]  已經超過我們
[00:15:46.000 --> 00:15:48.000]  藥物和科學
[00:15:48.000 --> 00:15:50.000]  可以追到的程度
[00:15:50.000 --> 00:15:52.000]  我們要靠追
[00:15:52.000 --> 00:15:54.000]  希望那些發明的藥物
[00:15:54.000 --> 00:15:56.000]  是對的 都要靠追
[00:15:56.000 --> 00:15:58.000]  如果大約
[00:15:58.000 --> 00:16:00.000]  三個月後
[00:16:00.000 --> 00:16:02.000]  你猜香港會怎樣呢
[00:16:02.000 --> 00:16:04.000]  我看過紀錄
[00:16:04.000 --> 00:16:06.000]  我自己做心理輔導
[00:16:06.000 --> 00:16:08.000]  有個紀錄我記得很實
[00:16:08.000 --> 00:16:10.000]  就是說
[00:16:10.000 --> 00:16:12.000]  百分之百
[00:16:12.000 --> 00:16:14.000]  一百個人中有八個人
[00:16:14.000 --> 00:16:16.000]  是患驚恐症
[00:16:16.000 --> 00:16:18.000]  叫做焦慮恐懼症
[00:16:18.000 --> 00:16:20.000]  一百個人中有八個人
[00:16:20.000 --> 00:16:22.000]  是成年人
[00:16:22.000 --> 00:16:24.000]  講明了
