
[00:00:00.000 --> 00:00:04.600]  各位電影姐妹你們好
[00:00:04.600 --> 00:00:05.800]  各位朋友你們好
[00:00:05.800 --> 00:00:08.700]  歡迎大家參加我們三藩市播道會
[00:00:08.700 --> 00:00:11.000]  五堂的網上崇拜
[00:00:11.000 --> 00:00:14.600]  我們繼續思想啟示錄的訊息
[00:00:14.600 --> 00:00:16.900]  今天我們去到第十六講
[00:00:16.900 --> 00:00:18.500]  啟示錄第六章
[00:00:18.500 --> 00:00:20.600]  十二節至十七節
[00:00:20.600 --> 00:00:22.600]  天崩地裂
[00:00:22.600 --> 00:00:25.600]  請我們首先同心一同的禱告
[00:00:25.600 --> 00:00:31.100]  天父當我們看到你自己的話語 你要來的日子近了
[00:00:31.100 --> 00:00:33.600]  就叫我們好好預備自己
[00:00:33.600 --> 00:00:41.600]  求你藉著你的話語提醒、勸勉、警告、教導、安慰、督責、挑戰我們
[00:00:41.600 --> 00:00:45.900]  讓我們容得下你的話語在我們的生命裏面改變我們
[00:00:45.900 --> 00:00:48.900]  祈禱奉耶穌基督的名字 阿們
[00:00:48.900 --> 00:00:52.100]  1945年8月6日
[00:00:52.100 --> 00:00:57.100]  一個13歲的日本少女叫Sugiko一早犧牲
[00:00:57.100 --> 00:01:02.600]  她和其他住在港島的日本人一樣趕著上班上學
[00:01:02.600 --> 00:01:04.600]  那天她回到學校
[00:01:04.600 --> 00:01:07.100]  她和一班同學被派到外面
[00:01:07.100 --> 00:01:11.600]  是負責清理街道的那些火車
[00:01:11.600 --> 00:01:14.600]  以備美軍一旦來空襲的時候
[00:01:14.600 --> 00:01:17.100]  那些火軸車、救護車
[00:01:17.100 --> 00:01:25.100]  就可以趕快將受傷的人士或火軸現場加以拯救
[00:01:25.100 --> 00:01:27.600]  到了8時15分的時候
[00:01:27.600 --> 00:01:33.600]  她忽然間看到一個非常強烈的火光出現在天空
[00:01:33.600 --> 00:01:38.600]  有一股很大很大的聲音震撼整個城市
[00:01:38.600 --> 00:01:41.100]  她突然間覺得很熱很熱
[00:01:41.100 --> 00:01:46.100]  看到眼前的石屎和鋼筋熱得溶起來
[00:01:46.100 --> 00:01:49.100]  在訊息之間她就昏迷了
[00:01:49.100 --> 00:01:51.100]  當她醒過來的時候
[00:01:51.100 --> 00:01:53.100]  發現街道死屍還塵
[00:01:53.100 --> 00:01:56.100]  不少人將死的家人抬走
[00:01:56.100 --> 00:01:59.600]  她發現不少人皮膚燒傷
[00:01:59.600 --> 00:02:03.100]  後來她有機會看了一套紀錄片
[00:02:03.100 --> 00:02:06.100]  叫做《The Day They Dropped The Bomb》
[00:02:06.100 --> 00:02:11.100]  發現自己是在這個紀錄片當中的其中一個
[00:02:11.100 --> 00:02:13.100]  當她看到自己的樣子
[00:02:13.100 --> 00:02:16.100]  嚇得一跳 遍體龍傷
[00:02:16.100 --> 00:02:20.100]  紅紅的臉、大大的眼睛
[00:02:20.100 --> 00:02:23.100]  所有頭髮、眉毛全部燒光
[00:02:23.100 --> 00:02:27.100]  皮膚破裂 簡直好像一個怪獸一樣
[00:02:27.100 --> 00:02:30.100]  我們知道1945年8月6日
[00:02:30.100 --> 00:02:34.100]  美國派出B-29轟炸機
[00:02:34.100 --> 00:02:37.100]  向港島投下第一個原子彈
[00:02:37.100 --> 00:02:40.100]  結果有13萬5千人死傷
[00:02:40.100 --> 00:02:45.100]  兩天後美軍又在長期投下另一個原子彈
[00:02:45.100 --> 00:02:48.100]  死傷7萬5千人
[00:02:48.100 --> 00:02:53.100]  目睹當時的情況 真是慘不忍睹
[00:02:53.100 --> 00:02:57.100]  根據Robert Junk所寫的一本書
[00:02:57.100 --> 00:02:59.100]  叫做《Children of the Ashes》
[00:02:59.100 --> 00:03:01.100]  記載了另一個故事
[00:03:01.100 --> 00:03:03.100]  一個電影女明星
[00:03:03.100 --> 00:03:08.100]  一早起來就像Shigeko一樣
[00:03:08.100 --> 00:03:12.100]  在8時15分聽到一個很大很大的聲音
[00:03:12.100 --> 00:03:17.100]  看到一個很強烈的一個缸
[00:03:17.100 --> 00:03:22.100]  然後她很熱 衣服開始溶
[00:03:22.100 --> 00:03:25.100]  她當時好像瘋了一樣 跑到街上
[00:03:25.100 --> 00:03:28.100]  看到很多人在那裏跑
[00:03:28.100 --> 00:03:32.100]  跑到河裏面 想跳進去
[00:03:32.100 --> 00:03:36.100]  但發覺那些河水是滾的
[00:03:36.100 --> 00:03:39.100]  因此她沒有跳進去
[00:03:39.100 --> 00:03:42.100]  保存了她的生命
[00:03:42.100 --> 00:03:45.100]  雖然有些人當時沒有死
[00:03:45.100 --> 00:03:49.100]  但其後患上了各種癌病
[00:03:49.100 --> 00:03:51.100]  尤其是血癌最多
[00:03:51.100 --> 00:03:56.100]  因為輻射感染不久就身亡
[00:03:56.100 --> 00:04:01.100]  其中包括所謂的Hippocampus
[00:04:01.100 --> 00:04:04.100]  所謂Hippocampus是甚麼意思呢?
[00:04:04.100 --> 00:04:06.100]  就是在戰爭期間
[00:04:06.100 --> 00:04:11.100]  日本政府將這些在港島的小孩子
[00:04:11.100 --> 00:04:18.100]  迫他們到郊區裏面安置
[00:04:18.100 --> 00:04:22.100]  免防美軍空襲的時候他們會死亡
[00:04:22.100 --> 00:04:25.100]  這些小孩大概有2000人
[00:04:25.100 --> 00:04:27.100]  事後原子彈落了之後
[00:04:27.100 --> 00:04:29.100]  他們返回港島尋找他們的家人
[00:04:29.100 --> 00:04:32.100]  發覺所有的家人都死了
[00:04:32.100 --> 00:04:34.100]  他們也是因為進入了港島
[00:04:34.100 --> 00:04:36.100]  受了輻射感染
[00:04:36.100 --> 00:04:43.100]  90%的孤兒在短期內都患上癌病而死亡
[00:04:43.100 --> 00:04:47.100]  或者我們說回Shigeko的故事
[00:04:47.100 --> 00:04:52.100]  當她逃過大難
[00:04:52.100 --> 00:04:57.100]  她沒有死亡 並且漸漸成長
[00:04:57.100 --> 00:05:04.100]  她的樣子已經毀容 手腳緩慢
[00:05:04.100 --> 00:05:09.100]  行動不便 受到極大的歧視
[00:05:09.100 --> 00:05:14.100]  這些在港島仍然生存的人士
[00:05:14.100 --> 00:05:18.100]  就像日本被遺棄的一群
[00:05:18.100 --> 00:05:21.100]  心靈損傷很大很大
[00:05:21.100 --> 00:05:25.100]  當時她加入了牧師家庭的查經班
[00:05:25.100 --> 00:05:29.100]  這個牧師叫做Tomimoto
[00:05:29.100 --> 00:05:33.100]  而她的女兒也像Shigeko一樣
[00:05:33.100 --> 00:05:38.100]  毀容 受到嚴重的創傷
[00:05:38.100 --> 00:05:42.100]  這位牧師稱這群少女為Kiloy Girls
[00:05:42.100 --> 00:05:46.100]  這指他們滿身創疤
[00:05:46.100 --> 00:05:48.100]  在牧師的幫助下
[00:05:48.100 --> 00:05:51.100]  和一個叫Norman Cousin的美國人
[00:05:51.100 --> 00:05:54.100]  在一個記者聯絡的協助下
