
[00:00:00.000 --> 00:00:20.000]  (音乐)
[00:00:20.000 --> 00:00:24.000]  诗篇121篇,经文不长,
[00:00:24.000 --> 00:00:26.000]  我们可以大家慢慢的一起来念,
[00:00:26.000 --> 00:00:29.000]  非常美丽的一篇诗篇。
[00:00:29.000 --> 00:00:30.000]  好,我们来。
[00:00:30.000 --> 00:00:33.000]  我要向上举目,
[00:00:33.000 --> 00:00:36.000]  我的帮助从何而来?
[00:00:36.000 --> 00:00:40.000]  我的帮助从造天地的耶和华而来。
[00:00:40.000 --> 00:00:43.000]  祂必不教你的脚摇动,
[00:00:43.000 --> 00:00:46.000]  保护你的必不打盹,
[00:00:46.000 --> 00:00:49.000]  保护以色列的也不打盹,
[00:00:49.000 --> 00:00:51.000]  也不睡觉,
[00:00:51.000 --> 00:00:53.000]  保护你的是耶和华。
[00:00:53.000 --> 00:00:57.000]  耶和华在你右边阴闭你,
[00:00:57.000 --> 00:01:00.000]  白日太阳必不向你,
[00:01:00.000 --> 00:01:03.000]  夜间月亮必不害你。
[00:01:03.000 --> 00:01:05.000]  耶和华要保护你,
[00:01:05.000 --> 00:01:08.000]  免受一切的灾害。
[00:01:08.000 --> 00:01:10.000]  祂要保护你的性命,
[00:01:10.000 --> 00:01:12.000]  你出你日,
[00:01:12.000 --> 00:01:14.000]  耶和华要保护你,
[00:01:14.000 --> 00:01:18.000]  从今时直到永远。
[00:01:18.000 --> 00:01:22.000]  我曾经坐飞机从巴勒斯坦的
[00:01:22.000 --> 00:01:25.000]  旷野的上空飞过,
[00:01:25.000 --> 00:01:29.000]  我从那个窗口往下看的时候,
[00:01:29.000 --> 00:01:32.000]  看到原来那个旷野真的
[00:01:32.000 --> 00:01:34.000]  延绵的山脉,
[00:01:34.000 --> 00:01:37.000]  一个接着一个,一个接着一个。
[00:01:37.000 --> 00:01:39.000]  那个时候我就开始明白
[00:01:39.000 --> 00:01:41.000]  以色列人当年40年
[00:01:41.000 --> 00:01:44.000]  在这个地方什么都没有,
[00:01:44.000 --> 00:01:45.000]  只有山,
[00:01:45.000 --> 00:01:51.000]  就漂流游荡40年的时间。
[00:01:51.000 --> 00:01:53.000]  也可以想象那个时候
[00:01:53.000 --> 00:01:56.000]  以色列人那种的恐惧,
[00:01:56.000 --> 00:01:58.000]  那种的担忧,
[00:01:58.000 --> 00:02:03.000]  那种迷失的那种的心情。
[00:02:03.000 --> 00:02:06.000]  有时候好像我们人生就是这样的,
[00:02:06.000 --> 00:02:09.000]  一个山,过了又一个山。
[00:02:09.000 --> 00:02:12.000]  山可以说是我们人生的一种难处,
[00:02:12.000 --> 00:02:15.000]  我们人生的关口要过,
[00:02:15.000 --> 00:02:18.000]  过了还没有停下来又有一个。
[00:02:18.000 --> 00:02:19.000]  以色列人是这样经验,
[00:02:19.000 --> 00:02:22.000]  我看你跟我人生也有这样的经验,
[00:02:22.000 --> 00:02:23.000]  对不对?
[00:02:23.000 --> 00:02:26.000]  所以如果我们有这样的理解的话,
[00:02:26.000 --> 00:02:27.000]  我们看这个诗篇第一句说
[00:02:27.000 --> 00:02:30.000]  我要向山举目,
[00:02:30.000 --> 00:02:33.000]  就没有那么浪漫了,是吧?
[00:02:33.000 --> 00:02:35.000]  山不是好东西啊,
[00:02:35.000 --> 00:02:37.000]  在以色列人的生命当中,
[00:02:37.000 --> 00:02:38.000]  他的经验当中,
[00:02:38.000 --> 00:02:41.000]  就这个诗篇的诗人讲的时候,
[00:02:41.000 --> 00:02:44.000]  我看没有我们今天念得那么轻松,
[00:02:44.000 --> 00:02:46.000]  他想起来以色列人的历史
[00:02:46.000 --> 00:02:49.000]  就是山,又过了一个山。
[00:02:49.000 --> 00:02:52.000]  我们可能去年里过了很多个山,
[00:02:52.000 --> 00:02:54.000]  今年如何我不知道,
[00:02:54.000 --> 00:02:55.000]  我不是先知,
[00:02:55.000 --> 00:02:57.000]  我不可能跟你说,
[00:02:57.000 --> 00:02:59.000]  但是可能还有山要过,
[00:02:59.000 --> 00:03:02.000]  过了又一过。
[00:03:02.000 --> 00:03:04.000]  那么怎么办呢?
[00:03:04.000 --> 00:03:05.000]  但是我想告诉大家,
[00:03:05.000 --> 00:03:09.000]  如果你看圣经,
[00:03:09.000 --> 00:03:11.000]  我们的上帝很有意思的,
[00:03:11.000 --> 00:03:16.000]  山是代表了我们人生很多的难关,
[00:03:16.000 --> 00:03:19.000]  但是偏偏我们看见我们的神
[00:03:19.000 --> 00:03:21.000]  在圣经里面,
[00:03:21.000 --> 00:03:22.000]  无论是旧约,
[00:03:22.000 --> 00:03:23.000]  无论是新约,
[00:03:23.000 --> 00:03:31.000]  特别喜欢选取山来跟人很亲切的相遇的地方。
[00:03:31.000 --> 00:03:33.000]  很多人点头了,
[00:03:33.000 --> 00:03:34.000]  我看你就知道了,
[00:03:34.000 --> 00:03:35.000]  记得吗?
[00:03:35.000 --> 00:03:36.000]  很简单,
[00:03:36.000 --> 00:03:37.000]  我们举几个例吧。
[00:03:37.000 --> 00:03:41.000]  摩西在荷列山,
[00:03:41.000 --> 00:03:45.000]  就是上相看到焚烧的树木,
[00:03:45.000 --> 00:03:47.000]  但是没有焚到,
[00:03:47.000 --> 00:03:51.000]  然后听到神对他的呼召,
[00:03:51.000 --> 00:03:53.000]  亲近神。
[00:03:53.000 --> 00:03:56.000]  还有伊利亚,
[00:03:56.000 --> 00:03:59.000]  伊利亚在加密山,
[00:03:59.000 --> 00:04:04.000]  一个人抵抗那些几百个假先知,
[00:04:04.000 --> 00:04:07.000]  经历神的同在。
[00:04:07.000 --> 00:04:09.000]  旧约的山是这样,
[00:04:09.000 --> 00:04:10.000]  新约也是这样,
[00:04:10.000 --> 00:04:11.000]  我们看我们的祖,
[00:04:11.000 --> 00:04:12.000]  在三项,
[00:04:12.000 --> 00:04:14.000]  特别讲那个三项,
[00:04:14.000 --> 00:04:15.000]  跟他的门徒,
[00:04:15.000 --> 00:04:18.000]  颁布那个天国的很多的教训,
[00:04:18.000 --> 00:04:21.000]  马太福音第五章到第七章,
[00:04:21.000 --> 00:04:22.000]  对不对?
[00:04:22.000 --> 00:04:24.000]  然后还有,
[00:04:24.000 --> 00:04:26.000]  耶稣登山,
