
[00:00:00.000 --> 00:00:03.000]  (影片播放)
[00:00:03.000 --> 00:00:06.000]  感謝主的美麗真摯見證
[00:00:06.000 --> 00:00:08.000]  也是很榮耀的詩歌
[00:00:08.000 --> 00:00:13.000]  今天被稱為聖經培靈的主日
[00:00:13.000 --> 00:00:15.000]  我選了一個題目
[00:00:15.000 --> 00:00:19.000]  就是想說一下耶穌的比喻
[00:00:19.000 --> 00:00:22.000]  當眾天國的傲卑
[00:00:22.000 --> 00:00:28.000]  聖經當然我們都很熟悉是神的話
[00:00:28.000 --> 00:00:32.000]  但有沒有想過當你拿著聖經的時候
[00:00:32.000 --> 00:00:34.000]  是有些矛盾在裡面
[00:00:34.000 --> 00:00:36.000]  矛盾就是一方面
[00:00:36.000 --> 00:00:41.000]  因為聖經是宇宙最高的主宰
[00:00:41.000 --> 00:00:44.000]  創造宇宙創造星河
[00:00:44.000 --> 00:00:46.000]  然後對於其中一個星球
[00:00:46.000 --> 00:00:50.000]  裡面一種生物叫人類要說的話
[00:00:50.000 --> 00:00:53.000]  是很高超的
[00:00:53.000 --> 00:00:57.000]  他的想法他的做法
[00:00:57.000 --> 00:01:01.000]  甚至他的能力那種偉大
[00:01:01.000 --> 00:01:04.000]  他用什麼方式去愛
[00:01:04.000 --> 00:01:08.000]  這些都是超過我們人類所能夠了解的
[00:01:08.000 --> 00:01:13.000]  我相信一方面聖經有他那裡很難
[00:01:13.000 --> 00:01:16.000]  很高超很難明白的地方
[00:01:16.000 --> 00:01:18.000]  但另一方面
[00:01:18.000 --> 00:01:22.000]  神所寫的說話聖經也是給我們看的
[00:01:22.000 --> 00:01:23.000]  他想我們明白的
[00:01:23.000 --> 00:01:24.000]  不然寫來幹嘛呢
[00:01:24.000 --> 00:01:26.000]  所以要有一個章歷
[00:01:26.000 --> 00:01:28.000]  有沒有想過真的有一個章歷在裡面
[00:01:28.000 --> 00:01:30.000]  有一點點的矛盾在裡面
[00:01:30.000 --> 00:01:32.000]  一方面又想我們聽得明白
[00:01:32.000 --> 00:01:34.000]  但另一方面他又這麼深奧
[00:01:34.000 --> 00:01:36.000]  這麼超越的時候
[00:01:36.000 --> 00:01:39.000]  我們又似乎沒辦法完全明白得到
[00:01:39.000 --> 00:01:41.000]  這種這樣的章歷
[00:01:41.000 --> 00:01:44.000]  是成為我們一起去
[00:01:44.000 --> 00:01:48.000]  不斷一生去能夠突破的地方
[00:01:48.000 --> 00:01:51.000]  所以今天我最後就決定
[00:01:51.000 --> 00:01:54.000]  選了耶穌所說的比喻
[00:01:54.000 --> 00:01:56.000]  作為一個入手點
[00:01:56.000 --> 00:01:59.000]  幫我們能夠去看看這種
[00:01:59.000 --> 00:02:02.000]  好像有一個矛盾的章歷
[00:02:02.000 --> 00:02:05.000]  怎樣去解決到它
[00:02:05.000 --> 00:02:07.000]  這裡我今天就用了
[00:02:07.000 --> 00:02:10.000]  馬太福音第十三章
[00:02:10.000 --> 00:02:12.000]  如果有聖經都可以打開的
[00:02:12.000 --> 00:02:14.000]  或者打開你的手機
[00:02:14.000 --> 00:02:16.000]  看看馬太福音第十三章
[00:02:16.000 --> 00:02:18.000]  馬太福音十三章
[00:02:18.000 --> 00:02:21.000]  耶穌一連說了七個比喻
[00:02:21.000 --> 00:02:24.000]  他用比喻來解釋
[00:02:24.000 --> 00:02:28.000]  天國的真理和奧秘
[00:02:28.000 --> 00:02:30.000]  在那裡
[00:02:30.000 --> 00:02:33.000]  為什麼我要選比喻
[00:02:33.000 --> 00:02:35.000]  耶穌所說的比喻
