
[00:00:00.000 --> 00:00:03.640]  今天是復活節的主日
[00:00:03.640 --> 00:00:08.200]  我們的題目是「復活不再是傳說」
[00:00:08.200 --> 00:00:10.320]  復活節對於我們信徒來說
[00:00:10.320 --> 00:00:13.280]  是一個非常非常興奮的日子
[00:00:13.280 --> 00:00:15.360]  因為主已經復活
[00:00:15.360 --> 00:00:19.920]  雖然幾天前我們都在這裡紀念耶穌的受苦
[00:00:19.920 --> 00:00:21.560]  但是對我們來說
[00:00:21.560 --> 00:00:25.400]  其實我們不會覺得很淒涼
[00:00:25.400 --> 00:00:28.600]  因為我們其實知道耶穌復活了
[00:00:28.600 --> 00:00:30.720]  但不知道大家有沒有想過
[00:00:30.720 --> 00:00:34.360]  當日第一批耶穌的門徒
[00:00:34.360 --> 00:00:36.120]  他們的心情是怎樣
[00:00:36.120 --> 00:00:39.240]  當耶穌被釘十字架的時候
[00:00:39.240 --> 00:00:43.760]  或者他們真的覺得心灰意冷
[00:00:43.760 --> 00:00:47.440]  你想想 開始耶穌去呼召他們的時候
[00:00:47.440 --> 00:00:50.240]  其實所有的門徒那十幾位
[00:00:50.240 --> 00:00:55.280]  是真的放下所有東西去跟隨耶穌的
[00:00:55.280 --> 00:00:57.480]  本來那個謀取開暴利
[00:00:57.480 --> 00:00:59.800]  即是賺大錢的稅吏
[00:00:59.800 --> 00:01:02.360]  不做稅吏 不做收稅
[00:01:02.360 --> 00:01:04.240]  然後跟隨耶穌
[00:01:04.240 --> 00:01:08.040]  本來打開瘀的那一班門徒
[00:01:08.040 --> 00:01:11.800]  又放下了慾望去跟隨耶穌
[00:01:11.800 --> 00:01:14.520]  頭幾年 即是頭三年
[00:01:14.520 --> 00:01:17.800]  其實他們覺得沒有跟錯人
[00:01:17.800 --> 00:01:20.200]  其實跟著耶穌都可能挺威風的
[00:01:20.200 --> 00:01:21.240]  你想想 是不是?
[00:01:21.240 --> 00:01:23.600]  因為第一 又有醫病的能力
[00:01:23.600 --> 00:01:25.160]  又有趕鬼的能力
[00:01:25.160 --> 00:01:27.280]  一路行很多的神蹟
[00:01:27.280 --> 00:01:30.360]  不單止人覺得耶穌很厲害
[00:01:30.360 --> 00:01:35.240]  連鬼都為耶穌做見證
[00:01:35.240 --> 00:01:37.160]  動不動就有幾百人
[00:01:37.160 --> 00:01:41.560]  甚至有幾次是幾千人去聽耶穌說話
[00:01:41.560 --> 00:01:44.320]  所以如果你是跟著耶穌那一班門徒
[00:01:44.320 --> 00:01:47.760]  你自己都覺得自己高大一點
[00:01:47.760 --> 00:01:50.120]  我在香港那時候跟著那些聰明人
[00:01:50.120 --> 00:01:51.560]  我自己雖然不是很聰明
[00:01:51.560 --> 00:01:52.760]  但是跟著他們
[00:01:52.760 --> 00:01:54.600]  人家看著那個聰明人
[00:01:54.600 --> 00:01:56.040]  我都以為在看著我
[00:01:56.040 --> 00:01:57.280]  一路走
[00:01:57.280 --> 00:01:59.680]  不過很多時候人家真的以為我是跟班
[00:01:59.680 --> 00:02:03.400]  因為又比較小 又比較像年輕一點
[00:02:03.400 --> 00:02:06.160]  我想門徒覺得沒有跟錯人
[00:02:06.160 --> 00:02:10.200]  但是竟然在那個晚上
[00:02:10.200 --> 00:02:14.280]  竟然耶穌被人抓了
[00:02:14.280 --> 00:02:17.440]  竟然原本很厲害的耶穌
[00:02:17.440 --> 00:02:22.040]  可以夠膽和全部的宗教領袖和官員去抗衡
[00:02:22.040 --> 00:02:24.440]  去和他們鬥嘴的那個耶穌
[00:02:24.440 --> 00:02:26.880]  氣勢完全消失了
[00:02:26.880 --> 00:02:29.600]  一下子被人釘十字架
[00:02:29.600 --> 00:02:32.080]  然後他們四散
[00:02:32.080 --> 00:02:34.080]  我不知道如果你是那些門徒
[00:02:34.080 --> 00:02:35.960]  你會有什麼感覺
[00:02:35.960 --> 00:02:40.360]  為什麼我那三年為你所放棄
[00:02:40.360 --> 00:02:44.800]  所賺的錢付諸流水
[00:02:44.800 --> 00:02:46.600]  有一幕聖經都說
[00:02:46.600 --> 00:02:48.560]  西門彼得跟他們說
[00:02:48.560 --> 00:02:50.640]  其中一個最大聲的門徒
[00:02:50.640 --> 00:02:52.640]  三次不認主的門徒
[00:02:52.640 --> 00:02:56.600]  他說「我去打魚了」
[00:02:56.600 --> 00:03:00.000]  然後其他人說「好啊 一起去吧」
[00:03:00.000 --> 00:03:03.920]  他們所有的希望一下子消失了
[00:03:03.920 --> 00:03:06.120]  如果耶穌沒有復活
[00:03:06.120 --> 00:03:09.000]  其實聖經就完了
[00:03:09.000 --> 00:03:10.000]  你想想是不是?
[00:03:10.000 --> 00:03:11.280]  如果耶穌沒有復活
[00:03:11.280 --> 00:03:12.800]  那些門徒四散
[00:03:12.800 --> 00:03:15.400]  還哪有人繼續寫聖經下去?
[00:03:15.400 --> 00:03:18.600]  那麼新約聖經就會變得很短
[00:03:18.600 --> 00:03:21.960]  你去到路加福音就完了
[00:03:21.960 --> 00:03:24.920]  也應該沒有基督教的出現
[00:03:24.920 --> 00:03:27.080]  如果耶穌沒有復活
[00:03:27.080 --> 00:03:30.520]  祂只不過是一個普通的宗教領袖
[00:03:30.520 --> 00:03:32.280]  可能偉大一點
[00:03:32.280 --> 00:03:33.680]  好像孔子一樣
[00:03:33.680 --> 00:03:36.080]  因為孔子也收了很多門生
[00:03:36.080 --> 00:03:37.200]  收了很多學生
[00:03:37.200 --> 00:03:39.080]  收了很多所謂的門徒
[00:03:39.080 --> 00:03:43.800]  孔子也留下很多很有意義的道理給我們
[00:03:43.800 --> 00:03:45.880]  可能極其量就是這樣
[00:03:45.880 --> 00:03:47.600]  如果耶穌沒有復活
[00:03:47.600 --> 00:03:50.360]  但我們慶幸我們所相信的耶穌
[00:03:50.360 --> 00:03:51.760]  祂復活了
[00:03:51.760 --> 00:03:54.400]  當門徒最失落的時候
[00:03:54.400 --> 00:03:55.600]  祂復活
[00:03:55.600 --> 00:03:57.960]  那麼究竟在復活節的前夕
[00:03:57.960 --> 00:04:00.600]  發生了什麼事呢?
[00:04:00.600 --> 00:04:02.800]  在復活的那一天
[00:04:02.800 --> 00:04:04.160]  那一個晚上
[00:04:04.160 --> 00:04:07.160]  當耶穌已經斷氣了
[00:04:07.160 --> 00:04:10.800]  被人在十字架上放下來
[00:04:10.800 --> 00:04:14.560]  安葬在釘十字架附近一個園子裡
[00:04:14.560 --> 00:04:16.400]  因為那裡有一個新的墓穴
[00:04:16.400 --> 00:04:19.040]  是沒有人在那裡用過的
[00:04:19.040 --> 00:04:22.320]  當時的墓穴就不像我們現在那樣
[00:04:22.320 --> 00:04:24.080]  我們現在的墓穴是怎樣的呢?
[00:04:24.080 --> 00:04:25.560]  是在地上的
[00:04:25.560 --> 00:04:27.600]  我來到溫哥華才見識到
[00:04:27.600 --> 00:04:31.680]  原來地上下面也有兩層的
[00:04:31.680 --> 00:04:33.880]  即是有上下格的床
[00:04:33.880 --> 00:04:36.240]  我覺得很有趣
[00:04:36.240 --> 00:04:39.120]  當時猶太人的墓穴不是我們這樣的
[00:04:39.120 --> 00:04:41.160]  不是兩格的
[00:04:41.160 --> 00:04:41.920]  而是怎樣呢?
[00:04:41.920 --> 00:04:44.200]  而是可以走進去的
[00:04:44.200 --> 00:04:45.360]  所以一會兒你看聖經
[00:04:45.360 --> 00:04:47.840]  他們說他們找耶穌的身體的時候
[00:04:47.840 --> 00:04:50.160]  是要進入那個墓穴裡
[00:04:50.160 --> 00:04:51.120]  是進去的
[00:04:51.120 --> 00:04:52.720]  是由一個石頭
[00:04:52.720 --> 00:04:55.120]  鑿開一個小機器
[00:04:55.120 --> 00:04:56.520]  如果大家看到那個
[00:04:56.520 --> 00:04:58.880]  就是在石頭裡鑿了一個小機器
[00:04:58.880 --> 00:05:01.320]  而平放他們的屍體
[00:05:01.320 --> 00:05:02.920]  他們會用一些香料
[00:05:02.920 --> 00:05:04.480]  用一些布
[00:05:04.480 --> 00:05:06.920]  一直包著屍體
[00:05:06.920 --> 00:05:08.440]  這個是他們的儀式
[00:05:08.440 --> 00:05:11.440]  而當屍體放在那個機器上
[00:05:11.440 --> 00:05:13.760]  他們就會用一塊很大的石頭
[00:05:13.760 --> 00:05:15.080]  滾到門口
[00:05:15.080 --> 00:05:17.200]  做那個墓的門口
[00:05:17.200 --> 00:05:18.840]  而關了門
[00:05:18.840 --> 00:05:23.560]  當時羅馬政府很緊張耶穌的屍體
[00:05:23.560 --> 00:05:26.560]  當然那些官員其實不會相信耶穌復活
[00:05:26.560 --> 00:05:30.160]  我相信連門徒都沒有想過耶穌復活
[00:05:30.160 --> 00:05:32.000]  但他們要特別處理
[00:05:32.000 --> 00:05:35.520]  聖經說他們要看守的兵
[00:05:35.520 --> 00:05:38.760]  一起去看守那個墓穴門口
[00:05:38.760 --> 00:05:41.000]  還要封住石頭
[00:05:41.000 --> 00:05:44.080]  一個大的石頭去封住
[00:05:44.080 --> 00:05:45.240]  以防甚麼呢?
[00:05:45.240 --> 00:05:48.120]  以防被人偷了屍體
[00:05:48.120 --> 00:05:50.360]  因為之前耶穌自己說過
[00:05:50.360 --> 00:05:51.800]  「我會復活」
[00:05:51.800 --> 00:05:54.160]  他們都收到很多傳說說
[00:05:54.160 --> 00:05:55.840]  這個人會復活
[00:05:55.840 --> 00:05:58.280]  所以他們很怕有人偷了屍體之後
[00:05:58.280 --> 00:06:01.600]  然後就說「哦 耶穌復活了」
[00:06:01.600 --> 00:06:05.520]  結果我覺得其實他們不用擔心
[00:06:05.520 --> 00:06:07.320]  為甚麼不用擔心有人偷屍呢?
[00:06:07.320 --> 00:06:11.080]  因為那些門徒根本膽小如鼠
[00:06:11.080 --> 00:06:12.320]  耶穌被人抓的時候
[00:06:12.320 --> 00:06:13.680]  他們馬上四散
[00:06:13.680 --> 00:06:14.720]  他們躲起來
[00:06:14.720 --> 00:06:15.920]  他們想去打魚
[00:06:15.920 --> 00:06:18.080]  他們都沒有想過再傳福音
[00:06:18.080 --> 00:06:19.920]  但是那個星期日
[00:06:19.920 --> 00:06:23.320]  即是今天的天未亮
[00:06:23.320 --> 00:06:25.720]  聖經說還是天黑的時候
[00:06:25.720 --> 00:06:26.720]  天未亮
[00:06:26.720 --> 00:06:29.200]  昨晚不知為何我睡得不是太好
[00:06:29.200 --> 00:06:31.880]  我四點多、五點就起床了
[00:06:31.880 --> 00:06:34.240]  剛剛就看著天亮
[00:06:34.240 --> 00:06:35.720]  天亮之前
[00:06:35.720 --> 00:06:36.400]  真的特別
[00:06:36.400 --> 00:06:38.040]  好像特別黑暗一樣
[00:06:38.040 --> 00:06:39.520]  你不是很看得清楚
[00:06:39.520 --> 00:06:43.280]  但是有一個很好的姊妹叫瑪利亞
[00:06:43.280 --> 00:06:47.320]  她想去看看耶穌的墓穴
[00:06:47.320 --> 00:06:49.000]  她某一刻去到
[00:06:49.000 --> 00:06:50.560]  結果一去到的時候
[00:06:50.560 --> 00:06:53.000]  那個石頭滾開了
[00:06:53.000 --> 00:06:55.040]  已經滾開了
[00:06:55.040 --> 00:06:57.640]  沒有了冰冰
[00:06:57.640 --> 00:06:59.200]  接著她看一看
[00:06:59.200 --> 00:07:03.200]  連耶穌的身體都沒有了
[00:07:03.200 --> 00:07:04.320]  如果你是那個婦女
[00:07:04.320 --> 00:07:06.560]  你會怎樣呢?
[00:07:06.560 --> 00:07:09.400]  你會馬上說「哇 好了 耶穌復活了」
[00:07:09.400 --> 00:07:10.040]  她不是
[00:07:10.040 --> 00:07:12.400]  她很怕馬上跑回去
[00:07:12.400 --> 00:07:14.080]  找一些男人
[00:07:14.080 --> 00:07:15.640]  找一些門徒
[00:07:15.640 --> 00:07:17.840]  結果彼得和另一個門徒一聽到
[00:07:17.840 --> 00:07:19.200]  說不見了屍體
[00:07:19.200 --> 00:07:22.200]  大聲地跑去墓穴裏面
[00:07:22.200 --> 00:07:23.040]  一個跑得快一點
[00:07:23.040 --> 00:07:23.720]  一個跑得慢一點
[00:07:23.720 --> 00:07:24.640]  聖經記載
[00:07:24.640 --> 00:07:26.160]  跑得快一點的那個
[00:07:26.160 --> 00:07:27.200]  在門口看一看
[00:07:27.200 --> 00:07:28.720]  「沒有耶穌」
[00:07:28.720 --> 00:07:29.960]  彼得就跑遲一點
