
[00:00:00.000 --> 00:00:05.720]  這個時候大家再一起祈禱,我們仰望著
[00:00:05.720 --> 00:00:07.720]  天父我們感謝你
[00:00:07.720 --> 00:00:09.720]  因為你愛我們
[00:00:09.720 --> 00:00:14.200]  你讓你的愛子耶穌基督為我們犧牲
[00:00:14.200 --> 00:00:18.600]  主啊你是那位坐在天上寶座的上帝
[00:00:18.600 --> 00:00:22.600]  你的信神是直到窮創
[00:00:22.600 --> 00:00:24.600]  你的慈愛永不改變
[00:00:24.600 --> 00:00:28.600]  主啊,臨到我們身上的
[00:00:28.600 --> 00:00:30.600]  你簡直是你給我們永恆的救恩
[00:00:30.600 --> 00:00:32.600]  更加是每一天的保守
[00:00:32.600 --> 00:00:34.600]  每一天的看護
[00:00:34.600 --> 00:00:38.600]  主啊你吩咐我們要堅守你的真道
[00:00:38.600 --> 00:00:42.600]  因為你的說話是靈,是生命
[00:00:42.600 --> 00:00:45.600]  人得著你的道,就得著生命
[00:00:45.600 --> 00:00:47.600]  主啊求你保守我們在今天
[00:00:47.600 --> 00:00:51.600]  當打開聖經,思想你的話的時候
[00:00:51.600 --> 00:00:54.600]  再次領受聖靈的指教
[00:00:54.600 --> 00:00:58.600]  就是真理的聖靈要引導我們明白真理
[00:00:58.600 --> 00:01:04.600]  求主帶領讓我們靠著你能夠明道有行道
[00:01:04.600 --> 00:01:09.600]  我們同心祈禱,奉耶穌聖明求,行門
[00:01:09.600 --> 00:01:12.600]  大家再見,翻開聖經、猶大書的經文
[00:01:12.600 --> 00:01:15.600]  大家一定會記得我們這一兩年
[00:01:15.600 --> 00:01:19.600]  我們不斷提及教會追求成為使命的教會
[00:01:19.600 --> 00:01:21.600]  我們活出使命的人生
[00:01:21.600 --> 00:01:26.600]  其中有重要的要素就是明道、行道
[00:01:26.600 --> 00:01:29.600]  作為教徒我們需要努力的
[00:01:29.600 --> 00:01:32.600]  來明白自己信什麼
[00:01:32.600 --> 00:01:34.600]  我們不是糊塗的相信
[00:01:34.600 --> 00:01:38.600]  而是清楚知道自己信的是什麼
[00:01:38.600 --> 00:01:43.600]  我們所領受的真道是包含哪一方面的道理
[00:01:43.600 --> 00:01:47.600]  因為今天有太多太多的恥是而非的道理
[00:01:47.600 --> 00:01:49.600]  太多的歪理
[00:01:49.600 --> 00:01:52.600]  如果你不明白自己所信的
[00:01:52.600 --> 00:01:56.600]  很容易被別人所說的話去動搖你
[00:01:56.600 --> 00:01:59.600]  因為今天很多傳媒、很多坊間
[00:01:59.600 --> 00:02:02.600]  有太多好像真理的道理
[00:02:02.600 --> 00:02:05.600]  因此你和我有一個責任
[00:02:05.600 --> 00:02:09.600]  來幫助自己明白真理
[00:02:09.600 --> 00:02:11.600]  你會發覺很多人告訴你
[00:02:11.600 --> 00:02:14.600]  其實這個世界裡面是一個多元化的社會
[00:02:14.600 --> 00:02:16.600]  有很多不同的觀念
[00:02:16.600 --> 00:02:20.600]  我們要尊重有不同的生活方式的人
[00:02:20.600 --> 00:02:23.600]  沒錯我們應該去尊重別人
[00:02:23.600 --> 00:02:28.600]  但這種尊重不等於沒有了絕對的真理
[00:02:28.600 --> 00:02:33.600]  這種尊重也不等於是不需要有道德的觀念
[00:02:33.600 --> 00:02:35.600]  或者很簡單的一個比喻說
[00:02:35.600 --> 00:02:38.600]  大家知道這個世界有自然的定律
[00:02:38.600 --> 00:02:40.600]  如果你去到山頂
[00:02:40.600 --> 00:02:42.600]  你說想下山腳
[00:02:42.600 --> 00:02:44.600]  你可以用很多不同的方法
[00:02:44.600 --> 00:02:46.600]  多元的方式
[00:02:46.600 --> 00:02:48.600]  你可以坐纜車下來
[00:02:48.600 --> 00:02:50.600]  你可以走下來
[00:02:50.600 --> 00:02:52.600]  你可以坐巴士下來都可以
[00:02:52.600 --> 00:02:56.600]  但肯定的如果你要說我要跳下來
[00:02:56.600 --> 00:03:02.600]  自然的定律就是第三級你會粉身碎骨
[00:03:02.600 --> 00:03:06.600]  你要跳下來的時候結果只會一樣
[00:03:06.600 --> 00:03:08.600]  就是你會死
[00:03:08.600 --> 00:03:13.600]  事先提到的真道是永恆的道
[00:03:13.600 --> 00:03:16.600]  是永遠不變的神的道
[00:03:16.600 --> 00:03:21.600]  因此你會知道聖經的道就是生命的自然規律
[00:03:21.600 --> 00:03:26.600]  而你和我聖經勉勵我們要堅守著神的道
[00:03:26.600 --> 00:03:29.600]  因為神的道是生命的道
[00:03:29.600 --> 00:03:31.600]  因此當你讀到《猶大書》的時候
[00:03:31.600 --> 00:03:34.600]  你就明白當時猶大為什麼這麼緊張
[00:03:34.600 --> 00:03:39.600]  要呼籲我們要竭力維護神的真道
[00:03:39.600 --> 00:03:41.600]  我們一起看看聖經
[00:03:41.600 --> 00:03:45.600]  在猶大書一開始的時候提及有三種的
[00:03:45.600 --> 00:03:47.600]  嬌徒生命的狀況
[00:03:47.600 --> 00:03:49.600]  第一節
[00:03:49.600 --> 00:04:07.600]  你有沒有看到首先請說到
[00:04:07.600 --> 00:04:10.600]  我們這一群是被召的人
[00:04:10.600 --> 00:04:14.600]  我們被神呼召離開黑暗進入光明
[00:04:14.600 --> 00:04:18.600]  領受了神給我們拯救的人群
[00:04:18.600 --> 00:04:22.600]  我們有神的呼召在我們生命中
[00:04:22.600 --> 00:04:25.600]  第二我們是無愛的
[00:04:25.600 --> 00:04:27.600]  神的愛在我們身上
[00:04:27.600 --> 00:04:30.600]  就算你意識到不意識到都好
[00:04:30.600 --> 00:04:36.600]  聖經允許神的慈愛永不離開屬祂的子民
[00:04:36.600 --> 00:04:38.600]  我們是無愛的
[00:04:38.600 --> 00:04:42.600]  我們提到我們是一群神保守的人
[00:04:42.600 --> 00:04:44.600]  這裡含義是說
[00:04:44.600 --> 00:04:47.600]  夢神的保守直到耶穌基督在內的日子
[00:04:47.600 --> 00:04:51.600]  為耶穌基督而夢保守的
[00:04:51.600 --> 00:04:53.600]  因此重視很多的衝擊
[00:04:53.600 --> 00:04:57.600]  但是我們仍然在神的保守當中
[00:04:57.600 --> 00:05:01.600]  我們上次上帳或者久不久都會提到
[00:05:01.600 --> 00:05:06.600]  就是神保守我們好像保守祂眼中的同仁
[00:05:06.600 --> 00:05:08.600]  你會很緊張
[00:05:08.600 --> 00:05:12.600]  有些沙塵吹過你都立刻蓋著眼睛
[00:05:12.600 --> 00:05:15.600]  你會保護著因為眼睛是敏感的
[00:05:15.600 --> 00:05:19.600]  上帝保護我們好像保護祂眼睛的同仁
[00:05:19.600 --> 00:05:23.600]  意味著上帝的保守是很完全的
[00:05:23.600 --> 00:05:26.600]  因此你和我記得這三樣
[00:05:26.600 --> 00:05:27.600]  我們生命的狀況
[00:05:27.600 --> 00:05:30.600]  第一我們是夢神呼召的
[00:05:30.600 --> 00:05:32.600]  我們是無愛的
[00:05:32.600 --> 00:05:36.600]  我們是夢保守的
[00:05:36.600 --> 00:05:41.600]  這種生命的狀況是我們常常可以感恩的一種狀況
[00:05:41.600 --> 00:05:44.600]  有這種狀況然後由大就繼續說了
[00:05:44.600 --> 00:05:46.600]  大家看第三節
[00:05:46.600 --> 00:05:51.600]  親愛的我曾經迫切地想寫信給你們
[00:05:51.600 --> 00:05:54.600]  論到我們共享的舊恩
[00:05:54.600 --> 00:05:56.600]  由大說我很想告訴你們
[00:05:56.600 --> 00:06:00.600]  知道有關於舊恩的一般真理
[00:06:00.600 --> 00:06:03.600]  大家知道由大是誰嗎?
[00:06:03.600 --> 00:06:05.600]  你不要想錯
[00:06:05.600 --> 00:06:08.600]  不是殺害耶穌的由大
[00:06:08.600 --> 00:06:12.600]  這裡所說的由大是耶穌的兄弟
[00:06:12.600 --> 00:06:14.600]  是肉身的兄弟
[00:06:14.600 --> 00:06:16.600]  亞國也是耶穌的兄弟
[00:06:16.600 --> 00:06:19.600]  也是當時教會重要的領袖
[00:06:19.600 --> 00:06:22.600]  所以他說我的兄弟由大
[00:06:22.600 --> 00:06:25.600]  我的亞國是他的兄弟
[00:06:25.600 --> 00:06:28.600]  這位由大他很清楚知道
[00:06:28.600 --> 00:06:31.600]  沒錯這位是他肉身的兄弟
[00:06:31.600 --> 00:06:34.600]  但他仍然自稱自己是僕人
[00:06:34.600 --> 00:06:35.600]  第一節所說
[00:06:35.600 --> 00:06:37.600]  他說我是僕人
[00:06:37.600 --> 00:06:40.600]  他知道這位是復活了的舊主
[00:06:40.600 --> 00:06:43.600]  很清楚舊恩的重要性
[00:06:43.600 --> 00:06:48.600]  因此他很想將舊恩的事情向弟姐妹講述
[00:06:48.600 --> 00:06:52.600]  但突然間你發覺第三節中間有一些轉變
[00:06:52.600 --> 00:06:57.600]  他說現在我更覺得必須寫信勸勉離門
[00:06:57.600 --> 00:06:58.600]  切力維護
[00:06:58.600 --> 00:07:03.600]  從前一次就全交給了聖徒的信仰
[00:07:03.600 --> 00:07:05.600]  突然間他的心思有些轉變
[00:07:05.600 --> 00:07:10.600]  發覺教會有些特別的危難緊急的處境
[00:07:10.600 --> 00:07:13.600]  發覺很多假教師出現
[00:07:13.600 --> 00:07:15.600]  很多的異端出現
[00:07:15.600 --> 00:07:18.600]  因此他發覺他更加要提醒大家
[00:07:18.600 --> 00:07:21.600]  要切力維護
[00:07:21.600 --> 00:07:23.600]  維護什麼呢?
[00:07:23.600 --> 00:07:29.600]  從前一次就全交給了聖徒的信仰
[00:07:29.600 --> 00:07:31.600]  聖經裡面所提到的
[00:07:31.600 --> 00:07:32.600]  在希伯羅書說
[00:07:32.600 --> 00:07:34.600]  他說歷代的先知
[00:07:34.600 --> 00:07:37.600]  神透過他們曉諭世界
[00:07:37.600 --> 00:07:39.600]  去到末世的時候
[00:07:39.600 --> 00:07:41.600]  就是耶穌基督來到的時候
[00:07:41.600 --> 00:07:45.600]  就一次過清楚將神的真理
[00:07:45.600 --> 00:07:48.600]  的全部份曉諭我門
[00:07:48.600 --> 00:07:50.600]  希伯羅書第一章所說
[00:07:50.600 --> 00:07:55.600]  是清楚的完整的將神的福音
[00:07:55.600 --> 00:07:57.600]  已經告訴我門
[00:07:57.600 --> 00:08:00.600]  因此神的福音不需要增添
[00:08:00.600 --> 00:08:02.600]  或者刪減
[00:08:02.600 --> 00:08:05.600]  所以希伯羅對著加拿大的教會說
[00:08:05.600 --> 00:08:08.600]  他說什麼時候有人來到你們中間
[00:08:08.600 --> 00:08:10.600]  無論是我自己
[00:08:10.600 --> 00:08:12.600]  或者是天上的使者來到
[00:08:12.600 --> 00:08:14.600]  向你們傳另外一個福音
[00:08:14.600 --> 00:08:18.600]  和我所向你傳講的不同
[00:08:18.600 --> 00:08:21.600]  他們就應當受咒咒
[00:08:21.600 --> 00:08:24.600]  因為福音以外的所謂福音
[00:08:24.600 --> 00:08:27.600]  只會帶領人進入死亡裡面
[00:08:27.600 --> 00:08:29.600]  所以聖經很清楚說
[00:08:29.600 --> 00:08:32.600]  神已經將他的福音傳避
[00:08:32.600 --> 00:08:34.600]  來賜給教會
[00:08:34.600 --> 00:08:37.600]  今天很多人都說
[00:08:37.600 --> 00:08:39.600]  聖經過時了
[00:08:39.600 --> 00:08:41.600]  不需要再看聖經
[00:08:41.600 --> 00:08:42.600]  你可以參考一下可疑
[00:08:42.600 --> 00:08:46.600]  不過它不是一個完備的道理
[00:08:46.600 --> 00:08:50.600]  一個大家都熟悉的小故事
[00:08:50.600 --> 00:08:52.600]  一位西方的白人
[00:08:52.600 --> 00:08:54.600]  去到非洲一個地方
[00:08:54.600 --> 00:08:57.600]  一個很落後的地方
[00:08:57.600 --> 00:08:58.600]  見到當地一個土人
[00:08:58.600 --> 00:09:00.600]  坐在棵樹下
[00:09:00.600 --> 00:09:02.600]  在看一些東西
[00:09:02.600 --> 00:09:04.600]  走過去看看他
[00:09:04.600 --> 00:09:06.600]  看見一本聖經
[00:09:06.600 --> 00:09:10.600]  這個白人走過去取笑這位黑人
[00:09:10.600 --> 00:09:12.600]  你們還看這些東西
[00:09:12.600 --> 00:09:14.600]  我們西方人士
[00:09:14.600 --> 00:09:17.600]  不再看這些過時的東西了
[00:09:17.600 --> 00:09:19.600]  放棄它吧
[00:09:19.600 --> 00:09:23.600]  這位黑人的朋友抬高頭
[00:09:23.600 --> 00:09:26.600]  看一看這位白人
[00:09:26.600 --> 00:09:29.600]  是嗎?過時的嗎?
[00:09:29.600 --> 00:09:31.600]  如果真是過時
[00:09:31.600 --> 00:09:35.600]  你現在應該在我的肚子裡面
[00:09:35.600 --> 00:09:37.600]  原來這個民族
[00:09:37.600 --> 00:09:40.600]  原本是一個食人的民族
[00:09:40.600 --> 00:09:43.600]  但是因為有福音傳到他們中間
[00:09:43.600 --> 00:09:45.600]  他們領受生命的改變
[00:09:45.600 --> 00:09:46.600]  整個民族改變
[00:09:46.600 --> 00:09:48.600]  他們都讀聖經
[00:09:48.600 --> 00:09:52.600]  因此這個民族開始完全的更新
[00:09:52.600 --> 00:09:54.600]  如果不是因為福音的緣故
[00:09:54.600 --> 00:09:58.600]  這個白人一早已經被土人捉了
[00:09:58.600 --> 00:10:01.600]  吃了到肚子裡
[00:10:01.600 --> 00:10:03.600]  這個世界很多人以為
[00:10:03.600 --> 00:10:06.600]  要不斷有新鮮的道理才是好的道理
[00:10:06.600 --> 00:10:08.600]  但聖經告訴我們
[00:10:08.600 --> 00:10:12.600]  神的道是永遠不變
[00:10:12.600 --> 00:10:14.600]  天地都要廢去
[00:10:14.600 --> 00:10:17.600]  但神的說話一點一劃都不會廢去
[00:10:17.600 --> 00:10:20.600]  是永恆的生命之道
[00:10:20.600 --> 00:10:23.600]  因此猶大就勸勉我們
