
[00:00:00.000 --> 00:00:03.640]  孫家在這幾個月我們一起學習
[00:00:03.640 --> 00:00:06.780]  怎樣成為一個禱告的教會
[00:00:06.780 --> 00:00:11.000]  所以我們一起不斷研究《士徒行傳》
[00:00:11.000 --> 00:00:13.700]  今天我們所讀的聖經也是《士徒行傳》
[00:00:13.700 --> 00:00:17.660]  所以我想請弟兄姊妹一起打開《士徒行傳》第二章
[00:00:17.660 --> 00:00:19.660]  剛才我們所讀的那段聖經
[00:00:19.660 --> 00:00:23.420]  《士徒行傳》第二章第37節開始
[00:00:23.420 --> 00:00:28.540]  在我們新約的唐容聖經131頁
[00:00:28.540 --> 00:00:32.000]  131頁我們唐容聖經131頁
[00:00:32.000 --> 00:00:34.500]  我們一起思想神自己的說話
[00:00:34.500 --> 00:00:36.500]  《士徒行傳》第二章我們讀的時候
[00:00:36.500 --> 00:00:39.920]  我想你都會發覺是一篇很熟悉的聖經
[00:00:39.920 --> 00:00:43.460]  描述到初期教會那種復興的現象
[00:00:43.460 --> 00:00:47.460]  尤其是我們都很羨慕第41節裡面所說的
[00:00:47.460 --> 00:00:50.820]  一天之內增加了3000人
[00:00:50.820 --> 00:00:55.840]  如果我們根據第一章聖經說到當時門徒
[00:00:55.840 --> 00:00:59.500]  五旬節之前只不過是只有120人的話
[00:00:59.500 --> 00:01:06.220]  一天之內增加了3120人 即是26倍
[00:01:06.220 --> 00:01:08.980]  所以這是一個很興奮的
[00:01:08.980 --> 00:01:12.840]  令我們很羨慕的教會的爆炸
[00:01:12.840 --> 00:01:16.200]  我們希望我們北宣家都能夠成為
[00:01:16.200 --> 00:01:18.840]  好像初期教會一樣這麼復興的教會
[00:01:18.840 --> 00:01:20.600]  不過我們要留意一件事
[00:01:20.600 --> 00:01:22.600]  這個復興不是沒有原因的
[00:01:22.600 --> 00:01:25.540]  它有條件的 有很多很基本的條件
[00:01:25.540 --> 00:01:26.820]  如果沒有這些條件的時候
[00:01:26.820 --> 00:01:28.820]  復興不會莫無緣的來到
[00:01:28.820 --> 00:01:30.820]  所以《大紀元》節目今天一起研究
[00:01:30.820 --> 00:01:33.320]  究竟這個復興的爆炸
[00:01:33.320 --> 00:01:35.940]  初期教會這種這麼興奮的現象
[00:01:35.940 --> 00:01:38.160]  令我們很羨慕的這個教會
[00:01:38.160 --> 00:01:41.140]  究竟之前之後發生了什麼事
[00:01:41.140 --> 00:01:44.540]  然後我們對比我們作為北宣家的《大紀元》節目
[00:01:44.540 --> 00:01:47.540]  我們這間教會有沒有這些條件
[00:01:47.540 --> 00:01:49.940]  能不能夠成為一個神所祝福的
[00:01:49.940 --> 00:01:52.040]  同樣這麼興旺的教會 好嗎?
[00:01:52.040 --> 00:01:54.340]  我們一起祈禱 我們求聖靈幫助我們
[00:01:54.340 --> 00:01:56.040]  親愛的聖靈 我們多謝你
[00:01:56.040 --> 00:01:59.340]  你將初期教會中復興的現象留給我們
[00:01:59.340 --> 00:02:01.140]  作為我們一個榜樣
[00:02:01.140 --> 00:02:02.540]  讓我們很羨慕
[00:02:02.540 --> 00:02:05.240]  但我們也求主你今天光照我們的心
[00:02:05.240 --> 00:02:06.440]  讓我們眾弟兄姊妹
[00:02:06.440 --> 00:02:09.840]  無論是領導的 教會的牧羊的
[00:02:09.840 --> 00:02:11.040]  或者是弟兄姊妹
[00:02:11.040 --> 00:02:12.840]  我們都一樣的來看見
[00:02:12.840 --> 00:02:15.240]  你自己的真理究竟是什麼事
[00:02:15.240 --> 00:02:16.640]  讓我們真的知道
[00:02:16.640 --> 00:02:18.940]  我們今天要成為你所起義的教會
[00:02:18.940 --> 00:02:20.840]  需要一些什麼樣的條件
[00:02:20.840 --> 00:02:23.340]  需要追求一些什麼樣的教導
[00:02:23.340 --> 00:02:25.340]  求主恩代替我們祈求
[00:02:25.340 --> 00:02:27.340]  奉耶穌基督的名 阿門
[00:02:28.140 --> 00:02:32.140]  好 我們看看究竟在這個教會的興旺當中
[00:02:32.140 --> 00:02:33.840]  有些什麼的秘訣
[00:02:33.840 --> 00:02:36.140]  通常我們今天一說到秘訣
[00:02:36.140 --> 00:02:38.040]  通常想一下有什麼的program
[00:02:38.040 --> 00:02:38.740]  是吧?
[00:02:38.740 --> 00:02:40.040]  這些沒有錯的
[00:02:40.040 --> 00:02:41.540]  有很多的方式
[00:02:41.540 --> 00:02:42.640]  很多的策略
[00:02:42.640 --> 00:02:44.240]  我們現在都很流行的
[00:02:44.240 --> 00:02:46.740]  不斷在外國學一些策略回來
[00:02:46.740 --> 00:02:48.440]  我們教會就可以起了
[00:02:48.440 --> 00:02:52.040]  就可以人數由幾百人到幾千人了
[00:02:52.040 --> 00:02:54.640]  這個我也沒有反對這件事
[00:02:54.640 --> 00:02:55.840]  策略都是需要的
[00:02:55.840 --> 00:02:57.440]  不過我們要留意一件事
[00:02:57.440 --> 00:02:59.540]  策略 方法
[00:02:59.540 --> 00:03:00.840]  這些是一個手段
[00:03:00.840 --> 00:03:02.540]  只不過是工具來的
[00:03:02.540 --> 00:03:05.040]  工具不能夠令到教會復興
[00:03:05.040 --> 00:03:06.740]  真正令教會復興的
[00:03:06.740 --> 00:03:08.740]  就是用這些工具背後
[00:03:08.740 --> 00:03:10.140]  那個過程當中
[00:03:10.140 --> 00:03:13.040]  究竟我們這一班是什麼的基督徒
[00:03:13.040 --> 00:03:14.240]  好像初期教會一樣
[00:03:14.240 --> 00:03:16.440]  是那幫基督徒的復興
[00:03:16.440 --> 00:03:18.940]  是教會的領袖使徒們
[00:03:18.940 --> 00:03:21.740]  那個帶領他們對自己的要求
[00:03:21.740 --> 00:03:24.340]  才產生這種的現象
[00:03:24.340 --> 00:03:26.940]  究竟使徒或者弟兄姊妹
[00:03:26.940 --> 00:03:28.640]  教會當時的人
[00:03:28.640 --> 00:03:30.740]  那些人有些什麼的原因
[00:03:30.740 --> 00:03:32.040]  有什麼的秘訣
[00:03:32.040 --> 00:03:35.040]  令到他們有這種這樣的復興呢
[00:03:35.040 --> 00:03:37.240]  我們首先看一下
[00:03:37.240 --> 00:03:39.140]  一個很重要的重點
[00:03:39.140 --> 00:03:40.840]  37字一開始就說
[00:03:40.840 --> 00:03:41.940]  他們復興之前
[00:03:41.940 --> 00:03:44.940]  眾人聽見彼得的講道之後
[00:03:44.940 --> 00:03:48.040]  就覺得擇心
[00:03:48.040 --> 00:03:49.940]  人要有擇心
[00:03:49.940 --> 00:03:50.740]  接著他們說
[00:03:50.740 --> 00:03:52.040]  那我們可以做什麼
[00:03:52.040 --> 00:03:54.940]  彼得說你們要悔改
[00:03:54.940 --> 00:03:57.140]  擇心悔改
[00:03:57.140 --> 00:03:59.640]  是一個復興的一個非常重要
[00:03:59.640 --> 00:04:03.040]  也是唯一的基本的條件
[00:04:03.040 --> 00:04:03.940]  基本的條件
[00:04:03.940 --> 00:04:05.740]  你不可以沒有擇心
[00:04:05.740 --> 00:04:08.240]  沒有悔改而有復興的
[00:04:08.240 --> 00:04:09.840]  搞了一大堆的program
[00:04:09.840 --> 00:04:11.440]  都不會復興的
[00:04:11.440 --> 00:04:13.740]  一開始可能有些虛火
[00:04:13.740 --> 00:04:15.440]  過了之後又會回來
[00:04:15.440 --> 00:04:16.440]  又來過
[00:04:16.440 --> 00:04:17.840]  復輝元衛
[00:04:17.840 --> 00:04:19.640]  沒什麼分別的
[00:04:19.640 --> 00:04:22.340]  除非你能夠擇心
[00:04:22.340 --> 00:04:23.840]  劉奇說到擇心
[00:04:23.840 --> 00:04:25.540]  是大家一起的擇心
[00:04:25.540 --> 00:04:27.440]  不只是說使徒擇心
[00:04:27.440 --> 00:04:28.840]  不是說牧師擇心
[00:04:28.840 --> 00:04:30.640]  蕭牧師有時候見到我們不長進
[00:04:30.640 --> 00:04:31.640]  他都很擇心
[00:04:31.640 --> 00:04:32.940]  不過不只是他擇心
[00:04:32.940 --> 00:04:34.940]  我們要擇心
[00:04:34.940 --> 00:04:35.740]  你明白嗎
[00:04:35.740 --> 00:04:38.340]  頂姐妹要全體先有擇心
[00:04:38.340 --> 00:04:39.540]  那我想你會問
[00:04:39.540 --> 00:04:41.240]  那為什麼他們擇心
[00:04:41.240 --> 00:04:43.140]  為什麼我們又不是很擇心呢
[00:04:43.140 --> 00:04:44.940]  分別就在這裡
[00:04:44.940 --> 00:04:47.140]  什麼令到這幫初期的人
[00:04:47.140 --> 00:04:48.440]  他們擇心呢
[00:04:48.440 --> 00:04:50.140]  當然我們就說都要看到
[00:04:50.140 --> 00:04:51.940]  是彼得所說的道
[00:04:51.940 --> 00:04:55.740]  就是很出名的五秦節的一個講章
[00:04:55.740 --> 00:04:57.740]  就是同樣這一章是聖經第二章
[00:04:57.740 --> 00:04:59.340]  第十四至三十六節
[00:04:59.340 --> 00:05:01.340]  這一段彼得的講道
[00:05:01.340 --> 00:05:02.840]  今天我們沒什麼時間
[00:05:02.840 --> 00:05:04.540]  詳細研究這一段講道
[00:05:04.540 --> 00:05:05.940]  不過給大家看看
[00:05:05.940 --> 00:05:07.540]  究竟什麼令到他們擇心呢
[00:05:07.540 --> 00:05:08.540]  這段聖經
[00:05:08.540 --> 00:05:09.740]  這一段的講道
[00:05:09.740 --> 00:05:10.740]  就是三十六節
[00:05:10.740 --> 00:05:13.540]  最後彼得講道的結論的時候
[00:05:13.540 --> 00:05:14.640]  講得很清楚了
[00:05:14.640 --> 00:05:16.540]  他說頂姐妹
[00:05:16.540 --> 00:05:19.740]  以色列的全家你們確實是知道
[00:05:19.740 --> 00:05:23.040]  你們釘在十字架上的這位耶穌
[00:05:23.040 --> 00:05:25.240]  神已經立他為主
[00:05:25.240 --> 00:05:27.040]  為基督了
[00:05:27.040 --> 00:05:31.440]  我聽了這一句話都沒什麼擇心
[00:05:31.440 --> 00:05:32.740]  有的
[00:05:32.740 --> 00:05:35.840]  如果你是當時的猶太人
[00:05:35.840 --> 00:05:38.740]  你會突然間覺得很擇心
[00:05:38.740 --> 00:05:42.140]  因為整個的講道裡面講什麼呢
[00:05:42.140 --> 00:05:43.740]  彼得的意思就是說
[00:05:43.740 --> 00:05:45.240]  那位耶穌
[00:05:45.240 --> 00:05:47.440]  你們釘在十字架上的耶穌
[00:05:47.440 --> 00:05:49.840]  其實他就是那位尼塞亞
[00:05:49.840 --> 00:05:51.040]  你說有什麼特別
[00:05:51.040 --> 00:05:51.940]  很特別
[00:05:51.940 --> 00:05:53.140]  如果你是猶太人
[00:05:53.140 --> 00:05:54.440]  在2000年前的猶太人
[00:05:54.440 --> 00:05:57.740]  你會覺得是一個驚天的消息
[00:05:57.740 --> 00:05:59.240]  尼塞亞
[00:05:59.240 --> 00:06:01.940]  或者是今天我們讀新的聖經的時候
[00:06:01.940 --> 00:06:03.040]  叫基督
[00:06:03.040 --> 00:06:05.340]  基督就是舊約的尼塞亞
[00:06:05.340 --> 00:06:06.840]  尼塞亞是什麼
[00:06:06.840 --> 00:06:09.740]  尼塞亞就是以色列人的先知
[00:06:09.740 --> 00:06:12.140]  跟著他們亡國了幾百年
[00:06:12.140 --> 00:06:14.540]  等候的拯救者
[00:06:14.540 --> 00:06:16.740]  以色列人你看看他多慘
[00:06:16.740 --> 00:06:19.140]  亡了國之後到處被人欺壓
[00:06:19.140 --> 00:06:20.740]  然後他們心裡面說
[00:06:20.740 --> 00:06:21.740]  我們有盼望的
[00:06:21.740 --> 00:06:25.140]  就是等神的尼塞亞來到的時候
[00:06:25.140 --> 00:06:26.540]  他就拯救我們
[00:06:26.540 --> 00:06:28.340]  於是他等等等
[00:06:28.340 --> 00:06:30.440]  現在尼塞亞來了
[00:06:30.440 --> 00:06:32.740]  彼得說你們知不知道你們做了什麼
[00:06:32.740 --> 00:06:33.840]  你們怕死他嗎
[00:06:33.840 --> 00:06:35.440]  你死吧
[00:06:35.440 --> 00:06:36.440]  是不是
[00:06:36.440 --> 00:06:38.840]  你當他是神棍
[00:06:38.840 --> 00:06:40.540]  你當這個耶穌講的說話
[00:06:40.540 --> 00:06:42.940]  因為和你們的文士法尼塞亞不同
[00:06:42.940 --> 00:06:44.940]  所以你覺得耶穌潛望
[00:06:44.940 --> 00:06:47.940]  你覺得耶穌在那裡講謊話
[00:06:47.940 --> 00:06:50.440]  原來這個耶穌就是尼塞亞
[00:06:50.440 --> 00:06:52.340]  你等了幾百年來了
[00:06:52.340 --> 00:06:53.340]  你還怕死他
[00:06:53.340 --> 00:06:54.940]  你這傢伙
[00:06:54.940 --> 00:06:58.240]  死吧
[00:06:58.240 --> 00:06:58.940]  你明不明白
[00:06:58.940 --> 00:07:00.540]  當時人們聽見的時候
[00:07:00.540 --> 00:07:02.240]  窒心
[00:07:02.240 --> 00:07:04.340]  彼得說你怕死那位耶穌
[00:07:04.340 --> 00:07:05.240]  他復活了
[00:07:05.240 --> 00:07:06.540]  這段聖經裡面
[00:07:06.540 --> 00:07:08.840]  他們在講章裡面講了好幾次
[00:07:08.840 --> 00:07:10.440]  耶穌復了活
[00:07:10.440 --> 00:07:12.240]  耶穌的復活表現出
[00:07:12.240 --> 00:07:13.940]  祂是與眾不同的
[00:07:13.940 --> 00:07:14.940]  沒有人可以復活
[00:07:14.940 --> 00:07:15.940]  死而復活的
[00:07:15.940 --> 00:07:16.740]  這個耶穌復活
[00:07:16.740 --> 00:07:19.940]  所以祂就證明祂是尼塞亞
[00:07:19.940 --> 00:07:22.240]  還有祂還沒離開世界之前
[00:07:22.240 --> 00:07:24.240]  預言要來的聖靈
[00:07:24.240 --> 00:07:26.340]  你擠眼就看到了
[00:07:26.340 --> 00:07:28.240]  聖靈好像火藥降臨的時候
[00:07:28.240 --> 00:07:29.340]  你們經歷到了
[00:07:29.340 --> 00:07:30.540]  原來這個耶穌
[00:07:30.540 --> 00:07:32.240]  真的就是那個尼塞亞
[00:07:32.240 --> 00:07:33.940]  等了幾百年來的尼塞亞
[00:07:33.940 --> 00:07:35.740]  你們怕死了他
[00:07:35.740 --> 00:07:37.740]  你說你們應不應該悔改
[00:07:37.740 --> 00:07:40.440]  所以眾人聽見的時候就窒心
[00:07:40.440 --> 00:07:43.840]  原來上帝的真理
[00:07:43.840 --> 00:07:45.440]  原來神的真理
[00:07:45.440 --> 00:07:47.840]  與我一直所了解的相差這麼遠
[00:07:47.840 --> 00:07:49.140]  我搞錯了
[00:07:49.140 --> 00:07:50.640]  哎呀 糟糕了
[00:07:50.640 --> 00:07:53.440]  於是就悔改
[00:07:53.440 --> 00:07:56.540]  教會就是這樣復興起來
[00:07:56.540 --> 00:07:59.240]  當然今天你和我
[00:07:59.240 --> 00:08:00.240]  作為中國人
[00:08:00.240 --> 00:08:02.340]  2000年之後看到這節聖經
[00:08:02.340 --> 00:08:04.040]  聽到彼得的講章
[00:08:04.040 --> 00:08:05.840]  都沒有一定這樣的窒心
[00:08:05.840 --> 00:08:06.840]  這個是理所當然的
[00:08:06.840 --> 00:08:08.140]  因為我們不是猶太人
[00:08:08.140 --> 00:08:08.840]  我們沒有那種
[00:08:08.840 --> 00:08:12.240]  這麼強烈的驚訝的感覺
[00:08:12.240 --> 00:08:14.240]  但是那個道理是一樣的
[00:08:14.240 --> 00:08:15.040]  丁姐妹
[00:08:15.040 --> 00:08:20.640]  你和我都要被神的真理所震撼
[00:08:20.640 --> 00:08:25.940]  否則我們不可能有一個復興的教會
[00:08:25.940 --> 00:08:28.440]  丁姐妹 我不知道神的真理
[00:08:28.440 --> 00:08:29.940]  神有沒有在你的生命當中
[00:08:29.940 --> 00:08:31.840]  不斷地震撼你
[00:08:31.840 --> 00:08:34.740]  好像初期這一班的人一樣
[00:08:34.740 --> 00:08:36.140]  可能在過去的一個禮拜裏面
[00:08:36.140 --> 00:08:37.540]  被很多東西震撼
[00:08:37.540 --> 00:08:40.240]  我們被股市所震撼
[00:08:40.240 --> 00:08:42.340]  你可能被老闆散了一輪之後
[00:08:42.340 --> 00:08:43.440]  很震撼
[00:08:43.440 --> 00:08:46.940]  可能你的兒子要見家長
[00:08:46.940 --> 00:08:48.040]  你很震撼
[00:08:48.040 --> 00:08:50.440]  但是有沒有在上一個禮拜裏面
[00:08:50.440 --> 00:08:54.440]  丁姐妹 你有沒有被神所震撼過
[00:08:54.440 --> 00:08:56.840]  你問你自己
[00:08:56.840 --> 00:08:58.340]  如果我們沒有被神震撼
[00:08:58.340 --> 00:09:00.440]  我們怎樣復興
[00:09:00.440 --> 00:09:02.340]  你說我怎樣可以被神震撼
[00:09:02.340 --> 00:09:03.140]  我也想的
[00:09:03.140 --> 00:09:05.540]  但是我又知不知道是沒有的呢
[00:09:05.540 --> 00:09:08.240]  那我告訴你怎樣可以被神震撼
[00:09:08.240 --> 00:09:09.440]  我自己的經歷裏面
[00:09:09.440 --> 00:09:10.940]  很多丁姐妹的經歷裏面
[00:09:10.940 --> 00:09:13.840]  我們可以不斷被神震撼有兩個用處
[00:09:13.840 --> 00:09:17.440]  第一 神的話語可以不斷地震撼你
[00:09:17.440 --> 00:09:19.840]  因為神的話語就在聖經裏面
[00:09:19.840 --> 00:09:21.940]  祂和我們所說的話
[00:09:21.940 --> 00:09:24.340]  只要你認真的看聖經
[00:09:24.340 --> 00:09:28.840]  你不可能被聖經所震撼
[00:09:28.840 --> 00:09:30.740]  今天我好像家裏人一樣
[00:09:30.740 --> 00:09:32.340]  和大家分享一下
[00:09:32.340 --> 00:09:34.340]  丁姐妹說 溫律師說到
[00:09:34.340 --> 00:09:35.540]  我很喜歡聽她說到
[00:09:35.540 --> 00:09:37.140]  因為不知道為甚麼聖經到她手上
[00:09:37.140 --> 00:09:38.040]  有這麼多東西說的
[00:09:38.040 --> 00:09:39.340]  我看來看去沒有這麼多東西
[00:09:39.340 --> 00:09:41.740]  我告訴你今天秘訣在哪裏 好嗎
[00:09:41.740 --> 00:09:43.040]  第一 不是因為我聰明
[00:09:43.040 --> 00:09:45.740]  第二 不是因為我學位多
[00:09:45.740 --> 00:09:47.440]  最重要的原因
[00:09:47.440 --> 00:09:50.840]  我相信 我很用心去看聖經
[00:09:50.840 --> 00:09:52.440]  這個我夠膽講
[00:09:52.440 --> 00:09:54.040]  我很用心去看
[00:09:54.040 --> 00:09:55.140]  看完又看 看完又看
[00:09:55.140 --> 00:09:57.040]  我差不多每天都在看聖經
[00:09:57.040 --> 00:09:58.940]  花很多時間去看聖經
[00:09:58.940 --> 00:10:00.840]  但是更重要的一件事
[00:10:00.840 --> 00:10:02.740]  我在聖經裏面
[00:10:02.740 --> 00:10:05.740]  我不是帶著我的心意來解決它
[00:10:05.740 --> 00:10:08.440]  我是看聖經 看聖經有甚麼跟我說
[00:10:08.440 --> 00:10:09.640]  然後我突然間發覺
[00:10:09.640 --> 00:10:11.540]  每一次我看聖經的時候
[00:10:11.540 --> 00:10:14.740]  很認真的去面對聖經裏面的要求
[00:10:14.740 --> 00:10:15.740]  再對照一下自己
[00:10:15.740 --> 00:10:18.140]  哎呀 死了 我差這麼遠
[00:10:18.140 --> 00:10:19.840]  原來如果有一件事
[00:10:19.840 --> 00:10:21.540]  好像聖經發生的事情的時候
[00:10:21.540 --> 00:10:23.440]  我想一下我會這樣做
[00:10:23.440 --> 00:10:24.340]  現在看聖經
[00:10:24.340 --> 00:10:27.040]  原來那些人完全不是這樣做的
[00:10:27.040 --> 00:10:28.640]  屬神的人完全不是這樣做的時候
[00:10:28.640 --> 00:10:30.140]  我就覺得很慚愧
[00:10:30.140 --> 00:10:32.440]  這個就震撼 你明白嗎
[00:10:32.440 --> 00:10:34.540]  在20世紀有個很偉大的神學家
[00:10:34.540 --> 00:10:35.740]  他曾經說過一句話
[00:10:35.740 --> 00:10:38.040]  他說聖經裏面有一個新世界
[00:10:38.040 --> 00:10:40.240]  The New World in the Bible
[00:10:40.240 --> 00:10:41.840]  巴特說過這句話
[00:10:41.840 --> 00:10:42.340]  甚麼意思?
[00:10:42.340 --> 00:10:44.340]  就是說你每次進入聖經裏面
[00:10:44.340 --> 00:10:46.140]  你會碰見一個新的世界
[00:10:46.140 --> 00:10:48.240]  這個新的世界你不能不震撼
[00:10:48.240 --> 00:10:49.140]  不能不驚訝
[00:10:49.140 --> 00:10:50.040]  原來是這樣的
[00:10:50.040 --> 00:10:51.640]  原來神的要求是這樣的
[00:10:51.640 --> 00:10:53.840]  原來聖經裏面那些屬神的人
[00:10:53.840 --> 00:10:55.140]  他們是這樣做的
[00:10:55.140 --> 00:10:58.940]  於是我突然間有一個很強烈的距離感
[00:10:58.940 --> 00:11:00.940]  我就震撼
[00:11:00.940 --> 00:11:04.440]  就好像一個人看一個高手棋局
[00:11:04.440 --> 00:11:06.940]  高手在玩棋一樣 是吧
[00:11:06.940 --> 00:11:07.940]  在旁邊看著他
[00:11:07.940 --> 00:11:09.640]  如果是我走那一步
[00:11:09.640 --> 00:11:11.140]  我就會走一隻車
[00:11:11.140 --> 00:11:12.940]  誰知道他不走
[00:11:12.940 --> 00:11:13.940]  他走一隻馬
[00:11:13.940 --> 00:11:14.840]  有甚麼理由呢?
[00:11:14.840 --> 00:11:16.040]  誰知道過兩步之後
[00:11:16.040 --> 00:11:17.640]  就到了
[00:11:17.640 --> 00:11:19.540]  突然間那種震撼感覺就是
[00:11:19.540 --> 00:11:23.540]  原來神和我是一個很大的差距
[00:11:23.540 --> 00:11:25.040]  就好像當時的人一樣
[00:11:25.040 --> 00:11:27.040]  原來我一直以為耶穌是錯的
[00:11:27.040 --> 00:11:28.540]  以為耶穌只不過是一個普通人
[00:11:28.540 --> 00:11:29.740]  一個木匠的兒子
[00:11:29.740 --> 00:11:31.740]  看不起他 害怕死他
[00:11:31.740 --> 00:11:34.540]  誰知道原來他就是那個尼塞亞
[00:11:34.540 --> 00:11:35.340]  你明白嗎?
[00:11:35.340 --> 00:11:38.940]  讓神的話語 神的真理
[00:11:38.940 --> 00:11:41.140]  是震撼你的生命
[00:11:41.140 --> 00:11:42.740]  還有我們每天留意
[00:11:42.740 --> 00:11:44.640]  在我們人生的際遇當中
[00:11:44.640 --> 00:11:46.440]  看神的手在做甚麼
[00:11:46.440 --> 00:11:48.740]  讓神的奇妙的安排
[00:11:48.740 --> 00:11:50.240]  祂的厲害之處
[00:11:50.240 --> 00:11:52.340]  在人生當中的高手
