
[00:00:00.000 --> 00:00:09.800]  各位朋友大家好,我看到是由四點到六點我就很憂慮
[00:00:09.800 --> 00:00:12.800]  因為我覺得我講話是十五分鐘之內
[00:00:12.800 --> 00:00:17.800]  所以你聽了可能都很開心,我原來講過不少東西
[00:00:17.800 --> 00:00:23.000]  因為如果講過wedding vows,大家其實都熟悉了
[00:00:23.000 --> 00:00:30.800]  不過我今天有一個秘密任務,就是希望顛覆你們的婚姻關係
[00:00:30.800 --> 00:00:39.800]  最好的做法就是有人派紙、派筆,等下你有什麼想問、想講
[00:00:39.800 --> 00:00:45.800]  我都希望今天不是只聽一個人講你已經很熟悉的東西
[00:00:45.800 --> 00:00:53.800]  是希望我們大家真的拿個真心出來,使我們在這條婚姻的路上
[00:00:53.800 --> 00:01:02.800]  能夠繼續有力或者有盼望地走上去
[00:01:02.800 --> 00:01:07.800]  小弟已經結了婚,你猜一下多少年了
[00:01:07.800 --> 00:01:11.800]  好像沒有人想猜
[00:01:11.800 --> 00:01:20.800]  我是拍拖九年才結婚的,拍完拖九年都能夠結婚簡直是神蹟
[00:01:20.800 --> 00:01:26.800]  以我這種臭脾氣,一輩子都沒有改變過
[00:01:26.800 --> 00:01:35.800]  我現在發覺你以為你會不斷改變,我越老越發覺原來都是依然顧我的
[00:01:35.800 --> 00:01:42.800]  如果結婚一二十年,你大概會想點頭,不過你現在不敢點頭
[00:01:42.800 --> 00:01:45.800]  因為旁邊那個人在,心裏面點就行
[00:01:45.800 --> 00:01:53.800]  我剛才來的時候很緊張,我很慶幸進來的時候,大家都是剛剛開始
[00:01:53.800 --> 00:01:56.800]  這也是我要感恩的一件事
[00:01:56.800 --> 00:02:03.800]  因為我在家裡來這裡,大概是二十分鐘至三十分鐘是一定會到的
[00:02:03.800 --> 00:02:13.800]  但是今天我出門之前,就被我那一位主管提醒我,你應該去的
[00:02:13.800 --> 00:02:18.800]  結果我就去,然後在路上塞到不得了
[00:02:18.800 --> 00:02:24.800]  我是差不多三點八個字才左敦上地鐵的
[00:02:24.800 --> 00:02:29.800]  香港的地鐵真的很好,為了MTR感恩
[00:02:29.800 --> 00:02:35.800]  更加為了有人提醒你,其實是不喜歡被人提醒的
[00:02:35.800 --> 00:02:43.800]  我活到這把年紀,就時常說,麻煩太太不要再提醒我們了
[00:02:43.800 --> 00:02:47.800]  不要再批評我們了,不要再說我們了
[00:02:47.800 --> 00:02:52.800]  我們已經聽到很累了,你不說行不行,其實是不行的
[00:02:52.800 --> 00:02:56.800]  因為他不說他會死的,不過他說我又想死
[00:02:56.800 --> 00:03:03.800]  但是他又說我又聽,大家又一起有條生路
[00:03:03.800 --> 00:03:10.800]  Wedding Vows,我不知道你記不記得你自己的誓詞是怎樣
[00:03:10.800 --> 00:03:14.800]  有多少人結婚的時候是沒有發過誓的
[00:03:14.800 --> 00:03:20.800]  舉手看看,沒有立過結婚的盟誓的
[00:03:20.800 --> 00:03:27.800]  有沒有,沒有,有沒有人是自己作結婚的誓詞的
[00:03:27.800 --> 00:03:32.800]  舉手看看,你們結了婚了沒有
[00:03:32.800 --> 00:03:38.800]  全部都是照著牧師講的誓詞來講的
[00:03:38.800 --> 00:03:43.800]  舉手看看,Thank you
[00:03:43.800 --> 00:03:50.800]  我呢,就相當之傳統的,有些人以為我不傳統的
[00:03:50.800 --> 00:03:53.800]  林師母,我認得你的
[00:03:53.800 --> 00:03:58.800]  其實我骨子裡是不知多麼傳統的
[00:03:58.800 --> 00:04:05.800]  我很喜歡幫人證婚的時候,都是我拿著咪高峰
[00:04:05.800 --> 00:04:09.800]  我講一句,他講一句,很清楚地講的
[00:04:09.800 --> 00:04:15.800]  不過人去到一個地步就覺得,我何須跟著你講呢
[00:04:15.800 --> 00:04:19.800]  我現在不識字嗎,就喜歡自己講
[00:04:19.800 --> 00:04:24.800]  但是我就看總統就職,都是那個大法官
[00:04:24.800 --> 00:04:27.800]  拿著咪高峰講一句,他講一句,全世界都看到
[00:04:27.800 --> 00:04:33.800]  這個是有他的尊嚴,有他的盟誓的莊嚴在
[00:04:33.800 --> 00:04:35.800]  所以我很喜歡那個
[00:04:35.800 --> 00:04:42.800]  講到婚姻的誓詞,我今天要跟你怎樣講好呢
[00:04:42.800 --> 00:04:44.800]  第一,我就考你
[00:04:44.800 --> 00:04:50.800]  我就先問,結了婚有三十年以上的,舉手看看
[00:04:50.800 --> 00:04:54.800]  喂,你們鼓掌啦
[00:04:54.800 --> 00:04:59.800]  結了婚呢,剛才Calvin他們夫婦呢
[00:04:59.800 --> 00:05:04.800]  我聽到他選擇姻典之路,結婚當然好身分
[00:05:04.800 --> 00:05:07.800]  這些歌很親的
[00:05:07.800 --> 00:05:11.800]  可能我要考考他們,在哪裏
[00:05:11.800 --> 00:05:13.800]  不過他們照顧著個BB,不要煩他們
[00:05:13.800 --> 00:05:15.800]  你安心照顧著個BB就行
[00:05:15.800 --> 00:05:20.800]  結婚有三年的嗎
[00:05:20.800 --> 00:05:22.800]  有吧
[00:05:22.800 --> 00:05:26.800]  三年而已,大概三年或以下
[00:05:26.800 --> 00:05:30.800]  不是三年以上,三十年都是三年以上
[00:05:30.800 --> 00:05:37.800]  OK,三年的,你還記不記得你的wedding vow
[00:05:37.800 --> 00:05:40.800]  可不可以來講一次給我們聽
[00:05:40.800 --> 00:05:44.800]  有帽子的,原來每個都有,算了
[00:05:44.800 --> 00:05:49.800]  原來vow是在這裏的
[00:05:49.800 --> 00:05:52.800]  其實我覺得今天最好做的
[00:05:52.800 --> 00:05:56.800]  就是每一對都手牽手
[00:05:56.800 --> 00:06:01.800]  大家講一次,太浪費時間了
[00:06:01.800 --> 00:06:03.800]  你知道我的心意
[00:06:03.800 --> 00:06:06.800]  其實再講,可能今天聽完之後
[00:06:06.800 --> 00:06:10.800]  又回家再講,其實都很有益處
[00:06:10.800 --> 00:06:15.800]  我覺得每個人,每年都應該行一次婚禮
[00:06:15.800 --> 00:06:18.800]  只要同一個人就行了
[00:06:18.800 --> 00:06:20.800]  是很好的事
[00:06:20.800 --> 00:06:23.800]  這個vow其實是一個誓約
[00:06:23.800 --> 00:06:28.800]  是一個盟約,不是一個contract
[00:06:28.800 --> 00:06:31.800]  合同是有條件式的
[00:06:31.800 --> 00:06:34.800]  盟約是無條件的
[00:06:34.800 --> 00:06:36.800]  是這樣就是這樣
[00:06:36.800 --> 00:06:40.800]  我們要重溫那個盟約
[00:06:40.800 --> 00:06:42.800]  不是那個合約
[00:06:42.800 --> 00:06:44.800]  所以是無條件的
[00:06:44.800 --> 00:06:48.800]  不過我覺得做牧師其實是一件很危險的事
[00:06:48.800 --> 00:06:50.800]  經常都要幫人淨婚
[00:06:50.800 --> 00:06:53.800]  然後最忌諱的,你知道是什麼嗎
[00:06:53.800 --> 00:06:56.800]  婚禮糞便
[00:06:56.800 --> 00:06:58.800]  其實今天你們搞這個團契
[00:06:58.800 --> 00:07:00.800]  為什麼找這個題目
[00:07:00.800 --> 00:07:02.800]  你們沒有去出席別人的婚禮嗎
[00:07:02.800 --> 00:07:04.800]  有的嘛
[00:07:04.800 --> 00:07:08.800]  那你聽到婚禮糞便,是不是聽到都嘔了
[00:07:08.800 --> 00:07:12.800]  今天講的全部都是那些東西
[00:07:12.800 --> 00:07:14.800]  那你想我怎樣
[00:07:14.800 --> 00:07:17.800]  我真的不是很明白你們
[00:07:17.800 --> 00:07:19.800]  不過我等一下會明白的
[00:07:19.800 --> 00:07:21.800]  無論怎樣,我未明白之前
[00:07:21.800 --> 00:07:24.800]  我盡我自己一點點的來和你們分享
[00:07:24.800 --> 00:07:28.800]  我覺得婚禮糞便是最恐怖的
[00:07:28.800 --> 00:07:31.800]  就是自己的老婆坐在台下
[00:07:31.800 --> 00:07:34.800]  就是眼睛睜開看著你
[00:07:34.800 --> 00:07:37.800]  你說做丈夫的要怎樣怎樣
[00:07:37.800 --> 00:07:39.800]  她就看著你
[00:07:39.800 --> 00:07:41.800]  你都不知道怎樣說好
[00:07:41.800 --> 00:07:42.800]  是不是
[00:07:42.800 --> 00:07:45.800]  今天我們又再來重溫
[00:07:45.800 --> 00:07:48.800]  所以我又先此聲明
[00:07:48.800 --> 00:07:51.800]  今天大家都是麻煩
[00:07:51.800 --> 00:07:54.800]  看回自己好了
[00:07:54.800 --> 00:07:57.800]  不要拿這個Value
[00:07:57.800 --> 00:08:01.800]  來看向你發出這個Value的那個人
[00:08:01.800 --> 00:08:04.800]  如果你用這個角度看
[00:08:04.800 --> 00:08:07.800]  我怕你本來沒事的婚姻
[00:08:07.800 --> 00:08:10.800]  從今天開始都開始走下坡了
[00:08:10.800 --> 00:08:14.800]  你看回自己就可以越看越好
[00:08:14.800 --> 00:08:19.800]  這個Value裏面其實講了幾樣東西
[00:08:19.800 --> 00:08:24.800]  第一樣,人生是多變
[00:08:24.800 --> 00:08:27.800]  一定會變的
[00:08:27.800 --> 00:08:29.800]  是預了的
[00:08:29.800 --> 00:08:31.800]  我覺得我們基督徒
[00:08:31.800 --> 00:08:34.800]  有時候有一點點麻煩
[00:08:34.800 --> 00:08:36.800]  是不太記得
[00:08:36.800 --> 00:08:40.800]  我們其實是預定了會有艱難
[00:08:40.800 --> 00:08:43.800]  會有挑戰,會有軟弱,會有失敗
[00:08:43.800 --> 00:08:46.800]  會有翻墜跌倒的
[00:08:46.800 --> 00:08:49.800]  有時候我們太浪漫
[00:08:49.800 --> 00:08:54.800]  以為從此之後就是白馬王子
[00:08:54.800 --> 00:08:56.800]  王子和白雪公主
[00:08:56.800 --> 00:09:00.800]  就是結婚之後永遠幸福快樂
[00:09:00.800 --> 00:09:03.800]  那個是電影結束
[00:09:03.800 --> 00:09:06.800]  看完戲就散場
[00:09:06.800 --> 00:09:11.800]  婚姻是那個悲劇,喜劇,鬧劇
[00:09:11.800 --> 00:09:15.800]  壯烈的劇,是剛剛開始
[00:09:15.800 --> 00:09:17.800]  但劇本是誰寫的
[00:09:17.800 --> 00:09:20.800]  演員是怎樣演下去
[00:09:20.800 --> 00:09:23.800]  這個才是戲肉
[00:09:23.800 --> 00:09:25.800]  所以我又給一點點鼓勵你
[00:09:25.800 --> 00:09:30.800]  無論你現在那齣劇是落到深谷裏面
[00:09:30.800 --> 00:09:34.800]  還是落到高原平坦裏面
[00:09:34.800 --> 00:09:36.800]  是很沉悶的平坦
[00:09:36.800 --> 00:09:37.800]  還是怎樣呢
[00:09:37.800 --> 00:09:40.800]  你都不要灰心沮喪
[00:09:40.800 --> 00:09:47.800]  因為你兩個的演員還未退場
[00:09:47.800 --> 00:09:50.800]  因為寫劇本的那位
[00:09:50.800 --> 00:09:54.800]  還有一個很精彩的劇本給過你
[00:09:54.800 --> 00:09:58.800]  因為如果你肯跟著一個好的導演
[00:09:58.800 --> 00:10:00.800]  去演出來的話
[00:10:00.800 --> 00:10:04.800]  你這一場戲是到最後的時候
[00:10:04.800 --> 00:10:07.800]  才看見那個成績
[00:10:07.800 --> 00:10:12.800]  我是帶著這種盼望來跟你說話
[00:10:12.800 --> 00:10:16.800]  因為我自己的婚姻
[00:10:16.800 --> 00:10:21.800]  實在是很甜蜜的
[00:10:21.800 --> 00:10:23.800]  但我不配
[00:10:23.800 --> 00:10:26.800]  但因為他憐憫我
[00:10:26.800 --> 00:10:32.800]  所以我才很喜歡出來跟人分享這方面的事
[00:10:32.800 --> 00:10:34.800]  如果一個這麼
[00:10:34.800 --> 00:10:36.800]  你用形容男人嗎
[00:10:36.800 --> 00:10:40.800]  用一些最差的詞去形容男人
[00:10:40.800 --> 00:10:43.800]  其實你都可以來形容我的
[00:10:43.800 --> 00:10:45.800]  本質上如此
[00:10:45.800 --> 00:10:47.800]  不過因有耶穌
[00:10:47.800 --> 00:10:52.800]  所以是可以一路去無全清
[00:10:52.800 --> 00:10:54.800]  來到今時今日
[00:10:54.800 --> 00:10:57.800]  耶穌仍然未收工
[00:10:57.800 --> 00:10:59.800]  這個是我的盼望
[00:10:59.800 --> 00:11:01.800]  這個是我的祝福
[00:11:01.800 --> 00:11:02.800]  有些人以為說
[00:11:02.800 --> 00:11:06.800]  你捱得過一二十年就OK
[00:11:06.800 --> 00:11:10.800]  君不見捱過了銀年
[00:11:10.800 --> 00:11:14.800]  接著就是進入空巢階段
[00:11:14.800 --> 00:11:17.800]  接著關係才出事
[00:11:17.800 --> 00:11:19.800]  接著才離婚
[00:11:19.800 --> 00:11:23.800]  接著才出現吵吵鬧鬧的事
[00:11:23.800 --> 00:11:29.800]  其實時間不是保證
[00:11:29.800 --> 00:11:32.800]  日子不會改變你的關係
[00:11:32.800 --> 00:11:38.800]  是內心態度價值觀念
[00:11:38.800 --> 00:11:42.800]  和每一天的改變
[00:11:42.800 --> 00:11:45.800]  才會改變我們的關係
[00:11:45.800 --> 00:11:46.800]  所以這個VOW
[00:11:46.800 --> 00:11:49.800]  第一個已經告訴你
[00:11:49.800 --> 00:11:51.800]  你告訴我第一句是什麼
[00:11:51.800 --> 00:11:56.800]  那個VOW本身是什麼
[00:11:56.800 --> 00:12:01.800]  For better or for worse
[00:12:01.800 --> 00:12:04.800]  嘩!真是多大件事
[00:12:04.800 --> 00:12:08.800]  一開口就For better or for worse
[00:12:08.800 --> 00:12:10.800]  是會變的
[00:12:10.800 --> 00:12:11.800]  不一定好的
[00:12:11.800 --> 00:12:13.800]  他今天做CEO
[00:12:13.800 --> 00:12:16.800]  明天就沒有那個位置
[00:12:16.800 --> 00:12:18.800]  特別是越高級的人
[00:12:18.800 --> 00:12:21.800]  其實你知道那個浪一過來的時候
[00:12:21.800 --> 00:12:27.800]  我們亞洲又海嘯又風暴又什麼
[00:12:27.800 --> 00:12:30.800]  那些事大家經歷不少
[00:12:30.800 --> 00:12:34.800]  還有就是跟著很實際的
[00:12:34.800 --> 00:12:36.800]  香港人最重要的
[00:12:36.800 --> 00:12:38.800]  錢錢錢錢錢
[00:12:38.800 --> 00:12:43.800]  For richer or for poor
[00:12:43.800 --> 00:12:46.800]  我又很想問
[00:12:46.800 --> 00:12:49.800]  你不用開口回答
[00:12:49.800 --> 00:12:52.800]  其實你們的戶口是怎樣的
[00:12:52.800 --> 00:12:54.800]  你們簽支票是怎樣的
[00:12:54.800 --> 00:12:57.800]  你們花錢是怎樣花的
[00:12:57.800 --> 00:13:01.800]  今天我知道有些人計算得很清楚
[00:13:01.800 --> 00:13:04.800]  他們不知道是不是兩個都是accountant
[00:13:04.800 --> 00:13:07.800]  兩個都是charted accountant
[00:13:07.800 --> 00:13:11.800]  在家裡又照著這些規矩生活
[00:13:11.800 --> 00:13:13.800]  我不知道結果是怎樣
[00:13:13.800 --> 00:13:14.800]  我很好奇
[00:13:14.800 --> 00:13:17.800]  我不敢說一定不行
[00:13:17.800 --> 00:13:21.800]  不過我覺得如果在錢方面
[00:13:21.800 --> 00:13:25.800]  兩個人沒有一個很清晰的共識
[00:13:25.800 --> 00:13:27.800]  會不會有時候
[00:13:27.800 --> 00:13:31.800]  這些都是造成婚姻裡的張力
[00:13:31.800 --> 00:13:35.800]  譬如說一個是很有心又很隨著感動
[00:13:35.800 --> 00:13:39.800]  說這又奉獻那又奉獻那又支持
[00:13:39.800 --> 00:13:41.800]  一個是很緊張的
[00:13:41.800 --> 00:13:45.800]  每一個錢都計算得很實
[00:13:45.800 --> 00:13:49.800]  會不會這些東西成為夫妻之間的困難
[00:13:49.800 --> 00:13:52.800]  我自己就很幸運
[00:13:52.800 --> 00:13:56.800]  因為我由開始都是不講錢的
[00:13:56.800 --> 00:13:58.800]  我由22歲開始
[00:13:58.800 --> 00:14:02.800]  我的理財哲學就是馬太福音六章三十三節
[00:14:02.800 --> 00:14:04.800]  馬拉記書三章十節
[00:14:04.800 --> 00:14:06.800]  除此之外我一竅不通
[00:14:06.800 --> 00:14:08.800]  我的理財哲學就是說
[00:14:08.800 --> 00:14:10.800]  我就算是去到零
[00:14:10.800 --> 00:14:13.800]  因為我的爸爸是很富貴的
[00:14:13.800 --> 00:14:15.800]  只要我照著他的方式
[00:14:15.800 --> 00:14:17.800]  用錢去到理財
[00:14:17.800 --> 00:14:18.800]  我是一無所缺的
[00:14:18.800 --> 00:14:21.800]  這個就是很可怕的理財
[00:14:21.800 --> 00:14:24.800]  這些是做主任牧師的人的理財觀念
[00:14:24.800 --> 00:14:26.800]  就是令執事發神經
[00:14:26.800 --> 00:14:29.800]  因為執事每一個錢都要計算
[00:14:29.800 --> 00:14:30.800]  怎樣來怎樣花
[00:14:30.800 --> 00:14:33.800]  主任牧師就說有信心就得天父會供應
[00:14:33.800 --> 00:14:37.800]  我在教會生活也是這樣
[00:14:37.800 --> 00:14:39.800]  在家裡生活也是這樣
[00:14:39.800 --> 00:14:41.800]  但我們有一個很共通的原則
[00:14:41.800 --> 00:14:45.800]  就是知道我們所有的錢
[00:14:45.800 --> 00:14:48.800]  都不是大家要分來分去的
[00:14:48.800 --> 00:14:50.800]  就是我的又是他的
[00:14:50.800 --> 00:14:52.800]  他的又是我的
[00:14:52.800 --> 00:14:56.800]  我們當時結婚的時候
[00:14:56.800 --> 00:15:00.800]  是很特別的情況
[00:15:00.800 --> 00:15:02.800]  因為我既然不講錢
[00:15:02.800 --> 00:15:05.800]  就連薪水多少都不在乎的
[00:15:05.800 --> 00:15:08.800]  當要進入婚姻狀態的時候
[00:15:08.800 --> 00:15:10.800]  就開始出現問題
[00:15:10.800 --> 00:15:12.800]  你沒有錢那你怎樣娶老婆呢
[00:15:12.800 --> 00:15:14.800]  你娶了老婆你怎樣養她呢
[00:15:14.800 --> 00:15:16.800]  但我就告訴她
[00:15:16.800 --> 00:15:18.800]  我是很快樂的
[00:15:18.800 --> 00:15:21.800]  先求她的國和她的兒
[00:15:21.800 --> 00:15:25.800]  這些東西都要加入你們了
[00:15:25.800 --> 00:15:27.800]  結果上帝很幽默
[00:15:27.800 --> 00:15:30.800]  就是放我在堂會裡面服事
[00:15:30.800 --> 00:15:33.800]  就放她在一家銀行裡面服事
[00:15:33.800 --> 00:15:37.800]  我們教會就剛剛騎著她那家銀行
[00:15:37.800 --> 00:15:40.800]  我職財在天她就職財在地
[00:15:40.800 --> 00:15:44.800]  其實我是由開始的人生到今時今日
[00:15:44.800 --> 00:15:47.800]  都是吃半碗軟飯的
[00:15:47.800 --> 00:15:49.800]  吃得多好啊
[00:15:49.800 --> 00:15:51.800]  就是夫妻是同一
[00:15:51.800 --> 00:15:53.800]  我們沒有分
[00:15:53.800 --> 00:15:55.800]  來到今時今日
[00:15:55.800 --> 00:15:59.800]  我們從來未曾為錢憂慮過
[00:15:59.800 --> 00:16:02.800]  也從來沒有為了錢奉獻
[00:16:02.800 --> 00:16:04.800]  無論多大額或什麼都好
[00:16:04.800 --> 00:16:06.800]  來捱過
[00:16:06.800 --> 00:16:08.800]  我們很快樂
[00:16:08.800 --> 00:16:10.800]  我覺得這個for richer or for poorer
[00:16:10.800 --> 00:16:12.800]  poorer
[00:16:12.800 --> 00:16:15.800]  都是一個很重要的態度
[00:16:15.800 --> 00:16:18.800]  有時候錢不說由是可
[00:16:18.800 --> 00:16:20.800]  一說就傷感情
[00:16:20.800 --> 00:16:24.800]  如果你的錢又涉及你的外家
[00:16:24.800 --> 00:16:25.800]  涉及你的親戚
[00:16:25.800 --> 00:16:27.800]  涉及你的兄弟
[00:16:27.800 --> 00:16:29.800]  是更加容易出事的
[00:16:29.800 --> 00:16:31.800]  我都聽過有些人說
[00:16:31.800 --> 00:16:32.800]  他什麼都好
[00:16:32.800 --> 00:16:34.800]  不過他最差的是
[00:16:34.800 --> 00:16:36.800]  他家裡的人
[00:16:36.800 --> 00:16:37.800]  他家裡的人
[00:16:37.800 --> 00:16:38.800]  一有什麼
[00:16:38.800 --> 00:16:40.800]  錢就全部去他那裡
[00:16:40.800 --> 00:16:43.800]  在自己家裡的夫婦
[00:16:43.800 --> 00:16:45.800]  為了這些事情
[00:16:45.800 --> 00:16:48.800]  捱到沒有出路
[00:16:48.800 --> 00:16:51.800]  我覺得是很實際的
[00:16:51.800 --> 00:16:53.800]  有些人不敢碰這件事
[00:16:53.800 --> 00:16:54.800]  覺得不用碰
[00:16:54.800 --> 00:16:56.800]  我覺得這個
[00:16:56.800 --> 00:16:58.800]  有他的智慧
[00:16:58.800 --> 00:17:01.800]  真的知道這個錢的問題
[00:17:01.800 --> 00:17:04.800]  不單止你的生活水平的高低
[00:17:04.800 --> 00:17:08.800]  是會挑戰你的婚姻的關係
[00:17:08.800 --> 00:17:10.800]  你怎樣理財
