
[00:00:00.000 --> 00:00:05.600]  周六上午堂弟兄姊妹平安
[00:00:05.600 --> 00:00:09.200]  很開心見到大家
[00:00:09.200 --> 00:00:14.600]  相信有一年多時間沒有來周六上午堂
[00:00:14.600 --> 00:00:16.000]  和大家一起崇拜
[00:00:16.000 --> 00:00:19.000]  見到很多熟悉的弟兄姊妹的面孔
[00:00:19.000 --> 00:00:21.600]  大家打招呼的時候很感恩見到大家
[00:00:21.600 --> 00:00:25.600]  也很相信信靠上帝的
[00:00:25.600 --> 00:00:27.600]  上帝賜平安
[00:00:27.600 --> 00:00:30.600]  在過去這段時間大家都經歷不同的事情
[00:00:30.600 --> 00:00:34.600]  有些弟兄姊妹知道我曾經有一段手術的時間
[00:00:34.600 --> 00:00:37.600]  但是每當回想這些過去的事情
[00:00:37.600 --> 00:00:39.600]  就會想到師哥所說
[00:00:39.600 --> 00:00:42.600]  當轉眼仰望耶穌
[00:00:42.600 --> 00:00:44.600]  一轉眼仰望耶穌的時候
[00:00:44.600 --> 00:00:47.600]  就經歷神所賜的平安
[00:00:47.600 --> 00:00:49.600]  所以我坐在這裡向大家問安
[00:00:49.600 --> 00:00:51.600]  願主的平安
[00:00:51.600 --> 00:00:53.600]  常與大家同在
[00:00:53.600 --> 00:00:55.600]  我們都很想在這段時間
[00:00:55.600 --> 00:00:59.600]  透過傳道書來領受上帝對我們的說話
[00:00:59.600 --> 00:01:01.600]  我們今天再一起思想
[00:01:01.600 --> 00:01:04.600]  我今天會從聖經第七章十五節
[00:01:04.600 --> 00:01:06.600]  一直到八章最後
[00:01:06.600 --> 00:01:09.600]  和大家思想有關的訊息
[00:01:09.600 --> 00:01:10.600]  大家再一起祈禱
[00:01:10.600 --> 00:01:12.600]  我們讓夢主帶領我們
[00:01:12.600 --> 00:01:14.600]  我們主我們的神
[00:01:14.600 --> 00:01:17.600]  你是那位滿有慈愛
[00:01:17.600 --> 00:01:19.600]  滿有公義
[00:01:19.600 --> 00:01:21.600]  信實的主
[00:01:21.600 --> 00:01:24.600]  主我們知道你有永生之道
[00:01:24.600 --> 00:01:27.600]  我們不跟隨你跟隨誰
[00:01:27.600 --> 00:01:29.600]  雖然我們常常在生活當中
[00:01:29.600 --> 00:01:32.600]  經歷很多好像矛盾的事情
[00:01:32.600 --> 00:01:34.600]  但主我們知道
[00:01:34.600 --> 00:01:37.600]  這些一切一切都在你的掌權中
[00:01:37.600 --> 00:01:39.600]  主你應許過
[00:01:39.600 --> 00:01:42.600]  凡你敬畏你的人必不羞愧
[00:01:42.600 --> 00:01:44.600]  凡是信靠你的人
[00:01:44.600 --> 00:01:47.600]  必得了此的福樂
[00:01:47.600 --> 00:01:49.600]  如今我們在你面前打開聖經
[00:01:49.600 --> 00:01:51.600]  思想你的說話
[00:01:51.600 --> 00:01:53.600]  將這份信靠的心
[00:01:53.600 --> 00:01:55.600]  敬畏的心賜給我們
[00:01:55.600 --> 00:01:57.600]  讓我們在敬畏你
[00:01:57.600 --> 00:01:59.600]  聽從你的話語的過程中
[00:01:59.600 --> 00:02:03.600]  我們進入了給我們永恆的福樂
[00:02:03.600 --> 00:02:06.600]  我們讓夢主帶領我們
[00:02:06.600 --> 00:02:09.600]  祈禱奉耶穌聖名祈求
[00:02:09.600 --> 00:02:10.600]  阿們
[00:02:10.600 --> 00:02:13.600]  我最近收到一本書
[00:02:13.600 --> 00:02:17.600]  這本書是我一位認識的香港牧師
[00:02:17.600 --> 00:02:19.600]  他所寫的
[00:02:19.600 --> 00:02:22.600]  這本書特別是講述他過去多年
[00:02:22.600 --> 00:02:25.600]  一些苦難的過程
[00:02:25.600 --> 00:02:27.600]  所以這本書的書名叫
[00:02:27.600 --> 00:02:30.600]  《與苦難共舞》
[00:02:30.600 --> 00:02:32.600]  這位牧師本身在過去
[00:02:32.600 --> 00:02:33.600]  我有幾次見到他
[00:02:33.600 --> 00:02:36.600]  都知道他正在治療
[00:02:36.600 --> 00:02:38.600]  但後來聽到說他康復了
[00:02:38.600 --> 00:02:41.600]  但為何還在治療呢?
[00:02:41.600 --> 00:02:44.600]  原來在過去的十四年裏
[00:02:44.600 --> 00:02:49.600]  他癌症康復又復發了四次
[00:02:49.600 --> 00:02:51.600]  最初是鼻咽癌
[00:02:51.600 --> 00:02:53.600]  後來是腮腺癌
[00:02:53.600 --> 00:02:55.600]  然後是鎖骨癌
[00:02:55.600 --> 00:02:58.600]  然後是淋巴癌
[00:02:58.600 --> 00:02:59.600]  四個過程裏面
[00:02:59.600 --> 00:03:03.600]  他有很多很多痛苦的描述
[00:03:03.600 --> 00:03:04.600]  但在看這本書的時候
[00:03:04.600 --> 00:03:05.600]  他一直在講述
[00:03:05.600 --> 00:03:08.600]  上帝在當中怎樣一直看顧他
[00:03:08.600 --> 00:03:09.600]  雖然有困難
[00:03:09.600 --> 00:03:11.600]  但他仍然看到神帝
[00:03:11.600 --> 00:03:13.600]  上帝的保守
[00:03:13.600 --> 00:03:16.600]  所以今天他仍然在侍奉
[00:03:16.600 --> 00:03:18.600]  仍然是有神給他的生命
[00:03:18.600 --> 00:03:21.600]  繼續來服侍
[00:03:21.600 --> 00:03:22.600]  很多認識他的人
[00:03:22.600 --> 00:03:23.600]  包括我
[00:03:23.600 --> 00:03:25.600]  有時候都會問
[00:03:25.600 --> 00:03:29.600]  為何會發生在他身上
[00:03:29.600 --> 00:03:30.600]  一位侍奉神的
[00:03:30.600 --> 00:03:33.600]  一位敬虔的弟兄
[00:03:33.600 --> 00:03:34.600]  為何會有這樣的事情
[00:03:34.600 --> 00:03:37.600]  在他身上發生
[00:03:37.600 --> 00:03:39.600]  但見到這位牧者
[00:03:39.600 --> 00:03:41.600]  他過去這麼多年
[00:03:41.600 --> 00:03:45.600]  我聽到他有埋怨
[00:03:45.600 --> 00:03:47.600]  只聽到他想說
[00:03:47.600 --> 00:03:49.600]  我仍然想侍奉神
[00:03:49.600 --> 00:03:51.600]  仍然存著敬畏神的心
[00:03:51.600 --> 00:03:54.600]  來過他的生活
[00:03:54.600 --> 00:03:56.600]  我心裏知道
[00:03:56.600 --> 00:03:58.600]  我不必要問一個問題
[00:03:58.600 --> 00:04:01.600]  就是為何他會有這些事情
[00:04:01.600 --> 00:04:05.600]  只是去留意神在他身上的工作
[00:04:05.600 --> 00:04:09.600]  知道這位上帝仍然是信實的主
[00:04:09.600 --> 00:04:10.600]  當你看到很多
[00:04:10.600 --> 00:04:12.600]  在生活上有很多不同
[00:04:12.600 --> 00:04:13.600]  好像很矛盾
[00:04:13.600 --> 00:04:14.600]  很不合理
[00:04:14.600 --> 00:04:17.600]  我們人的眼光覺得不合理的事情
[00:04:17.600 --> 00:04:19.600]  我們想回到聖經裏面
[00:04:19.600 --> 00:04:21.600]  有兩個方向告訴我們
[00:04:21.600 --> 00:04:22.600]  第一方面
[00:04:22.600 --> 00:04:24.600]  聖經諾馬書第八章
