
[00:00:00.000 --> 00:00:07.000]  最近的新聞離不開馬航MH370
[00:00:07.000 --> 00:00:11.000]  一直到現在為止 撲朔迷離
[00:00:11.000 --> 00:00:14.000]  每天都有些發佈
[00:00:14.000 --> 00:00:18.000]  馬來西亞那邊說從今以後不是每天了
[00:00:18.000 --> 00:00:21.000]  可能兩天一次發佈 三天一次發佈
[00:00:21.000 --> 00:00:26.000]  但是過去那麼多次的發佈 全部都是假的
[00:00:26.000 --> 00:00:28.000]  沒有一樣東西是真的
[00:00:28.000 --> 00:00:32.000]  到底 機器去了哪裡呢
[00:00:32.000 --> 00:00:35.000]  仍然是一個謎
[00:00:35.000 --> 00:00:39.000]  有很多不同的一些推測
[00:00:39.000 --> 00:00:41.000]  但是我相信有些推測
[00:00:41.000 --> 00:00:45.000]  我自己本身感覺到是沒有什麼可能
[00:00:45.000 --> 00:00:50.000]  他說是劫機已經去了一個隱蔽的地方
[00:00:50.000 --> 00:00:55.000]  但是我相信在現在人造衛星那麼發達
[00:00:55.000 --> 00:00:59.000]  科技是那麼進步
[00:00:59.000 --> 00:01:01.000]  太空上的人造衛星
[00:01:01.000 --> 00:01:05.000]  連地上每個不同的地方 連車牌都可以看得到
[00:01:05.000 --> 00:01:08.000]  那麼大的飛機你藏在哪裡呢
[00:01:08.000 --> 00:01:11.000]  是不可能藏得到 而且藏那麼久
[00:01:11.000 --> 00:01:13.000]  是不可能的
[00:01:13.000 --> 00:01:16.000]  這件事我相信是沒有什麼可能的
[00:01:16.000 --> 00:01:19.000]  極可能的是什麼呢
[00:01:19.000 --> 00:01:22.000]  就是已經去了大海 找都找不到
[00:01:22.000 --> 00:01:25.000]  但是這個大海是哪裡的大海呢
[00:01:25.000 --> 00:01:28.000]  這是一個很大的問題
[00:01:28.000 --> 00:01:31.000]  如果真的去了澳洲南部的時候
[00:01:31.000 --> 00:01:35.000]  我相信最深最深去到六、七千米
[00:01:35.000 --> 00:01:39.000]  即是說六公里到七公里
[00:01:39.000 --> 00:01:42.000]  甚至八公里深的海底那裡
[00:01:42.000 --> 00:01:45.000]  你要打撈
[00:01:45.000 --> 00:01:50.000]  根本上是很渺茫
[00:01:50.000 --> 00:01:55.000]  是什麼原因令到這架飛機要去這些地方
[00:01:55.000 --> 00:01:58.000]  要這樣來走呢
[00:01:58.000 --> 00:02:02.000]  很明顯這是早有預謀的一個行動
[00:02:02.000 --> 00:02:06.000]  如果不是航機不會這樣走
[00:02:06.000 --> 00:02:08.000]  而到底是什麼令到這架飛機
[00:02:08.000 --> 00:02:12.000]  是這樣預謀地被劫持
[00:02:12.000 --> 00:02:15.000]  去乘客不想要去的地方
[00:02:15.000 --> 00:02:19.000]  很多不同的一些理由來講出來
[00:02:19.000 --> 00:02:24.000]  有人說這是一個恐怖的劫機
[00:02:24.000 --> 00:02:26.000]  甚至有人說已經爆炸了
[00:02:26.000 --> 00:02:28.000]  但我相信如果爆炸了的時候
[00:02:28.000 --> 00:02:31.000]  一定有殘骸已經找到的
[00:02:31.000 --> 00:02:35.000]  第二有人說這是一個報復
[00:02:35.000 --> 00:02:37.000]  可能是一個機長
[00:02:37.000 --> 00:02:39.000]  是一個報復的行動
[00:02:39.000 --> 00:02:43.000]  是因為政治上的原因去採取這種報復的行動
[00:02:43.000 --> 00:02:46.000]  但是為什麼要一個人死呢
[00:02:46.000 --> 00:02:50.000]  你要這麼多人連同你一起去死呢
[00:02:50.000 --> 00:02:52.000]  你怎麼可以報復得到呢
[00:02:52.000 --> 00:02:54.000]  你報復是報復誰呢
[00:02:54.000 --> 00:02:58.000]  飛機上有哪個人是跟你有仇有怨呢
[00:02:58.000 --> 00:03:02.000]  第三個原因是一個政治的陰謀
[00:03:02.000 --> 00:03:05.000]  這是最近有些人來跟我說
[00:03:05.000 --> 00:03:08.000]  一直以來馬來西亞政府
[00:03:08.000 --> 00:03:12.000]  是在隱瞞一個政治上一些這樣的陰謀
[00:03:12.000 --> 00:03:14.000]  這個陰謀就是說
[00:03:14.000 --> 00:03:18.000]  那些人是為了讓現在當權者
[00:03:18.000 --> 00:03:21.000]  或者總理的熱門人選
[00:03:21.000 --> 00:03:25.000]  不能夠繼續在這個位置裏橫行霸道
[00:03:25.000 --> 00:03:27.000]  想推翻他
[00:03:27.000 --> 00:03:29.000]  所以就要影響他的民望
[00:03:29.000 --> 00:03:31.000]  是拉他下來
[00:03:31.000 --> 00:03:33.000]  怎麼拉他下來呢
[00:03:33.000 --> 00:03:37.000]  他是馬航最大的股東
[00:03:37.000 --> 00:03:39.000]  影響了這件事的時候
[00:03:39.000 --> 00:03:43.000]  就會直接影響他政治的前途
[00:03:43.000 --> 00:03:45.000]  全部這些事情
[00:03:45.000 --> 00:03:47.000]  或者我說
[00:03:47.000 --> 00:03:49.000]  是在猜測一下
[00:03:49.000 --> 00:03:51.000]  真相如何
[00:03:51.000 --> 00:03:53.000]  沒有人知道
[00:03:53.000 --> 00:03:55.000]  所以有些人就跟我說
[00:03:55.000 --> 00:03:57.000]  特別是其中有一個
[00:03:57.000 --> 00:03:59.000]  是見過那些
[00:03:59.000 --> 00:04:01.000]  失蹤了的畫家當中
[00:04:01.000 --> 00:04:03.000]  有幾個人的一個弟兄
[00:04:03.000 --> 00:04:05.000]  他跟我說
[00:04:05.000 --> 00:04:11.000]  早知勸他們不要坐馬航了
[00:04:11.000 --> 00:04:13.000]  我想問大家
[00:04:13.000 --> 00:04:15.000]  有幾個人說過這句話
[00:04:15.000 --> 00:04:17.000]  早知是這樣
[00:04:17.000 --> 00:04:19.000]  不要走這條路
[00:04:19.000 --> 00:04:20.000]  早知是這樣
[00:04:20.000 --> 00:04:21.000]  不要做這件事
[00:04:21.000 --> 00:04:22.000]  早知是這樣
[00:04:22.000 --> 00:04:24.000]  不要坐這班
[00:04:24.000 --> 00:04:25.000]  有幾個人說過的
[00:04:25.000 --> 00:04:26.000]  舉手吧
[00:04:26.000 --> 00:04:27.000]  舉高一點好不好
[00:04:27.000 --> 00:04:28.000]  有幾個人說
[00:04:28.000 --> 00:04:29.000]  早知如此
[00:04:29.000 --> 00:04:31.000]  我就不會這樣做了
[00:04:31.000 --> 00:04:33.000]  非常多人都是這樣
[00:04:33.000 --> 00:04:34.000]  是因為這樣
[00:04:34.000 --> 00:04:36.000]  很多人都很想
[00:04:36.000 --> 00:04:38.000]  如果我是一個微博才知道
[00:04:38.000 --> 00:04:39.000]  多好啊這樣
[00:04:39.000 --> 00:04:41.000]  今天
[00:04:41.000 --> 00:04:43.000]  我就要和大家介紹
[00:04:43.000 --> 00:04:45.000]  希伯來書裏面
[00:04:45.000 --> 00:04:47.000]  介紹耶穌基督的身份
[00:04:47.000 --> 00:04:49.000]  耶穌基督
[00:04:49.000 --> 00:04:51.000]  是基督
[00:04:51.000 --> 00:04:53.000]  基督在舊約的
[00:04:53.000 --> 00:04:55.000]  希伯來文
[00:04:55.000 --> 00:04:57.000]  叫做尼塞亞
[00:04:57.000 --> 00:04:58.000]  尼塞亞是什麼呢?
[00:04:58.000 --> 00:05:00.000]  其實是一個受高者的意思
[00:05:00.000 --> 00:05:03.000]  受高者是有三種的職份
[00:05:03.000 --> 00:05:05.000]  在舊約裏面非常明顯
[00:05:05.000 --> 00:05:07.000]  都是要受高
[00:05:07.000 --> 00:05:10.000]  然後才可以就任的
[00:05:10.000 --> 00:05:12.000]  這三種的職份
[00:05:12.000 --> 00:05:14.000]  第一種君王
[00:05:14.000 --> 00:05:17.000]  君王是完完全全
[00:05:17.000 --> 00:05:19.000]  神的代表
[00:05:19.000 --> 00:05:21.000]  在這個地上
[00:05:21.000 --> 00:05:24.000]  來治理整個世界
[00:05:24.000 --> 00:05:26.000]  但是舊約的時代
[00:05:26.000 --> 00:05:28.000]  是沒有一個
[00:05:28.000 --> 00:05:31.000]  能夠真正成為神完全的代表
[00:05:31.000 --> 00:05:33.000]  他們都是不足的
[00:05:33.000 --> 00:05:35.000]  所以沒有完全的君王
[00:05:35.000 --> 00:05:37.000]  第二
[00:05:37.000 --> 00:05:39.000]  祭司在他們上任前
[00:05:39.000 --> 00:05:41.000]  他們都會受高
[00:05:41.000 --> 00:05:43.000]  基督
[00:05:43.000 --> 00:05:45.000]  弟從的身份
[00:05:45.000 --> 00:05:47.000]  就是要完完全全
[00:05:47.000 --> 00:05:49.000]  成為人的代表
