
[00:00:00.000 --> 00:00:05.000]  各位弟兄姊妹主內平安
[00:00:05.000 --> 00:00:11.000]  這個禮拜香港的防疫措施又在收緊
[00:00:11.000 --> 00:00:16.000]  所以我們在網上崇拜港獨
[00:00:16.000 --> 00:00:21.000]  更豐盛的生命
[00:00:21.000 --> 00:00:25.000]  大概我們不會陌生
[00:00:25.000 --> 00:00:29.000]  這句話是主耶穌所說的
[00:00:29.000 --> 00:00:36.000]  記載在約翰福音第十章第七到第十節
[00:00:36.000 --> 00:00:41.000]  主耶穌在那裡用了一個對比
[00:00:41.000 --> 00:00:46.000]  一個比喻就是用好的牧羊人
[00:00:46.000 --> 00:00:49.000]  和盜賊的比喻
[00:00:49.000 --> 00:00:51.000]  兩個是相反的
[00:00:51.000 --> 00:00:54.000]  盜賊來我們都會背了
[00:00:54.000 --> 00:01:00.000]  無非是要偷竊殺害毀壞
[00:01:00.000 --> 00:01:02.000]  重點不在這裡
[00:01:02.000 --> 00:01:08.000]  所以我們不花時間去討論反面的比喻
[00:01:08.000 --> 00:01:10.000]  主耶穌接著說
[00:01:10.000 --> 00:01:13.000]  我來了是要叫羊
[00:01:13.000 --> 00:01:16.000]  中文聖經有括號
[00:01:16.000 --> 00:01:19.000]  或作人得生命
[00:01:19.000 --> 00:01:24.000]  並且得的更豐盛
[00:01:24.000 --> 00:01:29.000]  先處理翻譯上的無臨兩可
[00:01:29.000 --> 00:01:31.000]  比喻就是羊
[00:01:31.000 --> 00:01:35.000]  牧羊人叫羊得更豐盛的生命
[00:01:35.000 --> 00:01:38.000]  為什麼中文聖經有括號或作人
[00:01:38.000 --> 00:01:40.000]  人和羊兩個字
[00:01:40.000 --> 00:01:42.000]  按道理在新約聖經
[00:01:42.000 --> 00:01:45.000]  希臘文不是相同的詞彙
[00:01:45.000 --> 00:01:51.000]  因為本來希臘文這句話只有代名詞
[00:01:51.000 --> 00:01:56.000]  我來了是叫他們得生命
[00:01:56.000 --> 00:02:01.000]  他們又可以解牧羊人和羊
[00:02:01.000 --> 00:02:03.000]  又可以解比喻
[00:02:03.000 --> 00:02:09.000]  其實是說人而不是牧羊
[00:02:09.000 --> 00:02:16.000]  更豐盛的生命到底所指的是什麼呢?
[00:02:16.000 --> 00:02:22.000]  我們經歷很多不同的遭遇
[00:02:22.000 --> 00:02:27.000]  我們發覺我們的生命是否真的如此豐盛呢?
[00:02:27.000 --> 00:02:32.000]  我們必須回到聖經
[00:02:32.000 --> 00:02:37.000]  來問到底主耶穌說的這句話
[00:02:37.000 --> 00:02:44.000]  他的意思是否我們今天所假設
[00:02:44.000 --> 00:02:49.000]  是我們認為這樣就叫豐盛的生命
[00:02:49.000 --> 00:02:51.000]  譬如有人問
[00:02:51.000 --> 00:02:57.000]  二十世紀到今天仍然有人宣講
[00:02:57.000 --> 00:02:59.000]  Prosperity Gospel
[00:02:59.000 --> 00:03:01.000]  你向上帝祈禱
[00:03:01.000 --> 00:03:06.000]  求祂賜你六個位七個位數字的連生
[00:03:06.000 --> 00:03:11.000]  祂一定將後次百物恩惠給你
[00:03:11.000 --> 00:03:13.000]  有何不可?
[00:03:13.000 --> 00:03:15.000]  我也被人問過這個問題
[00:03:15.000 --> 00:03:20.000]  所以我們就回去再小心些
[00:03:20.000 --> 00:03:23.000]  看清楚聖經是如何教導我們
