
[00:00:00.000 --> 00:00:07.000]  《尼加書》是十二仙之書的第六部
[00:00:07.000 --> 00:00:12.000]  一共是七章的書 一共是105節的經文
[00:00:12.000 --> 00:00:16.000]  前面幾部的十二仙之書
[00:00:16.000 --> 00:00:19.000]  我都好像一個導遊一樣帶著你們
[00:00:19.000 --> 00:00:25.000]  經過很多的道路 例如經過首尾結構 經文的結構
[00:00:25.000 --> 00:00:27.000]  透過新約的引用
[00:00:27.000 --> 00:00:31.000]  我說新約的引用因為有聖靈的密使
[00:00:31.000 --> 00:00:36.000]  所以會幫助我們明白這部書的主題
[00:00:36.000 --> 00:00:39.000]  又透過甚至仙之的名字
[00:00:39.000 --> 00:00:42.000]  仙之的名字和這部書有什麼關係
[00:00:42.000 --> 00:00:47.000]  希伯來人的名字和這個人很有關係
[00:00:47.000 --> 00:00:50.000]  而且和他做的事也很有關係
[00:00:50.000 --> 00:00:53.000]  所以透過這三樣經文的結構
[00:00:53.000 --> 00:00:56.000]  新約的引用 仙之的名字
[00:00:56.000 --> 00:01:02.000]  都能夠幫助我們更加明白仙之書的主題
[00:01:02.000 --> 00:01:05.000]  今天我就一反常態
[00:01:05.000 --> 00:01:11.000]  一早就告訴你們《尼加書》的主題是什麼
[00:01:11.000 --> 00:01:16.000]  《尼加書》的主題就是神的公義和憐憫
[00:01:16.000 --> 00:01:19.000]  為什麼這麼早就告訴你們
[00:01:19.000 --> 00:01:21.000]  因為這個主題太明顯
[00:01:21.000 --> 00:01:23.000]  你不需要慢慢去找
[00:01:23.000 --> 00:01:27.000]  一看到這部書的結構 看到這部書的大綱
[00:01:27.000 --> 00:01:33.000]  你就知道《尼加書》的主題是神的公義和憐憫
[00:01:33.000 --> 00:01:38.000]  要公義和憐憫並存不是一件容易的事
[00:01:38.000 --> 00:01:40.000]  是很難的事
[00:01:40.000 --> 00:01:42.000]  尤其是做爸爸
[00:01:42.000 --> 00:01:44.000]  有很多人都會問我
[00:01:44.000 --> 00:01:48.000]  你做爸爸有什麼心得
[00:01:48.000 --> 00:01:50.000]  是客氣話
[00:01:50.000 --> 00:01:52.000]  其實背後的意思是什麼
[00:01:52.000 --> 00:01:54.000]  你碰了多少眼釘
[00:01:54.000 --> 00:01:57.000]  你做爸爸撞了多少次板
[00:01:57.000 --> 00:02:00.000]  做爸爸你學到什麼
[00:02:00.000 --> 00:02:02.000]  我時時都跟別人說
[00:02:02.000 --> 00:02:04.000]  我做爸爸學到的就是
[00:02:04.000 --> 00:02:09.000]  公義和憐憫是很難做到剛剛好
[00:02:09.000 --> 00:02:11.000]  非常之難
[00:02:11.000 --> 00:02:14.000]  我可以說是沒有可能
[00:02:14.000 --> 00:02:18.000]  當子女做錯事的時候要罰
[00:02:18.000 --> 00:02:20.000]  但是你很疼愛他們
[00:02:20.000 --> 00:02:24.000]  你疼愛他們就不想去罰 不捨得去罰
[00:02:24.000 --> 00:02:27.000]  如果是這樣的時候
[00:02:27.000 --> 00:02:31.000]  怎樣能夠做到公義和憐憫
[00:02:31.000 --> 00:02:34.000]  我們先看看什麼叫公義
[00:02:34.000 --> 00:02:39.000]  公義就是將對方所應該得到的給對方
[00:02:39.000 --> 00:02:44.000]  對方犯了錯應該得到懲罰
[00:02:44.000 --> 00:02:46.000]  你就將這個懲罰給他
[00:02:46.000 --> 00:02:48.000]  這個叫公義
[00:02:48.000 --> 00:02:52.000]  一個又公義又公平的法官
[00:02:52.000 --> 00:02:55.000]  就是一個賞罰分明的法官
[00:02:55.000 --> 00:02:58.000]  在我們中國歷史當中
[00:02:58.000 --> 00:03:00.000]  都有這樣的官
[00:03:00.000 --> 00:03:03.000]  最出名的就是包青天
[00:03:03.000 --> 00:03:04.000]  包公
[00:03:04.000 --> 00:03:08.000]  你不喜歡他的人叫他包黑子
[00:03:08.000 --> 00:03:12.000]  但是你不可以否認這個人真的鐵面無私
[00:03:12.000 --> 00:03:14.000]  你犯什麼罪
[00:03:14.000 --> 00:03:17.000]  他就判你什麼刑罰
[00:03:17.000 --> 00:03:19.000]  判到剛剛好
[00:03:19.000 --> 00:03:23.000]  甚至他的判處和你的地位有關
[00:03:23.000 --> 00:03:26.000]  記不記得包公有很多閘
[00:03:26.000 --> 00:03:30.000]  九頭閘 虎頭閘 龍頭閘
[00:03:30.000 --> 00:03:32.000]  平民的就是九頭閘
[00:03:32.000 --> 00:03:35.000]  你做官的就是虎頭閘
[00:03:35.000 --> 00:03:39.000]  甚至皇家子弟他都敢斬
[00:03:39.000 --> 00:03:41.000]  就是龍頭閘
[00:03:41.000 --> 00:03:45.000]  真是清官到不得了 清廉到不得了
[00:03:45.000 --> 00:03:47.000]  真是做一個好官
[00:03:47.000 --> 00:03:50.000]  公義就是將你應得的給你
[00:03:50.000 --> 00:03:52.000]  這個就叫公義
[00:03:52.000 --> 00:03:54.000]  憐憫呢
[00:03:54.000 --> 00:03:56.000]  憐憫剛剛相反
[00:03:56.000 --> 00:04:00.000]  你明明應該得到的東西不給你
[00:04:00.000 --> 00:04:02.000]  例如你犯了罪
[00:04:02.000 --> 00:04:05.000]  應該得到處分懲罰
[00:04:05.000 --> 00:04:07.000]  但是不給處分不給懲罰
[00:04:07.000 --> 00:04:09.000]  這個就是憐憫
[00:04:09.000 --> 00:04:14.000]  有一個人在古時找人畫自己的一幅人像
[00:04:14.000 --> 00:04:16.000]  我們中文叫單清
[00:04:16.000 --> 00:04:19.000]  現在就容易了
[00:04:19.000 --> 00:04:21.000]  你拿個手機出來
[00:04:21.000 --> 00:04:23.000]  你想拍多少張自拍都可以
[00:04:23.000 --> 00:04:24.000]  以前不是的
[00:04:24.000 --> 00:04:27.000]  你要找畫家幫你畫人像
[00:04:27.000 --> 00:04:30.000]  這個人找到一個很出名的畫家
[00:04:30.000 --> 00:04:32.000]  幫他畫人像
[00:04:32.000 --> 00:04:33.000]  他就和畫家說
[00:04:33.000 --> 00:04:36.000]  你要給我公道 你要給我公義
[00:04:36.000 --> 00:04:37.000]  我這麼帥
[00:04:37.000 --> 00:04:40.000]  你要畫得像我真人一樣
[00:04:40.000 --> 00:04:42.000]  那個畫家跟他說
[00:04:42.000 --> 00:04:44.000]  先生 你搞錯了
[00:04:44.000 --> 00:04:45.000]  你不是需要公義
[00:04:45.000 --> 00:04:47.000]  你需要憐憫
[00:04:47.000 --> 00:04:52.000]  做爸爸的真的很難做
[00:04:52.000 --> 00:04:54.000]  做到賞罰分明
[00:04:54.000 --> 00:04:56.000]  你只不過是做到公義
[00:04:56.000 --> 00:04:59.000]  你還沒有做到憐憫
[00:04:59.000 --> 00:05:01.000]  憐憫就是你子女做錯事的時候
[00:05:01.000 --> 00:05:03.000]  你懂得去寬恕
[00:05:03.000 --> 00:05:06.000]  你懂得去放過他們
[00:05:06.000 --> 00:05:09.000]  但是很難做的
[00:05:09.000 --> 00:05:13.000]  如果你太過寬容 太過憐憫會怎樣
[00:05:13.000 --> 00:05:17.000]  子女學壞 被你寵壞
[00:05:17.000 --> 00:05:20.000]  但是如果你太過嚴 太過公義又會怎樣
[00:05:20.000 --> 00:05:22.000]  另外一個極端
[00:05:22.000 --> 00:05:24.000]  你的子女看到你反感
[00:05:24.000 --> 00:05:26.000]  你的子女反叛你
[00:05:26.000 --> 00:05:28.000]  不是容易做到的
[00:05:28.000 --> 00:05:30.000]  回看我做爸爸
[00:05:30.000 --> 00:05:33.000]  我覺得我是公義多過憐憫
[00:05:33.000 --> 00:05:38.000]  所以我兩個女兒不能夠適應社會的不公義
[00:05:38.000 --> 00:05:40.000]  因為家裡很公義
[00:05:40.000 --> 00:05:43.000]  小時候上學 幼稚園就開始了
[00:05:43.000 --> 00:05:45.000]  回到家裡 爸爸不得了
[00:05:45.000 --> 00:05:47.000]  大件事 天掉下來
[00:05:47.000 --> 00:05:50.000]  先生不公義 不公平
[00:05:50.000 --> 00:05:56.000]  聽一聽 芝麻綠豆雞毛蒜皮的事
[00:05:56.000 --> 00:05:59.000]  接著長大了 畢業了 上班了
[00:05:59.000 --> 00:06:01.000]  上到班又是一樣
[00:06:01.000 --> 00:06:03.000]  回到家裡 爸爸不得了
[00:06:03.000 --> 00:06:05.000]  天掉下來 大件事
[00:06:05.000 --> 00:06:07.000]  你知不知道我老闆多壞
[00:06:07.000 --> 00:06:09.000]  我老闆多不公義
[00:06:09.000 --> 00:06:13.000]  又去聽一聽 又是雞毛蒜皮 芝麻綠豆的事
[00:06:13.000 --> 00:06:16.000]  到後來我時時提醒我兩個女兒
[00:06:16.000 --> 00:06:18.000]  這個世界沒有公義的
[00:06:18.000 --> 00:06:19.000]  我跟她說
[00:06:19.000 --> 00:06:21.000]  沒有公義的 你要公義嗎
[00:06:21.000 --> 00:06:24.000]  你等到耶穌基督再次來到世上
[00:06:24.000 --> 00:06:26.000]  建立他的國度
[00:06:26.000 --> 00:06:29.000]  他自己在國度掌權
