
[00:00:00.000 --> 00:00:08.000]  今天要和大家分享的是一個頗深的神學問題
[00:00:08.000 --> 00:00:10.340]  就是有關原罪的問題
[00:00:10.340 --> 00:00:15.880]  這個問題本身已經爭論了差不多二十世紀
[00:00:15.880 --> 00:00:19.620]  但到現在為止仍未完結
[00:00:19.620 --> 00:00:22.620]  還在爭論當中
[00:00:22.620 --> 00:00:25.120]  我首先很想問問弟兄姊妹
[00:00:25.120 --> 00:00:28.620]  如果你去到一個餐館吃東西
[00:00:28.620 --> 00:00:30.620]  結帳的時候老闆告訴你
[00:00:30.620 --> 00:00:33.620]  前面的食客還沒結帳就走了
[00:00:33.620 --> 00:00:36.620]  所以這筆帳在這裡 你結帳吧
[00:00:36.620 --> 00:00:38.620]  我想問問大家有多少人
[00:00:38.620 --> 00:00:40.620]  你很不順氣的
[00:00:40.620 --> 00:00:42.620]  可不可以請你舉手
[00:00:42.620 --> 00:00:44.620]  如果是這樣 你很不順氣
[00:00:44.620 --> 00:00:46.620]  一錢一個人吃了霸王餐
[00:00:46.620 --> 00:00:49.620]  他沒有結帳 結帳給你
[00:00:49.620 --> 00:00:51.620]  舉手不順氣的
[00:00:51.620 --> 00:00:53.620]  舉那些
[00:00:53.620 --> 00:00:55.620]  這個不管是多是少
[00:00:55.620 --> 00:00:57.620]  你都很不順氣 同意嗎
[00:00:57.620 --> 00:00:59.620]  有多少人順氣的 舉手
[00:00:59.620 --> 00:01:03.620]  你會幫他結帳的 舉手
[00:01:03.620 --> 00:01:06.620]  有嗎 阿當權
[00:01:06.620 --> 00:01:09.620]  我以後找你
[00:01:09.620 --> 00:01:13.620]  你看見我 是吧
[00:01:13.620 --> 00:01:15.620]  所以你幫他結帳
[00:01:15.620 --> 00:01:17.620]  多謝你
[00:01:17.620 --> 00:01:19.620]  我相信所有人都不順氣
[00:01:19.620 --> 00:01:21.620]  除非你認識我
[00:01:21.620 --> 00:01:23.620]  接著第二個問題
[00:01:23.620 --> 00:01:26.620]  這個問題就是說
[00:01:26.620 --> 00:01:29.620]  你家裏面
[00:01:29.620 --> 00:01:33.620]  就是因為有一個不生性的人
[00:01:33.620 --> 00:01:35.620]  你的一家之主
[00:01:35.620 --> 00:01:37.620]  你的爸爸
[00:01:37.620 --> 00:01:39.620]  倒了
[00:01:39.620 --> 00:01:41.620]  借了一大筆的債
[00:01:41.620 --> 00:01:45.620]  後來還欠了那些大耳窿的債
[00:01:45.620 --> 00:01:47.620]  我想問問大家
[00:01:47.620 --> 00:01:50.620]  有多少人相信
[00:01:50.620 --> 00:01:53.620]  爸爸不在家裏也好
[00:01:53.620 --> 00:01:55.620]  大耳窿都會追你家裏
[00:01:55.620 --> 00:01:57.620]  都會追到上門
[00:01:57.620 --> 00:01:59.620]  來追債的
[00:01:59.620 --> 00:02:03.620]  有多少人相信這回事會發生的 舉手
[00:02:03.620 --> 00:02:06.620]  好奇 我又想問你
[00:02:06.620 --> 00:02:09.620]  有多少人很不順氣的 舉手
[00:02:09.620 --> 00:02:15.620]  不順氣得來
[00:02:15.620 --> 00:02:17.620]  你都會給的 舉手
[00:02:17.620 --> 00:02:19.620]  不給嗎
[00:02:19.620 --> 00:02:21.620]  林鴻友啦
[00:02:21.620 --> 00:02:23.620]  斬啦
[00:02:23.620 --> 00:02:25.620]  笑啦 什麼都會發生的 是不是
[00:02:25.620 --> 00:02:27.620]  你同不同意
[00:02:27.620 --> 00:02:29.620]  這是天天發生的事
[00:02:29.620 --> 00:02:33.620]  今天當我們來到聖經裏面
[00:02:33.620 --> 00:02:35.620]  講到亞當的罪的時候
[00:02:35.620 --> 00:02:38.620]  因為亞當的罪
[00:02:38.620 --> 00:02:40.620]  我們就成為罪人
[00:02:40.620 --> 00:02:42.620]  因為亞當的罪
[00:02:42.620 --> 00:02:44.620]  我們就有原罪
[00:02:44.620 --> 00:02:46.620]  那你順不順氣呢
[00:02:46.620 --> 00:02:48.620]  有多少人
[00:02:48.620 --> 00:02:50.620]  是因為亞當一個人的犯罪
[00:02:50.620 --> 00:02:52.620]  或者跟下騙
[00:02:52.620 --> 00:02:54.620]  令到我們今天全部的人
[00:02:54.620 --> 00:02:56.620]  一出生就有原罪
[00:02:56.620 --> 00:02:58.620]  你是很不順氣的
[00:02:58.620 --> 00:03:00.620]  我請你舉手
[00:03:00.620 --> 00:03:04.620]  為什麼這麼少呢
[00:03:04.620 --> 00:03:06.620]  真是奇怪 幾個就說得
[00:03:06.620 --> 00:03:12.620]  不順氣的很少
[00:03:12.620 --> 00:03:14.620]  但有很多時候
[00:03:14.620 --> 00:03:16.620]  頂智湖的確是
[00:03:16.620 --> 00:03:18.620]  你順氣也好 不順氣也好
[00:03:18.620 --> 00:03:20.620]  有很多的事
[00:03:20.620 --> 00:03:22.620]  前人中落的
[00:03:22.620 --> 00:03:24.620]  原來我們今天是要承受的
[00:03:24.620 --> 00:03:26.620]  我們的國家
[00:03:26.620 --> 00:03:28.620]  元首中落的
[00:03:28.620 --> 00:03:30.620]  我們今天要承受
[00:03:30.620 --> 00:03:32.620]  我們的政府做錯決定
[00:03:32.620 --> 00:03:34.620]  我們要背黑鍋的
[00:03:34.620 --> 00:03:36.620]  我們要結帳的
[00:03:36.620 --> 00:03:38.620]  同不同意呀
[00:03:38.620 --> 00:03:40.620]  你看看廣州的大橋那裏
[00:03:40.620 --> 00:03:42.620]  如果多成幾十億 百幾億
[00:03:42.620 --> 00:03:44.620]  結帳的是誰呢 納稅人呀
[00:03:44.620 --> 00:03:46.620]  我們每個人都要有份結帳的
[00:03:46.620 --> 00:03:48.620]  任何一個錯誤的決定
[00:03:48.620 --> 00:03:50.620]  政府一做錯了之後
[00:03:50.620 --> 00:03:52.620]  我們今天每一個市民
[00:03:52.620 --> 00:03:54.620]  本身我們是有份在其中要結帳的
[00:03:54.620 --> 00:03:58.620]  第二件事
[00:03:58.620 --> 00:04:00.620]  如果一個國家打仗
[00:04:00.620 --> 00:04:02.620]  打輸了
[00:04:02.620 --> 00:04:04.620]  那條的單
[00:04:04.620 --> 00:04:06.620]  是更加由全國的人
[00:04:06.620 --> 00:04:08.620]  來背負的
[00:04:08.620 --> 00:04:10.620]  看到今天的廣島長崎
[00:04:10.620 --> 00:04:12.620]  就是因為第二次世界大戰的時候
[00:04:12.620 --> 00:04:14.620]  打仗 打輸
[00:04:14.620 --> 00:04:16.620]  被人家打死
[00:04:16.620 --> 00:04:18.620]  打仗 打輸
[00:04:18.620 --> 00:04:20.620]  被原子彈落在
[00:04:20.620 --> 00:04:22.620]  這兩個不同的地方
[00:04:22.620 --> 00:04:24.620]  一直到現在為止
