
[00:00:00.000 --> 00:00:02.000]  各位網友 大家好
[00:00:02.000 --> 00:00:04.000]  我是主持人 梁振英
[00:00:04.000 --> 00:00:10.000]  今天跟大家分享的題目是有些沉重的
[00:00:10.000 --> 00:00:14.000]  先聲明這篇文章與今天六.二公堂無關
[00:00:14.000 --> 00:00:19.000]  我會講一些有關中國憲法的問題
[00:00:19.000 --> 00:00:25.000]  主要是回應中國拆教堂的事件
[00:00:25.000 --> 00:00:28.000]  我們先看一段經文
[00:00:28.000 --> 00:00:32.000]  《尼加書》四章一到兩節
[00:00:32.000 --> 00:00:34.000]  你打開聖經吧
[00:00:34.000 --> 00:00:36.000]  我們習慣打開舊的聖經
[00:00:36.000 --> 00:00:39.000]  否則會發霉的
[00:00:39.000 --> 00:00:47.000]  1393年
[00:00:47.000 --> 00:00:53.000]  舊約聖經1393
[00:00:53.000 --> 00:00:58.000]  我們看第四章第一到第二節
[00:00:58.000 --> 00:01:02.000]  我們找到聖經一起讀
[00:01:02.000 --> 00:01:04.000]  末後的日子
[00:01:04.000 --> 00:01:07.000]  耶和華殿的山必建立
[00:01:07.000 --> 00:01:09.000]  超乎珠山
[00:01:09.000 --> 00:01:11.000]  高舉過於萬靈
[00:01:11.000 --> 00:01:14.000]  萬民都要留歸這山
[00:01:14.000 --> 00:01:17.000]  必有許多民族前往說
[00:01:17.000 --> 00:01:20.000]  來吧 我們登耶和華的山
[00:01:20.000 --> 00:01:23.000]  到瓦國上帝的殿
[00:01:23.000 --> 00:01:26.000]  祂必將祂的道指教我們
[00:01:26.000 --> 00:01:29.000]  我們也要行祂的路
[00:01:29.000 --> 00:01:32.000]  因為教誨必出於石案
[00:01:32.000 --> 00:01:36.000]  耶和華的言語必出於耶路撒冷
[00:01:36.000 --> 00:01:40.000]  萬民要留歸這山
[00:01:40.000 --> 00:01:43.000]  不是因為這山有美麗的景點
[00:01:43.000 --> 00:01:46.000]  這山上有聖殿
[00:01:46.000 --> 00:01:49.000]  也不是因為這聖殿建得宏偉
[00:01:49.000 --> 00:01:53.000]  而是有耶和華的教誨
[00:01:53.000 --> 00:01:56.000]  耶和華的言語出於耶路撒冷
[00:01:56.000 --> 00:01:59.000]  因為這山上有上帝的道
[00:01:59.000 --> 00:02:00.000]  有安慰人的道
[00:02:00.000 --> 00:02:02.000]  有醫治人的道
[00:02:02.000 --> 00:02:04.000]  有建立人的道
[00:02:04.000 --> 00:02:06.000]  所以萬民要留歸這山
[00:02:06.000 --> 00:02:08.000]  要聆聽上帝的道
[00:02:08.000 --> 00:02:11.000]  要領受這個救恩的道
[00:02:11.000 --> 00:02:15.000]  教會不在乎建築物的宏偉
[00:02:15.000 --> 00:02:19.000]  也不在乎教會所在地
[00:02:19.000 --> 00:02:24.000]  是在乎教會有神的道
[00:02:24.000 --> 00:02:31.000]  今天我要和大家思想拆教堂的事件
[00:02:31.000 --> 00:02:36.000]  我們今天的教會之所以存在
[00:02:36.000 --> 00:02:40.000]  因為教會是基督的身體
[00:02:40.000 --> 00:02:43.000]  基督是教會的頭
[00:02:43.000 --> 00:02:45.000]  教堂可以拆
[00:02:45.000 --> 00:02:48.000]  教會不可以拆
[00:02:48.000 --> 00:02:51.000]  教會是永恆的
