
[00:00:00.000 --> 00:00:07.680]  我們今次這個查景班就是由今天1月7日開始
[00:00:07.680 --> 00:00:09.880]  一直到3月底
[00:00:09.880 --> 00:00:14.400]  我數過總共有12個星期五
[00:00:14.400 --> 00:00:17.800]  假定我們不過年放假
[00:00:17.800 --> 00:00:23.800]  因為今年的年初一是在一個星期二
[00:00:23.800 --> 00:00:30.400]  而年初一之前的星期五是2月28日是年廿八
[00:00:30.400 --> 00:00:36.800]  除非懷仁浸信會決定新年放假
[00:00:36.800 --> 00:00:38.400]  如果我們不放假的話
[00:00:38.400 --> 00:00:41.400]  我們總共有12個星期五
[00:00:41.400 --> 00:00:44.400]  我們查約翰福音你記得嗎?
[00:00:44.400 --> 00:00:47.400]  以前我們查但爾里書的時候
[00:00:47.400 --> 00:00:50.400]  差不多是一章就一課
[00:00:50.400 --> 00:00:53.400]  所以12章我們查了12個星期
[00:00:53.400 --> 00:01:00.400]  啟示錄我們總共用了18個星期來查
[00:01:00.400 --> 00:01:03.400]  差不多是一星期一課
[00:01:03.400 --> 00:01:07.400]  但今次我們查約翰福音就有少少不同了
[00:01:07.400 --> 00:01:09.400]  我們是不會一次一章的
[00:01:09.400 --> 00:01:12.400]  起碼不會每次都是一次一章
[00:01:12.400 --> 00:01:15.400]  因為今次我們是深度的查景
[00:01:15.400 --> 00:01:19.400]  即是說我們會比較進深一點
[00:01:19.400 --> 00:01:22.400]  有時我們會停留在某一點
[00:01:22.400 --> 00:01:26.400]  我們會多花一點時間鑽研思想
[00:01:26.400 --> 00:01:30.400]  所以21章約翰福音
[00:01:30.400 --> 00:01:35.400]  我們不是說21個星期就可以查完
[00:01:35.400 --> 00:01:37.400]  至於說要多少次
[00:01:37.400 --> 00:01:39.400]  每一次查多少節
[00:01:39.400 --> 00:01:43.400]  我們一邊查的時候一邊再看一下
[00:01:43.400 --> 00:01:46.400]  所以是一個好像自由式的
[00:01:46.400 --> 00:01:50.400]  我們不計時間
[00:01:50.400 --> 00:01:52.400]  不理會是否一星期一章
[00:01:52.400 --> 00:01:56.400]  我們查到哪裡就哪裡
[00:01:56.400 --> 00:01:58.400]  因為我們只有12個星期
[00:01:58.400 --> 00:02:02.400]  我覺得我們是不會查到21章的
[00:02:02.400 --> 00:02:05.400]  我們查到多少就多少
[00:02:05.400 --> 00:02:09.400]  然後3月底我就休息
[00:02:09.400 --> 00:02:12.400]  之後又會再回來和大家查完
[00:02:12.400 --> 00:02:15.400]  我們一定要查到最後
[00:02:15.400 --> 00:02:17.400]  因為其實約翰福音
[00:02:17.400 --> 00:02:19.400]  可以說最精彩的一章
[00:02:19.400 --> 00:02:21.400]  是在最後那裡的
[00:02:21.400 --> 00:02:22.400]  21章的
[00:02:22.400 --> 00:02:24.400]  所以我們查多少就多少
[00:02:24.400 --> 00:02:27.400]  每一次我的講義和錄音
[00:02:27.400 --> 00:02:30.400]  都會放上我的網址
[00:02:30.400 --> 00:02:32.400]  順便一提
[00:02:32.400 --> 00:02:36.400]  之前我們查的《但義理書》12課
[00:02:36.400 --> 00:02:38.400]  錄音和講義
[00:02:38.400 --> 00:02:40.400]  《啟示錄》18課
[00:02:40.400 --> 00:02:42.400]  講義和錄音
[00:02:42.400 --> 00:02:44.400]  都全部在我的網址上
[00:02:44.400 --> 00:02:46.400]  大家很容易上去
[00:02:46.400 --> 00:02:47.400]  你喜歡的話
[00:02:47.400 --> 00:02:48.400]  拿裡面的東西
[00:02:48.400 --> 00:02:49.400]  你煮一下學一下
[00:02:49.400 --> 00:02:51.400]  你自己怎麼用呢
[00:02:51.400 --> 00:02:52.400]  沒有版權的
[00:02:52.400 --> 00:02:55.400]  我做的東西全部沒有版權
[00:02:55.400 --> 00:02:57.400]  全部大家都可以用
[00:02:57.400 --> 00:02:59.400]  最大家有益的就行了
[00:02:59.400 --> 00:03:01.400]  這次約翰福音
[00:03:01.400 --> 00:03:05.400]  我都會事先做一些講義
[00:03:05.400 --> 00:03:08.400]  通常是星期四晚
[00:03:08.400 --> 00:03:13.400]  大多數情況都會透過MATTHEW給大家
[00:03:13.400 --> 00:03:18.400]  約翰福音會幫助我們更加認識耶穌
[00:03:18.400 --> 00:03:20.400]  因為約翰福音
[00:03:20.400 --> 00:03:23.400]  一會兒我們會講道論的時候
[00:03:23.400 --> 00:03:24.400]  約翰福音
[00:03:24.400 --> 00:03:29.400]  約翰是想我們對耶穌的神聖
[00:03:29.400 --> 00:03:31.400]  和祂的人性
[00:03:31.400 --> 00:03:34.400]  有很清楚的認識
[00:03:34.400 --> 00:03:35.400]  約翰福音裡面
[00:03:35.400 --> 00:03:38.400]  也有很多救贖的真理
[00:03:38.400 --> 00:03:41.400]  其他三卷福音書都沒有
[00:03:41.400 --> 00:03:44.400]  其他三卷福音書就像敘事一樣
[00:03:44.400 --> 00:03:47.400]  由耶穌 加譜 由祂出生
[00:03:47.400 --> 00:03:49.400]  就說祂做過什麼
[00:03:49.400 --> 00:03:52.400]  一直到祂被捉拿 釘死
[00:03:52.400 --> 00:03:55.400]  是將祂一生所說所做的事情
[00:03:55.400 --> 00:03:57.400]  記錄下來
[00:03:57.400 --> 00:04:01.400]  約翰也有記錄一些耶穌的生平
[00:04:01.400 --> 00:04:05.400]  但是祂裡面也有很多救贖的真理
[00:04:05.400 --> 00:04:07.400]  一會兒我們查
[00:04:07.400 --> 00:04:09.400]  一開始第一章第一字
[00:04:09.400 --> 00:04:13.400]  已經是一些很重要的真理
[00:04:13.400 --> 00:04:19.400]  然後約翰福音很詳細記載了
[00:04:19.400 --> 00:04:22.400]  耶穌對門徒的教導
[00:04:22.400 --> 00:04:24.400]  特別是最後的晚餐
[00:04:24.400 --> 00:04:27.400]  約翰用了五張聖經
[00:04:27.400 --> 00:04:30.400]  差不多整卷約翰福音書的20%
[00:04:30.400 --> 00:04:33.400]  是記載了耶穌在最後的晚餐
[00:04:33.400 --> 00:04:34.400]  和門徒說的話
[00:04:34.400 --> 00:04:36.400]  那些當然是很重要
[00:04:36.400 --> 00:04:40.400]  也有約翰福音記載了耶穌個人的工作
[00:04:40.400 --> 00:04:42.400]  個人探導
[00:04:42.400 --> 00:04:44.400]  我們去到第三章
[00:04:44.400 --> 00:04:47.400]  是祂和尼哥底母的聊天
[00:04:47.400 --> 00:04:50.400]  第四章是祂和井邊的婦人的聊天
[00:04:50.400 --> 00:04:58.400]  然後祂和病了38年的人的對話
[00:04:58.400 --> 00:05:01.400]  這些都是耶穌的個人工作
[00:05:01.400 --> 00:05:04.400]  我們來看耶穌怎樣傳福音
[00:05:04.400 --> 00:05:08.400]  當然我剛才提到的第21章
[00:05:08.400 --> 00:05:13.400]  21章是耶穌要挽回彼得
[00:05:13.400 --> 00:05:16.400]  所以你看到耶穌是做很多個人的工作
[00:05:16.400 --> 00:05:22.400]  祂對很多人的特別需要是非常關切的
[00:05:22.400 --> 00:05:27.400]  所以今晚我們開始先要講一下道論
[00:05:27.400 --> 00:05:30.400]  讓大家了解一下整本約翰福音
[00:05:30.400 --> 00:05:33.400]  然後我們就開始查
[00:05:33.400 --> 00:05:35.400]  我相信今晚你看到的那些筆記
[00:05:35.400 --> 00:05:37.400]  只是第一第二節
[00:05:37.400 --> 00:05:40.400]  我想我們今晚只有時間查兩節
[00:05:40.400 --> 00:05:44.400]  我們現在開始講一下約翰福音的道論
[00:05:44.400 --> 00:05:46.400]  第一作者很清楚
[00:05:46.400 --> 00:05:48.400]  我這裡說毫無疑問
[00:05:48.400 --> 00:05:50.400]  一定是使徒約翰
[00:05:50.400 --> 00:05:51.400]  這個大家不用爭辯
[00:05:51.400 --> 00:05:57.400]  因為使徒約翰在第21章最後的24節
[00:05:57.400 --> 00:05:58.400]  是這樣寫的
[00:05:58.400 --> 00:06:05.400]  為這些事作見證並記載這些事的就是這個門徒
[00:06:05.400 --> 00:06:08.400]  這個門徒是誰呢?
[00:06:08.400 --> 00:06:09.400]  在前面
[00:06:09.400 --> 00:06:13.400]  由第20節開始約翰說那個是他
[00:06:13.400 --> 00:06:18.400]  因為前面是彼得問耶穌
[00:06:18.400 --> 00:06:22.400]  這個門徒將來是如何呢?
[00:06:22.400 --> 00:06:26.400]  這個門徒約翰有寫說
[00:06:26.400 --> 00:06:28.400]  這個就是耶穌所愛的門徒
[00:06:28.400 --> 00:06:32.400]  就是在最後晚餐的時候
[00:06:32.400 --> 00:06:35.400]  是伏在耶穌胸膛的那一位
[00:06:35.400 --> 00:06:36.400]  就是他自己
[00:06:36.400 --> 00:06:43.400]  然後他就說為這些事作見證並記載這些事的就是這個門徒
[00:06:43.400 --> 00:06:45.400]  所以前面說是他
[00:06:45.400 --> 00:06:47.400]  後面一定是他
[00:06:47.400 --> 00:06:49.400]  這個是毫無疑問的
[00:06:49.400 --> 00:06:54.400]  我們要對這個使徒約翰多些認識
[00:06:54.400 --> 00:06:57.400]  他特別的地方就是當他跟從耶穌的時候
[00:06:57.400 --> 00:06:59.400]  可能他剛剛二十多歲
[00:06:59.400 --> 00:07:02.400]  是最年輕的門徒
[00:07:02.400 --> 00:07:05.400]  他也是活得最長的
[00:07:05.400 --> 00:07:08.400]  他活到差不多第一世紀末
[00:07:08.400 --> 00:07:10.400]  他活到九十幾歲
[00:07:10.400 --> 00:07:12.400]  到他晚年的時候
[00:07:12.400 --> 00:07:17.400]  當他寫約翰福音和啟示錄和約翰一二三書
[00:07:17.400 --> 00:07:22.400]  其他的使徒包括保羅都已經是過世了
[00:07:22.400 --> 00:07:24.400]  就是他活到最後
[00:07:24.400 --> 00:07:27.400]  我相信他是超過九十歲
[00:07:27.400 --> 00:07:30.400]  我做了一點點資料搜集
[00:07:30.400 --> 00:07:37.400]  我就大概將他的年齡做了一個大概
[00:07:37.400 --> 00:07:38.400]  是這樣的
[00:07:38.400 --> 00:07:41.400]  他跟隨耶穌的時候
[00:07:41.400 --> 00:07:43.400]  就是耶穌在地上的時候
[00:07:43.400 --> 00:07:47.400]  那個應該是二十八至三十AD
[00:07:47.400 --> 00:07:52.400]  因為耶穌應該是在主前三年出生的
[00:07:52.400 --> 00:07:57.400]  所以耶穌出來傳道的時候是主後二十八年
[00:07:57.400 --> 00:08:00.400]  他跟隨耶穌有三年的時間
[00:08:00.400 --> 00:08:02.400]  然後耶穌升天之後
[00:08:02.400 --> 00:08:04.400]  他有四十年
[00:08:04.400 --> 00:08:07.400]  他是初期教會的領袖
[00:08:07.400 --> 00:08:09.400]  他在哪裏呢?
[00:08:09.400 --> 00:08:10.400]  哪個教會呢?
[00:08:10.400 --> 00:08:11.400]  在耶路撒冷的教會
[00:08:11.400 --> 00:08:16.400]  聖經沒有記載他的講道
[00:08:16.400 --> 00:08:21.400]  保羅、彼得的講道有記載
[00:08:21.400 --> 00:08:26.400]  但是找不到有任何使徒約翰的講道
[00:08:26.400 --> 00:08:28.400]  但是很明顯他那段時間
[00:08:28.400 --> 00:08:32.400]  他在教會裏面是一個很重要的人物
[00:08:32.400 --> 00:08:37.400]  七十AD主後七十就發生了大事
[00:08:37.400 --> 00:08:40.400]  就是羅馬人攻入耶路撒冷
[00:08:40.400 --> 00:08:42.400]  提多將軍攻入耶路撒冷
[00:08:42.400 --> 00:08:44.400]  毀了聖殿
