
[00:00:00.000 --> 00:00:05.180]  各位大姐姐妹 各位朋友 你們好
[00:00:05.180 --> 00:00:07.600]  歡迎大家參加我們三藩市播道會
[00:00:07.600 --> 00:00:10.000]  網上的五堂崇拜
[00:00:10.000 --> 00:00:15.100]  我們今天繼續思想馬太福音登山補訓的訊息
[00:00:15.100 --> 00:00:20.000]  我們來到馬太福音第五章第七節至第八節
[00:00:20.000 --> 00:00:25.600]  題目仍然是叫做《簡樸管息》第二講
[00:00:25.600 --> 00:00:28.100]  未開始思想這段聖經之前
[00:00:28.100 --> 00:00:31.600]  請你同心低頭 我在此向你禱告
[00:00:31.600 --> 00:00:33.600]  慈悲讓的天父 我們滿心感謝你
[00:00:33.600 --> 00:00:36.900]  讓你寶貴的話語作為我們生命的指引
[00:00:36.900 --> 00:00:40.100]  在這個世界裏面 我們很多時候
[00:00:40.100 --> 00:00:43.200]  不懂得與人相處 也不懂得獨處
[00:00:43.200 --> 00:00:47.600]  求你藉著你的話語 智慧的言語 聖靈的幫助
[00:00:47.600 --> 00:00:49.200]  啟開我們的心跳
[00:00:49.200 --> 00:00:51.400]  讓我們能夠明白你的話語
[00:00:51.400 --> 00:00:53.000]  也能夠實踐出來
[00:00:53.000 --> 00:00:55.500]  以致我們的生命可以有改變
[00:00:55.500 --> 00:00:58.500]  我們今天祈禱 也是奉耶穌基督的命求
[00:00:58.500 --> 00:00:59.500]  阿們
[00:00:59.500 --> 00:01:02.900]  我看過一篇文章 題目非常古怪
[00:01:02.900 --> 00:01:07.100]  名字叫做《請不要聽我所說的》
[00:01:07.100 --> 00:01:10.600]  請聽我所沒有說的
[00:01:10.600 --> 00:01:15.300]  Please hear what I am not saying
[00:01:15.300 --> 00:01:16.900]  這篇文章的說法是
[00:01:16.900 --> 00:01:20.300]  留心 免受我找你笨
[00:01:20.300 --> 00:01:23.700]  我的笑容和眼淚都不是真
[00:01:23.700 --> 00:01:27.100]  我戴著面具 成千上萬的面具
[00:01:27.100 --> 00:01:29.100]  分分鐘轉題
[00:01:29.100 --> 00:01:31.300]  要我露出本相?
[00:01:31.300 --> 00:01:32.500]  別這樣
[00:01:32.500 --> 00:01:35.500]  扮演是我與生俱來的本性
[00:01:35.500 --> 00:01:37.100]  收藏自己?
[00:01:37.100 --> 00:01:38.900]  戰無不勝
[00:01:38.900 --> 00:01:41.100]  我的款夠定
[00:01:41.100 --> 00:01:43.100]  我的樣夠酷
[00:01:43.100 --> 00:01:46.100]  我的像夠威 夠flesh
[00:01:46.100 --> 00:01:47.500]  定是我的名字
[00:01:47.500 --> 00:01:48.800]  酷是我的遊戲
[00:01:48.800 --> 00:01:50.900]  威是我的化妝品
[00:01:50.900 --> 00:01:55.500]  但留心 免受我找你笨
[00:01:55.500 --> 00:01:57.300]  面具包著的我
[00:01:57.300 --> 00:01:59.900]  其實是殘花一朵
[00:01:59.900 --> 00:02:01.900]  揭開廬山真面目
[00:02:01.900 --> 00:02:03.700]  有時殊不言熟
[00:02:03.700 --> 00:02:05.500]  有時似舊木
[00:02:05.500 --> 00:02:07.300]  有時極庸碌
[00:02:07.300 --> 00:02:09.300]  有時心狠手毒
[00:02:09.300 --> 00:02:11.300]  有時內心極孤獨
[00:02:11.300 --> 00:02:13.900]  但留心 我曉得佈局
[00:02:13.900 --> 00:02:16.100]  我曉得何時笑 何時哭
[00:02:16.100 --> 00:02:18.300]  何時生 何時熟
[00:02:18.300 --> 00:02:23.100]  其實我非常厭惡這個假局
[00:02:23.100 --> 00:02:25.500]  我很想做回自己
[00:02:25.500 --> 00:02:27.500]  無論是悲 是喜
[00:02:27.500 --> 00:02:29.100]  是生 是死
[00:02:29.100 --> 00:02:30.900]  還是我自己
[00:02:30.900 --> 00:02:34.700]  奈何人在江湖 身不由己
[00:02:34.700 --> 00:02:36.900]  還是分分鐘去飛
[00:02:36.900 --> 00:02:38.900]  你道我是誰
[00:02:38.900 --> 00:02:43.300]  我就是你 我 她
[00:02:43.300 --> 00:02:46.900]  人是一個非常麻煩的動物
[00:02:46.900 --> 00:02:49.500]  我們不懂得去獨處
[00:02:49.500 --> 00:02:51.500]  當只有我們一個人的時候
[00:02:51.500 --> 00:02:54.300]  我們覺得孤單寂寞
[00:02:54.300 --> 00:02:57.300]  很不開心 又埋怨
[00:02:57.300 --> 00:02:59.900]  但當神為我們預備了我們的配偶的時候
[00:02:59.900 --> 00:03:01.900]  我們又不懂得與它相處
[00:03:01.900 --> 00:03:04.900]  當神為我們預備朋友的時候
[00:03:04.900 --> 00:03:07.100]  我們也不懂得與人相處
[00:03:07.100 --> 00:03:09.300]  尤其是在美國今天的社會
[00:03:09.300 --> 00:03:13.900]  沒錯 我們非常重視個人的權益和私隱
[00:03:13.900 --> 00:03:16.900]  但我們犧牲了人際關係
[00:03:16.900 --> 00:03:20.500]  難怪每年超過100萬的子女離家出走
[00:03:20.500 --> 00:03:23.300]  超過200萬的夫婦離婚
[00:03:23.300 --> 00:03:26.300]  數以萬計的子女被虐待
[00:03:26.300 --> 00:03:29.500]  平均每7分鐘就有一個女子被強姦
[00:03:29.500 --> 00:03:31.500]  14分鐘有一個被殺
[00:03:31.500 --> 00:03:33.500]  究竟這是一個文明的國家
[00:03:33.500 --> 00:03:37.300]  還是未開發的新番地帶呢?
[00:03:37.300 --> 00:03:39.300]  我們一路來思想
[00:03:39.300 --> 00:03:44.900]  耶穌基督在《馬太福音》第五章說的八福
[00:03:44.900 --> 00:03:49.300]  頭四福是說人與神之間的關係
[00:03:49.300 --> 00:03:50.700]  我們要體現到自己
[00:03:50.700 --> 00:03:53.700]  我們寧屢貧窮為自己的罪哀動
[00:03:53.700 --> 00:03:56.100]  並且願意降服在主的面前
[00:03:56.100 --> 00:03:58.700]  追求祂的義和國
[00:03:58.700 --> 00:04:01.200]  後面的四福
[00:04:01.200 --> 00:04:06.300]  重點是說人與人之間的關係
[00:04:06.300 --> 00:04:08.700]  亦是我們今天在社會裏面
[00:04:08.700 --> 00:04:11.900]  在家庭裏面遇到最大的問題
[00:04:11.900 --> 00:04:14.900]  今天我們先說第五和第六福
[00:04:14.900 --> 00:04:17.100]  第五福是連率
[00:04:17.100 --> 00:04:19.700]  第六福是清心
[00:04:19.700 --> 00:04:21.500]  連率的人有福了
[00:04:21.500 --> 00:04:23.900]  因為他們必蒙連率
