
[00:00:00.000 --> 00:00:02.000]  早安
[00:00:02.000 --> 00:00:04.000]  狐狸與小雞
[00:00:04.000 --> 00:00:06.000]  又不是生物貨
[00:00:06.000 --> 00:00:08.000]  也不是小朋友的兒童故事
[00:00:08.000 --> 00:00:10.000]  是一段非常有趣的聖經
[00:00:10.000 --> 00:00:12.000]  請我們再一次同心
[00:00:12.000 --> 00:00:14.000]  我們一同祈禱
[00:00:14.000 --> 00:00:16.000]  天王我們再一次感謝你
[00:00:16.000 --> 00:00:18.000]  給你寶貴的話語作為我們生命的指引
[00:00:18.000 --> 00:00:20.000]  求你借著你的話語提醒
[00:00:20.000 --> 00:00:22.000]  勸勉
[00:00:22.000 --> 00:00:24.000]  教導 安慰 挑戰 激勵 改變我們
[00:00:24.000 --> 00:00:26.000]  奉耶穌基督命求
[00:00:26.000 --> 00:00:28.000]  阿們
[00:00:28.000 --> 00:00:30.000]  阿們
[00:00:30.000 --> 00:00:32.000]  馬克思說過一句名句
[00:00:32.000 --> 00:00:34.000]  宗教是人民的鴉片
[00:00:34.000 --> 00:00:36.000]  他的意思不是完全否定宗教
[00:00:36.000 --> 00:00:38.000]  就好像鴉片一樣
[00:00:38.000 --> 00:00:40.000]  當一個人病的時候
[00:00:40.000 --> 00:00:42.000]  很辛苦 很痛的時候
[00:00:42.000 --> 00:00:44.000]  醫生會給他一些鴉片
[00:00:44.000 --> 00:00:46.000]  或者給他一些止痛劑
[00:00:46.000 --> 00:00:48.000]  讓他舒緩一下
[00:00:48.000 --> 00:00:50.000]  讓他可以舒服一些
[00:00:50.000 --> 00:00:52.000]  一個病人是需要
[00:00:52.000 --> 00:00:54.000]  有這些止痛劑
[00:00:54.000 --> 00:00:56.000]  但如果一個人健健康康
[00:00:56.000 --> 00:00:58.000]  好好的
[00:00:58.000 --> 00:01:00.000]  你要吃鴉片
[00:01:00.000 --> 00:01:02.000]  鴉片就成為有害
[00:01:02.000 --> 00:01:04.000]  同樣的
[00:01:04.000 --> 00:01:06.000]  馬克思的意思就是
[00:01:06.000 --> 00:01:08.000]  當一個國家 當一個社會有病
[00:01:08.000 --> 00:01:10.000]  人民很痛苦
[00:01:10.000 --> 00:01:12.000]  人民沒得吃
[00:01:12.000 --> 00:01:14.000]  人民沒自由
[00:01:14.000 --> 00:01:16.000]  人民很不安心的時候
[00:01:16.000 --> 00:01:18.000]  宗教可能給他一些安慰
[00:01:18.000 --> 00:01:20.000]  宗教可能給他一些鼓勵
[00:01:20.000 --> 00:01:22.000]  去想到將來上天堂的時候
[00:01:22.000 --> 00:01:24.000]  或者會稍微心裡面
[00:01:24.000 --> 00:01:26.000]  有少少安慰
[00:01:26.000 --> 00:01:28.000]  但是如果這個社會是健康的
[00:01:28.000 --> 00:01:30.000]  這個社會人人都是安居樂業的
[00:01:30.000 --> 00:01:32.000]  宗教就成為了有害的一個東西
[00:01:32.000 --> 00:01:34.000]  是對人民極之不利的
[00:01:34.000 --> 00:01:36.000]  是對人民極之不利的
