
[00:00:00.000 --> 00:00:08.680]  今天講啟示錄教會第三間別家摩
[00:00:08.680 --> 00:00:11.640]  我給的題目是妥協的教會
[00:00:11.640 --> 00:00:13.880]  我們先讀一段經文
[00:00:13.880 --> 00:00:16.040]  啟示錄2:12-17
[00:00:16.040 --> 00:00:21.200]  你要寫信給別家摩教會的使者說
[00:00:21.200 --> 00:00:24.280]  有兩人來見的這樣說
[00:00:24.280 --> 00:00:28.800]  我知道你的居所在有撒旦座位之處
[00:00:28.800 --> 00:00:33.280]  當我忠心的見證人安提伯在你們中間
[00:00:33.280 --> 00:00:36.800]  在撒旦所住的地方被殺之時
[00:00:36.800 --> 00:00:38.920]  你還堅守我的命
[00:00:38.920 --> 00:00:41.520]  沒有否認對我的信仰
[00:00:41.520 --> 00:00:44.960]  然而有幾件事我要責備你
[00:00:44.960 --> 00:00:49.040]  就是你哪里有日服從了巴蘭的教訓
[00:00:49.040 --> 00:00:51.560]  借巴蘭人教唆巴辣
[00:00:51.560 --> 00:00:55.200]  將絆腳石放在以色列人面前
[00:00:55.200 --> 00:00:58.200]  使他們吃祭過偶像之物
[00:00:58.200 --> 00:01:00.960]  並且凡同樣
[00:01:00.960 --> 00:01:05.280]  你哪里也有人服從了尼哥拉派的教訓
[00:01:05.280 --> 00:01:07.680]  所以你當悔改
[00:01:07.680 --> 00:01:09.000]  若不悔改
[00:01:09.000 --> 00:01:11.400]  我很快就到你那里來
[00:01:11.400 --> 00:01:14.280]  用我口中的叫攻擊他們
[00:01:14.280 --> 00:01:19.760]  凡有耳朵的都應當聽聖靈向宗教會所說的話
[00:01:19.760 --> 00:01:24.280]  得聖的我必將那隱藏的馬拿賜給他
[00:01:24.280 --> 00:01:26.520]  並賜他一塊白石
[00:01:26.520 --> 00:01:29.080]  石上寫著新的名字
[00:01:29.080 --> 00:01:31.320]  除了那領受的以外
[00:01:31.320 --> 00:01:33.120]  沒有人認識
[00:01:33.120 --> 00:01:39.160]  別加摩按照宋信的使者是第三個地方
[00:01:39.160 --> 00:01:41.760]  由爾弗所 善會拿到別加摩
[00:01:41.760 --> 00:01:44.720]  這個地方環境很美麗 很富庶
[00:01:44.720 --> 00:01:47.240]  它很出名就是因為有個圖書館
[00:01:47.240 --> 00:01:51.040]  所以別加摩是一個文化水準很高的城市
[00:01:51.040 --> 00:01:54.680]  別加摩這個字就是羊皮卷的意思
[00:01:54.680 --> 00:01:58.760]  古代的書籍是用羊皮卷來寫的
[00:01:58.760 --> 00:02:00.840]  雖然埃及有蒲草紙
[00:02:00.840 --> 00:02:02.280]  但是蒲草紙不耐用
[00:02:02.280 --> 00:02:04.760]  久了會脆 會爛
[00:02:04.760 --> 00:02:07.480]  所以能夠保存古代的學問
[00:02:07.480 --> 00:02:09.160]  就是用羊皮卷
[00:02:09.160 --> 00:02:11.720]  可想而知別加摩這個地方
[00:02:11.720 --> 00:02:14.760]  它是出羊皮卷
[00:02:14.760 --> 00:02:18.680]  也是以一個很大的圖書館出名
[00:02:18.680 --> 00:02:21.480]  是當時歐洲第二大
[00:02:21.480 --> 00:02:22.680]  除了亞歷山大之外
[00:02:22.680 --> 00:02:25.560]  好有學問 地位很高
[00:02:25.560 --> 00:02:29.000]  也是敬拜羅馬皇帝的一個重點
[00:02:29.000 --> 00:02:33.720]  耶穌基督和別加摩的教會說
[00:02:33.720 --> 00:02:40.360]  這個地方有撒旦的座位
[00:02:40.360 --> 00:02:43.640]  他的忠心僕人安提帕被殺
[00:02:43.640 --> 00:02:45.320]  撒旦是什麼意思呢
[00:02:45.320 --> 00:02:48.040]  在這裡我們就要說說
[00:02:48.040 --> 00:02:51.560]  原來在別加摩有一個廟宇
[00:02:51.560 --> 00:02:54.120]  叫阿希比斯
[00:02:54.120 --> 00:02:59.400]  這個廟宇是敬拜一種醫治的蛇
[00:02:59.400 --> 00:03:04.360]  當時人們有病就去到廟宇
[00:03:04.360 --> 00:03:07.400]  在廟宇裡有一條蛇
[00:03:07.400 --> 00:03:12.440]  來醫治他們
[00:03:12.440 --> 00:03:18.600]  這個蛇在聖經裡叫古蛇
[00:03:18.600 --> 00:03:24.040]  所以很可能是指撒旦的座位
[00:03:24.040 --> 00:03:30.440]  甚至教會因為抗拒希臘神話
[00:03:30.440 --> 00:03:32.440]  抗拒這個事件而被殺
[00:03:32.440 --> 00:03:34.760]  不過聖經沒有詳細記載
[00:03:34.760 --> 00:03:37.560]  我們也找不到其他的資料來支持
[00:03:37.560 --> 00:03:41.480]  耶穌基督開始的時候說
[00:03:41.480 --> 00:03:44.440]  他有兩刃利劍
[00:03:44.440 --> 00:03:48.040]  兩刃利劍就是指著耶穌基督的能力
[00:03:48.040 --> 00:03:51.880]  面對這麼大的惡勢力
[00:03:51.880 --> 00:03:55.960]  神的話能夠征服他們
[00:03:55.960 --> 00:03:58.920]  甚至對抗他們
[00:03:58.920 --> 00:04:00.920]  一開始的時候
[00:04:00.920 --> 00:04:05.320]  耶穌基督給別加摩教會一個很重要的宣示
[00:04:05.320 --> 00:04:07.320]  就是堅守神的話語
[00:04:07.320 --> 00:04:08.840]  堅守上帝的話語
[00:04:08.840 --> 00:04:11.240]  不要給外面的教訓
[00:04:11.240 --> 00:04:14.680]  但是別加摩教會最大的問題是什麼呢
[00:04:14.680 --> 00:04:18.200]  就是不堅守上帝的話語
[00:04:18.200 --> 00:04:20.840]  剛才我們看了撒旦的座位
[00:04:20.840 --> 00:04:22.360]  不過聖經沒有詳細說
[00:04:22.360 --> 00:04:23.640]  我們也不詳細說了
[00:04:23.640 --> 00:04:27.960]  詳細的地方就是耶穌基督責備他
[00:04:27.960 --> 00:04:32.920]  說他是巴蘭的教訓
[00:04:32.920 --> 00:04:36.200]  遵守了巴蘭的教訓
[00:04:36.200 --> 00:04:40.200]  和尼哥拉派
[00:04:40.200 --> 00:04:41.560]  我們先說巴蘭
[00:04:41.560 --> 00:04:42.520]  巴蘭大家很熟悉的
[00:04:42.520 --> 00:04:45.720]  舊約裡面巴蘭是一個術士
[00:04:45.720 --> 00:04:47.480]  聖經從來沒有說巴蘭是先知
[00:04:47.480 --> 00:04:48.680]  是一個術士
[00:04:48.680 --> 00:04:50.360]  一個很有能力的術士
[00:04:50.360 --> 00:04:52.520]  當以色列人從埃及出來
[00:04:52.520 --> 00:04:56.600]  當地的巴蘭王就很害怕
[00:04:56.600 --> 00:04:58.920]  如何對付這些以色列人呢
[00:04:58.920 --> 00:05:01.640]  於是他就找了巴蘭
[00:05:01.640 --> 00:05:03.320]  他說巴蘭你很靈的
[00:05:03.320 --> 00:05:05.240]  你就座誰就座
[00:05:05.240 --> 00:05:06.760]  你祝福誰就祝福
[00:05:06.760 --> 00:05:07.960]  給他很多錢
[00:05:07.960 --> 00:05:10.360]  巴蘭就很想得這些錢
[00:05:10.360 --> 00:05:14.520]  巴蘭就去就座以色列人
[00:05:14.520 --> 00:05:16.760]  去的時候上帝攔阻他
[00:05:16.760 --> 00:05:19.320]  甚至他騎著騾都出聲罵他
[00:05:19.320 --> 00:05:20.360]  他害怕了
[00:05:20.360 --> 00:05:22.520]  於是去到見到以色列人
[00:05:22.520 --> 00:05:23.400]  他不敢就座
[00:05:23.400 --> 00:05:24.920]  他知道上帝不准他
[00:05:24.920 --> 00:05:27.240]  於是祝福以色列人
[00:05:27.240 --> 00:05:29.160]  巴蘭王說你不要搞錯
[00:05:29.160 --> 00:05:30.840]  我給了錢你叫我就座以色列人
[00:05:30.840 --> 00:05:32.040]  你竟然敢祝福他
[00:05:32.040 --> 00:05:35.240]  巴蘭說因為上帝不准我就座
[00:05:35.240 --> 00:05:37.240]  所以我不會就座以色列人
[00:05:37.240 --> 00:05:38.600]  表面上是這樣說
[00:05:39.320 --> 00:05:42.760]  但是巴蘭很想貪心
[00:05:42.760 --> 00:05:43.560]  要拿那些錢
[00:05:43.560 --> 00:05:46.280]  所以巴蘭就和巴蘭說
[00:05:46.280 --> 00:05:48.360]  我不可以開聲就座
[00:05:48.360 --> 00:05:49.320]  不過我有方法的
[00:05:49.320 --> 00:05:54.280]  找摩訶的女子引誘以色列人犯罪
[00:05:54.280 --> 00:05:55.720]  讓以色列人犯罪
[00:05:55.720 --> 00:05:56.840]  上帝懲罰他
[00:05:56.840 --> 00:05:58.680]  結果果然間
[00:05:58.680 --> 00:06:05.480]  巴蘭就按照巴蘭所提的詭計
[00:06:05.480 --> 00:06:09.240]  用摩訶的女子引誘以色列人
[00:06:09.240 --> 00:06:11.240]  拜偶像 行奸淫
[00:06:11.240 --> 00:06:15.080]  結果就造成了以色列很大很大的傷害
[00:06:15.080 --> 00:06:16.680]  上帝發怒
[00:06:16.680 --> 00:06:18.760]  以色列人也被懲罰
[00:06:18.760 --> 00:06:19.560]  死了很多人
[00:06:19.560 --> 00:06:26.360]  現在耶穌用巴蘭的教訓去說別加摩教會
[00:06:26.360 --> 00:06:30.600]  就指他們吃偶像之物
[00:06:30.600 --> 00:06:31.640]  行奸淫
[00:06:31.640 --> 00:06:34.280]  並離開神的話
[00:06:34.280 --> 00:06:37.800]  是與世俗為友的罪惡
[00:06:37.800 --> 00:06:42.200]  因為巴蘭為何會成功呢
[00:06:42.200 --> 00:06:44.520]  當以色列人進入加拿大之後
[00:06:44.520 --> 00:06:48.760]  他們發現加拿大人的生活和他們不同
[00:06:48.760 --> 00:06:51.240]  他們很自由很釋放
[00:06:51.240 --> 00:06:53.160]  男女關係很隨便
[00:06:53.160 --> 00:06:54.520]  吃東西很隨便
[00:06:54.520 --> 00:06:58.840]  他們發現這個生活很適合他們
[00:06:58.840 --> 00:07:00.920]  結果就中計了
[00:07:01.720 --> 00:07:07.560]  陷入了加拿大人的風俗生活
[00:07:07.560 --> 00:07:12.760]  現在巴蘭正正用這件事教導他們
[00:07:12.760 --> 00:07:16.280]  所以耶穌說別加摩是妥協
[00:07:16.280 --> 00:07:19.000]  妥協世俗的生活
[00:07:19.000 --> 00:07:20.600]  妥協世俗的教導
[00:07:20.600 --> 00:07:22.680]  世俗的道德
[00:07:22.680 --> 00:07:24.120]  這是第一個
[00:07:24.120 --> 00:07:27.000]  第二個就是尼哥拉
[00:07:27.480 --> 00:07:31.800]  尼哥拉聖經沒有記載
[00:07:31.800 --> 00:07:33.560]  只是有個執事叫尼哥拉
[00:07:33.560 --> 00:07:35.640]  是否真實也未必知道
[00:07:35.640 --> 00:07:40.760]  不過尼哥拉的意義是
[00:07:40.760 --> 00:07:47.800]  原來尼哥拉的教導是一種自圓其說
[00:07:47.800 --> 00:07:48.760]  是甚麼意思呢
[00:07:48.760 --> 00:07:49.560]  很簡單
[00:07:49.880 --> 00:07:59.160]  他將世界所提出的價值和基督教有矛盾的地方淡化了
[00:07:59.160 --> 00:08:04.920]  例如賭博喝酒不誠實
[00:08:04.920 --> 00:08:10.120]  一個聰明人在這個社會上一定會遇到這些
[00:08:10.120 --> 00:08:13.240]  只要懂得避開法律罅隙
[00:08:13.240 --> 00:08:18.200]  就可以避免被控告
[00:08:18.200 --> 00:08:20.200]  你會得到很多好處
[00:08:20.200 --> 00:08:26.280]  他用這樣就使得你在社會上很聰明
[00:08:26.280 --> 00:08:30.360]  而這個聰明其實是不誠實的
[00:08:30.360 --> 00:08:34.920]  尼哥拉的教導是很精彩的
[00:08:34.920 --> 00:08:37.400]  他很聰明
[00:08:37.400 --> 00:08:38.600]  自以為是
[00:08:38.600 --> 00:08:39.960]  高人一等
[00:08:39.960 --> 00:08:42.280]  我說的話是很對的
[00:08:42.280 --> 00:08:47.000]  投資和投機沒有分別
[00:08:47.000 --> 00:08:49.560]  我們每個人都會投資
[00:08:49.560 --> 00:08:56.920]  但他將投機成為了一個很好的生財之道
[00:08:56.920 --> 00:09:02.360]  他將不好的事情說成好的
[00:09:02.360 --> 00:09:06.600]  結果在教會中就中計了
[00:09:06.600 --> 00:09:09.720]  拜羅馬的皇帝沒有所謂的
[00:09:09.720 --> 00:09:10.680]  每個人都這樣拜
[00:09:10.680 --> 00:09:12.680]  用良民證沒問題的
[00:09:12.680 --> 00:09:15.880]  你心不拜就行
[00:09:15.880 --> 00:09:21.000]  吃了不會死的
[00:09:21.000 --> 00:09:25.080]  所以尼哥拉就是一種妥協
[00:09:25.080 --> 00:09:28.440]  在社會上的妥協
[00:09:28.440 --> 00:09:32.040]  妥協這個社會是怎樣教導
[00:09:32.040 --> 00:09:34.440]  就妥協怎樣教導
[00:09:34.440 --> 00:09:41.160]  當時羅馬的北伯有兩樣東西
[00:09:41.160 --> 00:09:43.560]  第一是道德的妥協
[00:09:43.560 --> 00:09:47.080]  第二是世俗的妥協
[00:09:47.080 --> 00:09:52.840]  在今天我們和羅馬社會不同
[00:09:52.840 --> 00:09:56.760]  在今天我們說別加摩教會
[00:09:56.760 --> 00:09:59.480]  就是道德的妥協
[00:09:59.480 --> 00:10:03.400]  就是世俗的科學主義的妥協
[00:10:03.400 --> 00:10:08.840]  這兩種妥協使教會無法持守上帝的道
[00:10:08.840 --> 00:10:11.080]  我舉個例子
[00:10:11.080 --> 00:10:16.360]  加拿大最大的宗派叫聯合教會
[00:10:16.360 --> 00:10:24.040]  當時在95年聖誕節
[00:10:24.040 --> 00:10:29.640]  我94年回港之前的聖誕節
[00:10:29.640 --> 00:10:31.560]  BBC有一次訪問
[00:10:31.560 --> 00:10:33.640]  William很出名的
[00:10:33.640 --> 00:10:35.240]  後來做了Moderator
[00:10:35.240 --> 00:10:36.680]  就是全教會的最高領袖
[00:10:36.680 --> 00:10:38.600]  我記得當時他說
[00:10:38.600 --> 00:10:42.200]  我們的信仰是要與時並進
[00:10:42.200 --> 00:10:44.680]  因為現在是一個科學世界
[00:10:44.680 --> 00:10:50.040]  那你是不是還相信傳統的教教
[00:10:50.040 --> 00:10:53.640]  教教的價值不是在傳統教教
[00:10:53.640 --> 00:10:56.360]  是在乎它的精義
[00:10:56.360 --> 00:11:00.680]  傳統就說聖誕節耶穌是同精女所生
[00:11:00.680 --> 00:11:03.800]  這些東西過時
