
[00:00:00.000 --> 00:00:07.800]  我們今天講題是「起死回生的耶穌」
[00:00:07.800 --> 00:00:12.400]  剛才說過一篇叫「最震撼的引言」
[00:00:12.400 --> 00:00:15.400]  裡面說了一齣電影叫「Collectible Beauty」
[00:00:15.400 --> 00:00:19.800]  中文翻譯是「最美麗的安排」
[00:00:19.800 --> 00:00:23.400]  故事說有一個很厲害的總裁
[00:00:23.400 --> 00:00:26.800]  然後他就跟員工分享
[00:00:26.800 --> 00:00:30.400]  他說為什麼我們的產品可以這麼成功呢?
[00:00:30.400 --> 00:00:37.000]  或者說世上所有成功的產品都會牽涉三個元素
[00:00:37.000 --> 00:00:40.600]  如果你能夠幫助別人去解決這三個問題
[00:00:40.600 --> 00:00:42.800]  你的產品一定成功
[00:00:42.800 --> 00:00:47.200]  第一個就是愛
[00:00:47.200 --> 00:00:50.800]  第二個是有關於時間
[00:00:50.800 --> 00:00:54.800]  第三個是關於死亡
[00:00:54.800 --> 00:00:59.400]  他說道我們所有人都渴求愛
[00:00:59.400 --> 00:01:02.600]  我們所有人都希望擁有更多時間
[00:01:02.600 --> 00:01:05.000]  或者甚至想時間可以倒流
[00:01:05.000 --> 00:01:07.600]  We wish we had more time
[00:01:07.600 --> 00:01:11.600]  或者說我們每一個人都害怕死亡
[00:01:11.600 --> 00:01:13.600]  We fear death
[00:01:13.600 --> 00:01:16.600]  當我一邊去研讀《約翰福音》的時候
[00:01:16.600 --> 00:01:18.800]  我看到整卷的《約翰福音》
[00:01:18.800 --> 00:01:22.800]  好像跟這三個元素有很密切的關係
[00:01:22.800 --> 00:01:26.200]  而當我們今天要去討論、去思考
[00:01:26.200 --> 00:01:29.800]  有關於耶穌死人復活這個神蹟
[00:01:29.800 --> 00:01:34.800]  我可以說跟剛才說的那三個概念都很吻合
[00:01:34.800 --> 00:01:38.200]  耶穌行這個神蹟其實已經預示著
[00:01:38.200 --> 00:01:42.200]  祂在這個地上的工作結束了
[00:01:42.200 --> 00:01:44.800]  要進入一個新的階段
[00:01:44.800 --> 00:01:48.000]  就是耶穌要面對死亡
[00:01:48.000 --> 00:01:50.200]  去上十字架
[00:01:50.200 --> 00:01:54.000]  去祂人生最痛苦的過程
[00:01:54.000 --> 00:01:59.200]  大家還記不記得耶穌第一個行的神蹟是什麼神蹟?
[00:01:59.200 --> 00:02:01.400]  是以水變酒
[00:02:01.400 --> 00:02:06.600]  這個神蹟是耶穌一出來工作的時候第一件事
[00:02:06.600 --> 00:02:09.000]  不知道是不是耶穌有很特別的心意
[00:02:09.000 --> 00:02:13.000]  祂第一件行的事就是喜劇
[00:02:13.000 --> 00:02:14.600]  一件開心的事情
[00:02:14.600 --> 00:02:17.000]  是一個喜酒裡面
[00:02:17.000 --> 00:02:18.600]  是一個喜宴裡面
[00:02:18.600 --> 00:02:21.400]  但最後我們今天要說的
[00:02:21.400 --> 00:02:23.800]  好像是一個悲傷的事情
[00:02:23.800 --> 00:02:27.000]  好像說到耶穌的生命
[00:02:27.000 --> 00:02:28.400]  或者說祂的工作
[00:02:28.400 --> 00:02:32.200]  就是由一個喜劇變成一個悲劇
[00:02:32.200 --> 00:02:33.800]  是不是呢?
[00:02:33.800 --> 00:02:35.000]  其實不是
[00:02:35.000 --> 00:02:36.200]  當我們今天認識完之後
[00:02:36.200 --> 00:02:39.000]  你可以看到耶穌是由一個喜劇
[00:02:39.000 --> 00:02:43.600]  變成一個更加深層次的喜劇
[00:02:43.600 --> 00:02:47.600]  今天說的這個神蹟不單止跟一個家庭有關
[00:02:47.600 --> 00:02:50.200]  我可以說跟我們在座每一個人
[00:02:50.200 --> 00:02:53.400]  每一個你和我都有關
[00:02:53.400 --> 00:02:56.200]  因為我們每一個人都渴求愛
[00:02:56.200 --> 00:02:59.000]  因為我們每一個人都想多一點時間
[00:02:59.000 --> 00:03:04.600]  因為我們每一個人都想更加好的去面對死亡
[00:03:04.600 --> 00:03:06.600]  今天要分享這個家庭
[00:03:06.600 --> 00:03:08.800]  是關於兩姐妹
[00:03:08.800 --> 00:03:13.200]  再關於一個兄弟叫做拉薩路
[00:03:13.200 --> 00:03:16.600]  他們都很想得到剛才那三件事情
[00:03:16.600 --> 00:03:19.600]  來龍去脈究竟是怎樣呢?
[00:03:19.600 --> 00:03:24.400]  我可以說這是一個姍姍來遲的耶穌
[00:03:24.400 --> 00:03:26.400]  為甚麼說耶穌遲到呢?
[00:03:26.400 --> 00:03:28.400]  不知道你心目中有沒有想過
[00:03:28.400 --> 00:03:30.600]  為甚麼耶穌遲到?
[00:03:30.600 --> 00:03:35.000]  為甚麼不回應我其中很內討的事情?
[00:03:35.000 --> 00:03:39.000]  讓我們這一刻一起回到第一世紀
[00:03:39.000 --> 00:03:41.000]  發生在一個家庭
[00:03:41.000 --> 00:03:45.000]  這個家庭在伯大尼的村莊
[00:03:45.000 --> 00:03:48.800]  伯大尼是在鑒欖山東邊
[00:03:48.800 --> 00:03:51.600]  離耶路撒冷不超過兩里路
[00:03:51.600 --> 00:03:54.400]  就是通往耶利哥的路上
[00:03:54.400 --> 00:03:58.000]  這個村莊有一個家庭和耶穌很親密
[00:03:58.000 --> 00:04:00.000]  有人去研究或去想
[00:04:00.000 --> 00:04:02.800]  就是耶穌很喜歡去這個家庭
[00:04:02.800 --> 00:04:04.800]  因為可能耶穌去到這個家庭
[00:04:04.800 --> 00:04:09.800]  祂才真真正正有個地方可以鬆一鬆
[00:04:09.800 --> 00:04:14.400]  可以去自己有安靜和弟兄姊妹聊天的時間
[00:04:14.400 --> 00:04:17.200]  因為平時耶穌實在很忙碌
[00:04:17.200 --> 00:04:21.400]  這個家庭的姐姐是很熱切去接待
[00:04:21.400 --> 00:04:22.600]  去招呼耶穌的
[00:04:22.600 --> 00:04:24.400]  她叫做瑪大
[00:04:24.400 --> 00:04:26.600]  另一個妹妹就叫瑪利亞
[00:04:26.600 --> 00:04:29.800]  瑪利亞曾經用很貴的香膏
[00:04:29.800 --> 00:04:33.000]  英文就是Lotion或者Cream
[00:04:33.000 --> 00:04:34.400]  香膏你都去
[00:04:34.400 --> 00:04:37.400]  剛才看聖經說塗在耶穌的身上
[00:04:37.400 --> 00:04:42.200]  大家最貴買過的Lotion或者Cream是多少錢呢?
[00:04:42.200 --> 00:04:44.400]  50元?
[00:04:44.400 --> 00:04:48.800]  最貴的Lotion你接觸過是多少?
[00:04:48.800 --> 00:04:51.200]  我們有專家在這裡
[00:04:51.200 --> 00:04:53.000]  其實大家都是專家
[00:04:53.000 --> 00:04:54.800]  這個香膏多少錢呢?
[00:04:54.800 --> 00:04:57.200]  它塗了多少在耶穌身上呢?
[00:04:57.200 --> 00:04:58.600]  聖經說是一斤
[00:04:58.600 --> 00:04:59.800]  一斤即是多少呢?
[00:04:59.800 --> 00:05:02.200]  373克
[00:05:02.200 --> 00:05:04.600]  即是你當一罐可樂
[00:05:04.600 --> 00:05:05.800]  一罐可樂這麼多
[00:05:05.800 --> 00:05:07.800]  你有沒有試過塗這麼多Cream呢?
[00:05:07.800 --> 00:05:09.000]  沒有
[00:05:09.000 --> 00:05:10.000]  多貴呢?
[00:05:10.000 --> 00:05:15.600]  原來大約等於當時一個正常人的一年工資
[00:05:15.600 --> 00:05:18.600]  一年工資一罐Cream
[00:05:18.600 --> 00:05:22.200]  然後一次過塗在耶穌身上
[00:05:22.200 --> 00:05:25.800]  這是和耶穌有特別關係的家庭
[00:05:25.800 --> 00:05:27.800]  因為我們一會兒看下去
[00:05:27.800 --> 00:05:29.800]  他知道耶穌的行蹤
[00:05:29.800 --> 00:05:32.800]  他也可以找人找到耶穌
[00:05:32.800 --> 00:05:35.000]  親自去帶一個訊息
[00:05:35.000 --> 00:05:36.600]  現在更加重要的就是
[00:05:36.600 --> 00:05:39.000]  聖經約翰福音11章5節
[00:05:39.000 --> 00:05:42.000]  他說耶穌掃離愛馬大
[00:05:42.000 --> 00:05:46.000]  和他的妹子和拉撒路
[00:05:46.000 --> 00:05:47.600]  拉撒路是他們的兄弟
[00:05:47.600 --> 00:05:51.000]  那一刻拉撒路病重
[00:05:51.000 --> 00:05:54.000]  睡在床上
[00:05:54.000 --> 00:05:57.200]  我相信這兩個姐姐一定是很憂心
[00:05:57.200 --> 00:05:59.400]  可能不時為他祈禱
[00:05:59.400 --> 00:06:01.600]  不時去看看他的病情如何
[00:06:01.600 --> 00:06:05.200]  不時可能去找毛巾幫他抹臉
[00:06:05.200 --> 00:06:06.400]  他們很擔心
[00:06:06.400 --> 00:06:08.400]  我不知道他們商量了多久
[00:06:08.400 --> 00:06:11.400]  他們才決定找耶穌
[00:06:11.400 --> 00:06:13.800]  最後他們找耶穌
[00:06:13.800 --> 00:06:14.800]  他們商量了多久
[00:06:14.800 --> 00:06:16.800]  可能是他們知道耶穌一定很忙
[00:06:16.800 --> 00:06:18.800]  不想打擾耶穌
[00:06:18.800 --> 00:06:21.800]  或者他們知道耶穌去探望他們的時候
[00:06:21.800 --> 00:06:25.200]  是有一定程度的危險
[00:06:25.200 --> 00:06:28.000]  當他們找了報信的人去找耶穌
[00:06:28.000 --> 00:06:30.400]  而報信的人相信都很緊張
[00:06:30.400 --> 00:06:31.800]  去到耶穌面前
[00:06:31.800 --> 00:06:34.400]  那個人說:耶穌!耶穌!
[00:06:34.400 --> 00:06:38.200]  你所愛的人病了
[00:06:38.200 --> 00:06:40.400]  英文我們記住這句話
[00:06:40.400 --> 00:06:43.600]  他說:The one you love is sick
[00:06:43.600 --> 00:06:46.200]  你所愛的人病了
[00:06:46.200 --> 00:06:48.000]  如果大家是報信的人
[00:06:48.000 --> 00:06:49.800]  你真的找到耶穌
[00:06:49.800 --> 00:06:50.800]  跟耶穌說完話
[00:06:50.800 --> 00:06:52.200]  你所愛的人病了
[00:06:52.200 --> 00:06:55.200]  不知道你會想耶穌有什麼反應
[00:06:55.200 --> 00:06:57.800]  或者期待耶穌有什麼反應
[00:06:57.800 --> 00:06:59.400]  可能你很想的就是
[00:06:59.400 --> 00:07:02.200]  哎呀!耶穌病了之後
[00:07:02.200 --> 00:07:04.800]  然後耶穌立刻說:好!你等我一會兒
[00:07:04.800 --> 00:07:06.800]  我換件衣服就來
[00:07:06.800 --> 00:07:08.800]  你肯定很想這樣做
[00:07:08.800 --> 00:07:11.800]  因為你知道是很危急
[00:07:11.800 --> 00:07:14.800]  但是耶穌說了一句什麼話呢?
[00:07:14.800 --> 00:07:16.800]  在《約翰福音》11章4節
[00:07:16.800 --> 00:07:18.600]  耶穌聽見了
[00:07:18.600 --> 00:07:22.600]  祂就說:這病不至於死
[00:07:22.600 --> 00:07:24.600]  乃是為神的榮耀
[00:07:24.600 --> 00:07:28.400]  叫神的兒子因此得榮耀
[00:07:28.400 --> 00:07:30.600]  我看到有些人皺眉
[00:07:30.600 --> 00:07:32.000]  人家很緊急
[00:07:32.000 --> 00:07:36.200]  然後耶穌竟然說:這病不至於死
[00:07:36.200 --> 00:07:39.000]  或者可能約翰也怕讀者有這個感覺
[00:07:39.000 --> 00:07:41.000]  在下一節他也補充
[00:07:41.000 --> 00:07:44.000]  他說:耶穌素來是愛瑪大
[00:07:44.000 --> 00:07:46.600]  和他的妹子拉薩路
[00:07:46.600 --> 00:07:50.000]  哦!耶穌很愛這個家庭的
[00:07:50.000 --> 00:07:51.200]  但是接著那句
[00:07:51.200 --> 00:07:53.000]  可能你還皺眉
[00:07:53.000 --> 00:07:54.800]  11章6節
[00:07:54.800 --> 00:07:57.800]  接著:聽見拉薩路病了
[00:07:57.800 --> 00:08:00.200]  就在所居的之地
[00:08:00.200 --> 00:08:04.000]  凝住了兩天
[00:08:04.000 --> 00:08:06.400]  大家有沒有覺得奇怪?
[00:08:06.400 --> 00:08:07.200]  很緊急
[00:08:07.200 --> 00:08:08.400]  那個人說得很緊急
[00:08:08.400 --> 00:08:10.800]  也不緊急不會找耶穌
[00:08:10.800 --> 00:08:14.200]  但是耶穌竟然說:這病不至於死
[00:08:14.200 --> 00:08:15.200]  大家如果幻想一下
[00:08:15.200 --> 00:08:16.800]  有一天真的有人有重病
[00:08:16.800 --> 00:08:18.600]  然後打給女傳道
[00:08:18.600 --> 00:08:21.600]  接著找到:女傳道很緊急
[00:08:21.600 --> 00:08:25.400]  弟兄有很大問題在急症室
