
[00:00:00.000 --> 00:00:02.000]  各位領事們
[00:00:02.000 --> 00:00:05.000]  我想問一問大家
[00:00:05.000 --> 00:00:13.000]  有多少人是有孫子、孫女、子女、弟妹在學校讀書的?
[00:00:13.000 --> 00:00:15.000]  可不可以舉手?
[00:00:15.000 --> 00:00:17.000]  很多了
[00:00:17.000 --> 00:00:19.000]  學校開學
[00:00:19.000 --> 00:00:25.000]  其實上個星期我已經收到一些求救的聲音
[00:00:25.000 --> 00:00:28.000]  兒子去了美國
[00:00:28.000 --> 00:00:35.000]  第一堂上課已經是無神論、進化論
[00:00:35.000 --> 00:00:37.000]  嘈到飛起
[00:00:37.000 --> 00:00:41.000]  兒子很害怕
[00:00:41.000 --> 00:00:43.000]  去到那邊的時候
[00:00:43.000 --> 00:00:48.000]  原來上課的時候老師可以公開來踩基督教
[00:00:48.000 --> 00:00:52.000]  但是如果你在教室裡面
[00:00:52.000 --> 00:00:58.000]  說一點點有關聖經
[00:00:58.000 --> 00:01:00.000]  你就會被人投訴
[00:01:00.000 --> 00:01:04.000]  但是學校裡面公開批評基督教
[00:01:04.000 --> 00:01:09.000]  來到高舉無神論、進化論、唯物論的時候
[00:01:09.000 --> 00:01:11.000]  沒有人會投訴你
[00:01:11.000 --> 00:01:14.000]  這是今天的美國
[00:01:14.000 --> 00:01:16.000]  去到今天的歐洲
[00:01:16.000 --> 00:01:18.000]  同樣都是一樣
[00:01:18.000 --> 00:01:20.000]  英國又怎樣呢?
[00:01:20.000 --> 00:01:24.000]  除了教會所辦的學校之外
[00:01:24.000 --> 00:01:27.000]  其實沒有分別
[00:01:27.000 --> 00:01:30.000]  在今天整個社會
[00:01:30.000 --> 00:01:32.000]  甚至現在的風來到香港
[00:01:32.000 --> 00:01:34.000]  都是一樣
[00:01:34.000 --> 00:01:36.000]  如果你今天宣傳的
[00:01:36.000 --> 00:01:38.000]  你做教師也好
[00:01:38.000 --> 00:01:39.000]  你做什麼也好
[00:01:39.000 --> 00:01:41.000]  你宣傳的是聖經
[00:01:41.000 --> 00:01:43.000]  是為他祈禱、講福音的時候
[00:01:43.000 --> 00:01:45.000]  你會被人嘈到飛起
[00:01:45.000 --> 00:01:50.000]  你會發覺到教育局會收到一些投訴信
[00:01:50.000 --> 00:01:57.000]  說教師竟然在課室來說基督教
[00:01:57.000 --> 00:01:59.000]  你沒有叫他去信
[00:01:59.000 --> 00:02:02.000]  你只是說一說聖經
[00:02:02.000 --> 00:02:05.000]  你可能也會收到一些投訴
[00:02:05.000 --> 00:02:09.000]  但是教師在課堂裡面來說進化論呢?
[00:02:09.000 --> 00:02:13.000]  他們覺得是天公地道的東西
[00:02:13.000 --> 00:02:15.000]  因為這樣
[00:02:15.000 --> 00:02:19.000]  其實有些家長也很擔心
[00:02:19.000 --> 00:02:21.000]  但是我告訴大家
[00:02:21.000 --> 00:02:23.000]  其實這些擔心是擔心不來的
[00:02:23.000 --> 00:02:25.000]  遲早有一天
[00:02:25.000 --> 00:02:27.000]  你的子女、孫子、孫女
[00:02:27.000 --> 00:02:29.000]  你的弟弟
[00:02:29.000 --> 00:02:31.000]  你所熟悉的青少年
[00:02:31.000 --> 00:02:34.000]  他們都要面對這些刺激
[00:02:34.000 --> 00:02:36.000]  面對這些挑戰
[00:02:36.000 --> 00:02:38.000]  我很感恩
[00:02:38.000 --> 00:02:46.000]  因為我生長在一個無神論、唯物論、進化論的地方
[00:02:46.000 --> 00:02:49.000]  我是根深蒂固地相信那套東西
[00:02:49.000 --> 00:02:53.000]  就是因為以前我相信那套東西
[00:02:53.000 --> 00:02:57.000]  所以經過七年和基督徒在爭辯
[00:02:57.000 --> 00:02:59.000]  爭辯完之後
[00:02:59.000 --> 00:03:02.000]  我理性上通過
[00:03:02.000 --> 00:03:04.000]  我經歷到
[00:03:04.000 --> 00:03:06.000]  以至我可以轉變過來
[00:03:06.000 --> 00:03:09.000]  今天任何人如果和我分享的時候
[00:03:09.000 --> 00:03:12.000]  我可以非常理直氣壯
[00:03:12.000 --> 00:03:16.000]  和他們說我自己轉變的經過
[00:03:16.000 --> 00:03:18.000]  第二
[00:03:18.000 --> 00:03:20.000]  也可以告訴大家
[00:03:20.000 --> 00:03:24.000]  在今天一個最有福氣的人是什麼人
[00:03:24.000 --> 00:03:28.000]  今年年初住了兩次醫院
[00:03:28.000 --> 00:03:30.000]  給我有很深的感受
[00:03:30.000 --> 00:03:34.000]  我前晚去護士團契
[00:03:34.000 --> 00:03:37.000]  他們成立50週年
[00:03:37.000 --> 00:03:40.000]  有一個培訓會叫我去分享
[00:03:40.000 --> 00:03:43.000]  我去到的時候
[00:03:43.000 --> 00:03:45.000]  他們都跟我說
[00:03:45.000 --> 00:03:47.000]  作為醫生、護士
[00:03:47.000 --> 00:03:50.000]  你在醫院跟病人為他祈禱
[00:03:50.000 --> 00:03:52.000]  跟他講福音
[00:03:52.000 --> 00:03:55.000]  你預備有心理準備
[00:03:55.000 --> 00:03:58.000]  是會有人投訴你的
[00:03:58.000 --> 00:04:00.000]  的確是
[00:04:00.000 --> 00:04:04.000]  過去也曾經有醫生、護士
[00:04:04.000 --> 00:04:08.000]  得到上級的警戒
[00:04:08.000 --> 00:04:10.000]  不要再做這件事
[00:04:10.000 --> 00:04:12.000]  但我很感恩
[00:04:12.000 --> 00:04:14.000]  我去到醫院做病人
[00:04:14.000 --> 00:04:16.000]  沒有人投訴我
[00:04:16.000 --> 00:04:19.000]  我和整間病房
[00:04:19.000 --> 00:04:22.000]  甚至同一個屋對面房的人
[00:04:22.000 --> 00:04:23.000]  我講福音
[00:04:23.000 --> 00:04:25.000]  天公地道
[00:04:25.000 --> 00:04:28.000]  所以弟妹不要就在自己病入醫院
[00:04:28.000 --> 00:04:30.000]  我告訴你
[00:04:30.000 --> 00:04:33.000]  今天如果基督徒沒有人病入醫院
[00:04:33.000 --> 00:04:36.000]  病人是沒有機會聽到福音的
[00:04:36.000 --> 00:04:39.000]  我入醫院有機會跟他們講
[00:04:39.000 --> 00:04:41.000]  但分享完之後沒有人投訴我
[00:04:41.000 --> 00:04:42.000]  我是病人
[00:04:42.000 --> 00:04:43.000]  我和他們一樣
[00:04:43.000 --> 00:04:44.000]  所以有時候
[00:04:44.000 --> 00:04:48.000]  牧師來不來
[00:04:48.000 --> 00:04:50.000]  病下也好
[00:04:50.000 --> 00:04:52.000]  同意嗎
[00:04:52.000 --> 00:04:55.000]  今早也有長青頂字門
[00:04:55.000 --> 00:04:56.000]  非常好
[00:04:56.000 --> 00:04:57.000]  為我禱告
[00:04:57.000 --> 00:05:00.000]  然後說我天天為你禱告
[00:05:00.000 --> 00:05:02.000]  因為我最近生蛇
[00:05:02.000 --> 00:05:05.000]  現在是蛇尾
[00:05:05.000 --> 00:05:06.000]  生蛇
[00:05:06.000 --> 00:05:07.000]  我就告訴你
[00:05:07.000 --> 00:05:10.000]  就當吃蛇羹
[00:05:10.000 --> 00:05:12.000]  各位親愛的弟妹
[00:05:12.000 --> 00:05:14.000]  久不久病下是好的
[00:05:14.000 --> 00:05:16.000]  我今天就要和大家來講一講
[00:05:16.000 --> 00:05:19.000]  當你的子女、孫子、孫女
[00:05:19.000 --> 00:05:21.000]  你認識的子弟
[00:05:21.000 --> 00:05:22.000]  去到學校
[00:05:22.000 --> 00:05:23.000]  來讀書
[00:05:23.000 --> 00:05:25.000]  是被人挑戰他們的信仰
[00:05:25.000 --> 00:05:26.000]  被人踩
[00:05:26.000 --> 00:05:29.000]  基督教被人批評的時候
[00:05:29.000 --> 00:05:32.000]  你應該有什麼心態
[00:05:32.000 --> 00:05:34.000]  我告訴大家
[00:05:34.000 --> 00:05:38.000]  有很多我們對我們下一代的教導
[00:05:38.000 --> 00:05:42.000]  其他的人未必幫到你
[00:05:42.000 --> 00:05:44.000]  你是一個最有機會
[00:05:44.000 --> 00:05:48.000]  最容易幫到你那些親人的人
[00:05:48.000 --> 00:05:50.000]  我們首先來看看
[00:05:50.000 --> 00:05:54.000]  一般的人對信仰有四種不同的態度
[00:05:54.000 --> 00:05:56.000]  這四種不同的態度
[00:05:56.000 --> 00:05:58.000]  第一種是迷信
[00:05:58.000 --> 00:06:00.000]  明明知道那些東西是錯的
[00:06:00.000 --> 00:06:01.000]  「照信可也」
[00:06:01.000 --> 00:06:03.000]  這個叫迷信
[00:06:03.000 --> 00:06:06.000]  第二種是信迷
[00:06:06.000 --> 00:06:08.000]  信的是什麼
[00:06:08.000 --> 00:06:09.000]  不知道
[00:06:09.000 --> 00:06:10.000]  為什麼你會信
[00:06:10.000 --> 00:06:11.000]  因為牧師這樣說
[00:06:11.000 --> 00:06:13.000]  我就相信
[00:06:13.000 --> 00:06:15.000]  這個是信迷
[00:06:15.000 --> 00:06:16.000]  你解釋不到
[00:06:16.000 --> 00:06:18.000]  信迷
[00:06:18.000 --> 00:06:21.000]  第三種是迷而不信
[00:06:21.000 --> 00:06:22.000]  無論你怎麼說
[00:06:22.000 --> 00:06:25.000]  我是不信就不信
[00:06:25.000 --> 00:06:27.000]  什麼道理都來了
[00:06:27.000 --> 00:06:29.000]  我都是不信的
[00:06:29.000 --> 00:06:32.000]  第四種是信而不迷
[00:06:32.000 --> 00:06:33.000]  他信
[00:06:33.000 --> 00:06:35.000]  但是信得來
[00:06:35.000 --> 00:06:37.000]  是合情又合理
[00:06:37.000 --> 00:06:41.000]  你怎樣可以令到你自己的信仰合情又合理呢
[00:06:41.000 --> 00:06:42.000]  第一
[00:06:42.000 --> 00:06:44.000]  你對聖經的了解
[00:06:44.000 --> 00:06:47.000]  是真切
[00:06:47.000 --> 00:06:50.000]  連你自己都通過
[00:06:50.000 --> 00:06:52.000]  你的理性
[00:06:52.000 --> 00:06:53.000]  第三
[00:06:53.000 --> 00:06:55.000]  你的信仰你發覺
[00:06:55.000 --> 00:06:57.000]  是有歷史的背景
[00:06:57.000 --> 00:06:59.000]  作為支柱
[00:06:59.000 --> 00:07:01.000]  第四
[00:07:01.000 --> 00:07:03.000]  在你的信仰裏
[00:07:03.000 --> 00:07:05.000]  你亦都有預言
[00:07:05.000 --> 00:07:06.000]  聖經的預言
[00:07:06.000 --> 00:07:08.000]  成為你自己的依據
[00:07:08.000 --> 00:07:09.000]  你便看到
[00:07:09.000 --> 00:07:11.000]  如果這個不是神的話
[00:07:11.000 --> 00:07:13.000]  是沒有任何人
[00:07:13.000 --> 00:07:15.000]  可以這樣寫出來
[00:07:15.000 --> 00:07:17.000]  然後最後一樣東西
[00:07:17.000 --> 00:07:21.000]  就是你自己的經歷
[00:07:21.000 --> 00:07:23.000]  我告訴大家
[00:07:23.000 --> 00:07:25.000]  當你經歷到這個信仰
[00:07:25.000 --> 00:07:27.000]  帶給你一個新的生命的時候
[00:07:27.000 --> 00:07:30.000]  你已經立於一個不敗之地
[00:07:30.000 --> 00:07:32.000]  無論誰都好
[00:07:32.000 --> 00:07:35.000]  沒有人夠膽阻你
[00:07:35.000 --> 00:07:37.000]  正生書院
[00:07:37.000 --> 00:07:38.000]  有位同學畢業之後
[00:07:38.000 --> 00:07:40.000]  入了中大
[00:07:40.000 --> 00:07:43.000]  明報第一次
[00:07:43.000 --> 00:07:45.000]  是這麼正面
[00:07:45.000 --> 00:07:47.000]  來報道基督教
[00:07:47.000 --> 00:07:49.000]  一些信徒
[00:07:49.000 --> 00:07:51.000]  入了中大之後
[00:07:51.000 --> 00:07:53.000]  他以一個吸毒者
[00:07:53.000 --> 00:07:54.000]  過來人的身份
[00:07:54.000 --> 00:07:56.000]  來跟一班同學分享
[00:07:56.000 --> 00:07:57.000]  然後分享到
[00:07:57.000 --> 00:08:01.000]  信仰怎樣幫助他脫胎換棍
[00:08:01.000 --> 00:08:03.000]  我告訴大家
[00:08:03.000 --> 00:08:05.000]  這些經歷
[00:08:05.000 --> 00:08:07.000]  你無論誰都好
[00:08:07.000 --> 00:08:10.000]  是不可以坐得下他
[00:08:10.000 --> 00:08:12.000]  因為是他經歷到
[00:08:12.000 --> 00:08:14.000]  而第二樣東西
[00:08:14.000 --> 00:08:17.000]  一班同學非常開心
[00:08:17.000 --> 00:08:18.000]  一個二個都說
[00:08:18.000 --> 00:08:20.000]  看不出
[00:08:20.000 --> 00:08:23.000]  原來他以前是這麼壞的
[00:08:23.000 --> 00:08:24.000]  看不出
[00:08:24.000 --> 00:08:27.000]  原來他以前是吸毒的
[00:08:27.000 --> 00:08:29.000]  還有這麼多
[00:08:29.000 --> 00:08:32.000]  因為吸毒而來的問題
[00:08:32.000 --> 00:08:35.000]  然後他就說
[00:08:35.000 --> 00:08:37.000]  真的看不到
[00:08:37.000 --> 00:08:39.000]  他這麼壞
[00:08:39.000 --> 00:08:41.000]  怎麼可能呢
[00:08:41.000 --> 00:08:43.000]  我告訴大家
