
[00:00:00.000 --> 00:00:04.600]  今天是父親節
[00:00:04.600 --> 00:00:08.100]  首先是恭祝每一位在座的父親
[00:00:08.100 --> 00:00:09.360]  父親節快樂
[00:00:09.360 --> 00:00:11.360]  我們也在說「真言」
[00:00:11.360 --> 00:00:15.080]  所以我在「真言」裏面也找了一篇
[00:00:15.080 --> 00:00:18.120]  是適合父親節的一篇道
[00:00:18.120 --> 00:00:20.620]  叫做「父母的智慧」
[00:00:20.620 --> 00:00:23.240]  雖然說是父母的智慧
[00:00:23.240 --> 00:00:26.960]  做爸爸和媽媽的都是有份
[00:00:26.960 --> 00:00:30.380]  但是這篇道我覺得是比較
[00:00:30.380 --> 00:00:32.380]  對爸爸來說更加重要
[00:00:32.380 --> 00:00:36.200]  因為中國人說「養不教父之過」
[00:00:36.200 --> 00:00:39.400]  今天的這篇道就是說
[00:00:39.400 --> 00:00:41.400]  怎樣來教養
[00:00:41.400 --> 00:00:44.400]  怎樣來管教我們的子女
[00:00:44.400 --> 00:00:48.160]  有人說我的子女都長大了
[00:00:48.160 --> 00:00:49.800]  如果你長大了
[00:00:49.800 --> 00:00:53.120]  你可以教你的孫子、孫女
[00:00:53.120 --> 00:00:56.120]  也有人說我根本沒有子女
[00:00:56.120 --> 00:00:58.120]  如果你沒有子女的話
[00:00:58.120 --> 00:01:00.120]  我相信你今天學到的
[00:01:00.120 --> 00:01:04.120]  都可以用來教你的侄子、侄女
[00:01:04.120 --> 00:01:06.120]  可以說今天所說的
[00:01:06.120 --> 00:01:10.620]  可以用來教下一輩的朋友
[00:01:10.620 --> 00:01:12.620]  弟兄姊妹
[00:01:12.620 --> 00:01:16.120]  我們一起來看看
[00:01:16.120 --> 00:01:19.120]  C篇第117篇的三節
[00:01:19.120 --> 00:01:23.120]  「兒女是耶和華所是的產業」
[00:01:23.120 --> 00:01:25.120]  你說甚麼這麼奇怪的?
[00:01:25.120 --> 00:01:27.120]  兒女是產業
[00:01:27.120 --> 00:01:29.120]  當我們說起產業來說
[00:01:29.120 --> 00:01:32.120]  我們就會想起房地產
[00:01:32.120 --> 00:01:36.120]  甚至你說可能是你的金銀財寶
[00:01:36.120 --> 00:01:38.120]  都是一些物質的東西
[00:01:38.120 --> 00:01:40.120]  為甚麼聖經裏面說
[00:01:40.120 --> 00:01:45.120]  兒女是耶和華所是的產業這麼有趣呢?
[00:01:45.120 --> 00:01:47.120]  說起產業
[00:01:47.120 --> 00:01:49.120]  有沒有想過其實我們有多少產業
[00:01:49.120 --> 00:01:51.120]  我們可以帶回天家
[00:01:51.120 --> 00:01:53.120]  可以帶上天堂
[00:01:53.120 --> 00:01:55.120]  沒有的
[00:01:55.120 --> 00:01:57.120]  好像約伯在這裏
[00:01:57.120 --> 00:01:59.120]  約伯記一章二十一節
[00:01:59.120 --> 00:02:01.120]  說我赤身來到這個世上
[00:02:01.120 --> 00:02:03.120]  我是赤身而走
[00:02:03.120 --> 00:02:05.120]  不能夠帶任何東西走
[00:02:05.120 --> 00:02:09.120]  但是神話在這裏C篇第127篇
[00:02:09.120 --> 00:02:11.120]  兒女是我們的產業
[00:02:11.120 --> 00:02:13.120]  如果你想深一層
[00:02:13.120 --> 00:02:18.120]  兒女是我們唯一能夠帶走的產業
[00:02:18.120 --> 00:02:20.120]  我這裏不是說
[00:02:20.120 --> 00:02:21.120]  如果我是基督徒
[00:02:21.120 --> 00:02:23.120]  我們父母是基督徒
[00:02:23.120 --> 00:02:26.120]  我們的兒女都會變成基督徒
[00:02:26.120 --> 00:02:28.120]  我們可以一起帶走
[00:02:28.120 --> 00:02:30.120]  我不是這個意思
[00:02:30.120 --> 00:02:32.120]  但如果我們是教導得好
[00:02:32.120 --> 00:02:34.120]  我們教養得好
[00:02:34.120 --> 00:02:37.120]  我們的兒女都會同樣接受耶穌基督
[00:02:37.120 --> 00:02:40.120]  同樣會和我們一起去到天堂
[00:02:40.120 --> 00:02:42.120]  如果是這樣的話
[00:02:42.120 --> 00:02:46.120]  是不是變成我們唯一能夠帶走的產業
[00:02:46.120 --> 00:02:50.120]  神的話語真的很有智慧
[00:02:50.120 --> 00:02:52.120]  雖然兒女是我們的產業
[00:02:52.120 --> 00:02:56.120]  但兒女也是我們的挑戰
[00:02:56.120 --> 00:03:01.120]  如果在在有人有過teenager
[00:03:01.120 --> 00:03:05.120]  十多歲的兒女曾經有過的話
[00:03:05.120 --> 00:03:07.120]  你就知道我說甚麼了
[00:03:07.120 --> 00:03:09.120]  teenager是十多歲的小孩
[00:03:09.120 --> 00:03:11.120]  是很難很難教的
[00:03:11.120 --> 00:03:13.120]  是一個挑戰
[00:03:13.120 --> 00:03:16.120]  尤其是現在這個世界越來越變得壞
[00:03:16.120 --> 00:03:18.120]  越來越變得亂
[00:03:18.120 --> 00:03:21.120]  甚至連教會都逐一化了
[00:03:21.120 --> 00:03:24.120]  我們究竟要怎樣做才能夠保證
[00:03:24.120 --> 00:03:26.120]  我們的兒女不會學壞
[00:03:26.120 --> 00:03:28.120]  我們怎樣才能夠保證
[00:03:28.120 --> 00:03:32.120]  我們能夠帶他們一起上天堂
[00:03:32.120 --> 00:03:35.120]  這個是我們今天要說的話
[00:03:35.120 --> 00:03:40.120]  最好的辦法當然就是從神的話語來開
[00:03:40.120 --> 00:03:42.120]  而我們所說的就是真言
[00:03:42.120 --> 00:03:47.120]  其實教子真的好像有個秘方
[00:03:47.120 --> 00:03:52.120]  我們知道婦女煮菜有秘方
[00:03:52.120 --> 00:03:56.120]  放一杯 放兩湯匙 一茶匙這樣
[00:03:56.120 --> 00:03:58.120]  有秘方
