
[00:00:00.000 --> 00:00:02.000]  今晚是很特別的
[00:00:02.000 --> 00:00:03.000]  年三十晚
[00:00:03.000 --> 00:00:05.000]  今年是年二十九
[00:00:05.000 --> 00:00:07.000]  我們一齊來思想這個題目
[00:00:07.000 --> 00:00:10.000]  這個題目不是我自己出的
[00:00:10.000 --> 00:00:14.000]  是教會提議我跟大家說的
[00:00:14.000 --> 00:00:19.000]  因為這個題目我真的花了相當多的時間去想
[00:00:19.000 --> 00:00:20.000]  我覺得是很有意思的
[00:00:20.000 --> 00:00:23.000]  所以今晚我們大家可以很親切的
[00:00:23.000 --> 00:00:27.000]  我講了之後大家可以去即時問這些問題
[00:00:27.000 --> 00:00:31.000]  我們肯定是九點鐘就應該完
[00:00:31.000 --> 00:00:34.000]  七點半到九點三
[00:00:34.000 --> 00:00:36.000]  大家回去還可以倒數
[00:00:36.000 --> 00:00:43.000]  我自己都覺得是一個很好的思想題目
[00:00:43.000 --> 00:00:44.000]  為什麼呢?
[00:00:44.000 --> 00:00:46.000]  其實這類題目我都講過
[00:00:46.000 --> 00:00:48.000]  但我沒有試過這麼全面
[00:00:48.000 --> 00:00:50.000]  這個題目真的很大很難
[00:00:50.000 --> 00:00:53.000]  這個題目叫面對二十一世紀的挑戰
[00:00:53.000 --> 00:00:55.000]  整個二十一世紀
[00:00:55.000 --> 00:00:58.000]  然後還要信徒和教會的出路
[00:00:58.000 --> 00:01:00.000]  我唯一有少許保留的
[00:01:00.000 --> 00:01:03.000]  出路這個字比較消極一點
[00:01:03.000 --> 00:01:05.000]  好像教會都沒有什麼出路
[00:01:05.000 --> 00:01:06.000]  那怎麼辦呢?
[00:01:06.000 --> 00:01:07.000]  又沒有這麼差的
[00:01:07.000 --> 00:01:08.000]  不過是有挑戰
[00:01:08.000 --> 00:01:13.000]  究竟我們現在所面對的一個新的二十一世紀
[00:01:13.000 --> 00:01:15.000]  2012年的這個年代
[00:01:15.000 --> 00:01:17.000]  有什麼挑戰呢?
[00:01:17.000 --> 00:01:19.000]  我不想空空泛泛地說
[00:01:19.000 --> 00:01:23.000]  我今晚很想用盡我自己所了解的
[00:01:23.000 --> 00:01:27.000]  但又不是深奧到大家聽不明白的方式去說
[00:01:27.000 --> 00:01:29.000]  我想指出有五樣的挑戰
[00:01:29.000 --> 00:01:31.000]  我們一定要面對
[00:01:31.000 --> 00:01:34.000]  就算你現在說我沒有想過
[00:01:34.000 --> 00:01:36.000]  可能在你的生活上
[00:01:36.000 --> 00:01:38.000]  可能你慢慢在你的社會上
[00:01:38.000 --> 00:01:42.000]  甚至在教會裡面所碰見的情況
[00:01:42.000 --> 00:01:45.000]  你都會隱約感覺到有
[00:01:45.000 --> 00:01:47.000]  不過你可能說不出是那些東西
[00:01:47.000 --> 00:01:49.000]  今晚我想告訴你是那些東西
[00:01:49.000 --> 00:01:51.000]  然後我們再要問
[00:01:51.000 --> 00:01:54.000]  作為一個基督徒我怎樣去回應呢?
[00:01:54.000 --> 00:01:56.000]  所以我就稍微改一下
[00:01:56.000 --> 00:01:59.000]  不如叫做信徒與教會的回應
[00:01:59.000 --> 00:02:00.000]  怎樣去response
[00:02:00.000 --> 00:02:02.000]  怎樣去回應呢?
[00:02:02.000 --> 00:02:04.000]  這個題目可以說很多
[00:02:04.000 --> 00:02:07.000]  不過我今晚控制我的時間
[00:02:07.000 --> 00:02:09.000]  我就不會一直說下去
[00:02:09.000 --> 00:02:12.000]  不然就不用停了
[00:02:12.000 --> 00:02:16.000]  好,我們有個大綱打了出來
[00:02:16.000 --> 00:02:19.000]  我們今晚就開始
[00:02:20.000 --> 00:02:22.000]  我在這裡就
[00:02:22.000 --> 00:02:24.000]  咦,好像歪了
[00:02:24.000 --> 00:02:28.000]  A,好,行了,行了,對,對,行
[00:02:28.000 --> 00:02:33.000]  首先我們想問一問
[00:02:33.000 --> 00:02:36.000]  究竟在這個21世紀
[00:02:36.000 --> 00:02:39.000]  現在我們面對一個怎樣的世界
[00:02:39.000 --> 00:02:40.000]  我相信我說的話
[00:02:40.000 --> 00:02:42.000]  你應該會明白的
[00:02:42.000 --> 00:02:45.000]  因為你和我都是在過去這段日子裡
[00:02:45.000 --> 00:02:46.000]  一起生活的
[00:02:46.000 --> 00:02:48.000]  雖然你可能在澳洲
[00:02:48.000 --> 00:02:50.000]  我在加拿大和香港
[00:02:50.000 --> 00:02:52.000]  經常入中國
[00:02:52.000 --> 00:02:54.000]  但是你都會明白的
[00:02:54.000 --> 00:02:55.000]  所以我說的時候
[00:02:55.000 --> 00:02:56.000]  我相信你有共鳴
[00:02:56.000 --> 00:02:57.000]  所以如果你覺得
[00:02:57.000 --> 00:02:59.000]  我不是很贊成你這樣說
[00:02:59.000 --> 00:03:00.000]  你記得它
[00:03:00.000 --> 00:03:01.000]  待會告訴我
[00:03:01.000 --> 00:03:02.000]  你說我不是這樣看
[00:03:02.000 --> 00:03:04.000]  都可以,好不好?
[00:03:04.000 --> 00:03:07.000]  我們先說現在我們在一個怎樣的世界
[00:03:07.000 --> 00:03:08.000]  我今晚不是說報道會
[00:03:08.000 --> 00:03:13.000]  所以我會比較學術一點
[00:03:13.000 --> 00:03:19.000]  和一個比較全面一點
[00:03:19.000 --> 00:03:21.000]  深刻一點來說這個問題
[00:03:21.000 --> 00:03:22.000]  首先我們問
[00:03:22.000 --> 00:03:25.000]  我們說現在我們這個世代
[00:03:25.000 --> 00:03:27.000]  或者這個世界
[00:03:27.000 --> 00:03:29.000]  比較從一個社會學的角度來說
[00:03:29.000 --> 00:03:33.000]  是一個由現代邁向後現代的世界
[00:03:33.000 --> 00:03:36.000]  又說我拋這個名詞
[00:03:36.000 --> 00:03:37.000]  我不是想拋這個名詞
[00:03:37.000 --> 00:03:40.000]  Modern and Postmodern
[00:03:40.000 --> 00:03:43.000]  我們其實已經邁向後現代的世界
[00:03:43.000 --> 00:03:47.000]  你說後現代這些是很前衛的東西
[00:03:47.000 --> 00:03:48.000]  人們在說的
[00:03:48.000 --> 00:03:49.000]  不是的
[00:03:49.000 --> 00:03:50.000]  70年代的時候
[00:03:50.000 --> 00:03:52.000]  在上一個世紀
[00:03:52.000 --> 00:03:54.000]  70年代的時候開始
[00:03:54.000 --> 00:03:56.000]  開始在學術界
[00:03:56.000 --> 00:03:58.000]  藝術文學
[00:03:58.000 --> 00:04:00.000]  那裡開始有人提出來
[00:04:00.000 --> 00:04:01.000]  所謂後現代
[00:04:01.000 --> 00:04:03.000]  在哲學裡面都有人提出後現代
[00:04:03.000 --> 00:04:04.000]  Postmodern
[00:04:04.000 --> 00:04:06.000]  當時很多人都認為
[00:04:06.000 --> 00:04:08.000]  這些只不過是那些書生
[00:04:08.000 --> 00:04:09.000]  在那裡玩東西
[00:04:09.000 --> 00:04:11.000]  搞那些字眼
[00:04:11.000 --> 00:04:15.000]  有一點點荒謬
[00:04:15.000 --> 00:04:16.000]  出位
[00:04:16.000 --> 00:04:18.000]  那些就叫做後現代
[00:04:18.000 --> 00:04:21.000]  後來有人說周星馳也是後現代
[00:04:21.000 --> 00:04:23.000]  因為他無厘頭
[00:04:23.000 --> 00:04:25.000]  無厘頭是不是後現代呢
[00:04:25.000 --> 00:04:26.000]  某個意義來說
[00:04:26.000 --> 00:04:28.000]  都可以有一點點是
[00:04:28.000 --> 00:04:31.000]  尤其是那兩齣
[00:04:31.000 --> 00:04:32.000]  西遊記那兩齣
[00:04:32.000 --> 00:04:34.000]  《月宮寶盒》
[00:04:34.000 --> 00:04:36.000]  所說的那些東西
[00:04:36.000 --> 00:04:38.000]  是有一點點後現代
[00:04:38.000 --> 00:04:39.000]  什麼叫後現代呢
[00:04:39.000 --> 00:04:40.000]  其實當時來說
[00:04:40.000 --> 00:04:41.000]  大家都覺得
[00:04:41.000 --> 00:04:43.000]  這些只不過是一些
[00:04:43.000 --> 00:04:45.000]  玩這些思想的人
[00:04:45.000 --> 00:04:47.000]  那些怪誕
[00:04:47.000 --> 00:04:49.000]  或者是標奇立異的說法
[00:04:49.000 --> 00:04:50.000]  但是呢
[00:04:50.000 --> 00:04:54.000]  到了上一個世紀的90年代開始
[00:04:54.000 --> 00:05:01.000]  那批所謂先驅者所說的後現代的精神和現象
[00:05:01.000 --> 00:05:03.000]  是真的在這個世界出現
[00:05:03.000 --> 00:05:04.000]  尤其是在比較
[00:05:04.000 --> 00:05:09.000]  是現代化發展到一個高峰的社會和地區
[00:05:09.000 --> 00:05:10.000]  譬如澳洲
[00:05:10.000 --> 00:05:11.000]  譬如美國
[00:05:11.000 --> 00:05:12.000]  譬如日本
[00:05:12.000 --> 00:05:16.000]  譬如甚至亞洲的香港
[00:05:16.000 --> 00:05:17.000]  台灣
[00:05:17.000 --> 00:05:18.000]  台灣某一些部分
[00:05:18.000 --> 00:05:19.000]  台北
[00:05:19.000 --> 00:05:20.000]  台南就不算
[00:05:20.000 --> 00:05:21.000]  很有趣的
[00:05:21.000 --> 00:05:23.000]  香港或者是新加坡
[00:05:23.000 --> 00:05:25.000]  歐洲某一些的城市
[00:05:25.000 --> 00:05:27.000]  開始出現這些後現代
[00:05:27.000 --> 00:05:29.000]  那什麼叫後現代呢
[00:05:29.000 --> 00:05:31.000]  為什麼什麼會出現後現代呢
[00:05:31.000 --> 00:05:33.000]  有幾樣的社會的現象
[00:05:33.000 --> 00:05:35.000]  我一定要稍微做一個背景
[00:05:35.000 --> 00:05:36.000]  我不想說太長
[00:05:36.000 --> 00:05:37.000]  但是一定要交代一下
[00:05:37.000 --> 00:05:39.000]  有三樣東西
[00:05:39.000 --> 00:05:41.000]  有三樣東西發生了
[00:05:41.000 --> 00:05:44.000]  是以前人類的社會是沒有發生
[00:05:44.000 --> 00:05:47.000]  並且是加速了這個後現代的來臨
[00:05:47.000 --> 00:05:48.000]  第一
[00:05:48.000 --> 00:05:50.000]  電腦的互聯網絡
[00:05:50.000 --> 00:05:52.000]  貫穿了全世界
[00:05:52.000 --> 00:05:54.000]  這個所謂internet
[00:05:54.000 --> 00:05:56.000]  或者我們說well well well
[00:05:56.000 --> 00:05:58.000]  就是這個WWW
[00:05:58.000 --> 00:06:01.000]  這個電腦發展到
[00:06:01.000 --> 00:06:04.000]  可以將全球連起來
[00:06:04.000 --> 00:06:06.000]  現在我們已經是每天的生活
[00:06:06.000 --> 00:06:08.000]  我們起床的時候
[00:06:08.000 --> 00:06:10.000]  要不就開電視機
[00:06:10.000 --> 00:06:11.000]  要不就開電腦
[00:06:11.000 --> 00:06:12.000]  然後就上網
[00:06:12.000 --> 00:06:13.000]  然後就看
[00:06:13.000 --> 00:06:16.000]  全世界將它連起來
[00:06:16.000 --> 00:06:17.000]  這是第一個
[00:06:17.000 --> 00:06:20.000]  將我們人類不同的文化和社會
[00:06:20.000 --> 00:06:23.000]  所發生的事情息息相關
[00:06:23.000 --> 00:06:24.000]  變成我們
[00:06:24.000 --> 00:06:26.000]  雖然我們在悉尼
[00:06:26.000 --> 00:06:28.000]  但是我們每天看到的事情
[00:06:28.000 --> 00:06:29.000]  是歐洲所發生的事情
[00:06:29.000 --> 00:06:31.000]  因為我想你們也很緊張
[00:06:31.000 --> 00:06:34.000]  看看歐元現在搞得怎麼樣
[00:06:34.000 --> 00:06:35.000]  當然要看看
[00:06:35.000 --> 00:06:37.000]  這個是以前
[00:06:37.000 --> 00:06:39.000]  上一個世紀90年代之前
[00:06:39.000 --> 00:06:40.000]  是沒有可能的
[00:06:40.000 --> 00:06:42.000]  你要等報紙說
[00:06:42.000 --> 00:06:45.000]  或者起碼電台會告訴你
[00:06:45.000 --> 00:06:47.000]  但是現在每個人在家裡
[00:06:47.000 --> 00:06:48.000]  每時每刻
[00:06:48.000 --> 00:06:49.000]  尤其是我們下一個generation
[00:06:49.000 --> 00:06:51.000]  我們年輕的子女那一輩
[00:06:51.000 --> 00:06:53.000]  根本他的世界
[00:06:53.000 --> 00:06:55.000]  是全球化的世界
[00:06:55.000 --> 00:06:56.000]  這是第一點
[00:06:56.000 --> 00:06:57.000]  是很快的
[00:06:57.000 --> 00:06:58.000]  只不過十幾二十年
[00:06:58.000 --> 00:06:59.000]  不是很久
[00:06:59.000 --> 00:07:01.000]  這是第一點
[00:07:01.000 --> 00:07:04.000]  第二點的情況
[00:07:04.000 --> 00:07:05.000]  就是相對而言
[00:07:05.000 --> 00:07:07.000]  就是相牽涉而來的
[00:07:07.000 --> 00:07:10.000]  就是全球化之後
[00:07:10.000 --> 00:07:14.000]  全世界的經濟一體化
[00:07:14.000 --> 00:07:16.000]  叫world capitalism
[00:07:16.000 --> 00:07:18.000]  資本主義一體化
[00:07:18.000 --> 00:07:19.000]  全世界變成一個
[00:07:19.000 --> 00:07:23.000]  大的資本主義的市場
[00:07:23.000 --> 00:07:26.000]  以前某一些城市是資本主義
[00:07:26.000 --> 00:07:28.000]  某一些城市是消費主義
[00:07:28.000 --> 00:07:30.000]  但是現在全世界都落在一個
[00:07:30.000 --> 00:07:32.000]  大的市場
[00:07:32.000 --> 00:07:33.000]  根本分不開的
[00:07:33.000 --> 00:07:35.000]  美國的市場
[00:07:35.000 --> 00:07:36.000]  歐洲的市場
[00:07:36.000 --> 00:07:38.000]  澳洲的市場
[00:07:38.000 --> 00:07:39.000]  我想你如果還記得的時候
[00:07:39.000 --> 00:07:41.000]  二十年前不是這樣的
[00:07:41.000 --> 00:07:42.000]  澳洲有澳洲的
[00:07:42.000 --> 00:07:43.000]  是不是
[00:07:43.000 --> 00:07:44.000]  現在不是的
[00:07:44.000 --> 00:07:47.000]  澳洲不是單單買到全世界的東西
[00:07:47.000 --> 00:07:49.000]  而是你發覺你身邊
[00:07:49.000 --> 00:07:51.000]  你所有的生活
[00:07:51.000 --> 00:07:52.000]  甚至你的澳幣
[00:07:52.000 --> 00:07:53.000]  你所有的購買力
[00:07:53.000 --> 00:07:54.000]  你自己
[00:07:54.000 --> 00:07:58.000]  或者你曾經投資的股票
