
[00:00:00.000 --> 00:00:10.000]  今天和大家一起分享的經文是《迦拉太書》第六章
[00:00:10.000 --> 00:00:12.000]  我們只會看一節的經文
[00:00:12.000 --> 00:00:15.000]  今天是第六章第十一節
[00:00:15.000 --> 00:00:20.000]  今天的講題是盡我所能善待你
[00:00:20.000 --> 00:00:25.000]  讓我們在開始之前我們一起去讀一下這一節的經文
[00:00:25.000 --> 00:00:30.000]  第十一節是《迦拉太書》第六章第十一節
[00:00:30.000 --> 00:00:36.000]  請看我親手寫給你們的字是何等的大呢?
[00:00:36.000 --> 00:00:42.000]  這句經文為什麼可以成為主日頌拜的講道呢?
[00:00:42.000 --> 00:00:45.000]  一會我會逐步和大家分享
[00:00:45.000 --> 00:00:48.000]  在回到這一節的經文之前
[00:00:48.000 --> 00:00:52.000]  我想和大家一起分享一個大家似乎都很熟悉的情況
[00:00:52.000 --> 00:00:57.000]  在這個社會裡面我相信大家每一天的工作都會很忙碌
[00:00:57.000 --> 00:01:04.000]  所以很多在職的父母每一天都要上班下班
[00:01:04.000 --> 00:01:11.000]  然後下班之後還很趕著去到超級市場或者市場裡面
[00:01:11.000 --> 00:01:14.000]  去買他們今晚要吃的菜
[00:01:14.000 --> 00:01:19.000]  甚至明天上班的時候午餐的一些菜
[00:01:19.000 --> 00:01:26.000]  然後趕著回家然後煮飯給他們一家大小各人去享用
[00:01:26.000 --> 00:01:31.000]  而且雖然大家都知道上班是很累的一件事情
[00:01:31.000 --> 00:01:34.000]  但是下班了還要趕去買菜
[00:01:34.000 --> 00:01:37.000]  其實已經不是容易的事都很難得
[00:01:37.000 --> 00:01:39.000]  但是做父母的很多時候
[00:01:39.000 --> 00:01:41.000]  就算吃完飯也好
[00:01:41.000 --> 00:01:45.000]  仍然會拖著一個很疲累的身軀
[00:01:45.000 --> 00:01:48.000]  然後就去帶著小朋友
[00:01:48.000 --> 00:01:51.000]  要麼就是去學很多的興趣班
[00:01:51.000 --> 00:01:56.000]  或者有些時候甚至要坐下和他們去督促
[00:01:56.000 --> 00:01:59.000]  他們怎麼去完成每一天的功課
[00:01:59.000 --> 00:02:05.000]  或者去教一些可能在課堂裡面老師說的東西未必那麼清楚
[00:02:05.000 --> 00:02:11.000]  希望幫他的子女能夠更加明白當中的所有的學習
[00:02:11.000 --> 00:02:17.000]  那你就會問究竟是什麼原因驅使到這些父母
[00:02:17.000 --> 00:02:19.000]  仍然是那麼疲倦
[00:02:19.000 --> 00:02:25.000]  仍然是願意付出那麼多的時間、心力、金錢
[00:02:25.000 --> 00:02:30.000]  而去帶著這些小朋友完成那麼多的活動呢?
[00:02:30.000 --> 00:02:35.000]  我相信最主要的其中一個原因就是
[00:02:35.000 --> 00:02:41.000]  每一個父母都是為了他的子女最大的益處而去付出
[00:02:41.000 --> 00:02:47.000]  即使自己是疲倦的時候,但仍然希望將最好的去付出
[00:02:47.000 --> 00:02:54.000]  今天我們會進入到去《間太書》最後一段的經文的部分
[00:02:54.000 --> 00:02:58.000]  雖然《街太書》不是停在第十一節
[00:02:58.000 --> 00:03:00.000]  今天我們只是看第十一節
[00:03:00.000 --> 00:03:03.000]  但是來到這一段落的裡面
[00:03:03.000 --> 00:03:10.000]  我們會去看見保羅怎麼去對所有的街太教會的信徒
[00:03:10.000 --> 00:03:14.000]  那份的傾盡的心思、意念
[00:03:14.000 --> 00:03:16.000]  所以透過這一節的經文呢
[00:03:16.000 --> 00:03:20.000]  今天我想和大家一起去揣摩一下、認識一下
[00:03:20.000 --> 00:03:27.000]  保羅究竟他自己的屬靈生命是到一個什麼的狀態
[00:03:27.000 --> 00:03:32.000]  好在我們能夠一方面對他的屬靈生命有徹底的瞭解
[00:03:32.000 --> 00:03:39.000]  同時也會學會我們怎麼樣去真的去對上帝那份的維生
[00:03:39.000 --> 00:03:42.000]  特別每一個人都可能會
[00:03:42.000 --> 00:03:46.000]  特別信徒每一個人都會在上帝的面前
[00:03:46.000 --> 00:03:50.000]  扮演了一個很不同的角色
[00:03:50.000 --> 00:03:55.000]  在這個世界的上面去完成他們的侍奉
[00:03:55.000 --> 00:03:58.000]  那究竟我們也抱著一種什麼的心態
[00:03:58.000 --> 00:04:02.000]  能夠可以做到以身作則
[00:04:02.000 --> 00:04:08.000]  以生命的見證去能夠帶領人去上帝的面前
[00:04:08.000 --> 00:04:11.000]  今天我會看這一節的經文
[00:04:11.000 --> 00:04:14.000]  這一節的經文其實最主要想說些什麼呢
[00:04:14.000 --> 00:04:20.000]  就是告訴我們知道原來在一個屬靈生命的成長過程裡面
[00:04:20.000 --> 00:04:25.000]  或者我們說要去侍奉作生命的見證的時候
[00:04:25.000 --> 00:04:29.000]  其實在當中我們是有掙扎的
[00:04:29.000 --> 00:04:33.000]  但是我們是為什麼而去掙扎的呢
[00:04:33.000 --> 00:04:37.000]  struggle in our testimonial life
[00:04:37.000 --> 00:04:39.000]  生命當中的見證的掙扎
[00:04:39.000 --> 00:04:44.000]  就是今天這段經文所重點要提出的事情
[00:04:44.000 --> 00:04:48.000]  很多時候當我們去看到這節經文的時候
[00:04:48.000 --> 00:04:52.000]  很多的信徒或者聖經學者
[00:04:52.000 --> 00:04:56.000]  他們都不約而同很快就會跳下去
[00:04:56.000 --> 00:05:00.000]  對於一卷書信的體裁的理解
[00:05:00.000 --> 00:05:02.000]  因為這裡這樣說
[00:05:02.000 --> 00:05:08.000]  請看我親手寫信給你們的字是何等的大呢
[00:05:08.000 --> 00:05:15.000]  See what big letters I make as I write to you with my own hand
[00:05:15.000 --> 00:05:19.000]  他們很多時候將焦點放在
[00:05:19.000 --> 00:05:23.000]  我親手寫給你們這幾個字眼
[00:05:23.000 --> 00:05:29.000]  英文就說I write to you with my own hand
[00:05:29.000 --> 00:05:33.000]  為什麼這麼重視這幾句字呢
[00:05:33.000 --> 00:05:40.000]  因為很多時候很多聖經學者來到這裡的書信差不多到尾的時候
[00:05:40.000 --> 00:05:45.000]  就要研究究竟這句書信究竟是完結在哪裡
[00:05:45.000 --> 00:05:51.000]  其實這個是很多聖經研究的學者經常會問的一個問題
[00:05:51.000 --> 00:05:55.000]  因為當如果一寫到我寫這封信是親手寫
[00:05:55.000 --> 00:06:01.000]  從這個本身希羅的文化裡面
[00:06:01.000 --> 00:06:06.000]  我們會知道這個可以說是一封書信的簽署
[00:06:06.000 --> 00:06:11.000]  在近代我們學寫信都有這樣的現象
[00:06:11.000 --> 00:06:15.000]  就是說當我們寫完上款寫完內容之後
[00:06:15.000 --> 00:06:18.000]  下款通常都會簽個名
[00:06:18.000 --> 00:06:24.000]  為什麼很多的學者在近代或者基督徒一看到這裡
[00:06:24.000 --> 00:06:26.000]  也都會用這種思維去看
[00:06:26.000 --> 00:06:32.000]  因為這個也是用我們近代書信的題材格式
[00:06:32.000 --> 00:06:35.000]  去理解一封書信
[00:06:35.000 --> 00:06:41.000]  更重要的是這是一個決定一卷書信
[00:06:41.000 --> 00:06:48.000]  是否正典是否真確神的話的一個重要標記
[00:06:48.000 --> 00:06:50.000]  所以換句話來說
[00:06:50.000 --> 00:06:54.000]  很多的聖經學者當他看到這一句經文的時候
[00:06:54.000 --> 00:07:02.000]  馬上就會去重新剖析到究竟這一本書信的真偽程度
[00:07:02.000 --> 00:07:07.000]  如果他能夠在這裡證明這一本書信的真偽的話
[00:07:07.000 --> 00:07:11.000]  就肯定這些說話有他本身的權威性
[00:07:11.000 --> 00:07:13.000]  甚至可以這麼說
[00:07:13.000 --> 00:07:21.000]  去證明保羅在加拉太書裡面的作者的身份
[00:07:21.000 --> 00:07:26.000]  或者保羅在加拉太教會裡面
[00:07:26.000 --> 00:07:31.000]  整體他的仕途身份的一個很重要的標記
[00:07:31.000 --> 00:07:33.000]  如果沒有了這個標記的話
[00:07:33.000 --> 00:07:38.000]  整卷的加拉太書的信服程度會降低
[00:07:38.000 --> 00:07:41.000]  甚至今天這本書是否應該納入正典
[00:07:41.000 --> 00:07:44.000]  或者用昔日的情況來看
[00:07:44.000 --> 00:07:47.000]  保羅究竟他寫這番的內容
[00:07:47.000 --> 00:07:50.000]  是不是真的從他口中而出的
[00:07:50.000 --> 00:07:53.000]  而所說的內容值不值得相信
[00:07:53.000 --> 00:07:56.000]  加拉太教會的信徒會不會接受
[00:07:56.000 --> 00:07:58.000]  如果沒有簽署
[00:07:58.000 --> 00:08:00.000]  那這個未必是保羅的講話
[00:08:00.000 --> 00:08:02.000]  那他們可能會變成
[00:08:02.000 --> 00:08:05.000]  他們對這本書信有很多的懷疑
