
[00:00:00.000 --> 00:00:06.000]  各位大英姐妹,各位朋友,你們好!
[00:00:06.000 --> 00:00:11.000]  歡迎大家參加這個三藩市播道會,廣場的五堂崇拜
[00:00:11.000 --> 00:00:14.000]  我們今天繼續思想希伯羅書的信息
[00:00:14.000 --> 00:00:18.000]  我們去到希伯羅書第八章,七節至十三節
[00:00:18.000 --> 00:00:21.000]  這個題目叫做《更美的藥》
[00:00:21.000 --> 00:00:25.000]  未開始思想這段聖經之前,請我們同心低頭
[00:00:25.000 --> 00:00:31.000]  我們一同的禱告,慈悲仁愛天父,我們滿心多謝你
[00:00:31.000 --> 00:00:36.000]  求你藉著你的話語去提醒、勸勉、教導、安慰我們
[00:00:36.000 --> 00:00:42.000]  讓我們能夠有智慧和有謙卑的心,明白你的話語
[00:00:42.000 --> 00:00:46.000]  我們今天祈禱是奉耶穌基督命求,阿門!
[00:00:46.000 --> 00:00:50.000]  這張音樂版本是美國近代著名的小說家
[00:00:50.000 --> 00:00:54.000]  他寫了好幾本書,其中有兩本是非常出名的
[00:00:54.000 --> 00:00:58.000]  第一本叫《Chill State with Mori》,是他成名之作
[00:00:58.000 --> 00:01:02.000]  第二本叫《The Five People You'll Meet in Heaven》
[00:01:02.000 --> 00:01:05.000]  《在天堂上你遇上的五個人》
[00:01:05.000 --> 00:01:08.000]  這兩本書都是美國最暢銷的書籍
[00:01:08.000 --> 00:01:16.000]  有趣的地方,Mitch Albin所寫的小說幾乎全部是和死亡和人生的意義有關係的
[00:01:16.000 --> 00:01:18.000]  而且是非常發人心醒
[00:01:18.000 --> 00:01:23.000]  或者我們今天說說《The Five People You'll Meet in Heaven》這一本小說
[00:01:23.000 --> 00:01:26.000]  Eddie是一個八十多歲的老人家
[00:01:26.000 --> 00:01:28.000]  但身體仍然非常壯健
[00:01:28.000 --> 00:01:31.000]  在Ruby Pier遊樂場是負責看場的
[00:01:31.000 --> 00:01:35.000]  看守場內一切的設備是否安全
[00:01:35.000 --> 00:01:38.000]  其實她是承繼了她父親的工作
[00:01:38.000 --> 00:01:41.000]  一生都在Ruby Pier裡面做工
[00:01:41.000 --> 00:01:44.000]  在有一次意外裡面,她為了懲教一個女孩子
[00:01:44.000 --> 00:01:48.000]  竟然之間被撞倒,不治身亡
[00:01:48.000 --> 00:01:51.000]  當她醒過來的時候,發覺她身處天堂
[00:01:51.000 --> 00:01:53.000]  在天堂的旅程裡面
[00:01:53.000 --> 00:01:59.000]  她現在第一個遇到的就是一個穿藍衣的男人
[00:01:59.000 --> 00:02:02.000]  這個男醫人就要告訴Eddie
[00:02:02.000 --> 00:02:05.000]  原來她的死是和Eddie有關的
[00:02:05.000 --> 00:02:07.000]  Eddie就覺得奇怪
[00:02:07.000 --> 00:02:10.000]  我不懂你的死是和我有什麼關係呢?
