
[00:00:00.000 --> 00:00:03.000]  今天跟大家講最後一堂
[00:00:03.000 --> 00:00:05.500]  我們先祈禱
[00:00:05.500 --> 00:00:07.500]  我們一起做個祈禱
[00:00:07.500 --> 00:00:09.500]  天父我們也感謝你
[00:00:09.500 --> 00:00:15.000]  讓我們雖然在地球的兩邊
[00:00:15.000 --> 00:00:18.000]  雖然大家有時差有十三個小時
[00:00:18.000 --> 00:00:20.000]  但我們也一同來到主的面前
[00:00:20.000 --> 00:00:21.500]  我們來敬拜
[00:00:21.500 --> 00:00:23.500]  我們求恩主你保守我們
[00:00:23.500 --> 00:00:25.500]  在你面前能夠安靜
[00:00:25.500 --> 00:00:29.000]  能夠聆聽從希伯來書給我們的訊息
[00:00:29.000 --> 00:00:32.000]  讓我們從當中有所學習
[00:00:32.000 --> 00:00:34.000]  幫助我們過去所聽的
[00:00:34.000 --> 00:00:35.000]  不要忘記
[00:00:35.000 --> 00:00:38.000]  能夠成為我們自己的幫助
[00:00:38.000 --> 00:00:39.000]  特別在這幾年裡
[00:00:39.000 --> 00:00:41.000]  我們發生很多事
[00:00:41.000 --> 00:00:44.000]  給我們很多考驗和提醒
[00:00:44.000 --> 00:00:46.000]  有時也會讓我們發現自己的需要
[00:00:46.000 --> 00:00:48.000]  有時也會體會到別人的需要
[00:00:48.000 --> 00:00:50.000]  幫助我們在人生當中
[00:00:50.000 --> 00:00:53.000]  能夠好好珍惜我們每一個功課
[00:00:53.000 --> 00:00:55.000]  甚至每一個考驗
[00:00:55.000 --> 00:00:56.000]  幫助我們在這段時間
[00:00:56.000 --> 00:00:58.500]  在你面前能夠好好聆聽自己的說話
[00:00:58.500 --> 00:00:59.500]  多謝主
[00:00:59.500 --> 00:01:01.000]  求主你聽我們祈禱
[00:01:01.000 --> 00:01:02.500]  帶領我們在這段時間
[00:01:02.500 --> 00:01:03.500]  奉耶穌的名祈禱
[00:01:03.500 --> 00:01:04.500]  阿們
[00:01:04.500 --> 00:01:05.000]  好
[00:01:05.000 --> 00:01:08.500]  我們在轉眼間
[00:01:08.500 --> 00:01:10.500]  剛才我還在溫習
[00:01:10.500 --> 00:01:13.500]  我發現轉眼間已經到了年底了
[00:01:13.500 --> 00:01:17.500]  我在今年三月十四日開始
[00:01:17.500 --> 00:01:20.500]  跟大家講希伯來書第一課
[00:01:20.500 --> 00:01:21.500]  一直講到現在
[00:01:21.500 --> 00:01:23.500]  這是今天最後的一課
[00:01:23.500 --> 00:01:25.500]  我不知道大家有什麼感受
[00:01:25.500 --> 00:01:28.500]  我真的很希望完了之後
[00:01:28.500 --> 00:01:35.500]  我有時間可以來聽聽大家的感受
[00:01:35.500 --> 00:01:37.500]  過去的十一課
[00:01:37.500 --> 00:01:39.500]  講了很多不同的題目
[00:01:39.500 --> 00:01:40.500]  有很多的內容
[00:01:40.500 --> 00:01:42.500]  我自己這個星期
[00:01:42.500 --> 00:01:46.500]  也用了很多時間去看和思考
[00:01:46.500 --> 00:01:49.500]  今天是最後一課
[00:01:49.500 --> 00:01:52.500]  叫做有根有機的愛
[00:01:52.500 --> 00:01:53.500]  在第十章
[00:01:53.500 --> 00:01:55.500]  二十二到二十四節
[00:01:55.500 --> 00:01:58.500]  我們講到在第十章
[00:01:58.500 --> 00:02:00.500]  二十二到二十四節
[00:02:00.500 --> 00:02:02.500]  那裡特別提到
[00:02:02.500 --> 00:02:04.500]  在二十二節說
