
[00:00:00.000 --> 00:00:07.200]  早期的教會是有很多的問題出現
[00:00:07.200 --> 00:00:11.600]  就是和我們現代的教會是沒有什麼差別
[00:00:11.600 --> 00:00:15.040]  《使徒行傳》的15章、16章
[00:00:15.040 --> 00:00:18.080]  早期的教會是面臨很多的問題
[00:00:18.080 --> 00:00:22.400]  有內在的、有外在的、有方向的問題
[00:00:22.400 --> 00:00:26.880]  我們要向早期的教會學習
[00:00:26.880 --> 00:00:29.840]  處理這些不同的問題
[00:00:29.840 --> 00:00:32.640]  如果我們處理得好的時候
[00:00:32.640 --> 00:00:37.040]  這些的危難、這些的問題都會成為機會
[00:00:37.040 --> 00:00:39.040]  給教會來成長
[00:00:39.040 --> 00:00:43.440]  早期的教會有什麼問題呢
[00:00:43.440 --> 00:00:46.480]  第一就是有內部的問題
[00:00:46.480 --> 00:00:51.600]  內部的問題都可以有些是和真理有關
[00:00:51.600 --> 00:00:54.320]  有些問題是和真理無關
[00:00:54.320 --> 00:00:59.440]  我們先來看看和真理有關的問題
[00:00:59.440 --> 00:01:04.320]  有些律法主義的猶太人來到安提河
[00:01:04.320 --> 00:01:07.920]  教導外邦人如果你要得救
[00:01:07.920 --> 00:01:11.200]  一定要先行摩西的國禮
[00:01:11.200 --> 00:01:15.440]  這些是耶路撒冷教會的會眾
[00:01:15.440 --> 00:01:19.920]  這些不是耶路撒冷教會派來的使者
[00:01:19.920 --> 00:01:23.760]  在《使徒行傳》的15章、24節講得很清楚
[00:01:23.760 --> 00:01:28.000]  他們都是和法利塞人同聲同氣
[00:01:28.000 --> 00:01:31.600]  他們都是律法主義的人
[00:01:31.600 --> 00:01:35.680]  我們可以看到其實這一班所謂的教師
[00:01:35.680 --> 00:01:38.000]  其實他們是假的信徒
[00:01:38.000 --> 00:01:44.400]  他們想剝削猶太人、外邦人在主內的自由
[00:01:44.400 --> 00:01:46.960]  在主內的恩典
[00:01:46.960 --> 00:01:52.320]  講到這裡的時候我就很懷念戰業姐妹
[00:01:52.320 --> 00:01:55.520]  不是戰業姐妹 我說她是法利塞人
[00:01:55.520 --> 00:01:58.720]  不是說她是那些律法主義
[00:01:58.720 --> 00:02:01.280]  但是戰業姐妹以前在的時候
[00:02:01.280 --> 00:02:06.800]  她時時會提醒我們60年代的教會是怎樣
[00:02:06.800 --> 00:02:09.760]  她說人人的衣著都要很整齊
[00:02:09.760 --> 00:02:11.360]  要穿得很漂亮
[00:02:11.360 --> 00:02:15.200]  女孩子的裙子不可以是短過膝蓋
[00:02:15.200 --> 00:02:18.880]  男孩子的頭髮不可以是去到領子那裡
[00:02:18.880 --> 00:02:22.160]  不准吸煙 不准喝酒 不准賭錢
[00:02:22.160 --> 00:02:25.680]  如果任何人做了這些事
[00:02:25.680 --> 00:02:27.600]  教會的人就會跟你說
[00:02:27.600 --> 00:02:30.800]  你不是一個重新得救的基督徒
[00:02:30.800 --> 00:02:33.440]  你不是一個真正的信徒
[00:02:33.440 --> 00:02:38.720]  這個就令我想起在安提柯教會所發生的事
[00:02:38.720 --> 00:02:42.320]  是很像我剛才所說的
[00:02:42.320 --> 00:02:44.800]  問題所在在哪裡
[00:02:44.800 --> 00:02:46.800]  這些律法主義的人
[00:02:46.880 --> 00:02:53.200]  他們意圖將神的恩典和神的律法混在一起
[00:02:53.200 --> 00:02:58.320]  這個正是在耶穌基督在世的時候已經說過
[00:02:58.320 --> 00:03:02.480]  他說新的酒不可以放在舊的酒袋裡面
[00:03:02.480 --> 00:03:04.800]  新的酒仍然會發酵
[00:03:04.800 --> 00:03:07.600]  發酵是會出一些氣體出來
[00:03:07.600 --> 00:03:09.760]  如果放在舊的酒袋裡面
[00:03:09.760 --> 00:03:14.080]  又乾又硬 隨時會把酒袋打破
[00:03:14.080 --> 00:03:17.360]  所以新的酒不可以放在舊的酒袋
[00:03:17.360 --> 00:03:22.400]  這班人也是意圖將耶穌基督在十字架上所成就
[00:03:22.400 --> 00:03:25.600]  記不記得當耶穌基督釘十字架
[00:03:25.600 --> 00:03:29.600]  會剝開外面的萬子分開兩半
[00:03:29.600 --> 00:03:34.320]  這班人是意圖將萬子縫成一塊
[00:03:34.320 --> 00:03:37.280]  這班人也是去阻擋耶穌基督
[00:03:37.280 --> 00:03:41.600]  用他的血開的那條又新又活的路
[00:03:41.600 --> 00:03:45.200]  可以直通到神的私恩寶座
[00:03:45.200 --> 00:03:47.680]  可以直通到致勝所
[00:03:47.680 --> 00:03:52.320]  這班人是希望將這條道路封鎖了
[00:03:52.320 --> 00:03:57.600]  保羅和巴拿巴當然與這班人爭論不休
[00:03:57.600 --> 00:04:03.040]  經文說 安提阿的教會被人搞得亂了
[00:04:03.040 --> 00:04:05.760]  搞擾到他們心都很亂
[00:04:05.760 --> 00:04:08.800]  《使徒行傳》的十五章二十四節
[00:04:08.800 --> 00:04:12.960]  如果不好好處理這個問題
[00:04:12.960 --> 00:04:21.920]  很可能會蔓延到保羅和巴拿巴所建立的其他教會
[00:04:21.920 --> 00:04:24.560]  所以最後他們決定將這件事
[00:04:24.560 --> 00:04:28.240]  帶回耶路撒冷教會的領袖面前
[00:04:28.240 --> 00:04:35.040]  召開大公會來討論究竟應該怎樣處理
[00:04:35.040 --> 00:04:41.200]  聖經學者認為早期的教會一共有二十一個大公會
[00:04:41.200 --> 00:04:45.040]  最有名的其中有七個
[00:04:45.040 --> 00:04:52.640]  其中兩個最重要的就是尼西亞會議和加克頓會議
[00:04:52.640 --> 00:04:57.280]  兩個都解釋耶穌基督到底是誰
[00:04:57.280 --> 00:05:00.960]  他在世上的事公又是甚麼
[00:05:00.960 --> 00:05:05.760]  亦都講到耶穌基督的神聖和人性
[00:05:05.760 --> 00:05:10.560]  我們今天所說的耶路撒冷大公會亦都很重要
[00:05:10.560 --> 00:05:13.440]  講到一個人怎樣得救
[00:05:13.440 --> 00:05:17.520]  是否一定要靠藉著耶穌基督
[00:05:17.520 --> 00:05:19.280]  究竟一個人得救
[00:05:19.280 --> 00:05:22.400]  又是否一定要有很多不同的禮儀
[00:05:22.400 --> 00:05:24.400]  例如行國禮
[00:05:24.400 --> 00:05:29.840]  其實今時今日這些問題仍然都存在在教會
[00:05:29.840 --> 00:05:32.720]  很多人會問同一樣的問題
[00:05:32.720 --> 00:05:35.760]  大公會所決定的幾件事
[00:05:35.760 --> 00:05:41.200]  就是和國禮飲食姦淫有關
[00:05:41.200 --> 00:05:45.600]  我們見到這些事和救贖根本無關
[00:05:45.600 --> 00:05:50.080]  外邦人是否得救不是因為行了國禮
[00:05:50.080 --> 00:05:55.280]  亦都不是因為這些飲食甚至是姦淫的條例
[00:05:55.280 --> 00:05:59.840]  其實神很清楚已經透過哥尼流
[00:05:59.840 --> 00:06:05.520]  告訴猶太人外邦人可以像猶太人一樣得救
[00:06:05.520 --> 00:06:08.560]  使徒恆轉的十四章二十七節
[00:06:08.560 --> 00:06:13.200]  說猶太人明白到外邦人得救的道理
[00:06:13.200 --> 00:06:15.440]  其實他們都已經明白了
[00:06:15.440 --> 00:06:18.880]  所以今日大公會作出的決定
[00:06:18.880 --> 00:06:23.600]  不是說要做了這些外邦人才會得救
[00:06:23.600 --> 00:06:28.720]  而是外邦人得救之後應該有些甚麼行為
[00:06:28.720 --> 00:06:34.480]  如果有任何宗教領袖告訴我們
[00:06:34.480 --> 00:06:36.480]  你不屬於我的教會
[00:06:36.480 --> 00:06:38.480]  你不屬於我的團體
[00:06:38.480 --> 00:06:40.480]  你就不能得救
[00:06:40.480 --> 00:06:44.880]  又或者有人說除非你遵守我的禮儀
[00:06:44.880 --> 00:06:47.920]  例如你要受洗才得救
[00:06:48.240 --> 00:06:54.560]  這班人其實都是在說耶穌基督的救贖不夠好
[00:06:54.560 --> 00:06:56.560]  還要加多些東西上去
[00:06:56.560 --> 00:07:00.000]  我們今日見到有張姐妹受洗
[00:07:00.000 --> 00:07:04.720]  受洗是每個基督徒都應有的行為
[00:07:04.720 --> 00:07:09.200]  但不是說你要得救就一定要受洗
[00:07:09.200 --> 00:07:15.440]  如果我們在耶穌基督的工作上要加上任何條件
[00:07:15.440 --> 00:07:18.960]  神在加拉太書的一章六至九節
[00:07:18.960 --> 00:07:22.480]  說對這些人會有嚴重的詛咒
[00:07:22.480 --> 00:07:28.240]  這也是原因為何保羅寫加拉太書
[00:07:28.240 --> 00:07:31.760]  等一會我們會說到加拉太書
[00:07:31.760 --> 00:07:34.320]  Elie就會和我們教主入學
[00:07:34.320 --> 00:07:39.920]  加拉太書告訴我們一切都是神的恩典
[00:07:39.920 --> 00:07:42.160]  不是因為我們做了甚麼
[00:07:42.160 --> 00:07:46.640]  一切都是耶穌基督在十字架上所成就
[00:07:46.640 --> 00:07:49.280]  所以我們見到當時的人
[00:07:49.280 --> 00:07:51.120]  就是有這些律法主義的人
[00:07:51.120 --> 00:07:54.960]  走來搞擾這間安提厄的教會
[00:07:54.960 --> 00:08:01.120]  一方面有人說你要遵守這些律法才能得救
[00:08:01.120 --> 00:08:03.360]  但在另外一個極端
[00:08:03.360 --> 00:08:06.080]  亦有人得救了之後就說
[00:08:06.080 --> 00:08:08.240]  我們現在在恩典之下
[00:08:08.240 --> 00:08:09.840]  甚麼都不需要做
[00:08:09.840 --> 00:08:12.400]  我不需要再守神的律例典章
[00:08:12.400 --> 00:08:14.320]  因為我在恩典之下
[00:08:14.320 --> 00:08:16.480]  這個當然是錯的
[00:08:16.480 --> 00:08:21.520]  耶穌基督說你愛我就遵守我的誡命
[00:08:21.520 --> 00:08:23.120]  除了這兩個極端
[00:08:23.120 --> 00:08:26.720]  亦有很多問題在灰色地帶
[00:08:26.720 --> 00:08:28.720]  和真理無關
[00:08:28.720 --> 00:08:30.960]  我曾經說過一篇道
[00:08:30.960 --> 00:08:35.040]  叫做基督徒如何處理是非黑白
[00:08:35.040 --> 00:08:38.160]  是非黑白就是灰色地帶
[00:08:38.160 --> 00:08:41.040]  灰色地帶的事無關真理的事
[00:08:41.040 --> 00:08:43.280]  我們應該如何處理
[00:08:43.280 --> 00:08:45.920]  例如基督徒可否飲酒
[00:08:45.920 --> 00:08:47.760]  可否吸煙
[00:08:47.760 --> 00:08:49.680]  當然可以
[00:08:49.680 --> 00:08:51.440]  但聖經告訴我們
