
[00:00:00.000 --> 00:00:06.340]  各位堂孫的弟兄姊妹 早晨
[00:00:06.340 --> 00:00:12.720]  每次來到堂孫 我都帶著一個非常激動和感恩的心
[00:00:12.720 --> 00:00:17.180]  因為我自己都是堂孫的出品
[00:00:17.180 --> 00:00:25.120]  就是在1988年我在宣道會陳水之紀念中學讀中一
[00:00:25.120 --> 00:00:27.320]  當時我還未信耶穌
[00:00:27.320 --> 00:00:33.160]  因為有外堂的福音工作 所以我就相信了耶穌
[00:00:33.160 --> 00:00:37.660]  然後就在1994年開始有外堂
[00:00:37.660 --> 00:00:41.940]  直到現在 我出來傳職侍奉做傳道的時候
[00:00:41.940 --> 00:00:46.840]  也是在堂孫另外一間的婚堂恩友堂做了三年的傳道
[00:00:46.840 --> 00:00:50.680]  所以去年也在有外堂按立成為牧師
[00:00:50.680 --> 00:00:56.460]  其實整個的成長和堂孫是非常多密切的關係
[00:00:56.460 --> 00:01:01.460]  我都懷著一個感恩的心和大家一起聖徒相通
[00:01:01.460 --> 00:01:08.100]  在今早的崇拜中 去到一起恭敬聆聽主的地方
[00:01:08.100 --> 00:01:10.100]  我們一起祈禱
[00:01:10.100 --> 00:01:13.840]  親愛的天父 多謝你
[00:01:13.840 --> 00:01:19.240]  恩典浩大 讓我們能夠欣著耶穌基督的救贖
[00:01:19.240 --> 00:01:24.280]  釘十字架的恩典 讓我們從罪中得釋放
[00:01:24.280 --> 00:01:26.820]  讓我們能夠成為神的兒女
[00:01:26.820 --> 00:01:31.220]  我們感謝你 我們可以坐在這裡聆聽你寶貴的話
[00:01:31.220 --> 00:01:34.760]  求主讓我們有個謙卑的心去聆聽
[00:01:34.760 --> 00:01:38.180]  也幫助孩子宣講你的話語清楚
[00:01:38.180 --> 00:01:40.180]  我們同心謙卑領受
[00:01:40.180 --> 00:01:43.860]  祈禱是奉耶穌基督的名求 阿們
[00:01:43.860 --> 00:01:48.560]  我今天就帶了《針研》整章第四章
[00:01:48.560 --> 00:01:51.420]  和大家一起分享裡面的內容
[00:01:51.420 --> 00:01:55.900]  整章第四章的結構很清晰
[00:01:55.900 --> 00:02:00.940]  因為我們發現在第一節 第十節和第二十節
[00:02:00.940 --> 00:02:06.700]  分別有一個名詞和動詞重複
[00:02:06.700 --> 00:02:12.860]  第一節有眾子 第十節有我兒 第二十節有我兒
[00:02:12.860 --> 00:02:16.860]  這些我們稱呼的模式
[00:02:16.860 --> 00:02:20.340]  同樣地在第一 第十和第二十節出現
[00:02:20.340 --> 00:02:26.100]  還有三節也有一個命令式的要聽作為開始
[00:02:26.100 --> 00:02:28.900]  因為有一個這麼工整的格式
[00:02:28.900 --> 00:02:33.620]  我們很自然地將整章第四章分為三段
[00:02:33.620 --> 00:02:39.620]  而每一段就是用眾子你要聽的呼應
[00:02:39.620 --> 00:02:44.180]  讓我們發現那一段段落的開始
[00:02:44.180 --> 00:02:47.780]  所以第一段是由第一節到第九節
[00:02:47.780 --> 00:02:52.260]  第二段是由第十節到第十九節
[00:02:52.260 --> 00:02:56.420]  第三段是由二十節到二十七節
[00:02:56.420 --> 00:03:00.580]  足足的三段讓我們用三個不同的角度
[00:03:00.580 --> 00:03:04.740]  去看走智慧的路應該是怎樣走
[00:03:04.740 --> 00:03:08.580]  所以很自然地今天的講道就分為三點
[00:03:08.580 --> 00:03:11.940]  第一點就是由第一到第九節
[00:03:11.940 --> 00:03:16.180]  走智慧的路就要以智慧為首
[00:03:16.180 --> 00:03:18.900]  剛才我們主席讀了這段經文
[00:03:18.900 --> 00:03:24.340]  我們發現這段經文的重點就是智慧的重要性
[00:03:24.340 --> 00:03:30.980]  就好像一個父親教導他的兒子用幾個動詞去對待智慧
[00:03:30.980 --> 00:03:33.140]  而他描述智慧的時候
[00:03:33.140 --> 00:03:39.060]  就好像一個擬人化或人格化的東西去描述智慧
[00:03:39.060 --> 00:03:44.100]  所以因為時間起見我就總結了那些動詞
[00:03:44.100 --> 00:03:48.580]  那些動詞包括你對待智慧要怎樣對待呢
[00:03:48.580 --> 00:03:50.580]  就是這段經文有提到
[00:03:50.580 --> 00:03:53.780]  就是要得著它 不可以忘記它
[00:03:53.780 --> 00:03:56.100]  不可以偏離我的口中
[00:03:56.100 --> 00:04:00.500]  不可以離棄它 要愛它 要以它為首
[00:04:00.500 --> 00:04:03.540]  要高舉它 和要懷抱它
[00:04:03.540 --> 00:04:05.780]  大家看清楚這些動詞
[00:04:05.780 --> 00:04:09.220]  大概就是你怎樣對待你老婆
[00:04:09.220 --> 00:04:11.780]  就是怎樣對待智慧
[00:04:11.780 --> 00:04:16.180]  而的確在《針刑》裏面智慧的擬人化
[00:04:16.180 --> 00:04:20.820]  其實是用女性的角度去描述
[00:04:20.820 --> 00:04:23.780]  當你這樣對待你老婆的時候
[00:04:23.780 --> 00:04:29.620]  這個智慧就會有起碼五個回應
[00:04:29.620 --> 00:04:34.020]  第一個回應就是護衛你 保守你
[00:04:34.020 --> 00:04:37.060]  使你升高 使你尊榮
[00:04:37.060 --> 00:04:40.580]  最後就是將華冠加在你的頭上
[00:04:40.580 --> 00:04:42.580]  將榮免交給你
[00:04:42.580 --> 00:04:45.860]  所以你會發現如果在教會裏面
[00:04:45.860 --> 00:04:51.460]  有些丈夫或太太特別帥氣和特別眉飛色舞
[00:04:51.460 --> 00:04:55.140]  很有可能就是他的另一半都很疼他
[00:04:55.140 --> 00:04:57.140]  所以他的樣子是特別好的
[00:04:57.140 --> 00:04:59.140]  所以這是護衛的
[00:04:59.140 --> 00:05:01.140]  你對他老婆好
[00:05:01.140 --> 00:05:03.700]  其實你真的是善有善報
[00:05:03.700 --> 00:05:06.740]  所以你的老婆也會對你好
[00:05:06.740 --> 00:05:09.220]  這是護衛的關係
[00:05:09.220 --> 00:05:11.220]  就好像我今天穿的這件衣服
[00:05:11.220 --> 00:05:13.700]  是我老婆精心設計的襯色
[00:05:13.700 --> 00:05:15.700]  大家覺得漂亮嗎?
[00:05:15.700 --> 00:05:17.700]  一定要說漂亮
[00:05:17.700 --> 00:05:22.340]  所以你會發現我是沒有這樣的品味
[00:05:22.340 --> 00:05:28.420]  變成我老婆就好像將華冠加在我頭上的感覺
[00:05:28.420 --> 00:05:30.420]  所以今天就弄成這樣
[00:05:30.420 --> 00:05:33.380]  你會發現就好像一個愛人一樣
[00:05:33.380 --> 00:05:37.940]  你要很護衛他 很疼他 很珍惜他
[00:05:37.940 --> 00:05:39.940]  常常放在你身邊
[00:05:39.940 --> 00:05:43.060]  要很重視他 不要忘記他
[00:05:43.060 --> 00:05:45.060]  你就會得到回饋
[00:05:45.060 --> 00:05:48.820]  得到互動 他就會護衛你的狀態
[00:05:48.820 --> 00:05:52.020]  我們會發現這種智慧觀
[00:05:52.020 --> 00:05:56.180]  其實是一個人能夠掌握和控制的智慧觀
[00:05:56.180 --> 00:05:58.180]  簡單來說
[00:05:58.180 --> 00:06:01.460]  如果你想你的人有得到福氣
[00:06:01.460 --> 00:06:03.780]  你就做一些合乎道德的事情
[00:06:03.780 --> 00:06:05.780]  回饋給你的生命
[00:06:05.780 --> 00:06:07.780]  有一個報應
[00:06:07.780 --> 00:06:09.780]  報應就是有福氣
[00:06:09.780 --> 00:06:11.780]  相反 如果你一下子看不開
[00:06:11.780 --> 00:06:14.820]  你很想你的人生沉淪的話
[00:06:14.820 --> 00:06:16.820]  你就做一些不道德的事情
[00:06:16.820 --> 00:06:20.580]  那些不道德的事情就好像一個回饋
[00:06:20.580 --> 00:06:23.220]  是一個報應淋到你的身上
[00:06:23.220 --> 00:06:25.220]  所以你的人生就會一定沉淪
[00:06:25.220 --> 00:06:30.180]  所以這種我們就叫做人類能夠掌握得到的智慧
[00:06:30.180 --> 00:06:32.740]  善有善報 惡有惡報
[00:06:32.740 --> 00:06:34.740]  我們先不說下兩句
[00:06:34.740 --> 00:06:36.740]  我們看到這樣的情況
[00:06:36.740 --> 00:06:40.100]  我們要發現其實你是掌握得到你的命途
[00:06:40.100 --> 00:06:43.940]  掌握得到你的福與禍的淋到
[00:06:43.940 --> 00:06:49.380]  我們會發現這個智慧
[00:06:49.380 --> 00:06:53.140]  經常在人的生活當中出現
[00:06:53.140 --> 00:06:57.620]  好像一個愛人一樣呼叫你去愛他
[00:06:57.620 --> 00:07:04.580]  問題就是我們是不是經常忽略了這個智慧的聲音和他的感動
[00:07:04.580 --> 00:07:06.580]  一個以智慧為首的人
[00:07:06.580 --> 00:07:12.740]  經常會在人生的道路上選擇聽從智慧的聲音去進行
[00:07:12.740 --> 00:07:14.740]  他的人生的步伐不會緊張
[00:07:14.740 --> 00:07:19.940]  這個人是不會不斷去依靠這個聲音向前行
[00:07:19.940 --> 00:07:25.060]  而事實上根本靠著自己是沒有辦法走完這條智慧的道路
[00:07:25.060 --> 00:07:28.260]  唯有靠著智慧的聲音以他為首
[00:07:28.260 --> 00:07:30.740]  才能夠走上這個智慧的道路
[00:07:30.900 --> 00:07:38.420]  其實我們很多時候都很期望得到上帝而來的賜福和保守和利益
[00:07:38.420 --> 00:07:43.060]  但卻一方面又不願意以神為首
[00:07:43.060 --> 00:07:49.540]  我們期望神來護衛你、保守你、使你升高、使你尊榮
[00:07:49.540 --> 00:07:54.820]  卻又不期望得到智慧、愛智慧和高舉智慧
[00:07:54.820 --> 00:08:00.740]  我們相信智慧比喻一個人有一個智慧的法則這個真言
[00:08:00.740 --> 00:08:03.220]  值得我們去擁抱和學習
[00:08:03.220 --> 00:08:05.220]  當你依從這個法則而行
[00:08:05.220 --> 00:08:11.460]  起碼你的人生裡面會避開一些禍患一定不會淋到你身上
[00:08:11.460 --> 00:08:15.140]  當然這樣做不能夠避開所有的禍患
[00:08:15.140 --> 00:08:17.140]  你看看旁邊的約百多人
[00:08:17.140 --> 00:08:21.060]  你都會知道一個二人都很有可能有禍患
[00:08:21.060 --> 00:08:26.580]  但起碼你會避開一類型的禍患永遠都不會淋到你身上
[00:08:26.580 --> 00:08:28.020]  舉個例子
[00:08:28.020 --> 00:08:33.860]  如果你不借貸過度一定不會破產
[00:08:33.860 --> 00:08:39.540]  第二如果你不會去濫交
[00:08:39.540 --> 00:08:42.500]  你一定不會有性病
[00:08:42.500 --> 00:08:46.420]  所以有些禍患你是能夠趨吉避凶
[00:08:46.420 --> 00:08:52.180]  你能夠做到的回饋不會淋到你身上
[00:08:52.180 --> 00:08:57.540]  就好像1993年我看了一篇國際期刊的發表
[00:08:57.540 --> 00:09:03.380]  這位學者用一個比喻去比喻真言的智慧是怎樣
[00:09:03.380 --> 00:09:09.460]  那個比喻就是用迴力鏢效應作為比喻去理解智慧
[00:09:09.460 --> 00:09:11.460]  特別是真言的智慧觀
[00:09:11.460 --> 00:09:13.460]  大家知不知道什麼是迴力鏢
[00:09:13.460 --> 00:09:16.340]  有些是圓形的 有些是菱角形的
[00:09:16.340 --> 00:09:19.780]  然後你一飛理論上就會回頭
[00:09:19.780 --> 00:09:21.780]  你另一隻手就接住它
[00:09:21.780 --> 00:09:23.780]  我自己都試過
[00:09:23.780 --> 00:09:25.780]  不過飛極都不會回頭
[00:09:25.780 --> 00:09:27.780]  是一個這樣的情況
[00:09:27.780 --> 00:09:31.380]  不過假設迴力鏢一定會回頭
[00:09:31.380 --> 00:09:34.820]  那位學者就採用了這個比喻
[00:09:34.820 --> 00:09:39.540]  去比喻如果你做了一個道德正確的決定
[00:09:39.540 --> 00:09:42.580]  落到一個創造秩序的世界裏面
[00:09:42.580 --> 00:09:45.620]  這個神所創造的秩序的世界
[00:09:45.620 --> 00:09:49.620]  一定會像一個迴力鏢一樣
[00:09:49.620 --> 00:09:52.580]  有一個報應會臨到你
[00:09:52.580 --> 00:09:54.580]  是一定會回頭的
[00:09:54.580 --> 00:09:56.580]  而這個世界是很堅固的
[00:09:56.580 --> 00:10:00.180]  意思是那個機制是一定會回頭的
[00:10:00.180 --> 00:10:05.380]  迴力鏢就是如果你做了善事
[00:10:05.380 --> 00:10:09.220]  就會有一些善報會回頭
[00:10:09.220 --> 00:10:13.380]  如果一下子看不開你做了一些惡事
[00:10:13.380 --> 00:10:16.580]  那個報應一定會來
[00:10:16.580 --> 00:10:18.580]  類似是這樣
[00:10:18.580 --> 00:10:20.580]  你就會發現那個迴力鏢效應
[00:10:20.580 --> 00:10:22.580]  就是那個學者提出
[00:10:22.580 --> 00:10:24.580]  當然我對於他這個理論有些質疑
[00:10:24.580 --> 00:10:28.260]  會不會是上帝創造了一個創造秩序
[00:10:28.260 --> 00:10:30.260]  上帝就鬆手了
[00:10:30.260 --> 00:10:35.060]  讓這個創造秩序自己非常有效地運行
[00:10:35.060 --> 00:10:37.060]  而不需要上帝之手的介入
[00:10:37.060 --> 00:10:39.060]  令到報應臨在你身上
[00:10:39.060 --> 00:10:41.060]  我是對他的理論有些質疑
[00:10:41.060 --> 00:10:43.060]  不過這個質疑也好
[00:10:43.060 --> 00:10:45.060]  但是那個迴力鏢
[00:10:45.060 --> 00:10:47.060]  其實某程度上
[00:10:47.060 --> 00:10:50.020]  對我們有很大的提醒和學習
[00:10:50.020 --> 00:10:55.060]  就是這個善有善報惡有惡報
[00:10:55.060 --> 00:10:57.060]  一個智慧的生命
[00:10:57.060 --> 00:11:01.060]  起碼都能夠幫我們在某個角度上
[00:11:01.060 --> 00:11:03.060]  趨吉避凶
[00:11:03.060 --> 00:11:06.820]  幫我們能夠在人生的際遇上
[00:11:06.820 --> 00:11:08.820]  我們免除禍患
[00:11:08.820 --> 00:11:10.820]  並且得著上帝而來的福氣
[00:11:10.820 --> 00:11:12.820]  在這個角度來看
[00:11:12.820 --> 00:11:14.820]  我們明白要以智慧為首
[00:11:14.820 --> 00:11:16.820]  一定是有智慧過
[00:11:16.820 --> 00:11:18.820]  你是以罪惡為首的
[00:11:18.820 --> 00:11:20.820]  所以在這裡第一點
[00:11:20.820 --> 00:11:22.820]  我們發現
[00:11:22.820 --> 00:11:24.820]  走智慧的道路
[00:11:24.820 --> 00:11:28.820]  首先就是要認定這個迴力鏢的基礎
[00:11:28.820 --> 00:11:30.820]  從而我們明白我們人生選取的道路
[00:11:30.820 --> 00:11:32.820]  應該去到怎樣走
[00:11:32.820 --> 00:11:34.820]  這個是第一點
[00:11:34.820 --> 00:11:36.820]  第二點
[00:11:36.820 --> 00:11:38.820]  第十到第十九節
[00:11:38.820 --> 00:11:40.820]  是用另外一個角度
[00:11:40.820 --> 00:11:44.820]  去處理我們怎樣得著智慧
[00:11:44.820 --> 00:11:46.820]  第十到第十九節的標題
[00:11:46.820 --> 00:11:48.820]  其實就是逃避罪惡
[00:11:48.820 --> 00:11:50.820]  並且千萬不要放鬆
[00:11:50.820 --> 00:11:52.820]  同樣地
[00:11:52.820 --> 00:11:54.820]  他是用我而要聽
[00:11:54.820 --> 00:11:56.820]  作為開始
[00:11:56.820 --> 00:11:58.820]  而這一段主要描述
[00:11:58.820 --> 00:12:00.820]  怎樣走這條智慧的道路
[00:12:00.820 --> 00:12:02.820]  走智慧的道路
[00:12:02.820 --> 00:12:04.820]  第一要逃避罪惡
[00:12:04.820 --> 00:12:06.820]  經文對於惡人的道路
[00:12:06.820 --> 00:12:08.820]  他提醒你有幾個動詞
[00:12:08.820 --> 00:12:10.820]  由於時間起見
[00:12:10.820 --> 00:12:12.820]  我都總結了
[00:12:12.820 --> 00:12:14.820]  那幾個動詞就是
[00:12:14.820 --> 00:12:16.820]  不可行不可走
[00:12:16.820 --> 00:12:18.820]  要躲避不可經過
[00:12:18.820 --> 00:12:20.820]  要轉身而去
[00:12:20.820 --> 00:12:22.820]  不但不要走惡人的道路
[00:12:22.820 --> 00:12:24.820]  更加要設定一個範圍
[00:12:24.820 --> 00:12:26.820]  就好像你坐地鐵的時候
[00:12:26.820 --> 00:12:28.820]  你見到前面有個黃線
[00:12:28.820 --> 00:12:30.820]  你過了黃線
[00:12:30.820 --> 00:12:32.820]  不會有立時的危險
[00:12:32.820 --> 00:12:34.820]  但當你過了黃線之後
[00:12:34.820 --> 00:12:36.820]  你就知道
[00:12:36.820 --> 00:12:38.820]  多走一步
[00:12:38.820 --> 00:12:40.820]  你就會見到路軌
[00:12:40.820 --> 00:12:42.820]  若然你再走前一點
[00:12:42.820 --> 00:12:44.820]  你就很大機會
[00:12:44.820 --> 00:12:46.820]  會跌落路軌
[00:12:46.820 --> 00:12:48.820]  變成我們會發現這段經文
[00:12:48.820 --> 00:12:50.820]  不是叫你去到那個警戒線
[00:12:50.820 --> 00:12:52.820]  你才能夠退縮
[00:12:52.820 --> 00:12:54.820]  而是去到黃線
[00:12:54.820 --> 00:12:56.820]  你就要逃避
[00:12:56.820 --> 00:12:58.820]  因為我們會發現
[00:12:58.820 --> 00:13:00.820]  你要保持一個非常安全的距離
[00:13:00.820 --> 00:13:02.820]  才能夠做到
[00:13:02.820 --> 00:13:04.820]  而經文提到
[00:13:04.820 --> 00:13:06.820]  這個做法
[00:13:06.820 --> 00:13:08.820]  最重要的原因
[00:13:08.820 --> 00:13:10.820]  就是對比義人的路
[00:13:10.820 --> 00:13:12.820]  和惡人的路
[00:13:12.820 --> 00:13:14.820]  到底有什麼後果
[00:13:14.820 --> 00:13:16.820]  你看到後果
[00:13:16.820 --> 00:13:18.820]  你就知道不要選擇惡人的道路
[00:13:18.820 --> 00:13:20.820]  而是義人的道路
[00:13:20.820 --> 00:13:22.820]  第二
[00:13:22.820 --> 00:13:24.820]  除了叫你逃避罪惡
[00:13:24.820 --> 00:13:26.820]  也叫你在正面上
[00:13:26.820 --> 00:13:28.820]  去到不可放鬆
[00:13:28.820 --> 00:13:30.820]  辭定憤悔
[00:13:30.820 --> 00:13:32.820]  也謹守遵行
[00:13:32.820 --> 00:13:34.820]  原因就是這樣的智慧和憤悔
[00:13:34.820 --> 00:13:36.820]  其實就是你的命
[00:13:36.820 --> 00:13:38.820]  就是你的生命
[00:13:38.820 --> 00:13:40.820]  因此第一就是逃避
[00:13:40.820 --> 00:13:42.820]  第二不要放鬆
[00:13:42.820 --> 00:13:44.820]  兩者相輔相成
[00:13:44.820 --> 00:13:46.820]  當一個人對神的話語不放鬆
[00:13:46.820 --> 00:13:48.820]  就自然能夠逃避罪惡
[00:13:48.820 --> 00:13:50.820]  以下提的例子
[00:13:50.820 --> 00:13:52.820]  那位的大師
[00:13:52.820 --> 00:13:54.820]  就一定不是
[00:13:54.820 --> 00:13:56.820]  堂孫的弟兄
[00:13:56.820 --> 00:13:58.820]  也不是友愛堂的弟兄
[00:13:58.820 --> 00:14:00.820]  大家一定猜不到是誰
[00:14:00.820 --> 00:14:02.820]  因為我的名字是不開的
[00:14:02.820 --> 00:14:04.820]  還有裡面的情節
[00:14:04.820 --> 00:14:06.820]  我已經改了一點
[00:14:06.820 --> 00:14:08.820]  這位的弟兄
[00:14:08.820 --> 00:14:10.820]  是很帥很高大
[00:14:10.820 --> 00:14:12.820]  那一定不是我
[00:14:12.820 --> 00:14:14.820]  他上教會的時候
[00:14:14.820 --> 00:14:16.820]  他有一把很好的唱腔
[00:14:16.820 --> 00:14:18.820]  所以
[00:14:18.820 --> 00:14:20.820]  他就在教會
[00:14:20.820 --> 00:14:22.820]  有很多傳道人都找他
[00:14:22.820 --> 00:14:24.820]  去領敬拜
[00:14:24.820 --> 00:14:26.820]  他在教會裡認識
[00:14:26.820 --> 00:14:28.820]  一位姊妹
[00:14:28.820 --> 00:14:30.820]  成為他的太太
[00:14:30.820 --> 00:14:32.820]  這位姊妹很美麗
[00:14:32.820 --> 00:14:34.820]  兩夫婦結婚
[00:14:34.820 --> 00:14:36.820]  簡直是教會裡的金童玉女
[00:14:36.820 --> 00:14:38.820]  然後他們建立了
[00:14:38.820 --> 00:14:40.820]  一個很美滿的家庭
[00:14:40.820 --> 00:14:42.820]  生了一對小孩
[00:14:42.820 --> 00:14:44.820]  一男一女
[00:14:44.820 --> 00:14:46.820]  是一個很幸福的家庭
[00:14:46.820 --> 00:14:48.820]  那他就在教會裡
[00:14:48.820 --> 00:14:50.820]  建立了一個很幸福的家庭
[00:14:50.820 --> 00:14:52.820]  先生熱心侍奉
[00:14:52.820 --> 00:14:54.820]  太太也熱心侍奉
[00:14:54.820 --> 00:14:56.820]  一個家庭
[00:14:56.820 --> 00:14:58.820]  都是非常美滿
[00:14:58.820 --> 00:15:00.820]  由於這位先生
[00:15:00.820 --> 00:15:02.820]  經常在敬拜
[00:15:02.820 --> 00:15:04.820]  裡面去侍奉
[00:15:04.820 --> 00:15:06.820]  所以
[00:15:06.820 --> 00:15:08.820]  經常在禮拜五或六晚
[00:15:08.820 --> 00:15:10.820]  練歌的時候
[00:15:10.820 --> 00:15:12.820]  都會比較晚
[00:15:12.820 --> 00:15:14.820]  練完歌
[00:15:14.820 --> 00:15:16.820]  通常就會一起去吃宵夜
[00:15:16.820 --> 00:15:18.820]  久而久之
[00:15:18.820 --> 00:15:20.820]  這位弟兄
[00:15:20.820 --> 00:15:22.820]  和另外一位姊妹
[00:15:22.820 --> 00:15:24.820]  她也是做詩琴
[00:15:24.820 --> 00:15:26.820]  每次練完歌都會去吃宵夜
[00:15:26.820 --> 00:15:28.820]  兩個一起吃
[00:15:28.820 --> 00:15:30.820]  吃著吃著
[00:15:30.820 --> 00:15:32.820]  又一天
[00:15:32.820 --> 00:15:34.820]  慢慢就培養了感情
[00:15:34.820 --> 00:15:36.820]  通常這個情節
[00:15:36.820 --> 00:15:38.820]  你就會發現身邊有些弟兄
[00:15:38.820 --> 00:15:40.820]  提醒這位帥哥的弟兄
[00:15:40.820 --> 00:15:42.820]  就叫他快點回家
[00:15:42.820 --> 00:15:44.820]  還是不要吃宵夜
[00:15:44.820 --> 00:15:46.820]  但是
[00:15:46.820 --> 00:15:48.820]  這位弟兄還是不會聽
[00:15:48.820 --> 00:15:50.820]  繼續吃宵夜
[00:15:50.820 --> 00:15:52.820]  真的出事
[00:15:52.820 --> 00:15:54.820]  就有婚外情
[00:15:54.820 --> 00:15:56.820]  後來他們就要處理
[00:15:56.820 --> 00:15:58.820]  教會的紀律
[00:15:58.820 --> 00:16:00.820]  然後就沒辦法在敬拜
[00:16:00.820 --> 00:16:02.820]  裡面去服侍
[00:16:02.820 --> 00:16:04.820]  在一個經過漫長的輔導
[00:16:04.820 --> 00:16:06.820]  和婚姻修補的關係裡面
[00:16:06.820 --> 00:16:08.820]  他們兩夫妻
[00:16:08.820 --> 00:16:10.820]  經歷了一個非常大的
[00:16:10.820 --> 00:16:12.820]  困難和低谷
[00:16:12.820 --> 00:16:14.820]  我相信一個人
[00:16:14.820 --> 00:16:18.820]  真的很難一步就去到婚外情
[00:16:18.820 --> 00:16:20.820]  一個美滿的家庭
[00:16:20.820 --> 00:16:22.820]  很難一步去到婚外情
[00:16:22.820 --> 00:16:24.820]  一定會有些點滴
[00:16:24.820 --> 00:16:26.820]  有些盡情
[00:16:26.820 --> 00:16:28.820]  一步一步
[00:16:28.820 --> 00:16:32.820]  就走去那個心淵裡面
[00:16:32.820 --> 00:16:34.820]  大家一定聽過
[00:16:34.820 --> 00:16:36.820]  溫水煮蛙
[00:16:36.820 --> 00:16:38.820]  我再說一次
[00:16:38.820 --> 00:16:40.820]  它的細節是怎樣
[00:16:40.820 --> 00:16:42.820]  那個細節就是
[00:16:42.820 --> 00:16:44.820]  一隻青蛙在水裡面
[00:16:44.820 --> 00:16:46.820]  那個水原來是被
[00:16:46.820 --> 00:16:50.820]  烹調器皿去災住
[00:16:50.820 --> 00:16:54.820]  用慢火去煮它
[00:16:54.820 --> 00:16:56.820]  動一下有一點
[00:16:56.820 --> 00:16:58.820]  動一下有一點
[00:16:58.820 --> 00:17:00.820]  青蛙慢慢適應了
[00:17:00.820 --> 00:17:02.820]  那個慢慢上升的溫度
[00:17:02.820 --> 00:17:04.820]  煮一下有一點
[00:17:04.820 --> 00:17:06.820]  它就越來越舒暢
[00:17:06.820 --> 00:17:08.820]  越來越適應
[00:17:08.820 --> 00:17:10.820]  那個溫度可能真的
[00:17:10.820 --> 00:17:12.820]  去到焗桑拿的地步
[00:17:12.820 --> 00:17:14.820]  但是因為實在太舒服
[00:17:14.820 --> 00:17:16.820]  實在太適應
[00:17:16.820 --> 00:17:18.820]  那個同溫層
[00:17:18.820 --> 00:17:20.820]  實在令你不想離開
[00:17:20.820 --> 00:17:24.820]  所以慢慢去到一個地步
[00:17:24.820 --> 00:17:26.820]  就煮熟了那隻青蛙
[00:17:26.820 --> 00:17:28.820]  但是
[00:17:28.820 --> 00:17:32.820]  如果那個是100度沸騰的水
[00:17:32.820 --> 00:17:34.820]  而那隻青蛙跳下去的話
[00:17:34.820 --> 00:17:36.820]  它會馬上跳出來
[00:17:36.820 --> 00:17:38.820]  因為那個是沸騰的水
[00:17:38.820 --> 00:17:42.820]  但是如果那個是慢慢
[00:17:42.820 --> 00:17:46.820]  由20多度煮到100度的水
[00:17:46.820 --> 00:17:50.820]  很有可能它連100度都會適應
[00:17:50.820 --> 00:17:52.820]  這個比喻我們每個人都明白
[00:17:52.820 --> 00:17:56.820]  就是那個最惡的溫度
[00:17:56.820 --> 00:17:58.820]  通常是慢火
[00:17:58.820 --> 00:18:00.820]  而不是激烈
[00:18:00.820 --> 00:18:02.820]  讓我們去到那個深淵
[00:18:02.820 --> 00:18:04.820]  那個同溫層
[00:18:04.820 --> 00:18:06.820]  我們的生命和心是很有影響的
[00:18:06.820 --> 00:18:08.820]  所以這段經文
[00:18:08.820 --> 00:18:10.820]  給我們一種感覺
[00:18:10.820 --> 00:18:12.820]  那個感覺一定要設定一個範圍
[00:18:12.820 --> 00:18:16.820]  我還記得我在恩佑堂去到服事的時候
[00:18:16.820 --> 00:18:20.820]  我在一個男人組裏面去到服事
[00:18:20.820 --> 00:18:22.820]  當時我是31歲
[00:18:22.820 --> 00:18:26.820]  整班男人都是50歲以上
[00:18:26.820 --> 00:18:30.820]  所以整班男人都教訓我很多東西
[00:18:30.820 --> 00:18:32.820]  我也很開心可以成為他們的目者
[00:18:32.820 --> 00:18:34.820]  有一次我們開組
[00:18:34.820 --> 00:18:40.820]  我們約在一個弟兄的家裏開組
[00:18:40.820 --> 00:18:42.820]  因為那個弟兄的家比較隔攝
[00:18:42.820 --> 00:18:46.820]  所以我們先約在一個地方集合
[00:18:46.820 --> 00:18:48.820]  那個地方是哪裡呢
[00:18:48.820 --> 00:18:54.820]  就是屯門市中心的賽馬會頭柱站的對出
[00:18:54.820 --> 00:18:56.820]  適逢那個是禮拜六晚
[00:18:56.820 --> 00:19:04.820]  所以非常多人在空地裏面蹲下閱讀經文
[00:19:04.820 --> 00:19:08.820]  然後又會有煙燻
[00:19:08.820 --> 00:19:10.820]  還有很多事情
[00:19:10.820 --> 00:19:12.820]  因為當時是夏天
[00:19:12.820 --> 00:19:14.820]  所以我真的很熱
[00:19:14.820 --> 00:19:24.820]  我站在頭柱站的門口邊隧位置去到涼冷氣
[00:19:24.820 --> 00:19:27.820]  然後第一位弟兄就來了
[00:19:27.820 --> 00:19:31.820]  他就看著我皺眉頭
[00:19:31.820 --> 00:19:33.820]  然後就抓我出來
[00:19:33.820 --> 00:19:36.820]  就說高全道你不應該站在這裏
[00:19:36.820 --> 00:19:40.820]  我就跟他說我沒有道德越界
[00:19:40.820 --> 00:19:42.820]  因為我站在這裏涼冷氣
[00:19:42.820 --> 00:19:44.820]  我沒有進去頭柱
[00:19:44.820 --> 00:19:47.820]  然後他就把我拉出來
[00:19:47.820 --> 00:19:49.820]  就說全道人不應該站在這裏
