
[00:00:00.000 --> 00:00:02.000]  (字幕:王毅)
[00:00:03.000 --> 00:00:05.000]  會平安
[00:00:05.000 --> 00:00:09.000]  我們能夠安坐在一個這麼好的地方
[00:00:09.000 --> 00:00:11.000]  雖然要防疫
[00:00:11.000 --> 00:00:13.000]  但是有平安 要感恩
[00:00:13.000 --> 00:00:16.000]  繼續有王主憐憫我們
[00:00:16.000 --> 00:00:18.000]  在這個時代
[00:00:18.000 --> 00:00:21.000]  我們要參與教會的侍奉
[00:00:21.000 --> 00:00:25.000]  其實可能計算的代價
[00:00:25.000 --> 00:00:29.000]  會和以前有些不同
[00:00:29.000 --> 00:00:34.000]  要防疫 要面對社會很多的議題
[00:00:34.000 --> 00:00:38.000]  教會不能獨善其身
[00:00:38.000 --> 00:00:41.000]  也不能完全自身事外
[00:00:41.000 --> 00:00:44.000]  但如何投入
[00:00:44.000 --> 00:00:48.000]  像我們今年的口號
[00:00:48.000 --> 00:00:52.000]  進入奉派 進入世間
[00:00:52.000 --> 00:00:54.000]  是如何進入
[00:00:54.000 --> 00:00:56.000]  無論如何
[00:00:56.000 --> 00:01:01.000]  我們仍然需要效法初期教會
[00:01:01.000 --> 00:01:04.000]  見到有社會的需要
[00:01:04.000 --> 00:01:06.000]  有群體的需要
[00:01:06.000 --> 00:01:08.000]  有難處的時候
[00:01:08.000 --> 00:01:11.000]  就需要求主給自慰
[00:01:11.000 --> 00:01:15.000]  有明星被聖靈充滿的人
[00:01:15.000 --> 00:01:20.000]  起來參與解決教會面對的問題
[00:01:20.000 --> 00:01:23.000]  多謝主給我今天這樣的機會
[00:01:23.000 --> 00:01:27.000]  為了支持我親愛的同工
[00:01:27.000 --> 00:01:29.000]  幼稚園主任穆斯
[00:01:29.000 --> 00:01:31.000]  和我們堂議會主席
[00:01:31.000 --> 00:01:33.000]  魏明威執事
[00:01:33.000 --> 00:01:37.000]  來講今天的訊息
[00:01:37.000 --> 00:01:39.000]  其實有背景的
[00:01:39.000 --> 00:01:43.000]  十七屆的執事會
[00:01:43.000 --> 00:01:45.000]  在五月的時候
[00:01:45.000 --> 00:01:48.000]  就會有選舉
[00:01:48.000 --> 00:01:51.000]  不知道大家有準備好沒有呢
[00:01:51.000 --> 00:01:53.000]  如果沒有準備好
[00:01:53.000 --> 00:01:55.000]  今天就是一個開始
[00:01:55.000 --> 00:02:00.000]  論到今天的講道
[00:02:00.000 --> 00:02:03.000]  我不期然想起
[00:02:03.000 --> 00:02:05.000]  我們這麼重要的職份
[00:02:05.000 --> 00:02:07.000]  執事
[00:02:07.000 --> 00:02:09.000]  到底所為何事
[00:02:09.000 --> 00:02:10.000]  執事
[00:02:10.000 --> 00:02:14.000]  這個身份是如何的尊貴
[00:02:14.000 --> 00:02:16.000]  其實我們侍奉的人
[00:02:16.000 --> 00:02:19.000]  最重要的心態到底是怎樣
[00:02:19.000 --> 00:02:21.000]  親愛的兄姊妹
[00:02:21.000 --> 00:02:23.000]  我不知道你們有沒有其他教會的背景
[00:02:23.000 --> 00:02:26.000]  或者在豐盛的背景裏
[00:02:26.000 --> 00:02:30.000]  你對於執事是怎樣的感覺
[00:02:30.000 --> 00:02:32.000]  怎樣的看法呢
[00:02:32.000 --> 00:02:38.000]  我希望你們有的是一種欣賞
[00:02:38.000 --> 00:02:40.000]  一種感激
[00:02:40.000 --> 00:02:42.000]  甚至一種的學務
[00:02:42.000 --> 00:02:45.000]  也不會逃避
[00:02:45.000 --> 00:02:47.000]  抗拒
[00:02:47.000 --> 00:02:50.000]  也不會貶低
[00:02:50.000 --> 00:02:54.000]  因為在群體生活裏
[00:02:54.000 --> 00:02:56.000]  無論站在哪個位置
[00:02:56.000 --> 00:02:58.000]  無論是教務
[00:02:58.000 --> 00:02:59.000]  是執事
[00:02:59.000 --> 00:03:01.000]  是同事
[00:03:01.000 --> 00:03:03.000]  甚至是會友
[00:03:03.000 --> 00:03:07.000]  其實都可以有很多不同的角度去看他
[00:03:07.000 --> 00:03:09.000]  去衡量他
[00:03:09.000 --> 00:03:11.000]  我希望今天所講的
[00:03:11.000 --> 00:03:13.000]  就是給我們對於侍奉
[00:03:13.000 --> 00:03:15.000]  有一個紮實的
[00:03:15.000 --> 00:03:18.000]  符聖經的教導
[00:03:18.000 --> 00:03:20.000]  今天這段經文
[00:03:20.000 --> 00:03:23.000]  我不是詳盡去講解
[00:03:23.000 --> 00:03:24.000]  分析
[00:03:24.000 --> 00:03:26.000]  做所謂的釋經
[00:03:26.000 --> 00:03:28.000]  解經講道
[00:03:28.000 --> 00:03:30.000]  我只是執著一句話
[00:03:30.000 --> 00:03:33.000]  無用的工人
[00:03:33.000 --> 00:03:36.000]  如果我們心裏面是
[00:03:36.000 --> 00:03:38.000]  刻著這幾個字
[00:03:38.000 --> 00:03:41.000]  無用的工人
[00:03:41.000 --> 00:03:43.000]  到底是令到我們自嘲凝畏
[00:03:43.000 --> 00:03:45.000]  覺得自己不配
[00:03:45.000 --> 00:03:46.000]  覺得自己不堪
[00:03:46.000 --> 00:03:48.000]  覺得自己做得很差
[00:03:48.000 --> 00:03:51.000]  還是無用的工人
[00:03:51.000 --> 00:03:55.000]  如果我們拿著正確的意義的話
[00:03:55.000 --> 00:03:58.000]  是會帶領我們侍奉
