
[00:00:00.000 --> 00:00:04.280]  各位聽眾早安
[00:00:04.280 --> 00:00:09.360]  我們今天所讀的聖經馬大夫音第十三章
[00:00:09.360 --> 00:00:11.360]  聖經分成兩段
[00:00:11.360 --> 00:00:12.360]  我剛才也讀了
[00:00:12.360 --> 00:00:13.720]  主席也幫我們讀了
[00:00:13.720 --> 00:00:16.720]  從第十三章的二十四到三十節
[00:00:16.720 --> 00:00:18.720]  就講故事的本身
[00:00:18.720 --> 00:00:22.320]  到三十六到四十三節就講故事的解釋
[00:00:22.320 --> 00:00:25.520]  當我們讀聖經的時候
[00:00:25.520 --> 00:00:27.200]  特別是讀到福音書的時候
[00:00:27.200 --> 00:00:29.200]  我們進入到福音書的世界
[00:00:29.200 --> 00:00:34.200]  福音書的世界是一個很故事性的世界
[00:00:34.200 --> 00:00:38.200]  我們讀保羅的書信是很不一樣的
[00:00:38.200 --> 00:00:40.200]  因為保羅的書信
[00:00:40.200 --> 00:00:45.200]  他將道理用很道理化的語句告訴我們
[00:00:45.200 --> 00:00:50.200]  所以需要讀一些神學來幫助我們解釋
[00:00:50.200 --> 00:00:52.200]  明白它到底是什麼意思
[00:00:52.200 --> 00:00:55.200]  因為裡面有深奧的哲學神學
[00:00:55.200 --> 00:00:59.200]  但是福音書記載耶穌基督的生命
[00:00:59.200 --> 00:01:04.200]  他將耶穌基督所講過的故事告訴我們
[00:01:04.200 --> 00:01:07.200]  將耶穌基督做過的事告訴我們
[00:01:07.200 --> 00:01:09.200]  好像故事連接故事
[00:01:09.200 --> 00:01:10.200]  故事連接故事
[00:01:10.200 --> 00:01:12.200]  一個個這樣下去
[00:01:12.200 --> 00:01:14.200]  所以當我們讀到福音書的時候
[00:01:14.200 --> 00:01:17.200]  我們就說福音書有什麼意思
[00:01:17.200 --> 00:01:19.200]  但你發覺到福音書
[00:01:19.200 --> 00:01:24.200]  很少我將福音書的什麼意思告訴我們
[00:01:24.200 --> 00:01:29.200]  我們知道我們手上有四本福音書
[00:01:29.200 --> 00:01:32.200]  馬大 馬可 盧加和約翰
[00:01:32.200 --> 00:01:36.200]  有些耶穌基督講過的故事
[00:01:36.200 --> 00:01:38.200]  或者神蹟的故事
[00:01:38.200 --> 00:01:40.200]  他四本福音書有記載
[00:01:40.200 --> 00:01:42.200]  我舉其中一個例子
[00:01:42.200 --> 00:01:44.200]  就是五餅二魚
[00:01:44.200 --> 00:01:47.200]  大家都知道五餅二魚吃飽五千人的故事
[00:01:47.200 --> 00:01:49.200]  這是其中一個故事
[00:01:49.200 --> 00:01:54.200]  是馬大 馬可 盧加和約翰都有記載的
[00:01:54.200 --> 00:01:57.200]  但在馬大 馬可 盧加的三本福音書裏
[00:01:57.200 --> 00:02:00.200]  講完的故事就講完了
[00:02:00.200 --> 00:02:03.200]  但只有約翰福音一本
[00:02:03.200 --> 00:02:08.200]  是將耶穌基督用五餅二魚吃飽五千人的故事
[00:02:08.200 --> 00:02:11.200]  做了一個神學上的解釋
[00:02:11.200 --> 00:02:13.200]  那個解釋是什麼呢
[00:02:13.200 --> 00:02:17.200]  就是耶穌是我們生命的糧
[00:02:17.200 --> 00:02:21.200]  馬大 馬可 盧加是沒有這樣的解釋
[00:02:21.200 --> 00:02:23.200]  當我們讀到這些經文
[00:02:23.200 --> 00:02:25.200]  好像馬大福音十三章
[00:02:25.200 --> 00:02:27.200]  二十四到三十節
[00:02:27.200 --> 00:02:29.200]  只有二十四到三十節
[00:02:29.200 --> 00:02:33.200]  意義是較為隱含一點
[00:02:33.200 --> 00:02:35.200]  隱藏一點
[00:02:35.200 --> 00:02:37.200]  但耶穌在這裏很少我們
[00:02:37.200 --> 00:02:39.200]  不是每一隻比喻都是這樣
[00:02:39.200 --> 00:02:42.200]  在這裏他就將三十六到四十三
[00:02:42.200 --> 00:02:44.200]  將這個比喻的什麼意思
[00:02:44.200 --> 00:02:46.200]  代表什麼呢
[00:02:46.200 --> 00:02:48.200]  沒有人講過給我們聽
[00:02:48.200 --> 00:02:51.200]  所以今天我們就要從這個比喻裏
[00:02:51.200 --> 00:02:55.200]  學習耶穌基督到底講過什麼故事給我們聽
[00:02:55.200 --> 00:03:00.200]  我們同時都要思想這個故事對我們有什麼意義呢
[00:03:00.200 --> 00:03:03.200]  未講這個故事對我們意義的時候
[00:03:03.200 --> 00:03:06.200]  我們想想這個故事耶穌基督講出來的時候
[00:03:06.200 --> 00:03:10.200]  對當日的聽眾有什麼觸動他們呢
[00:03:10.200 --> 00:03:12.200]  我首先解釋什麼叫比喻
[00:03:12.200 --> 00:03:14.200]  比喻實際上的解釋就是故事
[00:03:14.200 --> 00:03:17.200]  在這個字的A8來文裏
[00:03:17.200 --> 00:03:19.200]  這個比喻的意思是謎語
[00:03:19.200 --> 00:03:21.200]  謎語
[00:03:21.200 --> 00:03:24.200]  我們講謎語的時候
[00:03:24.200 --> 00:03:28.200]  因為呼音書出來的好像不是謎語
[00:03:28.200 --> 00:03:31.200]  如果講謎語要猜猜
[00:03:31.200 --> 00:03:33.200]  他好像不用猜
[00:03:33.200 --> 00:03:36.200]  故事好像很通透很透明
[00:03:36.200 --> 00:03:40.200]  比喻他用一個故事
[00:03:40.200 --> 00:03:42.200]  聖經就講明
[00:03:42.200 --> 00:03:44.200]  天國好像
[00:03:44.200 --> 00:03:47.200]  馬達福音聖經就這樣講
[00:03:47.200 --> 00:03:49.200]  他用一個人間的故事
[00:03:49.200 --> 00:03:52.200]  講一個天國的道理
[00:03:52.200 --> 00:03:54.200]  將天國的道理
[00:03:54.200 --> 00:03:56.200]  怕我們不明白
[00:03:56.200 --> 00:03:58.200]  用一個人間的故事來告訴我們
[00:03:58.200 --> 00:04:00.200]  天國都是這樣的
[00:04:00.200 --> 00:04:03.200]  這樣的意義來教導我們
[00:04:03.200 --> 00:04:06.200]  在馬達福音第十三章二十四節裏
[00:04:06.200 --> 00:04:08.200]  他就告訴我們
[00:04:08.200 --> 00:04:10.200]  天國的比喻
[00:04:10.200 --> 00:04:14.200]  好像人們出去殺好種
[00:04:14.200 --> 00:04:16.200]  他的意思是什麼呢
[00:04:16.200 --> 00:04:20.200]  比喻不單止是講一個故事
[00:04:20.200 --> 00:04:22.200]  故事是我們日常
[00:04:22.200 --> 00:04:24.200]  在當日的聽眾裏面
[00:04:24.200 --> 00:04:26.200]  日常生活裏面
[00:04:26.200 --> 00:04:28.200]  經常會遇到的
[00:04:28.200 --> 00:04:30.200]  生命裏面的片段
[00:04:30.200 --> 00:04:32.200]  他們個個都認清了
[00:04:32.200 --> 00:04:34.200]  都知道的
[00:04:34.200 --> 00:04:36.200]  有個人出去打魚
[00:04:36.200 --> 00:04:38.200]  因為他們經常見到打魚
[00:04:38.200 --> 00:04:40.200]  他們自己都是農夫
[00:04:40.200 --> 00:04:42.200]  知道殺種是怎麼回事
[00:04:42.200 --> 00:04:44.200]  所以故事或比喻
[00:04:44.200 --> 00:04:46.200]  是他們當時
[00:04:46.200 --> 00:04:48.200]  聽眾裏面
[00:04:48.200 --> 00:04:50.200]  日常生活裏面
[00:04:50.200 --> 00:04:52.200]  經常會遇到 碰到
[00:04:52.200 --> 00:04:54.200]  眼見到 聽到
[00:04:54.200 --> 00:04:56.200]  很明白的故事
[00:04:56.200 --> 00:04:58.200]  但這個故事講出來
[00:04:58.200 --> 00:05:00.200]  因為他要講天國的道理
[00:05:00.200 --> 00:05:02.200]  所以故事講出來之後
[00:05:02.200 --> 00:05:04.200]  是要叫人去想
[00:05:04.200 --> 00:05:06.200]  去思想
[00:05:06.200 --> 00:05:08.200]  他叫你想深一層
[00:05:08.200 --> 00:05:10.200]  想深一點
[00:05:10.200 --> 00:05:12.200]  想深一層的時候
[00:05:12.200 --> 00:05:14.200]  你又突然間有種
[00:05:14.200 --> 00:05:16.200]  頓悟
[00:05:16.200 --> 00:05:18.200]  哦~
[00:05:18.200 --> 00:05:20.200]  但我們今天讀到比喻的時候
[00:05:20.200 --> 00:05:22.200]  那些故事熟到不得了
[00:05:22.200 --> 00:05:24.200]  我們很少有
[00:05:24.200 --> 00:05:26.200]  哦~
[00:05:26.200 --> 00:05:28.200]  這個感覺
[00:05:28.200 --> 00:05:30.200]  就算包括
[00:05:30.200 --> 00:05:32.200]  馬太福音13章24-34
[00:05:32.200 --> 00:05:34.200]  這個故事
[00:05:34.200 --> 00:05:36.200]  我們都讀完了
[00:05:36.200 --> 00:05:38.200]  就算讀完解釋
[00:05:38.200 --> 00:05:40.200]  我們都覺得很少引起共鳴
[00:05:40.200 --> 00:05:42.200]  哦~原來是這樣的
[00:05:42.200 --> 00:05:44.200]  我們很少有
[00:05:44.200 --> 00:05:46.200]  因此我們真的要對著
[00:05:46.200 --> 00:05:48.200]  這些故事的時候
[00:05:48.200 --> 00:05:50.200]  你讀完那個故事
[00:05:50.200 --> 00:05:52.200]  你讀完那個比喻
[00:05:52.200 --> 00:05:54.200]  你就覺得這個比喻已經是這樣
[00:05:54.200 --> 00:05:56.200]  就這樣解釋
[00:05:56.200 --> 00:05:58.200]  你沒有細心去思考
[00:05:58.200 --> 00:06:00.200]  看真
[00:06:00.200 --> 00:06:02.200]  在這個故事裏面的含義是什麼
[00:06:02.200 --> 00:06:04.200]  到底它包含什麼意思呢
[00:06:04.200 --> 00:06:06.200]  所以今天
[00:06:06.200 --> 00:06:08.200]  這個故事的結尾就說
[00:06:08.200 --> 00:06:10.200]  有耳當聽的
[00:06:10.200 --> 00:06:12.200]  就應當聽
[00:06:12.200 --> 00:06:14.200]  我們每個人都有耳朵
[00:06:14.200 --> 00:06:16.200]  那它是什麼意思呢
[00:06:16.200 --> 00:06:18.200]  有耳當聽的就應當聽
[00:06:18.200 --> 00:06:20.200]  是不是單純說
[00:06:20.200 --> 00:06:22.200]  你會聽啊
[00:06:22.200 --> 00:06:24.200]  這樣的意思
[00:06:24.200 --> 00:06:26.200]  你仔細聽啊
[00:06:26.200 --> 00:06:28.200]  喂~
[00:06:28.200 --> 00:06:30.200]  多耳朵多心肝
[00:06:30.200 --> 00:06:32.200]  這麼大力
[00:06:32.200 --> 00:06:34.200]  請你留心聽啊
[00:06:34.200 --> 00:06:36.200]  OK
[00:06:36.200 --> 00:06:38.200]  這樣的意思
[00:06:38.200 --> 00:06:40.200]  有耳當聽的
[00:06:40.200 --> 00:06:42.200]  就應當聽
[00:06:42.200 --> 00:06:44.200]  每個人都應該聽的
[00:06:44.200 --> 00:06:46.200]  有些人是水貢鴨背的聽
[00:06:46.200 --> 00:06:48.200]  有些人是入心入肺的聽
[00:06:48.200 --> 00:06:50.200]  有些人是入心入肺的聽
[00:06:50.200 --> 00:06:52.200]  到底這樣的意思
[00:06:52.200 --> 00:06:54.200]  對我有什麼作用呢
[00:06:54.200 --> 00:06:56.200]  這個是
[00:06:56.200 --> 00:06:58.200]  聽有耳可聽的
[00:06:58.200 --> 00:07:00.200]  有耳當聽的
[00:07:00.200 --> 00:07:02.200]  裡面深層的意義
[00:07:02.200 --> 00:07:04.200]  我講一段故事再開始
[00:07:04.200 --> 00:07:06.200]  俄國有個作家叫
[00:07:06.200 --> 00:07:08.200]  契奧夫
[00:07:08.200 --> 00:07:10.200]  他寫過一段這樣的
[00:07:10.200 --> 00:07:12.200]  故事
[00:07:12.200 --> 00:07:14.200]  那個故事講起來的意思
[00:07:14.200 --> 00:07:16.200]  是叫我們看到任何事物的時候
