
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:00:02.420 --> 00:00:19.900]   - All right, Porch, how's it going?
[00:00:19.900 --> 00:00:21.400]   (audience cheering)
[00:00:21.400 --> 00:00:23.660]   Yeah, it's good to be with you guys.
[00:00:23.660 --> 00:00:25.800]   My name's Todd, I get to hang out here at Watermark with you.
[00:00:25.800 --> 00:00:28.120]   I got to hang out with you a couple weeks ago.
[00:00:28.120 --> 00:00:29.100]   We're gonna dive in again.
[00:00:29.100 --> 00:00:31.720]   My friend JP's gone, and so you won't miss him.
[00:00:31.720 --> 00:00:33.820]   I'm gonna tell you a story about my kids.
[00:00:33.820 --> 00:00:37.400]   'Cause isn't that what JP always does?
[00:00:37.400 --> 00:00:38.560]   So I'm starting all over, man.
[00:00:38.560 --> 00:00:40.120]   I got my first grandkid, right?
[00:00:40.120 --> 00:00:41.880]   I know I just lost all street cred with you guys,
[00:00:41.880 --> 00:00:43.720]   but that's all right.
[00:00:43.720 --> 00:00:44.720]   I'm a grandfather.
[00:00:44.720 --> 00:00:49.720]   That is the first actual life stage that has not fit in me.
[00:00:49.720 --> 00:00:52.000]   You know, I can remember when I turned 10,
[00:00:52.000 --> 00:00:53.000]   you were double digits.
[00:00:53.000 --> 00:00:54.840]   I was like, okay, I'm double digits, no big deal.
[00:00:54.840 --> 00:00:56.280]   It was, it kind of rolled off my back.
[00:00:56.280 --> 00:00:58.440]   Hit 13, I was a teenager.
[00:00:58.440 --> 00:01:00.060]   For me, I was about 10 years away from puberty.
[00:01:00.060 --> 00:01:02.140]   It was all good, 13 wasn't that big a deal.
[00:01:02.140 --> 00:01:04.140]   16, hit me, I got my license.
[00:01:04.140 --> 00:01:05.580]   I was free to go where I wanted to go.
[00:01:05.580 --> 00:01:07.060]   That was fine.
[00:01:07.060 --> 00:01:08.380]   18, graduated from high school.
[00:01:08.380 --> 00:01:09.660]   I was 17 when I got out of high school.
[00:01:09.660 --> 00:01:10.500]   That was no big deal.
[00:01:10.500 --> 00:01:11.780]   Got out of college, that didn't seem weird.
[00:01:11.780 --> 00:01:12.620]   I was that guy.
[00:01:12.620 --> 00:01:14.900]   I was now in my 20s and cranking along.
[00:01:14.900 --> 00:01:17.500]   I got married, that seemed like normal, okay?
[00:01:17.500 --> 00:01:19.180]   It kind of hit me just right.
[00:01:19.180 --> 00:01:20.940]   I had a baby, that was cool, that was fine.
[00:01:20.940 --> 00:01:23.380]   I married my daughter, that didn't freak me out.
[00:01:23.380 --> 00:01:24.260]   I didn't marry her, my daughter,
[00:01:24.260 --> 00:01:25.460]   that would have freaked me out.
[00:01:25.460 --> 00:01:27.020]   (audience laughing)
[00:01:27.020 --> 00:01:29.120]   Married my daughter off, key word there.
[00:01:29.120 --> 00:01:31.880]   Married my daughter off, that didn't freak me out.
[00:01:31.880 --> 00:01:34.880]   But then a year ago on Father's Day,
[00:01:34.880 --> 00:01:36.720]   my daughter gave me an envelope, said happy,
[00:01:36.720 --> 00:01:40.200]   and she had father's scratched out and grand put on top of it
[00:01:40.200 --> 00:01:41.520]   now that freaked me out.
[00:01:41.520 --> 00:01:44.400]   I'm like, that's a life stage I'm not really ready
[00:01:44.400 --> 00:01:45.240]   to be associated with.
[00:01:45.240 --> 00:01:50.000]   You know, grandpa, no teeth, close to the grave.
[00:01:50.000 --> 00:01:52.640]   And so that was different for me.
[00:01:52.640 --> 00:01:54.880]   I wasn't really ready to go there, but I'm there, man.
[00:01:54.880 --> 00:01:57.300]   It's awesome, so I got new kid stories coming.
[00:01:57.300 --> 00:02:00.400]   I'm gonna tell you an old kid story.
[00:02:00.400 --> 00:02:05.180]   So my daughters are, right now my oldest is 24,
[00:02:05.180 --> 00:02:07.780]   that's the one that gave me the baby, my other one's 21.
[00:02:07.780 --> 00:02:10.720]   She's out of college and hangs out
[00:02:10.720 --> 00:02:12.860]   with you guys here sometimes.
[00:02:12.860 --> 00:02:14.980]   When they were three and five,
[00:02:14.980 --> 00:02:17.580]   I decided to take them on a bike ride.
[00:02:17.580 --> 00:02:19.900]   I threw them at the back of that little, you know,
[00:02:19.900 --> 00:02:21.700]   carousel you strap on the back of a bike.
[00:02:21.700 --> 00:02:24.660]   And my whole life I had always blessed my kids.
[00:02:24.660 --> 00:02:26.940]   I'd love to take them for ice cream and things like that.
[00:02:26.940 --> 00:02:29.380]   And love to take them to go get some, you know,
[00:02:29.380 --> 00:02:31.480]   candy at different times, but this was different.
[00:02:31.480 --> 00:02:35.000]   I was gonna actually let them go on their own
[00:02:35.000 --> 00:02:35.960]   on a bike ride with me.
[00:02:35.960 --> 00:02:37.740]   And there wasn't a Buc-ee's near us, okay.
[00:02:37.740 --> 00:02:39.940]   It wasn't even a Buc-ee's around at the time.
[00:02:39.940 --> 00:02:42.060]   But had there been, I'd have taken them to a Buc-ee's
[00:02:42.060 --> 00:02:45.060]   'cause Buc-ee's has the biggest candy selection I know of
[00:02:45.060 --> 00:02:47.100]   that you can go kind of walk up and down these huge aisles.
[00:02:47.100 --> 00:02:50.520]   But I took them to the biggest candy store that was near us.
[00:02:50.520 --> 00:02:54.160]   And we walked into this candy store and I just said,
[00:02:54.160 --> 00:02:56.500]   okay girls, you're three, you're five.
[00:02:56.500 --> 00:02:58.000]   You can get whatever you want.
[00:02:58.000 --> 00:03:01.180]   Just pick an item, it's yours.
[00:03:01.180 --> 00:03:02.020]   You get to choose it.
[00:03:02.020 --> 00:03:05.100]   There's no decree that's coming from dad,
[00:03:05.100 --> 00:03:05.940]   but I'm just gonna tell you
[00:03:05.940 --> 00:03:07.180]   as we get ready to walk in these doors,
[00:03:07.180 --> 00:03:08.260]   your dad knows candy.
[00:03:08.260 --> 00:03:10.740]   I am good at candy.
[00:03:10.740 --> 00:03:12.660]   I've studied candy, I eat candy, I love candy.
[00:03:12.660 --> 00:03:13.740]   I hide candy from your mom.
[00:03:13.740 --> 00:03:15.540]   I am good at candy.
[00:03:15.540 --> 00:03:18.620]   And so I'll help you, all right.
[00:03:18.620 --> 00:03:20.460]   I'll give you all the counsel I can,
[00:03:20.460 --> 00:03:21.980]   but let's go, you're free.
[00:03:21.980 --> 00:03:25.400]   And so we walk into the store and my five-year-old, Ali,
[00:03:25.400 --> 00:03:27.160]   immediately grabs my hand and she says,
[00:03:27.160 --> 00:03:28.920]   daddy, what should I get?
[00:03:28.920 --> 00:03:30.240]   And I go, oh baby.
[00:03:30.240 --> 00:03:32.240]   And I leaned over, I picked her up
[00:03:32.240 --> 00:03:34.320]   and we walk over to that candy aisle.
[00:03:34.320 --> 00:03:36.580]   Three-year-old in tow, Kirby behind us.
[00:03:36.580 --> 00:03:38.680]   And we start looking around
[00:03:38.680 --> 00:03:40.000]   at all the different candies that are there
[00:03:40.000 --> 00:03:41.920]   and I'm explaining to her the wonders of chocolate,
[00:03:41.920 --> 00:03:43.560]   you know, and reminding her what that is,
[00:03:43.560 --> 00:03:45.240]   what's behind those different wrappers
[00:03:45.240 --> 00:03:47.560]   and letting her know about all the different stuff.
[00:03:47.560 --> 00:03:49.700]   I looked down and Kirby was already done.
[00:03:50.760 --> 00:03:52.320]   Kirby had made her decision.
[00:03:52.320 --> 00:03:54.160]   She's, you know, jerking at my shorts.
[00:03:54.160 --> 00:03:55.200]   She said, let's go, I got it.
[00:03:55.200 --> 00:03:56.620]   I'm like, okay, Kirby, hang on a second.
[00:03:56.620 --> 00:03:57.760]   And I'm gonna help you in just a minute.
[00:03:57.760 --> 00:03:58.600]   Let daddy help you.
[00:03:58.600 --> 00:04:02.240]   And she just kind of looked at me like, I got what I want.
[00:04:02.240 --> 00:04:04.160]   And so I go, okay, Kirby, just hang on a second.
[00:04:04.160 --> 00:04:06.200]   Ali, let me just explain something to you, Ali.
[00:04:06.200 --> 00:04:08.560]   This stuff up here, this is where the really good stuff is.
[00:04:08.560 --> 00:04:10.120]   Down low is just the single stuff.
[00:04:10.120 --> 00:04:12.480]   Up here is the like pound bags of candy.
[00:04:12.480 --> 00:04:15.100]   And so, you know, I'm taking my little daughter
[00:04:15.100 --> 00:04:16.640]   and I'm just saying, hey, check it out.
[00:04:16.640 --> 00:04:18.320]   This is a pound bag of Skittles, okay.
[00:04:18.320 --> 00:04:19.660]   It's not a little bag of Skittles.
[00:04:19.660 --> 00:04:20.840]   You might want to consider this one
[00:04:20.840 --> 00:04:23.480]   'cause it's got like Skittles for a week right here, okay.
[00:04:23.480 --> 00:04:25.040]   These are Starbursts, they're hard to unwrap.
[00:04:25.040 --> 00:04:26.680]   You can't get to them as quickly as the Skittles,
