
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:19.420]   Continuing this series, Datable,
[00:00:19.420 --> 00:00:21.520]   where we have been walking through,
[00:00:21.520 --> 00:00:25.280]   asking questions that generally nobody ever asks,
[00:00:25.280 --> 00:00:27.080]   from God's word to the question of,
[00:00:27.080 --> 00:00:27.920]   hey, are you datable?
[00:00:27.920 --> 00:00:28.740]   Is she datable?
[00:00:28.740 --> 00:00:29.580]   Is he datable?
[00:00:29.580 --> 00:00:31.540]   And tonight, we're gonna continue that theme
[00:00:31.540 --> 00:00:33.640]   and walk, like we mentioned a second ago,
[00:00:33.640 --> 00:00:36.320]   what it looks like to date according to the principles
[00:00:36.320 --> 00:00:39.280]   from God's word, the datables, if you will.
[00:00:39.280 --> 00:00:41.320]   Let me start with a story of kind of something recent
[00:00:41.320 --> 00:00:42.680]   in my world, my life.
[00:00:42.680 --> 00:00:43.920]   My son is five years old,
[00:00:43.920 --> 00:00:45.860]   plays on a soccer team called the Knights.
[00:00:45.860 --> 00:00:48.420]   His dad is the coach, which would be me.
[00:00:48.420 --> 00:00:51.760]   This team had our first game last Saturday.
[00:00:51.760 --> 00:00:53.120]   We had a couple of practices under our belt,
[00:00:53.120 --> 00:00:55.560]   got four on four, five-year-olds,
[00:00:55.560 --> 00:00:57.360]   got six five-year-old kids,
[00:00:57.360 --> 00:00:59.220]   looking at 'em, trying to teach 'em how to kick the ball.
[00:00:59.220 --> 00:01:01.840]   We go to the game, and we get smoked.
[00:01:01.840 --> 00:01:05.440]   I mean smoked like, just obliterated.
[00:01:05.440 --> 00:01:06.880]   One of the kids on the other team,
[00:01:06.880 --> 00:01:08.880]   like, they stopped counting score after some point,
[00:01:08.880 --> 00:01:10.440]   'cause it was 12 to zero, and it was like,
[00:01:10.440 --> 00:01:13.580]   this is so demoralizing, especially for five-year-olds.
[00:01:13.580 --> 00:01:15.920]   But they get a juice box, they bounce right back,
[00:01:15.920 --> 00:01:19.000]   but to the point where, there was a kid, no lie,
[00:01:19.000 --> 00:01:20.080]   they're running down the field,
[00:01:20.080 --> 00:01:21.540]   and this is a kid on the other team,
[00:01:21.540 --> 00:01:23.440]   who was like the next Ronaldo or something.
[00:01:23.440 --> 00:01:25.760]   He runs, and he, at the end,
[00:01:25.760 --> 00:01:28.480]   does a sliding kick into the goal.
[00:01:28.480 --> 00:01:32.580]   Then, gets up, runs, and does a knee slide,
[00:01:32.580 --> 00:01:36.240]   like he's in, like Pele, with the Superman.
[00:01:36.240 --> 00:01:37.080]   He's fine.
[00:01:37.080 --> 00:01:42.260]   It was like, man, I'm just so impressed right now.
[00:01:42.260 --> 00:01:44.280]   Honestly, guys, we're getting to be a part
[00:01:44.280 --> 00:01:45.300]   of seeing the next Pele.
[00:01:45.300 --> 00:01:46.140]   This is special.
[00:01:46.140 --> 00:01:48.700]   I didn't think it could get worse,
