
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:00:02.420 --> 00:00:27.540]   Love it.
[00:00:27.540 --> 00:00:29.460]   Hello friends in the room, hello friends in Fort Worth
[00:00:29.460 --> 00:00:31.780]   and in Houston, I'm gonna start with a story
[00:00:31.780 --> 00:00:33.340]   that'll kind of give us traction for where we're going.
[00:00:33.340 --> 00:00:35.740]   A couple weeks ago on a Tuesday,
[00:00:35.740 --> 00:00:39.020]   we had our staff play day, Watermark, as a staff,
[00:00:39.020 --> 00:00:40.820]   once a year does like a play day where we go out
[00:00:40.820 --> 00:00:42.660]   and do some sort of game or team bonding,
[00:00:42.660 --> 00:00:44.580]   staff-wide competition together.
[00:00:44.580 --> 00:00:46.740]   And on that day we had a great day,
[00:00:46.740 --> 00:00:48.900]   we did this like bow and arrow, Hunger Games,
[00:00:48.900 --> 00:00:51.540]   essentially thing as a staff, and had a ton of fun.
[00:00:51.540 --> 00:00:52.460]   It was a great Tuesday.
[00:00:52.460 --> 00:00:54.340]   We then had the porch that night.
[00:00:54.340 --> 00:00:56.140]   The porch was awesome, it was Adam and Eve,
[00:00:56.140 --> 00:00:57.920]   JP kicked it off talking about,
[00:00:57.920 --> 00:00:59.860]   or kicked off the BC series talking about Adam and Eve
[00:00:59.860 --> 00:01:01.740]   and it was just an awesome night.
[00:01:01.740 --> 00:01:04.700]   Finished the porch, head home at like 10.30,
[00:01:04.700 --> 00:01:06.420]   end up getting ready for bed,
[00:01:06.420 --> 00:01:09.380]   kissing my wife, we're going to bed, it's 11.15
[00:01:09.380 --> 00:01:12.660]   and I get a text message from our senior pastor,
[00:01:12.660 --> 00:01:17.420]   Todd Wagner, and it says, "Hey, are you up?
[00:01:17.420 --> 00:01:19.740]   "If so, call me."
[00:01:19.740 --> 00:01:21.980]   And immediately I'm thinking like,
[00:01:21.980 --> 00:01:23.780]   oh my God, well, I'm up now, okay?
[00:01:23.780 --> 00:01:26.220]   And this would be like your CEO, your boss's boss,
[00:01:26.220 --> 00:01:27.340]   texting you late at night, be like,
[00:01:27.340 --> 00:01:28.460]   hey, can we talk right now?
[00:01:28.460 --> 00:01:30.700]   At 11.15, so this is very unusual,
[00:01:30.700 --> 00:01:32.340]   never happened before, unusual,
[00:01:32.340 --> 00:01:35.380]   and I'm like, oh my gosh, what could be possibly going on?
[00:01:35.380 --> 00:01:37.380]   Do I, what do I do now?
[00:01:37.380 --> 00:01:41.260]   Do I act like, oh, I'm asleep, or do I respond?
[00:01:41.260 --> 00:01:44.660]   And I've started the dots, so he knows that I'm awake.
[00:01:44.660 --> 00:01:49.500]   And so I call him and I'm like, hey man, what's going on?
[00:01:49.500 --> 00:01:52.020]   And I'm waiting to see like,
[00:01:52.020 --> 00:01:53.820]   what could this possibly be about?
[00:01:53.820 --> 00:01:55.300]   It's 11.15 at night.
[00:01:55.300 --> 00:01:57.500]   And he begins to like start small talk,
[00:01:57.500 --> 00:01:58.780]   he's like, hey, how was the porch tonight?
[00:01:58.780 --> 00:02:02.100]   And I'm like, it was great, I'm sure this is not
[00:02:02.100 --> 00:02:04.060]   why you wanna talk on the phone right now.
[00:02:04.060 --> 00:02:05.800]   It was great, it was an awesome night,
[00:02:05.800 --> 00:02:08.360]   and tell him what went down, and he goes,
[00:02:08.360 --> 00:02:09.380]   oh, that's great, man.
[00:02:09.380 --> 00:02:13.980]   Hey, tell me, how old are you when your parents split up?
[00:02:13.980 --> 00:02:16.900]   And I'm thinking, what, where is this going right now?
[00:02:16.900 --> 00:02:18.220]   What are you asking me about?
[00:02:18.220 --> 00:02:20.540]   Am I delusional right now?
[00:02:20.540 --> 00:02:25.060]   And I answer, well, and he refers to part of my story
[00:02:25.060 --> 00:02:26.580]   is my parents divorced when I was 12.
[00:02:26.580 --> 00:02:27.780]   And I said, well, that's kind of hard to answer,
[00:02:27.780 --> 00:02:29.660]   'cause they divorced officially when I was 12 years old,
[00:02:29.660 --> 00:02:32.660]   and they split up a little bit back and forth before then,
[00:02:32.660 --> 00:02:34.660]   and literally true story, this is what happens next.
[00:02:34.660 --> 00:02:35.780]   All the while, I'm thinking like,
