
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:28.720]   - Alright, let's go, welcome friends to the room.
[00:00:28.720 --> 00:00:29.840]   (cheering)
[00:00:29.840 --> 00:00:33.600]   Friends in, get excited, El Paso, Fort Worth,
[00:00:33.600 --> 00:00:38.040]   Phoenix, Austin, Northwest Arkansas, Houston, Texas,
[00:00:38.040 --> 00:00:41.480]   Tulsa, Cincinnati, Philadelphia, wherever you're listening
[00:00:41.480 --> 00:00:44.760]   to or wherever you are at listening in,
[00:00:44.760 --> 00:00:48.200]   we are excited to continue this series on mood.
[00:00:48.200 --> 00:00:50.900]   So I'm gonna start with a way that is particularly relevant
[00:00:50.900 --> 00:00:53.760]   to the people in Dallas inside of this room.
[00:00:53.760 --> 00:00:57.240]   So if you are listening at a later date or in from afar,
[00:00:57.240 --> 00:01:00.640]   just bear with us because we have had an eventful past
[00:01:00.640 --> 00:01:03.240]   couple days in Dallas, Texas.
[00:01:03.240 --> 00:01:07.360]   And if anything has been learned, in my opinion,
[00:01:07.360 --> 00:01:10.760]   it is that we as a city are not ready for the apocalypse.
[00:01:10.760 --> 00:01:11.600]   (laughing)
[00:01:11.600 --> 00:01:16.600]   Because it has been unreal how confronted
[00:01:16.600 --> 00:01:21.640]   with how dependent we are, how unprepared we are,
[00:01:21.640 --> 00:01:24.600]   how no one knows how to stop at a four-way stop.
[00:01:24.600 --> 00:01:26.680]   (laughing)
[00:01:26.680 --> 00:01:29.560]   How much you use energy, I mean, like, what a reminder
[00:01:29.560 --> 00:01:31.680]   because everyone, if your power has been out,
[00:01:31.680 --> 00:01:32.920]   anyone's power been out recently?
[00:01:32.920 --> 00:01:35.400]   Anyone wake up this morning, their power's been out?
[00:01:35.400 --> 00:01:37.900]   The rest of you guys just, man, escaped the storm.
[00:01:37.900 --> 00:01:41.240]   But for those of us who have been, it's been like,
[00:01:41.240 --> 00:01:43.920]   dude, you are so aware when something like that happens
[00:01:43.920 --> 00:01:45.920]   of how dependent you are on electricity.
