
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:00:02.580 --> 00:00:27.600]   - Love it, awesome.
[00:00:27.600 --> 00:00:29.620]   We are continuing Romans eight.
[00:00:29.620 --> 00:00:31.220]   Hello, Fort Worth, hello, friends in the room
[00:00:31.220 --> 00:00:32.060]   and friends in Houston.
[00:00:32.060 --> 00:00:34.340]   I'm gonna read the passage that we are in tonight
[00:00:34.340 --> 00:00:35.660]   and then we will dive into the text.
[00:00:35.660 --> 00:00:37.420]   So this comes from Romans chapter eight.
[00:00:37.420 --> 00:00:39.020]   We're gonna start in verse 18
[00:00:39.020 --> 00:00:41.460]   and we will go through verse 27.
[00:00:41.460 --> 00:00:45.900]   Paul says this, "I consider that our present sufferings
[00:00:45.900 --> 00:00:47.980]   "are not worth comparing with the glory
[00:00:47.980 --> 00:00:49.900]   "that will be revealed in us.
[00:00:49.900 --> 00:00:53.180]   "For the creation waits in eager expectation
[00:00:53.180 --> 00:00:55.700]   "for the children of God to be revealed.
[00:00:55.700 --> 00:00:59.060]   "For the creation was subjected to frustration,
[00:00:59.060 --> 00:01:01.860]   "not by its own choice, but by the will
[00:01:01.860 --> 00:01:04.940]   "of the one who subjected it in hope,
[00:01:04.940 --> 00:01:06.860]   "that the creation itself will be liberated
[00:01:06.860 --> 00:01:10.380]   "from its bondage to decay and brought into the freedom
[00:01:10.380 --> 00:01:12.380]   "of the glory of the children of God.
[00:01:12.380 --> 00:01:15.900]   "We know that the whole creation," that's our world,
[00:01:15.900 --> 00:01:18.940]   "has been groaning as in the pains of childbirth
[00:01:18.940 --> 00:01:21.180]   "up to this present time.
[00:01:21.180 --> 00:01:23.260]   "And not only so, but we ourselves,
[00:01:23.260 --> 00:01:25.380]   "who have the first fruits of the Spirit,
[00:01:25.380 --> 00:01:29.620]   "are groan inwardly as we wait eagerly
[00:01:29.620 --> 00:01:33.020]   "for our adoption to sonship, the redemption of our bodies.
[00:01:33.020 --> 00:01:35.180]   "For in this hope we were saved,
[00:01:35.180 --> 00:01:38.460]   "but hope that's not seen is no hope at all.
[00:01:38.460 --> 00:01:40.260]   "For who hopes for what they already have?
[00:01:40.260 --> 00:01:42.940]   "But if we hope for what we do not yet have,
[00:01:42.940 --> 00:01:44.660]   "we wait for it patiently.
[00:01:44.660 --> 00:01:53.220]   "In the same way, the Spirit helps us in our weakness,
[00:01:53.220 --> 00:01:56.340]   "and we do not know what we ought to pray for,
[00:01:56.340 --> 00:01:58.700]   "but the Spirit himself intercedes for us
[00:01:58.700 --> 00:02:00.380]   "through wordless groans.
[00:02:00.380 --> 00:02:02.700]   "And he who searches our hearts
[00:02:02.700 --> 00:02:04.860]   "knows the mind of the Spirit,
[00:02:04.860 --> 00:02:08.220]   "because the Spirit intercedes for God's people
[00:02:08.220 --> 00:02:10.100]   "in accordance with the will of God."
[00:02:10.100 --> 00:02:12.100]   Let me pray before we dive in.
[00:02:12.100 --> 00:02:14.460]   Father, I pray just for the next 30 minutes
[00:02:14.460 --> 00:02:15.820]   that we'll have together,
[00:02:15.820 --> 00:02:17.420]   I pray that you would use your word
[00:02:17.420 --> 00:02:21.700]   to strengthen the hearts of my friends in this room
[00:02:21.700 --> 00:02:23.380]   who have a relationship with you.
[00:02:23.380 --> 00:02:28.460]   Would you allow us to see more of who you are?
[00:02:28.460 --> 00:02:33.020]   You tell us in your word that when we see Jesus,
[00:02:33.020 --> 00:02:37.740]   we're changed from one degree of glory to the next.
[00:02:37.740 --> 00:02:39.860]   And so would you do that?
[00:02:39.860 --> 00:02:41.540]   That's something no message, no song,
[00:02:41.540 --> 00:02:42.940]   no music could ever do.
[00:02:42.940 --> 00:02:46.980]   Father, I pray for friends who don't know you.
[00:02:47.860 --> 00:02:52.260]   Would they be exposed to and encounter you in a real way?
[00:02:52.260 --> 00:02:54.620]   For those of us who do,
[00:02:54.620 --> 00:02:57.620]   would you even raise our awareness of you,
[00:02:57.620 --> 00:03:01.020]   your presence in our life, in our world,
[00:03:01.020 --> 00:03:04.740]   your sovereignty and control of all things?
[00:03:04.740 --> 00:03:06.940]   We love you, thank you for your word.
[00:03:06.940 --> 00:03:09.300]   Teach us now and encourage us now, amen.
[00:03:09.300 --> 00:03:16.460]   Well, I have a four-month-old son named Crew,
[00:03:16.460 --> 00:03:20.780]   and so we are not sleeping much at all right now.
[00:03:20.780 --> 00:03:22.940]   And this past Saturday,
[00:03:22.940 --> 00:03:25.460]   there was a day where we had a wedding
[00:03:25.460 --> 00:03:26.780]   to go to that evening,
[00:03:26.780 --> 00:03:28.900]   and he did something that he's been kinda
[00:03:28.900 --> 00:03:31.820]   in this last week or two doing a lot lately,
[00:03:31.820 --> 00:03:34.260]   which was scream his head off for like seven hours.
[00:03:34.260 --> 00:03:37.260]   And so the day started and it was going great,
[00:03:37.260 --> 00:03:38.740]   and there will be these moments and times
[00:03:38.740 --> 00:03:41.260]   where we just woke up and all of a sudden,
[00:03:41.260 --> 00:03:45.220]   he will start inexplicably crying and screaming out,
[00:03:45.220 --> 00:03:46.340]   and we'll hold him and we'll try to do
[00:03:46.340 --> 00:03:47.940]   all the different things, change the diaper,
[00:03:47.940 --> 00:03:49.340]   what's wrong with this baby?
[00:03:49.340 --> 00:03:51.300]   There's no instruction manual that came with this thing,
[00:03:51.300 --> 00:03:52.460]   so we're trying to figure out what do we do,
[00:03:52.460 --> 00:03:53.980]   how do we get him to stop crying?
[00:03:53.980 --> 00:03:55.380]   He cries, he'll stop for a little bit,
[00:03:55.380 --> 00:03:56.300]   then he started crying again.
[00:03:56.300 --> 00:03:59.220]   It was really a day unlike any day we've had yet.
[00:03:59.220 --> 00:04:03.740]   And it gets even more depressing and sad
[00:04:03.740 --> 00:04:05.900]   whenever you go into the evening stages.
[00:04:05.900 --> 00:04:08.100]   And so the last three days have been days
[00:04:08.100 --> 00:04:10.100]   where at 3 a.m. this morning,
[00:04:10.100 --> 00:04:13.340]   I'm like, Lord, please return right now, please.
[00:04:13.340 --> 00:04:15.340]   I'm so tired, please.
[00:04:15.340 --> 00:04:18.180]   Even right now, if I fall asleep up here, V,
[00:04:18.180 --> 00:04:20.420]   just assume I'm in prayer and come back up
[00:04:20.420 --> 00:04:21.520]   and play the last song.
[00:04:21.520 --> 00:04:24.260]   But it's just been one of those seasons
[00:04:24.260 --> 00:04:25.620]   where it's like, man, what is going on?
[00:04:25.620 --> 00:04:26.620]   What is wrong with this baby?
[00:04:26.620 --> 00:04:28.760]   I can't figure out what is going on here.
[00:04:28.760 --> 00:04:30.420]   And I was telling a friend about this
[00:04:30.420 --> 00:04:32.620]   and just telling him, 'cause I'm the kind of person
[00:04:32.620 --> 00:04:34.380]   that has to tell if I'm going through something hard,
[00:04:34.380 --> 00:04:35.820]   I want everyone to know about it,
[00:04:35.820 --> 00:04:37.020]   or if I worked out, I'm like,
[00:04:37.020 --> 00:04:39.660]   I worked out yesterday or three weeks ago.
[00:04:39.660 --> 00:04:41.540]   And so I'm that guy.
[00:04:41.540 --> 00:04:43.980]   And I was telling a friend about this yesterday,
[00:04:43.980 --> 00:04:44.940]   it was JP, we were at lunch,
[00:04:44.940 --> 00:04:46.540]   and I was like, dude, I don't know what is wrong
[00:04:46.540 --> 00:04:47.700]   with the baby, maybe it's colic-y,
[00:04:47.700 --> 00:04:49.080]   we took his temperature, can't figure out,
[00:04:49.080 --> 00:04:51.740]   screaming like crazy, I mean, I know, I know.
[00:04:51.740 --> 00:04:53.600]   It's our cross to bear.
[00:04:53.600 --> 00:04:56.100]   And he's like, dude, I know what your problem is.
[00:04:56.100 --> 00:04:59.000]   It's a baby.
[00:04:59.000 --> 00:05:00.340]   (congregation laughing)
[00:05:00.340 --> 00:05:02.700]   And I'm like, that is not true.
[00:05:02.700 --> 00:05:04.280]   It cannot be this hard for everyone.
[00:05:04.280 --> 00:05:05.700]   That is not the case.
[00:05:05.700 --> 00:05:07.460]   No one else, or it cannot be like,
[00:05:07.460 --> 00:05:09.780]   this is just normal for everyone.
[00:05:09.780 --> 00:05:11.420]   People would not have more than one kid
[00:05:11.420 --> 00:05:13.700]   if this was the case for everybody, I guarantee it.
[00:05:13.700 --> 00:05:16.340]   And he's like, yes, there's nothing wrong with it.
[00:05:16.340 --> 00:05:17.820]   It's a baby.
