
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:00:02.420 --> 00:00:17.900]   Well, I'll start off with a story.
[00:00:17.900 --> 00:00:19.540]   When I was 24 years old,
[00:00:19.540 --> 00:00:23.400]   I remember getting pulled over in Riesel, Texas.
[00:00:23.400 --> 00:00:25.280]   The reason why I remember getting pulled over
[00:00:25.280 --> 00:00:26.880]   in Riesel, Texas, of all places,
[00:00:26.880 --> 00:00:28.320]   it's funny to say that
[00:00:28.320 --> 00:00:31.040]   and to watch some of you look at each other like, him too?
[00:00:31.040 --> 00:00:33.280]   Because many of us have found ourselves pulled over
[00:00:33.280 --> 00:00:34.200]   in Riesel, Texas.
[00:00:34.200 --> 00:00:35.680]   The reason why I remember it,
[00:00:35.680 --> 00:00:37.280]   even though it was so long ago,
[00:00:37.280 --> 00:00:40.240]   is at that time I was living in College Station
[00:00:40.240 --> 00:00:44.880]   and yet I was driving here to Dallas to see Brooke,
[00:00:44.880 --> 00:00:47.880]   who was then just my girlfriend, is now my wife.
[00:00:47.880 --> 00:00:49.560]   And yet, motivated by love,
[00:00:49.560 --> 00:00:51.080]   I might've been speeding a little bit, you know?
[00:00:51.080 --> 00:00:53.360]   I was driving quick down the highway
[00:00:53.360 --> 00:00:56.440]   and as I came through Riesel, I passed over a hill
[00:00:56.440 --> 00:01:00.960]   and there, lo and behold, was an officer waiting for someone
[00:01:00.960 --> 00:01:03.240]   the likes of me, you know?
[00:01:03.240 --> 00:01:04.600]   And so he pulled me over
[00:01:04.600 --> 00:01:07.560]   and as we kind of went through the normal shindig,
[00:01:07.560 --> 00:01:09.680]   I knew the standard operating procedure.
[00:01:09.680 --> 00:01:12.640]   I went ahead and I grabbed my license and registration
[00:01:12.640 --> 00:01:15.560]   and I prepared to confess to him all of my sins
[00:01:15.560 --> 00:01:18.580]   and take my ticket and move on with my merry day.
[00:01:18.580 --> 00:01:21.240]   And yet, what I realized is this was no normal pullover
[00:01:21.240 --> 00:01:23.500]   because he was not just going to send me on
[00:01:23.500 --> 00:01:24.340]   after giving me a ticket,
[00:01:24.340 --> 00:01:28.480]   he said he handed me a pamphlet entitled "Alive at 25."
[00:01:28.480 --> 00:01:31.640]   And the reason this pamphlet was so interesting
[00:01:31.640 --> 00:01:35.600]   is because it was different than the normal way
[00:01:35.600 --> 00:01:37.720]   of processing a ticket in the state of Texas.
[00:01:37.720 --> 00:01:40.080]   You see, for most counties in the state of Texas,
[00:01:40.080 --> 00:01:41.560]   when you get a speeding ticket,
[00:01:41.560 --> 00:01:44.920]   you just merely pay the ticket, hop online,
[00:01:44.920 --> 00:01:47.640]   work through a defensive driving course, and you're done.
[00:01:47.640 --> 00:01:49.520]   You know, you've atoned for your sins.
[00:01:49.520 --> 00:01:52.760]   And yet, Riesel was one of the only counties
[00:01:52.760 --> 00:01:54.840]   in the great state of Texas
[00:01:54.840 --> 00:01:57.480]   that required a little bit more.
[00:01:57.480 --> 00:02:01.220]   You see, they required that you would actually show up
[00:02:01.220 --> 00:02:04.400]   to an in-person, interactive, day-long
[00:02:04.400 --> 00:02:07.640]   national safety and driver education course,
[00:02:07.640 --> 00:02:12.480]   which just felt crazy to me because I was, one,
[00:02:12.480 --> 00:02:15.240]   just going eight miles per hour over the speed limit.
[00:02:15.240 --> 00:02:17.660]   It's not like I was risking anybody's life.
[00:02:17.660 --> 00:02:22.000]   And also, I was 24, I was so close to being alive at 25.
[00:02:22.000 --> 00:02:23.680]   Why couldn't he cut me a break?
[00:02:23.680 --> 00:02:27.960]   And yet, in this moment, I knew my destiny was set.
[00:02:27.960 --> 00:02:31.560]   I had to spend an entire day at the local police office,
[00:02:31.560 --> 00:02:34.560]   and I had to watch poorly edited safety videos
[00:02:34.560 --> 00:02:37.240]   and eat stale bags of Chex Mix,
[00:02:37.240 --> 00:02:40.220]   all while grieving my state of affairs.
[00:02:40.220 --> 00:02:41.980]   You know what it's like to be in this situation,
[00:02:41.980 --> 00:02:45.240]   not because you went through alive at 25,
[00:02:45.240 --> 00:02:48.040]   though it looks like many of you are alive at 25,
[00:02:48.040 --> 00:02:50.600]   but because you know what it's like
[00:02:52.400 --> 00:02:54.960]   to have a punishment that doesn't fit the crime.
[00:02:54.960 --> 00:02:57.920]   You know, maybe it's a small thing.
[00:02:57.920 --> 00:03:00.200]   Maybe you just decided to have that iced coffee
[00:03:00.200 --> 00:03:02.480]   after dinner with some people that were gonna go have some,
[00:03:02.480 --> 00:03:05.600]   and now you're awake at 3.49 in the morning
[00:03:05.600 --> 00:03:07.120]   and you're reliving every major decision
[00:03:07.120 --> 00:03:09.660]   you've made since 2015.
[00:03:09.660 --> 00:03:11.480]   Maybe it's not that, maybe for you,
[00:03:11.480 --> 00:03:16.000]   you just wanted to make a good relationship with a coworker,
[00:03:16.000 --> 00:03:18.040]   and you know humor is the way into everyone's heart,
[00:03:18.040 --> 00:03:21.180]   and so you decide to test out the waters of sarcasm
[00:03:21.180 --> 00:03:23.180]   with this individual, and yet what you find is,
