
[00:00:00.000 --> 00:00:03.000]   (Music)
[00:00:03.000 --> 00:00:25.000]   Well, a special hello all the way from San Antonio.
[00:00:25.000 --> 00:00:26.000]   (Cheers)
[00:00:26.000 --> 00:00:28.000]   You've heard of it, yeah.
[00:00:28.000 --> 00:00:32.000]   It's like the most forgotten city in the state of Texas.
[00:00:32.000 --> 00:00:36.000]   But, man, it's a huge honor to get to be here tonight.
[00:00:36.000 --> 00:00:39.000]   And so whether you're here in this room or you're in Overflow,
[00:00:39.000 --> 00:00:44.000]   or maybe you're watching from one of the, gosh, 13 live sites,
[00:00:44.000 --> 00:00:46.000]   it's a joy to get to be here.
[00:00:46.000 --> 00:00:51.000]   And I just want to say this to the Porch team and specifically David.
[00:00:51.000 --> 00:00:57.000]   Man, just so grateful getting to watch what God has been doing here at the Porch.
[00:00:57.000 --> 00:01:01.000]   And I don't know if you know this, but me and my wife and I,
[00:01:01.000 --> 00:01:04.000]   we lived in Washington State for about a decade.
[00:01:04.000 --> 00:01:11.000]   And getting to watch what God is doing here among young adults is pretty supernatural.
[00:01:11.000 --> 00:01:15.000]   And there's nothing like this that we've seen, I mean, in the entire U.S.
[00:01:15.000 --> 00:01:18.000]   I hope you know that, that even the fact that you guys have Overflow,
[00:01:18.000 --> 00:01:22.000]   that this is a packed room, is absolutely incredible.
[00:01:22.000 --> 00:01:27.000]   And I think a big piece of that, yes, is God moving in a really unique way,
[00:01:27.000 --> 00:01:29.000]   and you're a part of something really special.
[00:01:29.000 --> 00:01:34.000]   But it's also the leadership of the Porch that is, man, pushing forward
[00:01:34.000 --> 00:01:40.000]   and really defining how young adult ministry is being done across our nation.
[00:01:40.000 --> 00:01:42.000]   You guys are setting that pace.
[00:01:42.000 --> 00:01:44.000]   And so thank you guys so much.
[00:01:44.000 --> 00:01:46.000]   It's an honor to get to be here tonight.
[00:01:46.000 --> 00:01:49.000]   And real quick, I will, I'll do a trick.
[00:01:49.000 --> 00:01:53.000]   Just because I feel like you won't listen until I do.
[00:01:53.000 --> 00:01:57.000]   But before I do, like David said, a year ago, my wife and I,
[00:01:57.000 --> 00:02:00.000]   we planted a church in San Antonio.
[00:02:00.000 --> 00:02:04.000]   And I think I have a picture of my wife and my family.
[00:02:04.000 --> 00:02:09.000]   Yeah, there's my wife, Jane, and that's our almost two-year-old daughter, Tilly.
[00:02:09.000 --> 00:02:12.000]   I think there's another picture of Tilly.
[00:02:12.000 --> 00:02:14.000]   Her eyes.
[00:02:14.000 --> 00:02:17.000]   Listen, there's not another human on planet Earth
[00:02:17.000 --> 00:02:19.000]   that I love more than that little kid.
[00:02:19.000 --> 00:02:22.000]   And her name's Matilda, but we call her Tilly.
[00:02:22.000 --> 00:02:26.000]   So now that we got the introductions out of the way,
[00:02:26.000 --> 00:02:27.000]   this is going to get weird.
[00:02:27.000 --> 00:02:28.000]   Are you guys cool with that?
[00:02:28.000 --> 00:02:30.000]   Is that okay?
[00:02:30.000 --> 00:02:33.000]   Some of you tonight, you're going to walk out of this place,
[00:02:33.000 --> 00:02:37.000]   and you're not going to have heard anything that was said after this point.
[00:02:37.000 --> 00:02:42.000]   And there will be many of you that walk out tonight a little upset and angry.
[00:02:42.000 --> 00:02:43.000]   Some of you, you're going to love it.
[00:02:43.000 --> 00:02:45.000]   Some of you, not so much.
[00:02:45.000 --> 00:02:50.000]   If you walk out of this place angry, sorry.
[00:02:50.000 --> 00:02:51.000]   You've been kind of warned.
[00:02:51.000 --> 00:02:55.000]   But I'm going to need some volunteers that will be willing to help me out up here on stage.
[00:02:55.000 --> 00:02:57.000]   And so we're going to grab a few.
[00:02:57.000 --> 00:02:58.000]   Ma'am, you have your hand up.
[00:02:58.000 --> 00:02:59.000]   Would you please join me up here?
[00:02:59.000 --> 00:03:01.000]   Would you guys give her a huge round of applause?
