
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:00:02.420 --> 00:00:29.220]   - Summer's here, baby.
[00:00:29.500 --> 00:00:30.420]   (audience cheering)
[00:00:30.420 --> 00:00:31.740]   Come on.
[00:00:31.740 --> 00:00:33.360]   Here's what that means tonight.
[00:00:33.360 --> 00:00:35.820]   That means that there are a bunch of young adults
[00:00:35.820 --> 00:00:39.260]   gathered downtown Dallas, as well as Fort Worth,
[00:00:39.260 --> 00:00:40.300]   as well as Houston.
[00:00:40.300 --> 00:00:41.940]   I think we may have a picture of the downtown.
[00:00:41.940 --> 00:00:42.780]   Do you guys have that?
[00:00:42.780 --> 00:00:43.740]   I don't know if you guys got that or not.
[00:00:43.740 --> 00:00:44.740]   If you do, throw it up.
[00:00:44.740 --> 00:00:45.620]   If not, no worries.
[00:00:45.620 --> 00:00:46.740]   We'll show you guys later.
[00:00:46.740 --> 00:00:49.860]   But anyways, bunch of young adults gathered at Gillies
[00:00:49.860 --> 00:00:52.780]   or the South Side Ballroom tonight.
[00:00:52.780 --> 00:00:53.840]   I love summer.
[00:00:53.840 --> 00:00:54.900]   You guys like summer?
[00:00:54.900 --> 00:00:55.740]   (audience cheering)
[00:00:55.740 --> 00:00:56.820]   They would love summer.
[00:00:56.820 --> 00:00:58.420]   I like to get outside.
[00:00:58.420 --> 00:01:00.940]   I like to get by the lake, hang out with the family.
[00:01:00.940 --> 00:01:04.100]   I love to grill, which reminds me,
[00:01:04.100 --> 00:01:07.540]   today I was reminded of this story that I was,
[00:01:07.540 --> 00:01:09.980]   a group of us, it was kind of a guy's weekend,
[00:01:09.980 --> 00:01:12.700]   and we were hanging at my buddy's lake house.
[00:01:12.700 --> 00:01:15.620]   And it's kind of like a lake cabin, if you will.
[00:01:15.620 --> 00:01:16.820]   And we were grilling.
[00:01:16.820 --> 00:01:19.100]   So a bunch of dudes, we went to Central Market,
[00:01:19.100 --> 00:01:21.620]   got the good steaks, the fat filet.
[00:01:21.620 --> 00:01:24.960]   And my buddy who was grilling was pretty excited about it.
[00:01:24.960 --> 00:01:27.900]   The rest of us got in the truck and we were driving around,
[00:01:27.900 --> 00:01:29.420]   just kind of looking for animals and stuff.
[00:01:29.420 --> 00:01:31.300]   And we came back excited to feast.
[00:01:31.300 --> 00:01:34.140]   And as we get out of the car, we hear him yelling,
[00:01:34.140 --> 00:01:36.160]   which is not normal 'cause he's kind of like
[00:01:36.160 --> 00:01:37.620]   an excitable guy, you know,
[00:01:37.620 --> 00:01:39.940]   and I think he's just happy about the filets.
[00:01:39.940 --> 00:01:42.280]   And as I walk around out back,
[00:01:42.280 --> 00:01:45.740]   it is this scene that I will never forget, okay?
[00:01:45.740 --> 00:01:49.860]   He has set his entire deck ablaze.
[00:01:49.860 --> 00:01:53.180]   I mean, bonfire that is moving toward his house.
[00:01:53.180 --> 00:01:56.620]   Here's what happened, is as he was cooking these filets,
[00:01:56.620 --> 00:01:59.260]   he didn't realize that the lighter fluid
[00:01:59.260 --> 00:02:02.180]   was under the charcoal grill, like too close to the,
[00:02:02.180 --> 00:02:03.740]   like just sitting under there,
[00:02:03.740 --> 00:02:05.780]   getting hot and getting hot and getting hot.
[00:02:05.780 --> 00:02:08.700]   And as he saw it kind of ballooning, kind of expanding,
[00:02:08.700 --> 00:02:12.740]   he tried to grab it with some tongs and it just liquefied.
[00:02:12.740 --> 00:02:17.620]   And so this like liquid fire ran all over his deck
[00:02:17.620 --> 00:02:19.660]   and started seeping in between the deck,
[00:02:19.660 --> 00:02:21.060]   burning it from underneath,
[00:02:21.060 --> 00:02:23.820]   which all that's underneath are these dry pine needles.
[00:02:23.820 --> 00:02:27.300]   So it's like this perfect storm of a fire, right?
[00:02:27.300 --> 00:02:29.640]   And so this is going on.
[00:02:29.640 --> 00:02:32.260]   So we kind of walk back, we see this fire,
[00:02:32.260 --> 00:02:34.520]   but then the comedy of errors ensue
[00:02:34.520 --> 00:02:37.800]   because what happens is he goes to get the water hose,
[00:02:37.800 --> 00:02:39.180]   but it's one of those water hoses
[00:02:39.180 --> 00:02:41.600]   that kind of wraps up in this box, if you will,
[00:02:41.600 --> 00:02:43.420]   that's kind of connected to this other little hose.
[00:02:43.420 --> 00:02:46.520]   He picks up the box and it rips away from the wall.
[00:02:46.520 --> 00:02:50.020]   And so he's left with this four foot water hose,
