
[00:00:00.000 --> 00:00:02.760]   (birds chirping)
[00:00:02.760 --> 00:00:13.420]   (phone buzzing)
[00:00:13.420 --> 00:00:19.540]   - Here are 10 tips and tricks to improve your mental health.
[00:00:19.540 --> 00:00:21.340]   - You gotta be willing to go all in.
[00:00:21.340 --> 00:00:24.340]   - The perfect morning routine to have the best day of your life.
[00:00:24.340 --> 00:00:26.340]   - Got the hits for you right here.
[00:00:26.340 --> 00:00:28.340]   - Looks like traffic's gonna be racked up.
[00:00:28.340 --> 00:00:31.080]   (dramatic music)
[00:00:31.080 --> 00:00:38.840]   (dramatic music)
[00:00:38.840 --> 00:00:56.840]   - All right, well, Porsche, how we doing tonight?
[00:00:56.840 --> 00:00:57.840]   We doing okay?
[00:00:57.840 --> 00:00:59.840]   (congregation cheering)
[00:00:59.840 --> 00:01:01.840]   Hey, we got one more Tuesday here,
[00:01:01.840 --> 00:01:04.840]   and we are going to go all the way for it.
[00:01:04.840 --> 00:01:06.840]   I'm so excited that you're here.
[00:01:06.840 --> 00:01:08.840]   Like, it's Thanksgiving Tuesday, which I don't know,
[00:01:08.840 --> 00:01:11.840]   like, just, it feels like the best kind of Tuesday for me.
[00:01:11.840 --> 00:01:15.840]   So thanks for choosing to make time in your schedule
[00:01:15.840 --> 00:01:18.840]   amidst a busy week to join us here tonight.
[00:01:18.840 --> 00:01:19.840]   But not just those of you here in the room,
[00:01:19.840 --> 00:01:21.840]   everybody that's tuning in online,
[00:01:21.840 --> 00:01:23.840]   like, it has been an amazing year.
[00:01:23.840 --> 00:01:25.840]   Noah just kind of wrapped us through it,
[00:01:25.840 --> 00:01:28.840]   but, I mean, we have been together for 45 Tuesdays,
[00:01:28.840 --> 00:01:30.840]   this being the 45th, 46 will be next week,
[00:01:30.840 --> 00:01:32.840]   but this is our last official Porsche,
[00:01:32.840 --> 00:01:34.840]   and so whether it's been here in the room
[00:01:34.840 --> 00:01:37.840]   or it's been you online tuning in with us,
[00:01:37.840 --> 00:01:39.840]   whether it's tonight or it's at some point in the future
[00:01:39.840 --> 00:01:41.840]   and you're seeing this, just know, like,
[00:01:41.840 --> 00:01:44.840]   we fully believe that God has been doing something
[00:01:44.840 --> 00:01:46.840]   really special in the lives of young adults,
[00:01:46.840 --> 00:01:49.840]   just like yourself, and we think that he is far from finished.
[00:01:49.840 --> 00:01:51.840]   Special shout out to Porsche Life Springfield,
[00:01:51.840 --> 00:01:53.840]   Dayton, and Fresno.
[00:01:53.840 --> 00:01:54.840]   (congregation applauding)
[00:01:54.840 --> 00:01:58.840]   Well, when the time came for me to eventually transition
[00:01:58.840 --> 00:02:00.840]   out of college ministry, which is what I was doing
[00:02:00.840 --> 00:02:03.840]   before I officially moved into young adult ministry,
[00:02:03.840 --> 00:02:05.840]   Brooke and I were wholeheartedly available
[00:02:05.840 --> 00:02:07.840]   to wherever God wanted to lead us.
[00:02:07.840 --> 00:02:09.840]   Like, we were praying and processing,
[00:02:09.840 --> 00:02:11.840]   and we knew, like, wherever he called,
[00:02:11.840 --> 00:02:13.840]   whatever assignment he had to give,
[00:02:13.840 --> 00:02:14.840]   we would get up and we would go,
[00:02:14.840 --> 00:02:17.840]   but we certainly had opinions on where that might be,
[00:02:17.840 --> 00:02:19.840]   and so we prayed a lot because we thought,
[00:02:19.840 --> 00:02:23.840]   man, it would be amazing to go somewhere exciting,
[00:02:23.840 --> 00:02:27.840]   like LA or DC or somewhere beautiful,
[00:02:27.840 --> 00:02:30.840]   like San Diego or the Carolinas
[00:02:30.840 --> 00:02:34.840]   or somewhere full of culture, like Nashville or Tennessee,
[00:02:34.840 --> 00:02:35.840]   and so when the call came,
[00:02:35.840 --> 00:02:38.840]   like when we finally got our commission from the Lord
[00:02:38.840 --> 00:02:41.840]   on where we're supposed to go, wouldn't you know it,
[00:02:41.840 --> 00:02:42.840]   he took us to Houston,
[00:02:42.840 --> 00:02:45.840]   which I'm not a Houston hater at all.
[00:02:45.840 --> 00:02:47.840]   In fact, I've grown to love Houston,
[00:02:47.840 --> 00:02:49.840]   but whenever we got the call to go,
[00:02:49.840 --> 00:02:51.840]   I was anything but thrilled about it
[00:02:51.840 --> 00:02:54.840]   because I'm not a Houston sports fan.
[00:02:54.840 --> 00:02:57.840]   I don't necessarily love the humidity.
[00:02:57.840 --> 00:02:59.840]   Maybe you do, but I certainly don't,
[00:02:59.840 --> 00:03:01.840]   and I knew, like, down south of here,
[00:03:01.840 --> 00:03:03.840]   they've got mosquitoes the size of hawks,
[00:03:03.840 --> 00:03:05.840]   and so it was a running joke, but you know
[00:03:05.840 --> 00:03:06.840]   there's always some truth in every joke,
[00:03:06.840 --> 00:03:08.840]   that I felt like Jonah going to Nineveh.
[00:03:08.840 --> 00:03:10.840]   Like, I was being called by God to go someplace
[00:03:10.840 --> 00:03:12.840]   I didn't want to go,
[00:03:12.840 --> 00:03:14.840]   and all of my fears were confirmed.
[00:03:14.840 --> 00:03:17.840]   Like, I showed up, and in the first couple of years of time,
[00:03:17.840 --> 00:03:20.840]   like, we lived through what was one of the hottest summers
[00:03:20.840 --> 00:03:22.840]   in recorded Houston history.
[00:03:22.840 --> 00:03:24.840]   Not what I was wanting for.
[00:03:24.840 --> 00:03:26.840]   We also experienced not just one hurricane,
[00:03:26.840 --> 00:03:28.840]   though that is enough of a natural disaster,
[00:03:28.840 --> 00:03:30.840]   but also a snowstorm in our first year,
[00:03:30.840 --> 00:03:33.840]   and I got so comfortable carrying,
[00:03:33.840 --> 00:03:36.840]   like, a bug zapper on my hip,
[00:03:36.840 --> 00:03:38.840]   it became my new form of concealed carry.
[00:03:38.840 --> 00:03:40.840]   Like, I was absolutely locked in
[00:03:40.840 --> 00:03:42.840]   to living in this city,
[00:03:42.840 --> 00:03:43.840]   though I did not want to be there.
[00:03:43.840 --> 00:03:45.840]   I remember looking at my wife,
[00:03:45.840 --> 00:03:48.840]   up there having lived through some serious suffering,
[00:03:48.840 --> 00:03:52.840]   and just telling her, "This feels like a nightmare."
[00:03:52.840 --> 00:03:54.840]   And yet, everything changed for us
[00:03:54.840 --> 00:03:56.840]   within just one year's time,
[00:03:56.840 --> 00:03:58.840]   or towards the last year of our time there.
[00:03:58.840 --> 00:04:00.840]   And the reason why is because
[00:04:00.840 --> 00:04:02.840]   we had really grown to love the city.
[00:04:02.840 --> 00:04:05.840]   We had met some of the best people we'd ever met.
[00:04:05.840 --> 00:04:07.840]   We had eaten some of the best food we'd ever had.
[00:04:07.840 --> 00:04:09.840]   We met some of our best friends there,
[00:04:09.840 --> 00:04:11.840]   and then what we learned is that God was moving
[00:04:11.840 --> 00:04:14.840]   in a way that was completely unexpected to us
[00:04:14.840 --> 00:04:17.840]   over the course of our time there in Houston,
[00:04:17.840 --> 00:04:19.840]   in ways that we didn't anticipate,
[00:04:19.840 --> 00:04:20.840]   nor were we prepared for.
[00:04:20.840 --> 00:04:23.840]   He was moving, and what it did in our hearts
[00:04:23.840 --> 00:04:25.840]   is it shifted everything.
[00:04:25.840 --> 00:04:26.840]   I remember we were driving home
[00:04:26.840 --> 00:04:29.840]   within one of the last few nights we had there.
[00:04:29.840 --> 00:04:30.840]   It was actually around this time of year,
[00:04:30.840 --> 00:04:31.840]   that many years ago,
[00:04:31.840 --> 00:04:34.840]   and I remember looking at Brooke and being like,
[00:04:34.840 --> 00:04:37.840]   "Are we sure we want to leave?"
[00:04:37.840 --> 00:04:41.840]   Like, this is the land of the living,
[00:04:41.840 --> 00:04:44.840]   which was just a crazy change in attitude.
[00:04:44.840 --> 00:04:46.840]   Like, I had gone from calling it a nightmare one minute
[00:04:46.840 --> 00:04:48.840]   to literally within just three years' time
[00:04:48.840 --> 00:04:51.840]   saying it was the land of the living.
[00:04:51.840 --> 00:04:53.840]   What in God's name could possibly produce
[00:04:53.840 --> 00:04:56.840]   that sort of shift to bring me to a spot where,
[00:04:56.840 --> 00:04:58.840]   man, it was bleak in the beginning,
[00:04:58.840 --> 00:05:00.840]   but it was bright at the end,
[00:05:00.840 --> 00:05:03.840]   where at the outset, at the very beginning of our time,
[00:05:03.840 --> 00:05:05.840]   those first few chapters were so very difficult,
[00:05:05.840 --> 00:05:09.840]   but those final few chapters were so very beautiful.
[00:05:09.840 --> 00:05:11.840]   I'll tell you how.
[00:05:11.840 --> 00:05:14.840]   God moved me from worrying about everything
[00:05:14.840 --> 00:05:17.840]   that stood to threaten my happiness,
[00:05:17.840 --> 00:05:19.840]   and instead, he caused me to remember
[00:05:19.840 --> 00:05:21.840]   just how good he was
[00:05:21.840 --> 00:05:24.840]   and how much I had to be grateful for.
[00:05:24.840 --> 00:05:26.840]   He got my eyes off of the past,
[00:05:26.840 --> 00:05:28.840]   and he got my eyes on him,
[00:05:28.840 --> 00:05:30.840]   and what happened as a result of that
[00:05:30.840 --> 00:05:34.840]   is everything changed.
[00:05:34.840 --> 00:05:36.840]   Now, why do I tell you that?
[00:05:36.840 --> 00:05:38.840]   Because everybody has been,
[00:05:38.840 --> 00:05:40.840]   and everybody will at some point
[00:05:40.840 --> 00:05:44.840]   live through a similar set of circumstances,
[00:05:44.840 --> 00:05:46.840]   those that are difficult.
[00:05:46.840 --> 00:05:48.840]   Because when I got there, I was bitter about the move,
[00:05:48.840 --> 00:05:51.840]   and then I felt some frustration around my circumstances.
[00:05:51.840 --> 00:05:55.840]   I was even angry about some of the resistance I was facing,
[00:05:55.840 --> 00:05:57.840]   and some of you in this room right now
[00:05:57.840 --> 00:05:59.840]   tuning in with us online tonight,
[00:05:59.840 --> 00:06:02.840]   you know that because you're feeling that where you are.
