
[00:00:00.000 --> 00:00:28.000]   [ Music ]
[00:00:28.500 --> 00:00:30.000]   >> Porch, how we doing?
[00:00:30.000 --> 00:00:31.000]   [ Cheering ]
[00:00:31.000 --> 00:00:32.000]   Let's go.
[00:00:32.000 --> 00:00:33.000]   Let's go.
[00:00:33.000 --> 00:00:35.500]   So good to be with you.
[00:00:35.500 --> 00:00:37.000]   Brilliant video, by the way.
[00:00:37.000 --> 00:00:38.000]   Brilliant video.
[00:00:38.000 --> 00:00:40.000]   Man, let's give those guys a hand.
[00:00:40.000 --> 00:00:43.000]   Porch Arts Team, Team Landscape.
[00:00:43.000 --> 00:00:54.000]   If we don't know each other, I got to spend, I guess, a little over a decade up here just kind of having a front row seat, learning about young adults,
[00:00:54.000 --> 00:00:59.000]   very passionate about the topic of relationships, made a ton of mistakes.
[00:00:59.000 --> 00:01:04.000]   I'm going to share some of those with you today, still make mistakes on occasions.
[00:01:04.000 --> 00:01:06.000]   I'll share some of those with you today.
[00:01:06.000 --> 00:01:14.000]   But I want to take you back to me in my sophomore year in high school.
[00:01:14.000 --> 00:01:18.000]   I'm in anatomy class, all right, anatomy and physiology.
[00:01:18.000 --> 00:01:20.000]   Anybody take anatomy?
[00:01:20.000 --> 00:01:22.000]   I was failing.
[00:01:22.000 --> 00:01:30.000]   I desperately needed to pass this class to graduate or to have to take it again the next year.
[00:01:30.000 --> 00:01:32.000]   Had a huge crush on this girl.
[00:01:32.000 --> 00:01:35.000]   I'm going to change her name, okay, to protect the innocent.
[00:01:35.000 --> 00:01:37.000]   Kelly, we'll call her.
[00:01:37.000 --> 00:01:39.000]   Huge crush on Kelly, all right.
[00:01:39.000 --> 00:01:43.000]   The sun would come in through the window, hit her just right.
[00:01:43.000 --> 00:01:46.000]   Her blonde hair, like everything was just in place.
[00:01:46.000 --> 00:01:48.000]   Like there were no crazy wispies, you know.
[00:01:48.000 --> 00:01:53.000]   It was just like everything, and she would sometimes like kind of throw it back,
[00:01:53.000 --> 00:01:56.000]   and it would throw this scent in my nose.
[00:01:56.000 --> 00:01:58.000]   She just smelled good, you know.
[00:01:58.000 --> 00:02:00.000]   She always had style.
[00:02:00.000 --> 00:02:02.000]   And every now and then she'd like turn around.
[00:02:02.000 --> 00:02:04.000]   I'm two rows behind her.
[00:02:04.000 --> 00:02:08.000]   She has these huge dimples, you know, and I'd catch a glimpse of that smile.
[00:02:08.000 --> 00:02:11.000]   It made me just feel all kinds of crazy ways.
[00:02:11.000 --> 00:02:16.000]   I'm failing the class because I'm studying the wrong anatomy.
[00:02:16.000 --> 00:02:19.000]   [laughter]
[00:02:19.000 --> 00:02:21.000]   And so here's what's going to happen.
[00:02:21.000 --> 00:02:29.000]   There is a big project, and I need to get an A on this project to pass the class.
[00:02:29.000 --> 00:02:34.000]   It's all coming down to this moment, and the teacher is pairing people up.
[00:02:34.000 --> 00:02:38.000]   A guy with a girl, a guy with a girl, a guy with a girl.
[00:02:38.000 --> 00:02:44.000]   So I become very religious, and I start, "Lord in heaven, God,
[00:02:44.000 --> 00:02:47.000]   please put me with Kelly.
[00:02:47.000 --> 00:02:51.000]   God, please, like if you can hear me, put me--partner us up.
