
[00:00:00.000 --> 00:00:02.660]   (phone ringing)
[00:00:02.660 --> 00:00:07.500]   - You have seven unheard messages.
[00:00:07.500 --> 00:00:09.160]   - Hey, sorry I haven't texted.
[00:00:09.160 --> 00:00:12.240]   I'm just not really sure what I'm feeling right now.
[00:00:12.240 --> 00:00:13.680]   - Hey yo, Danny!
[00:00:13.680 --> 00:00:15.400]   Where you at, bro?
[00:00:15.400 --> 00:00:17.200]   I'll see you soon, all right?
[00:00:17.200 --> 00:00:19.320]   - Hey, so I have moved on,
[00:00:19.320 --> 00:00:20.680]   but I feel like the word keeps putting you back
[00:00:20.680 --> 00:00:21.920]   on my heart for a reason.
[00:00:21.920 --> 00:00:23.600]   So please call me back.
[00:00:23.600 --> 00:00:25.960]   - Hey, bro, hey, I know you're going through it right now,
[00:00:25.960 --> 00:00:29.280]   but listen, I found another girl at the farmer's market now.
[00:00:29.280 --> 00:00:31.760]   She's not a farmer, but she is on the market, okay?
[00:00:31.760 --> 00:00:34.200]   So hit me back, love you, bro.
[00:00:34.200 --> 00:00:36.960]   - No, I'm sure this is the right number,
[00:00:36.960 --> 00:00:38.880]   but last night was a mistake.
[00:00:38.880 --> 00:00:41.800]   I was just hoping we could keep that between us.
[00:00:41.800 --> 00:00:43.000]   - Hey, just wanted to say,
[00:00:43.000 --> 00:00:44.800]   I don't think I can make it tonight.
[00:00:44.800 --> 00:00:49.120]   Yeah, I've just been thinking about us a lot lately
[00:00:49.120 --> 00:00:51.560]   and we need to talk.
[00:00:51.560 --> 00:00:56.080]   - It's great to see you.
[00:00:56.080 --> 00:00:58.560]   Welcome, like I don't know if you've been tracking with us
[00:00:58.560 --> 00:01:00.520]   over the course of this summer, through this series,
[00:01:00.520 --> 00:01:02.280]   or maybe this is your first time in the room,
[00:01:02.280 --> 00:01:03.720]   but we're so grateful that you would choose
[00:01:03.720 --> 00:01:06.080]   to be with us here this Tuesday night.
[00:01:06.080 --> 00:01:08.840]   Not just those of you in the room, though you look great,
[00:01:08.840 --> 00:01:11.200]   but everybody that is in the chapel right now,
[00:01:11.200 --> 00:01:12.400]   special shout out to you guys.
[00:01:12.400 --> 00:01:16.280]   We're so glad that you didn't let the space constraints
[00:01:16.280 --> 00:01:17.120]   keep you away.
[00:01:17.120 --> 00:01:19.040]   You still made the effort to get in the room.
[00:01:19.040 --> 00:01:20.680]   And then also those that are in the loft,
[00:01:20.680 --> 00:01:23.080]   we've opened up another space because, you know,
[00:01:23.080 --> 00:01:26.520]   the people are coming and we're grateful to provide a seat
[00:01:26.520 --> 00:01:28.000]   and read the word of God together.
[00:01:28.000 --> 00:01:30.800]   You know, we're really excited for where we're going tonight
[00:01:30.800 --> 00:01:33.440]   because we are continuing the series, which has been awesome.
[00:01:33.440 --> 00:01:35.720]   If you haven't been with us, then don't worry.
[00:01:35.720 --> 00:01:37.840]   You're not gonna, you're gonna be able to catch up
[00:01:37.840 --> 00:01:39.720]   to speed really quickly.
[00:01:39.720 --> 00:01:41.640]   But I'm also really excited because tonight
[00:01:41.640 --> 00:01:44.640]   we have a very special guest in the room.
[00:01:44.640 --> 00:01:46.440]   You see here at the porch, we're really careful
[00:01:46.440 --> 00:01:48.480]   about the people who we put on the stage
[00:01:48.480 --> 00:01:51.000]   because we want to do a really good job
[00:01:51.000 --> 00:01:53.080]   of rightly dividing the word of truth for you.
[00:01:53.080 --> 00:01:55.040]   We believe that the gospel is too important.
[00:01:55.040 --> 00:01:56.800]   So we want to put people here that we deeply,
[00:01:56.800 --> 00:01:58.240]   deeply trust.
[00:01:58.240 --> 00:02:01.680]   And tonight we have someone that we definitely trust.
[00:02:01.680 --> 00:02:04.400]   He's been here before, but if you've never heard him speak,
[00:02:04.400 --> 00:02:05.720]   then you are in for a treat.
[00:02:05.720 --> 00:02:09.560]   He is the voice of the most spiritually formative years
[00:02:09.560 --> 00:02:10.400]   of my life.
[00:02:10.400 --> 00:02:12.240]   When I was in college, I had the benefit of sitting
[00:02:12.240 --> 00:02:14.640]   in seats just like yours and listen to him
[00:02:14.640 --> 00:02:16.240]   unpack the beauties of the gospel,
[00:02:16.240 --> 00:02:18.600]   really teach about the unified story
[00:02:18.600 --> 00:02:20.200]   that was pointing to the person of Jesus.
[00:02:20.200 --> 00:02:22.920]   And he is a formative voice for me today.
[00:02:22.920 --> 00:02:25.360]   And I'm so grateful that you're gonna get to hear from him.
[00:02:25.360 --> 00:02:27.960]   Porch, do an amazing job and help me welcome our friend,
[00:02:27.960 --> 00:02:29.200]   Ben Stewart to the stage.
[00:02:29.200 --> 00:02:32.200]   (audience cheering)
[00:02:32.200 --> 00:02:37.800]   - All right, howdy!
[00:02:37.800 --> 00:02:42.520]   Hey, it's good to see, oh, okay, that's fun, all right.
[00:02:42.520 --> 00:02:46.360]   Hey, it is so good to be here for a number of reasons.
[00:02:46.360 --> 00:02:49.440]   I'm excited about what we're gonna look at today
[00:02:49.440 --> 00:02:52.560]   in God's word, but I just need to let y'all know
[00:02:52.560 --> 00:02:57.280]   that I am a huge fan of the pastor of this church,
[00:02:57.280 --> 00:03:00.200]   T.A. and his wife, Kat, who are over here.
[00:03:00.200 --> 00:03:02.800]   And I am a huge, yeah, that's, yeah,
[00:03:02.800 --> 00:03:05.100]   you can celebrate them if you weren't certain.
[00:03:05.100 --> 00:03:09.480]   You can, it's okay, we can talk.
[00:03:09.480 --> 00:03:12.840]   Just felt like we all weren't sure.
[00:03:12.840 --> 00:03:14.120]   It's a dance, we're learning.
[00:03:14.120 --> 00:03:18.200]   And I'm a huge fan of Kylan and his wife, Brooke, too,
[00:03:18.200 --> 00:03:20.040]   who you just saw on stage right here.
[00:03:22.000 --> 00:03:24.280]   Let me tell you why I'm a fan, particularly these two men,
[00:03:24.280 --> 00:03:25.180]   why I'm a fan of them.
[00:03:25.180 --> 00:03:27.920]   I've had the privilege of knowing them for a very long time,
[00:03:27.920 --> 00:03:32.400]   and I've watched both of them go through difficult seasons,
[00:03:32.400 --> 00:03:34.120]   be handed challenging things,
[00:03:34.120 --> 00:03:37.120]   be put in the crucible of suffering by God.
[00:03:37.120 --> 00:03:39.760]   And I've watched both of those men navigate it
[00:03:39.760 --> 00:03:42.520]   with humility and with grace.
[00:03:42.520 --> 00:03:44.560]   And I've had the privilege of watching God
[00:03:44.560 --> 00:03:46.440]   carve character into those guys.
[00:03:46.440 --> 00:03:49.000]   And so to see them on this stage
[00:03:49.000 --> 00:03:51.060]   and to see them stewarding this church,
[00:03:51.060 --> 00:03:52.840]   stewarding this movement of you,
[00:03:52.840 --> 00:03:55.040]   watching these two men do this,
[00:03:55.040 --> 00:03:57.560]   it honestly makes me excited for you
[00:03:57.560 --> 00:04:00.480]   because I know God's formed those men in the secret places
[00:04:00.480 --> 00:04:01.960]   so he could put them up in front of you and say,
[00:04:01.960 --> 00:04:04.140]   "Follow them as you follow Christ."
[00:04:04.140 --> 00:04:06.160]   And so I've just been excited all day
[00:04:06.160 --> 00:04:08.480]   because I just love these guys a lot.
[00:04:08.480 --> 00:04:09.920]   I love their families a lot.
[00:04:09.920 --> 00:04:11.240]   I love what God's done in their life.
[00:04:11.240 --> 00:04:12.800]   I like what he's doing through them.
[00:04:12.800 --> 00:04:16.200]   And you're welcome, Dallas, from God.
[00:04:16.200 --> 00:04:18.200]   I didn't do it, but just that God's given you
[00:04:18.200 --> 00:04:19.200]   some amazing leaders.
[00:04:19.200 --> 00:04:21.800]   So can we honor these guys and ladies too?
[00:04:21.800 --> 00:04:24.060]   Just very excited.
[00:04:24.060 --> 00:04:26.880]   (congregation applauding)
[00:04:26.880 --> 00:04:28.920]   All right, if you have a copy of your scriptures,
[00:04:28.920 --> 00:04:31.080]   we're gonna be in Genesis chapter 24.
[00:04:31.080 --> 00:04:34.720]   And I'm gonna read to you several verses of Genesis 24,
[00:04:34.720 --> 00:04:36.520]   just to load it in our minds, I'll pray,
[00:04:36.520 --> 00:04:37.860]   and then we'll talk about it together.
[00:04:37.860 --> 00:04:42.620]   So Genesis chapter 24, I'm gonna start reading in verse one.
[00:04:42.620 --> 00:04:45.320]   If you don't have a copy of your Bible, it's fine.
[00:04:45.320 --> 00:04:46.200]   I'm gonna read it out loud.
[00:04:46.200 --> 00:04:47.960]   So just listen and we'll make it.
