
[00:00:00.000 --> 00:00:02.760]   (dramatic music)
[00:00:02.760 --> 00:00:05.340]   (upbeat music)
[00:00:05.340 --> 00:00:19.140]   - All right, let's go.
[00:00:19.140 --> 00:00:23.060]   Welcome, friends, in the room in Dallas.
[00:00:23.060 --> 00:00:25.080]   Those who braved all the crazy traffic
[00:00:25.080 --> 00:00:27.180]   in the last couple days, and friends in El Paso,
[00:00:27.180 --> 00:00:32.180]   Fayetteville, Phoenix, Austin, Houston, go Strohs,
[00:00:32.180 --> 00:00:35.200]   and wherever you are joining and listening in.
[00:00:35.200 --> 00:00:37.360]   As we continue this series, Ready to Offer Romance,
[00:00:37.360 --> 00:00:39.080]   I'm gonna start by telling a little bit of a story.
[00:00:39.080 --> 00:00:42.320]   A couple years ago, went to the doctor
[00:00:42.320 --> 00:00:44.480]   for my annual physical,
[00:00:44.480 --> 00:00:46.840]   and which is always an interesting experience,
[00:00:46.840 --> 00:00:48.880]   and got there and had that experience
[00:00:48.880 --> 00:00:51.640]   where the doctor tells you, hey, step on the scale,
[00:00:51.640 --> 00:00:53.500]   we're just gonna check, and it's kinda that moment of truth,
[00:00:53.500 --> 00:00:56.160]   and you step up there, and it was like a scene
[00:00:56.160 --> 00:00:58.560]   from Heavyweights came back, because he was like,
[00:00:58.560 --> 00:01:00.600]   step on the scale, okay, wait, step on the scale,
[00:01:00.600 --> 00:01:02.040]   step back on the scale here for just a second,
[00:01:02.040 --> 00:01:04.000]   and he looked at the number,
[00:01:04.000 --> 00:01:05.320]   and then he looked down at his paper,
[00:01:05.320 --> 00:01:07.400]   and he goes, you know, the last two times you've come in,
[00:01:07.400 --> 00:01:09.800]   you've put on like 10 pounds each time,
[00:01:09.800 --> 00:01:11.400]   let's talk about your weight.
[00:01:11.400 --> 00:01:12.980]   It's like, let's talk about your weight.
[00:01:12.980 --> 00:01:14.840]   It's called muscle, is what it is,
[00:01:14.840 --> 00:01:18.200]   and it was not at all the case,
[00:01:18.200 --> 00:01:20.000]   and it was one of those scenarios where he was like,
[00:01:20.000 --> 00:01:21.960]   hey, you know, tell me, exercise, and what are you doing,
[00:01:21.960 --> 00:01:23.440]   and it's like, look, dude, we got little kids,
[00:01:23.440 --> 00:01:25.440]   it's a little hard to find time to exercise right now,
[00:01:25.440 --> 00:01:27.280]   I just prefer wearing bigger shirts,
[00:01:27.280 --> 00:01:29.140]   and so that's my offense right now,
[00:01:29.140 --> 00:01:31.120]   and he began to walk through, you know,
[00:01:31.120 --> 00:01:33.060]   it's important to stay in shape and get in shape,
[00:01:33.060 --> 00:01:35.640]   so that led me to like, man, I need to get back in shape
[00:01:35.640 --> 00:01:39.160]   and begin to do that, and there's that experience
[00:01:39.160 --> 00:01:41.560]   where if you have been out of shape before,
[00:01:41.560 --> 00:01:43.880]   probably you have, you go back into the gym,
[00:01:43.880 --> 00:01:45.640]   or you go back to running or doing things
[00:01:45.640 --> 00:01:48.240]   that you've done before, and what seemed at some point
[00:01:48.240 --> 00:01:51.120]   in the past to be easy, and you could lift that weight,
[00:01:51.120 --> 00:01:53.960]   or you could, you know, run a mile,
[00:01:53.960 --> 00:01:56.920]   all of a sudden becomes like, oh my gosh,
[00:01:56.920 --> 00:02:01.320]   what has happened to me, how did I get so out of shape?
[00:02:01.320 --> 00:02:03.840]   And the answer, for all of us, is pretty elementary
[00:02:03.840 --> 00:02:05.880]   or pretty simple, right, like if someone came up to you
[00:02:05.880 --> 00:02:07.280]   and they were like, hey, I got out of shape,
[00:02:07.280 --> 00:02:09.320]   I don't know how, you would say,
[00:02:09.320 --> 00:02:12.820]   well, have you been exercising, have you been eating,
[00:02:12.820 --> 00:02:14.480]   you would immediately connect the dots,
[00:02:14.480 --> 00:02:16.800]   there's no mystery in your mind,
[00:02:16.800 --> 00:02:18.000]   or mystery in any of our minds,
[00:02:18.000 --> 00:02:22.040]   anytime we find ourselves no longer in shape,
[00:02:22.040 --> 00:02:23.440]   and the reason I start there is tonight,
[00:02:23.440 --> 00:02:25.520]   we are continuing this look at Song of Solomon
[00:02:25.520 --> 00:02:27.800]   as it relates to the idea of love and romance
[00:02:27.800 --> 00:02:29.680]   and everything that God has to say,
[00:02:29.680 --> 00:02:32.520]   and we have an expression as it relates to love
[00:02:32.520 --> 00:02:36.160]   that someone will fall in love with another person,
[00:02:36.160 --> 00:02:40.420]   and there's also an increasingly popular expression
[00:02:40.420 --> 00:02:42.720]   that people will cite even as a reason for divorce
[00:02:42.720 --> 00:02:47.560]   that I fell out of love, I'm no longer in love.
[00:02:47.560 --> 00:02:49.500]   What does that have to do with in shape and all that?
[00:02:49.500 --> 00:02:51.040]   Well, in the same way that I would say,
[00:02:51.040 --> 00:02:52.620]   hey, I'm not in shape, you would say,
[00:02:52.620 --> 00:02:55.920]   well, I know how that happened, or how you got there,
[00:02:55.920 --> 00:02:57.960]   and how you get back in shape,
[00:02:57.960 --> 00:03:00.440]   and yet people don't make the same connection
[00:03:00.440 --> 00:03:02.040]   when it comes to love.
[00:03:02.040 --> 00:03:04.500]   When someone says, hey, we were in love and we were married,
[00:03:04.500 --> 00:03:06.160]   and then they end up saying,
[00:03:06.160 --> 00:03:08.760]   you know, we're just not in love anymore,
[00:03:08.760 --> 00:03:11.480]   most of us don't connect the dots
[00:03:11.480 --> 00:03:14.600]   that just like being in shape,
[00:03:14.600 --> 00:03:17.640]   you do certain things to stay in shape,
[00:03:17.640 --> 00:03:19.880]   there are certain things biblically,
[00:03:19.880 --> 00:03:22.880]   it says you do to stay in love.
[00:03:22.880 --> 00:03:24.820]   That just like, in that scenario,
[00:03:24.820 --> 00:03:26.180]   you would exercise and you eat right,
[00:03:26.180 --> 00:03:27.280]   and that's where you do in shape.
[00:03:27.280 --> 00:03:28.640]   The Bible says there are things
[00:03:28.640 --> 00:03:31.920]   that you don't just stay in love and neutral,
[00:03:31.920 --> 00:03:35.540]   there are things that you do to stay in love.
[00:03:35.540 --> 00:03:37.540]   It is easy to fall in love,
[00:03:37.540 --> 00:03:40.660]   all you gotta have is a pulse, a pulse and a person.
[00:03:40.660 --> 00:03:42.840]   You got it, you can fall in love.
[00:03:42.840 --> 00:03:47.260]   But it takes certain things in order to stay in love,
[00:03:47.260 --> 00:03:48.180]   and I know in the room, you're like,
[00:03:48.180 --> 00:03:49.820]   that's crazy right now, not us, baby,
[00:03:49.820 --> 00:03:50.860]   we're gonna be in love for whatever,
[00:03:50.860 --> 00:03:52.920]   no matter what happens, we got this.
[00:03:52.920 --> 00:03:55.120]   No, you don't, and there are certain things
[00:03:55.120 --> 00:03:57.940]   that are characteristics that you need to know,
[00:03:57.940 --> 00:04:00.020]   but here's what the world will tell you.
[00:04:00.020 --> 00:04:02.080]   They're like, hey, if you fell out of love,
[00:04:02.080 --> 00:04:04.620]   you probably were never in real love to begin with.
[00:04:04.620 --> 00:04:07.880]   And it is not true.
[00:04:07.880 --> 00:04:10.740]   Generally, almost every scenario,
[00:04:10.740 --> 00:04:13.180]   in fact, not I mean almost, every scenario
[00:04:13.180 --> 00:04:15.220]   where someone says we were in love,
[00:04:15.220 --> 00:04:17.820]   and 50% of marriages are this way.
[00:04:17.820 --> 00:04:19.100]   Like people generally don't just go like,
[00:04:19.100 --> 00:04:20.460]   hey, we're getting married on a whim,
[00:04:20.460 --> 00:04:21.460]   she was there, and I was like,
[00:04:21.460 --> 00:04:23.020]   hey, what are you doing, let's get married.
[00:04:23.020 --> 00:04:24.380]   They generally get married when they're like,
[00:04:24.380 --> 00:04:28.140]   man, I love this person, and then in a short time later,
[00:04:28.140 --> 00:04:29.800]   they're standing in front of the person
[00:04:29.800 --> 00:04:32.020]   sometimes they've had children with,
[00:04:32.020 --> 00:04:33.760]   and they say, I don't love you,
[00:04:33.760 --> 00:04:37.180]   I don't want any part of you in my life.
[00:04:37.180 --> 00:04:40.460]   And I had fallen in love, but I'm no longer in love with you,
[00:04:40.460 --> 00:04:42.260]   but most of us don't connect the dots
[00:04:42.260 --> 00:04:46.320]   that there are certain reasons why that is the case.
[00:04:46.320 --> 00:04:48.620]   So tonight, we're gonna explore
[00:04:48.620 --> 00:04:49.980]   the more difficult of the two.
[00:04:49.980 --> 00:04:51.740]   Falling in love is easy.
[00:04:51.740 --> 00:04:54.780]   Staying in love requires certain things,
[00:04:54.780 --> 00:04:56.100]   and biblically, there are things
[00:04:56.100 --> 00:04:58.340]   that we're given all throughout the Bible,
[00:04:58.340 --> 00:04:59.860]   but specifically in Song of Solomon,
[00:04:59.860 --> 00:05:01.160]   which is the book that we've been in,
[00:05:01.160 --> 00:05:02.700]   there are things that are laid out
[00:05:02.700 --> 00:05:04.340]   that are a part of if you're gonna have
[00:05:04.340 --> 00:05:06.860]   a love story that lasts, we'll be there.
[00:05:06.860 --> 00:05:08.180]   So if you take notes, you can just write out,
[00:05:08.180 --> 00:05:10.060]   hey, staying in love, here's three things
[00:05:10.060 --> 00:05:12.200]   that are involved every time a relationship stays in love.
[00:05:12.200 --> 00:05:14.080]   So I don't know if you're dating, if you're engaged,
[00:05:14.080 --> 00:05:15.980]   if you're married, wherever you are in the room,
[00:05:15.980 --> 00:05:18.040]   if you hope to have a relationship that lasts someday,
[00:05:18.040 --> 00:05:19.780]   these are things that are going to be a part
[00:05:19.780 --> 00:05:22.820]   of any healthy marriage, regardless, really,
[00:05:22.820 --> 00:05:25.700]   even of what you believe in terms of faith,
[00:05:25.700 --> 00:05:27.140]   though that's probably, not even probably,
[00:05:27.140 --> 00:05:29.620]   is more important than any marriage you're gonna have.
[00:05:29.620 --> 00:05:31.260]   But if you're gonna have any type of relationship
[00:05:31.260 --> 00:05:32.840]   and love that lasts, these are going to be
[00:05:32.840 --> 00:05:33.680]   a part of each of them.
[00:05:33.680 --> 00:05:34.580]   So here's what we're gonna do.
[00:05:34.580 --> 00:05:39.020]   I'm gonna start in chapter six, verse 13 of Song of Solomon,
[00:05:39.020 --> 00:05:40.860]   and we're gonna read through the text,
[00:05:40.860 --> 00:05:42.880]   and then I'm gonna give three takeaways.
[00:05:42.880 --> 00:05:44.460]   Song of Solomon, if you're just joining us,
[00:05:44.460 --> 00:05:46.940]   rated R for romance, is because, we named it that
[00:05:46.940 --> 00:05:50.600]   because this series, unlike maybe any series we've ever done
[00:05:50.600 --> 00:05:54.140]   is a look at a book that is very rated R.
[00:05:54.140 --> 00:05:56.360]   What do I mean by that, why do I say that?
[00:05:56.360 --> 00:05:59.520]   The book of Song of Solomon was so erotic
[00:05:59.520 --> 00:06:02.920]   that young Hebrew boys and girls were not allowed
[00:06:02.920 --> 00:06:06.480]   to read the book until they were 30 or married.
[00:06:06.480 --> 00:06:07.960]   Think about that.
[00:06:07.960 --> 00:06:09.840]   If you're under the age of 30, and you're an Orthodox Jew
[00:06:09.840 --> 00:06:12.600]   still, and you're not married, you can't read it.
[00:06:12.600 --> 00:06:14.520]   This means in Solomon's day, when people were like,
[00:06:14.520 --> 00:06:15.680]   and they weren't sneaking in Playboy,
[00:06:15.680 --> 00:06:17.560]   they're like pulling in Song of Solomon
[00:06:17.560 --> 00:06:19.880]   as a teenager into their tent while they're living there.
[00:06:19.880 --> 00:06:21.420]   They're like, dude, oh my gosh.
[00:06:21.420 --> 00:06:23.460]   And you may have come in thinking,
[00:06:23.460 --> 00:06:24.980]   man, God is not about sexuality,
[00:06:24.980 --> 00:06:26.380]   he's not about intimacy in marriage,
[00:06:26.380 --> 00:06:30.080]   he's not about romance, God invented all of that,
[00:06:30.080 --> 00:06:31.220]   and he is very pro that.
[00:06:31.220 --> 00:06:32.960]   So we've been exploring that inside of this book,
[00:06:32.960 --> 00:06:35.560]   but he's for that in the context of marriage.
[00:06:35.560 --> 00:06:38.520]   So far, to catch you up, we looked at chapters one through
[00:06:38.520 --> 00:06:41.320]   six, where we saw the attraction stage,
[00:06:41.320 --> 00:06:43.300]   then we saw the dating, or kind of the courtship,
[00:06:43.300 --> 00:06:44.280]   as they're getting to know each other,
[00:06:44.280 --> 00:06:45.380]   and moving towards marriage.
[00:06:45.380 --> 00:06:47.960]   Then we saw engagement, and the honeymoon night,
[00:06:47.960 --> 00:06:51.520]   and it was steamy, and then we moved into conflict,
[00:06:51.520 --> 00:06:54.080]   which is a part of any healthy relationship.
[00:06:54.080 --> 00:06:56.600]   And tonight, we are going to explore what it looks like
[00:06:56.600 --> 00:06:57.660]   to stay in love.
[00:06:57.660 --> 00:07:01.340]   Let me just preface this, if there by chance are any
[00:07:01.340 --> 00:07:03.160]   children here, which there shouldn't be,
[00:07:03.160 --> 00:07:05.800]   but if there are, this would be a good time to go get
[00:07:05.800 --> 00:07:08.600]   a snow cone or something, because this chapter
[00:07:08.600 --> 00:07:12.200]   has been named by scholars the most erotic section,
[00:07:12.200 --> 00:07:17.020]   not just in this book, but in all of the Bible.
[00:07:17.020 --> 00:07:19.140]   So it is about to get real, people.
[00:07:19.140 --> 00:07:22.360]   And I will start in verse 13, and you'll see exactly
[00:07:22.360 --> 00:07:24.280]   kind of what I mean by that, and we'll read through
[00:07:24.280 --> 00:07:26.180]   the exchange that these two people have
[00:07:26.180 --> 00:07:28.100]   in this relationship.
[00:07:28.100 --> 00:07:31.300]   One last thing, in case again you are joining us,
[00:07:31.300 --> 00:07:34.740]   Song of Solomon is a song between a guy and a girl,
[00:07:34.740 --> 00:07:37.260]   and they kind of go back and forth between one another.
[00:07:37.260 --> 00:07:39.340]   Every now and then, like their friends chime in,
[00:07:39.340 --> 00:07:41.100]   but think Romeo and Juliet, if you will,
[00:07:41.100 --> 00:07:43.880]   as they just sing back and forth to one another.
[00:07:43.880 --> 00:07:46.640]   So verse 13, the guy speaking says this.
[00:07:46.640 --> 00:07:52.740]   Turn, O turn, to his lady, O perfect one.
[00:07:52.740 --> 00:07:55.140]   This is after they're married, after a little bit of time
[00:07:55.140 --> 00:07:57.440]   has gone by and they're no longer newlyweds,
[00:07:57.440 --> 00:08:00.000]   and they're just continuing to deepen in relationship.
[00:08:00.000 --> 00:08:02.520]   This section we're looking at, he starts with him saying,
[00:08:02.520 --> 00:08:06.120]   hey turn, turn, O perfect one, turn that I may stare at you.
[00:08:06.120 --> 00:08:09.680]   Not a great pickup line, gentlemen, for a girl
[00:08:09.680 --> 00:08:12.500]   that you're just meeting, but appropriate in marriage.
[00:08:12.500 --> 00:08:15.020]   So he's like, hey girl, let me look at you.
[00:08:15.020 --> 00:08:17.460]   Girl, you are so fine, that's where he's beginning.
[00:08:17.460 --> 00:08:19.560]   Verse, or the next verse, she says,
[00:08:19.560 --> 00:08:22.240]   why do you gaze upon the perfect one
[00:08:22.240 --> 00:08:24.580]   like the dance of Mahanayn?
[00:08:24.580 --> 00:08:28.560]   Mahanayn, virtually every theologian studying this week
[00:08:28.560 --> 00:08:31.440]   says that she is now, the dance of Maharayn
[00:08:31.440 --> 00:08:33.040]   is something that she is now engaging in
[00:08:33.040 --> 00:08:35.480]   where she is dancing seductively before her husband.
[00:08:35.480 --> 00:08:37.480]   This is like a strip tease, if you will,
[00:08:37.480 --> 00:08:40.240]   that she is doing, or at least a naked dance
[00:08:40.240 --> 00:08:42.400]   in front of her husband, and he's about to praise
[00:08:42.400 --> 00:08:45.320]   all of her body, way before, that's what the next verses are
[00:08:45.320 --> 00:08:48.220]   of him laying out, you got this, and girl, you got this.
[00:08:48.220 --> 00:08:49.800]   Way before John Mayer came over with your body
[00:08:49.800 --> 00:08:51.480]   as a wonderland, Solomon was going,
[00:08:51.480 --> 00:08:54.640]   hey, I love the way your hair falls to your hips.
[00:08:54.640 --> 00:08:56.640]   And here's what he says, verse one,
[00:08:56.640 --> 00:08:59.400]   as she dances in front of him,
