
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:13.400]   - Hey, hey, Porch, how we doing?
[00:00:13.400 --> 00:00:14.920]   (audience cheering)
[00:00:14.920 --> 00:00:17.600]   Yeah, it is great to be with you.
[00:00:17.600 --> 00:00:20.040]   I love my Porch friends, especially in the summer.
[00:00:20.040 --> 00:00:22.060]   Hello, friends that are watching online.
[00:00:22.060 --> 00:00:23.480]   We are in the middle of a series,
[00:00:23.480 --> 00:00:26.300]   or maybe towards the end of a series called The Remnant,
[00:00:26.300 --> 00:00:28.140]   and we've been talking about things that are true.
[00:00:28.140 --> 00:00:29.240]   My name is Todd, by the way.
[00:00:29.240 --> 00:00:31.340]   I'm one of the guys that hangs out here at Watermark,
[00:00:31.340 --> 00:00:32.300]   and we're glad you're with us.
[00:00:32.300 --> 00:00:33.980]   But this series, The Remnant,
[00:00:33.980 --> 00:00:35.620]   we've been talking about what is left.
[00:00:35.620 --> 00:00:39.920]   The remnant is a word that comes from a French word
[00:00:39.920 --> 00:00:43.420]   from the 1500s that just basically means the remainder.
[00:00:43.420 --> 00:00:45.140]   All right, it's just exactly what it says.
[00:00:45.140 --> 00:00:47.260]   The remenoir is the word,
[00:00:47.260 --> 00:00:49.220]   and it means kind of what was left of a curtain.
[00:00:49.220 --> 00:00:53.060]   When you cut a curtain out of a big piece of cloth,
[00:00:53.060 --> 00:00:54.500]   what was left, the French said,
[00:00:54.500 --> 00:00:56.180]   is this is the remaining piece,
[00:00:56.180 --> 00:00:59.340]   the little remnant.
[00:00:59.340 --> 00:01:01.220]   It means what is left over.
[00:01:01.220 --> 00:01:04.760]   What remains is how it came into English.
[00:01:04.760 --> 00:01:07.040]   And so we've been talking about what should remain
[00:01:07.040 --> 00:01:09.480]   and what should be true of those
[00:01:09.480 --> 00:01:11.160]   who are gonna be faithful to the end.
[00:01:11.160 --> 00:01:12.920]   We've been having a blast talking about
[00:01:12.920 --> 00:01:14.120]   the marks of the remnant.
[00:01:14.120 --> 00:01:16.600]   Tonight I'm gonna give you four things, very simple.
[00:01:16.600 --> 00:01:17.940]   And that is this, simply this.
[00:01:17.940 --> 00:01:21.740]   The remnant sees what others do not see.
[00:01:22.880 --> 00:01:26.640]   And the remnant shines when others are not shining.
[00:01:26.640 --> 00:01:31.440]   And the remnant speaks when others will not speak.
[00:01:31.440 --> 00:01:36.740]   And the remnant stands when others cannot stand.
[00:01:36.740 --> 00:01:40.260]   Now look, when we started to do this series
[00:01:40.260 --> 00:01:41.380]   and put it together, I was just like,
[00:01:41.380 --> 00:01:44.220]   man, I can't wait to have a moment
[00:01:44.220 --> 00:01:46.060]   to grab my friends and talk to them
[00:01:46.060 --> 00:01:48.700]   because what our country needs now is a remnant.
[00:01:48.700 --> 00:01:50.980]   We need some individuals that are standing strong
[00:01:50.980 --> 00:01:53.160]   as the whole world drifts away
