
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:00:02.580 --> 00:00:09.800]   ♪ No matter what the storm ♪
[00:00:09.800 --> 00:00:12.200]   ♪ Our anchor holds ♪
[00:00:12.200 --> 00:00:16.300]   ♪ No matter what may come ♪
[00:00:16.300 --> 00:00:18.700]   ♪ Your people press on ♪
[00:00:18.700 --> 00:00:22.340]   ♪ No matter what the storm ♪
[00:00:22.340 --> 00:00:23.180]   - Love it.
[00:00:23.180 --> 00:00:26.300]   I'm gonna continue reading through 1 Peter,
[00:00:26.300 --> 00:00:28.540]   and then I'll pray, and then we'll dive in.
[00:00:28.540 --> 00:00:31.140]   Picking it up in chapter two, verse one.
[00:00:31.140 --> 00:00:33.060]   Peter says this.
[00:00:33.060 --> 00:00:35.340]   Therefore, rid yourselves of all malice
[00:00:35.340 --> 00:00:38.460]   and of all deceit, hypocrisy, envy,
[00:00:38.460 --> 00:00:39.740]   and slander of every kind.
[00:00:39.740 --> 00:00:42.500]   Like newborn babies, crave the pure spiritual milk
[00:00:42.500 --> 00:00:45.780]   so that by it you may grow up in your salvation,
[00:00:45.780 --> 00:00:48.260]   now that you have tasted that the Lord is good.
[00:00:48.260 --> 00:00:50.860]   As you come to him, the living stone, that's Christ,
[00:00:50.860 --> 00:00:55.060]   rejected by humans but chosen by God and precious to him,
[00:00:55.060 --> 00:00:56.600]   you also, like living stones,
[00:00:56.600 --> 00:00:58.900]   are being built into a spiritual house
[00:00:58.900 --> 00:01:01.000]   to be a royal or holy priesthood,
[00:01:01.000 --> 00:01:03.700]   offering spiritual sacrifices acceptable to God
[00:01:03.700 --> 00:01:05.240]   through Jesus Christ.
[00:01:05.240 --> 00:01:06.980]   For in scripture it says,
[00:01:06.980 --> 00:01:09.820]   see, I lay in a stone in Zion,
[00:01:09.820 --> 00:01:12.060]   a chosen and precious cornerstone,
[00:01:12.060 --> 00:01:15.220]   and the one who trusts in him will never be put to shame.
[00:01:15.220 --> 00:01:18.920]   Now to you who believe this stone, Jesus, is precious,
[00:01:18.920 --> 00:01:20.220]   but to those who do not believe,
[00:01:20.220 --> 00:01:22.620]   the stone the builders rejected
[00:01:22.620 --> 00:01:25.060]   has become the cornerstone,
[00:01:25.060 --> 00:01:27.160]   a stone that causes people to stumble
[00:01:27.160 --> 00:01:29.320]   and a rock that makes them fall.
[00:01:29.320 --> 00:01:32.560]   They stumble because they disobey the message,
[00:01:32.560 --> 00:01:35.480]   which is also what they were destined for.
[00:01:35.480 --> 00:01:38.920]   But you are a chosen people,
[00:01:38.920 --> 00:01:40.920]   a royal priesthood, a holy nation,
[00:01:40.920 --> 00:01:42.720]   God's special possession,
[00:01:42.720 --> 00:01:46.600]   that you may proclaim or declare the praises of him
[00:01:46.600 --> 00:01:47.880]   who called you out of darkness
[00:01:47.880 --> 00:01:49.040]   and into his marvelous light.
[00:01:49.040 --> 00:01:51.080]   Once you were not a people,
[00:01:51.080 --> 00:01:53.880]   but now you have become the people of God.
[00:01:53.880 --> 00:01:55.740]   Once you had not received mercy,
[00:01:55.740 --> 00:01:58.180]   but now you have received mercy.
[00:01:58.180 --> 00:01:59.020]   Let me pray.
[00:01:59.020 --> 00:02:01.780]   Father, we thank you just for the words of Peter.
[00:02:01.780 --> 00:02:05.700]   Would you use them tonight to strengthen our hearts,
[00:02:05.700 --> 00:02:10.500]   to make us fall more in love with the cornerstone,
[00:02:10.500 --> 00:02:11.740]   with our savior, with Jesus,
[00:02:11.740 --> 00:02:13.200]   to make us look more like Jesus,
[00:02:13.200 --> 00:02:15.040]   to make us see more of Jesus.
[00:02:15.040 --> 00:02:16.860]   Pray for anyone in this room
[00:02:16.860 --> 00:02:19.660]   who doesn't have a relationship with you, Lord,
[00:02:19.660 --> 00:02:21.260]   or that maybe just feels overwhelmed
[00:02:21.260 --> 00:02:22.460]   by the circumstances in their life,
[00:02:22.460 --> 00:02:23.580]   would you win tonight?
[00:02:24.200 --> 00:02:25.400]   Would you win?
[00:02:25.400 --> 00:02:26.240]   Amen.
[00:02:26.240 --> 00:02:28.920]   Well, hello, friends in the room
[00:02:28.920 --> 00:02:30.880]   and friends in Fort Worth and Houston
[00:02:30.880 --> 00:02:33.120]   and Spring and the Woodlands and El Paso and everywhere.
[00:02:33.120 --> 00:02:36.040]   Tune around, Tulsa joining us tonight.
[00:02:36.040 --> 00:02:37.480]   I'm gonna start, continue the series
[00:02:37.480 --> 00:02:38.380]   with a little bit of a story.
[00:02:38.380 --> 00:02:40.360]   When I was, about eight years ago,
[00:02:40.360 --> 00:02:42.680]   I got a phone call from Watermark that said,
[00:02:42.680 --> 00:02:46.400]   "Hey, if you come up here and jump on our staff part-time,
[00:02:46.400 --> 00:02:48.460]   "we will pay you something very small
[00:02:48.460 --> 00:02:50.760]   "and we will provide housing for you."
[00:02:50.760 --> 00:02:52.440]   So it'll like enrich.
[00:02:52.440 --> 00:02:53.620]   Though we can't pay you a ton,
[00:02:53.620 --> 00:02:55.300]   we'll provide free housing for you.
[00:02:55.300 --> 00:02:57.420]   And so they said it would be in the back house
[00:02:57.420 --> 00:02:58.740]   of this family.
[00:02:58.740 --> 00:03:01.020]   So I, through long series, ended up being like,
[00:03:01.020 --> 00:03:02.340]   "Yeah, I'm gonna come and I'm gonna do it."
[00:03:02.340 --> 00:03:05.720]   And came on staff here and didn't know the house
[00:03:05.720 --> 00:03:06.780]   that I was gonna be set up in.
[00:03:06.780 --> 00:03:08.020]   I was gonna live in this back house
[00:03:08.020 --> 00:03:09.700]   and they gave me the address and I went to it
[00:03:09.700 --> 00:03:11.160]   and had no idea what to expect.
[00:03:11.160 --> 00:03:14.060]   I packed up my stuff in College Station, Texas,
[00:03:14.060 --> 00:03:16.700]   headed up from, yeah, thank you, there we go.
[00:03:16.700 --> 00:03:19.980]   Headed up from Texas A&M, the greatest university on earth,
[00:03:19.980 --> 00:03:21.980]   and went to, (laughs)
[00:03:21.980 --> 00:03:24.200]   man, I does it every time.
[00:03:24.200 --> 00:03:26.680]   And I went and I headed towards this house.
[00:03:26.680 --> 00:03:28.720]   So I'm going, not sure what to expect.
[00:03:28.720 --> 00:03:30.680]   I finally, I pull up to this house
[00:03:30.680 --> 00:03:32.280]   and little did I know that the street
[00:03:32.280 --> 00:03:34.400]   that I was pulling up to this house was on,
[00:03:34.400 --> 00:03:36.760]   I would find out, was a street that's known in Dallas
[00:03:36.760 --> 00:03:39.120]   called Billionaire's Row.
[00:03:39.120 --> 00:03:42.320]   And so it was like Fresh Prince of Bel-Air, Unleashed.
[00:03:42.320 --> 00:03:44.080]   It was like, man, I pulled up to the house,
[00:03:44.080 --> 00:03:47.400]   seven or eight, man, there's Uncle Phil, Carlton's here.
[00:03:47.400 --> 00:03:49.200]   This is unbelievable.
[00:03:49.200 --> 00:03:52.260]   I'm like, I cannot believe this is where I'm about to live
[00:03:52.260 --> 00:03:53.100]   for the next year.
[00:03:53.100 --> 00:03:55.600]   This is the nicest living I will ever have
[00:03:55.600 --> 00:03:57.120]   for the rest of my life.
[00:03:57.120 --> 00:03:58.120]   Can you guys adopt me?
[00:03:58.120 --> 00:03:59.280]   Will you be my dad?
[00:03:59.280 --> 00:04:01.800]   And it was like unreal, this house.
[00:04:01.800 --> 00:04:03.560]   And so literally, if I was to go through
[00:04:03.560 --> 00:04:05.920]   some of the billionaires or just the people that lived,
[00:04:05.920 --> 00:04:08.680]   the neighbors, the politicians, the sports stars,
[00:04:08.680 --> 00:04:10.560]   they were names recognized that were just kind of
[00:04:10.560 --> 00:04:14.000]   the neighbors that lived on this street next to us.
[00:04:14.000 --> 00:04:16.560]   And I say that 'cause I got to know the family
[00:04:16.560 --> 00:04:17.960]   and spend time with them and it was just
[00:04:17.960 --> 00:04:19.680]   this amazing experience for a year.
[00:04:19.680 --> 00:04:22.840]   And at some point, I began to be friends
[00:04:22.840 --> 00:04:25.080]   with one of the sons or the son in this family
[00:04:25.080 --> 00:04:27.040]   and we were talking about the homes that were around
[00:04:27.040 --> 00:04:28.440]   and talking about the neighbors that were there
[00:04:28.440 --> 00:04:30.020]   and he goes, dude, that's nothing.
[00:04:30.020 --> 00:04:32.200]   There's a house two doors down.
[00:04:32.200 --> 00:04:34.640]   It makes the rest of the houses around here
[00:04:34.640 --> 00:04:36.400]   look like little child's play,
[00:04:36.400 --> 00:04:38.000]   little gingerbread houses or something.
[00:04:38.000 --> 00:04:40.400]   I mean, this house, the average house around this street
[00:04:40.400 --> 00:04:43.120]   in this area is 10,000 square feet, which is big.
[00:04:43.120 --> 00:04:46.740]   This house is 70,000 square feet.
[00:04:46.740 --> 00:04:48.640]   And he's like, hey, I got to take you over
[00:04:48.640 --> 00:04:50.520]   so you can see kind of the plot of land
[00:04:50.520 --> 00:04:52.120]   'cause you could go behind the back
[00:04:52.120 --> 00:04:53.240]   and which will make sense why.
[00:04:53.240 --> 00:04:55.120]   You could go behind the backyards, two houses down.
[00:04:55.120 --> 00:04:56.040]   He's like, you got to come see it.
[00:04:56.040 --> 00:04:56.860]   But here's what else.
[00:04:56.860 --> 00:04:58.120]   So it was 70,000 square feet.
[00:04:58.120 --> 00:04:59.440]   I mean, this house is like unreal.
[00:04:59.440 --> 00:05:00.640]   This is on Cribs or something
[00:05:00.640 --> 00:05:02.240]   if they still have the Cribs show.
[00:05:02.240 --> 00:05:06.040]   16 car garage with its own indoor car wash.
[00:05:06.040 --> 00:05:08.480]   A 21 person movie theater.
[00:05:08.480 --> 00:05:10.840]   The master suite, man, this is so crazy.
[00:05:10.840 --> 00:05:14.280]   Master suite was 3,000 square feet.
[00:05:14.280 --> 00:05:16.600]   That is twice as big as my house.
[00:05:16.600 --> 00:05:19.160]   And that's just the bedroom that these people are living in.
[00:05:19.160 --> 00:05:23.620]   They had a two-story suite and wing for the kids
[00:05:23.620 --> 00:05:25.240]   that had its own jacuzzis.
[00:05:25.240 --> 00:05:26.860]   It had all this huge setup.
[00:05:26.860 --> 00:05:28.600]   They had these inside of their bathrooms,
[00:05:28.600 --> 00:05:31.840]   two of these huge Carrara marble from Italy,
[00:05:31.840 --> 00:05:33.940]   Verona flown in to be there.
[00:05:33.940 --> 00:05:38.940]   The staircase, $300,000 for the stairs, people.
[00:05:38.940 --> 00:05:40.740]   (laughs)
[00:05:40.740 --> 00:05:41.720]   Man, that's crazy.
[00:05:41.720 --> 00:05:43.320]   Anyways, so he's going through
[00:05:43.320 --> 00:05:44.160]   and he's telling me all about it.
[00:05:44.160 --> 00:05:47.240]   And there was a wine room that had 20,000 bottles of wine
[00:05:47.240 --> 00:05:48.200]   that could fit inside of it.
[00:05:48.200 --> 00:05:50.300]   There was a gift wrapping room.
[00:05:50.300 --> 00:05:51.600]   Who has a gift wrapping room?
[00:05:51.600 --> 00:05:52.920]   I guess if you got a house that big.
[00:05:52.920 --> 00:05:54.900]   It was the second biggest home in America.
[00:05:54.900 --> 00:05:56.640]   There was another home on the property
[00:05:56.640 --> 00:05:58.760]   that's 10 acres, 2,600 square feet
[00:05:58.760 --> 00:06:00.520]   that the guards lived in.
[00:06:00.520 --> 00:06:02.920]   Man, and they were living well inside of it.
[00:06:02.920 --> 00:06:07.280]   It had its own full 6,000 square foot indoor pool
[00:06:07.280 --> 00:06:10.300]   and indoor volleyball pool for people to play volleyball
[00:06:10.300 --> 00:06:12.580]   inside of the pool and a huge lap pool in there.
[00:06:12.580 --> 00:06:14.340]   Like it was just this crazy home.
[00:06:14.340 --> 00:06:16.640]   And he's telling me all about everything
[00:06:16.640 --> 00:06:18.420]   that's a part of this home.
[00:06:18.420 --> 00:06:23.420]   And he takes me over there and I see the acreage
[00:06:23.420 --> 00:06:26.920]   and there's nothing.
[00:06:26.920 --> 00:06:30.960]   Like it's like, it was a bunch of rubble.
[00:06:30.960 --> 00:06:34.040]   And he explains three weeks before,
[00:06:34.040 --> 00:06:36.240]   this house it took eight years to build.
[00:06:36.240 --> 00:06:38.320]   Three weeks before they were supposed to move in there.
[00:06:38.320 --> 00:06:39.360]   They were finishing touches.
[00:06:39.360 --> 00:06:42.480]   They were staining the final parts of the floor.
[00:06:42.480 --> 00:06:43.900]   And you can look it up.
[00:06:43.900 --> 00:06:47.300]   Three weeks before the stain combusted
[00:06:47.300 --> 00:06:49.620]   and basically the windows acted like a magnifying glass
[00:06:49.620 --> 00:06:54.040]   and it all went up in flames.
[00:06:54.040 --> 00:06:57.340]   All of it, $44 million worth of it.
[00:06:57.340 --> 00:07:00.580]   It was the single largest loss of a home in Dallas history.
[00:07:00.580 --> 00:07:02.040]   It was at the time the most expensive home
[00:07:02.040 --> 00:07:04.960]   that Dallas has ever, that's ever been built.
[00:07:04.960 --> 00:07:06.540]   And this home that was like incredible.
[00:07:06.540 --> 00:07:08.820]   I mean, all the different finishing touches by this family,
[00:07:08.820 --> 00:07:10.760]   they had put and here's how it's gonna be designed
[00:07:10.760 --> 00:07:13.900]   and everything so that we can live there.
[00:07:13.900 --> 00:07:16.880]   This house would never fulfill its purpose.
[00:07:16.880 --> 00:07:17.720]   What's its purpose?
[00:07:17.720 --> 00:07:19.040]   For people to live in it.
[00:07:19.040 --> 00:07:21.060]   Not just have it be talked about and have it be worked on,
[00:07:21.060 --> 00:07:22.780]   but people to live in it.
[00:07:22.780 --> 00:07:24.260]   That's the purpose of a home.
[00:07:24.260 --> 00:07:27.260]   And three weeks right before everything would be,
[00:07:27.260 --> 00:07:29.540]   or everyone would be moved in there,
[00:07:29.540 --> 00:07:31.940]   it all went up in flames.
[00:07:31.940 --> 00:07:33.980]   It never fulfilled its purpose.
[00:07:33.980 --> 00:07:37.840]   And I start there because tonight as we explore first Peter,
[00:07:37.840 --> 00:07:40.980]   what Peter's gonna tell us is that there is a purpose
[00:07:40.980 --> 00:07:42.260]   that now that we have become Christians,
[00:07:42.260 --> 00:07:44.020]   or if you become a Christ follower,
[00:07:44.020 --> 00:07:47.100]   there is certain and specific purposes
[00:07:47.100 --> 00:07:50.340]   that God has given his church or the body of Christ
[00:07:50.340 --> 00:07:51.740]   to experience to fulfill,
[00:07:51.740 --> 00:07:54.460]   that there's a purpose and design for you and I's life.
[00:07:54.460 --> 00:07:56.380]   And as young adults, there are thousands
[00:07:56.380 --> 00:07:58.820]   that are gathered here and all over the state of Texas
[00:07:58.820 --> 00:07:59.860]   and even scattered throughout
[00:07:59.860 --> 00:08:01.180]   that are listening with us tonight.
[00:08:01.180 --> 00:08:03.820]   We're in this stage of life where many of us,
[00:08:03.820 --> 00:08:06.060]   just like that home was on the verge
[00:08:06.060 --> 00:08:08.320]   of fulfilling its purpose.
[00:08:08.320 --> 00:08:10.120]   It was on the verge of like people being in there
[00:08:10.120 --> 00:08:11.640]   and people living there and it never made it.
[00:08:11.640 --> 00:08:13.960]   We are on the verge of this unique time in life
[00:08:13.960 --> 00:08:15.960]   where you have more money, you have more access,
[00:08:15.960 --> 00:08:18.120]   you have more free time than you're gonna have
[00:08:18.120 --> 00:08:19.920]   in later circumstances by money.
[00:08:19.920 --> 00:08:21.360]   I just mean disposable income.
[00:08:21.360 --> 00:08:22.880]   I don't get to spend money on just whatever.
[00:08:22.880 --> 00:08:23.840]   I spend it on diapers.
[00:08:23.840 --> 00:08:24.840]   That's what I spend it on.
[00:08:24.840 --> 00:08:26.240]   You have this like disposable income,
[00:08:26.240 --> 00:08:28.160]   you have more disposable time.
[00:08:28.160 --> 00:08:29.000]   You can choose what to do.
[00:08:29.000 --> 00:08:31.560]   You have this freedom that is unique
[00:08:31.560 --> 00:08:32.400]   to this season of life.
[00:08:32.400 --> 00:08:34.080]   You're on the verge and in so many ways
[00:08:34.080 --> 00:08:36.440]   at the edge of experiencing your purpose,
[00:08:36.440 --> 00:08:40.740]   but yet so few young adults ever do.
[00:08:40.740 --> 00:08:45.740]   And honestly, so few Christians,
[00:08:45.740 --> 00:08:49.820]   tragically, even more tragic than a $44 million home,
[00:08:49.820 --> 00:08:52.100]   never experiencing its purpose.
[00:08:52.100 --> 00:08:54.320]   How much more tragic is it for a Christian
[00:08:54.320 --> 00:08:58.420]   to never step and cross over the boundary of its purpose,
[00:08:58.420 --> 00:09:00.900]   the purpose for which he or she was created?
[00:09:00.900 --> 00:09:02.720]   So tonight, Peter's gonna tell us
[00:09:02.720 --> 00:09:04.060]   what components of that are.
[00:09:04.060 --> 00:09:05.860]   If you and I are ever gonna experience the purpose
[00:09:05.860 --> 00:09:07.660]   for which you as a Christ follower,
[00:09:07.660 --> 00:09:10.460]   the salvation or the purpose for which you've been saved,
[00:09:10.460 --> 00:09:12.260]   he's gonna tell us what that looks like.
[00:09:12.260 --> 00:09:14.100]   And really, even if you're not a Christ follower,
[00:09:14.100 --> 00:09:14.940]   you're new to this thing,
[00:09:14.940 --> 00:09:16.980]   it's really he's gonna give us the purpose for all of life,
[00:09:16.980 --> 00:09:18.420]   regardless of where you're at in this stage.
[00:09:18.420 --> 00:09:21.300]   So we're gonna pick it up in verse one of chapter two
[00:09:21.300 --> 00:09:23.700]   as we continue this series.
[00:09:23.700 --> 00:09:25.420]   Chapter one, if you missed it the last couple weeks,
[00:09:25.420 --> 00:09:26.260]   go check it out.
[00:09:26.260 --> 00:09:27.080]   It's all in the app,
[00:09:27.080 --> 00:09:28.300]   but we just explored the first couple weeks
[00:09:28.300 --> 00:09:30.780]   where Peter in chapter one hits on these themes
[00:09:30.780 --> 00:09:31.700]   of being born again.
[00:09:31.700 --> 00:09:34.020]   Like, hey, you've been born, you've been given this new life
[00:09:34.020 --> 00:09:35.620]   God has done something, he's changed you,
[00:09:35.620 --> 00:09:36.940]   now you're to walk by faith,
[00:09:36.940 --> 00:09:39.500]   even in the midst of trials, that God has done something.
[00:09:39.500 --> 00:09:41.260]   And we stopped in verse 12,
[00:09:41.260 --> 00:09:44.220]   and really, Peter continues to talk about this new life,
[00:09:44.220 --> 00:09:46.500]   new birth that you've been given
[00:09:46.500 --> 00:09:48.740]   on the next few verses in chapter one.
[00:09:48.740 --> 00:09:50.780]   And in chapter two, he transitions,
[00:09:50.780 --> 00:09:53.580]   after talking about what you have in Christ,
[00:09:53.580 --> 00:09:55.460]   he begins to talk about what you do
[00:09:55.460 --> 00:09:57.120]   with what you have in Christ.
[00:09:57.120 --> 00:09:58.780]   We'll read it again in verse one.
[00:09:58.780 --> 00:10:01.340]   Here's what he says.
