
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:00:02.580 --> 00:00:15.000]   - All right, how we doing Dallas?
[00:00:15.000 --> 00:00:16.160]   (audience cheering)
[00:00:16.160 --> 00:00:17.680]   Man, he is pumped tonight.
[00:00:17.680 --> 00:00:19.120]   I love that, I love that.
[00:00:19.120 --> 00:00:20.560]   Well, welcome everybody,
[00:00:20.560 --> 00:00:22.300]   Dallas and Fort Worth and streaming online.
[00:00:22.300 --> 00:00:23.240]   My name's Adam Tarnow.
[00:00:23.240 --> 00:00:24.980]   Excited to be here with you guys tonight.
[00:00:24.980 --> 00:00:26.520]   Start off with a little question.
[00:00:26.520 --> 00:00:28.800]   How many of you guys like watching those videos
[00:00:28.800 --> 00:00:31.120]   or reading those articles about life hacks?
[00:00:31.120 --> 00:00:33.360]   Any life hack fans out here?
[00:00:33.360 --> 00:00:34.620]   A few of you guys, life hacks.
[00:00:34.620 --> 00:00:36.600]   So these are these videos.
[00:00:36.600 --> 00:00:38.680]   They're super popular on YouTube right now.
[00:00:38.680 --> 00:00:41.000]   In fact, I typed in the other day on YouTube,
[00:00:41.000 --> 00:00:46.000]   10 best life hacks, 36.3 million videos popped up.
[00:00:46.000 --> 00:00:47.800]   All right, so these are these videos
[00:00:47.800 --> 00:00:52.320]   that show you simple solutions to everyday problems
[00:00:52.320 --> 00:00:53.160]   that you might have.
[00:00:53.160 --> 00:00:54.420]   And so some of the popular videos
[00:00:54.420 --> 00:00:56.240]   that are out there right now
[00:00:56.240 --> 00:00:57.960]   with some of the highest views on YouTube,
[00:00:57.960 --> 00:01:00.520]   10 life hacks that every college student should know.
[00:01:00.520 --> 00:01:02.460]   It's got 30 million views on that
[00:01:02.460 --> 00:01:04.120]   for our college student friends in the room.
[00:01:04.120 --> 00:01:06.740]   The number one life hack video out there, ladies,
[00:01:06.740 --> 00:01:08.080]   this is free advice.
[00:01:08.080 --> 00:01:11.240]   It's called the DIY makeup life hacks.
[00:01:11.240 --> 00:01:13.760]   54 million views out there on that.
[00:01:13.760 --> 00:01:14.600]   I like these things.
[00:01:14.600 --> 00:01:15.420]   I watch these videos.
[00:01:15.420 --> 00:01:16.260]   I don't watch the makeup one,
[00:01:16.260 --> 00:01:17.660]   but I've watched some of the other ones.
[00:01:17.660 --> 00:01:19.520]   And I got some pictures too,
[00:01:19.520 --> 00:01:21.720]   'cause some of these, you'll see these life hacks
[00:01:21.720 --> 00:01:24.600]   in like in articles or something like that.
[00:01:24.600 --> 00:01:25.860]   And so here's like one of the first one.
[00:01:25.860 --> 00:01:27.620]   This is a good example of a life hack
[00:01:27.620 --> 00:01:29.260]   is if you got a strawberry
[00:01:29.260 --> 00:01:32.140]   and you wanna know how to get that little stem off the top,
[00:01:32.140 --> 00:01:36.040]   because God forbid we ever use a knife for that, right?
[00:01:36.040 --> 00:01:38.060]   That's way too much work to do that.
[00:01:38.060 --> 00:01:39.600]   So you just stick a straw through there.
[00:01:39.600 --> 00:01:44.200]   Guys, here's another one that's super helpful for you.
[00:01:44.200 --> 00:01:45.040]   I don't know you,
[00:01:45.040 --> 00:01:48.240]   but I'm willing to bet your bathroom is disgusting.
[00:01:48.240 --> 00:01:51.840]   And so that one right there would help you.
[00:01:51.840 --> 00:01:54.400]   How many of us like grilled cheese?
[00:01:54.400 --> 00:01:57.080]   But who wants to get a skillet out, right?
[00:01:57.080 --> 00:02:01.320]   If it's time to do that, just turn your toaster sideways.
[00:02:01.320 --> 00:02:03.480]   That's genius right there.
[00:02:03.480 --> 00:02:06.440]   That's gonna be for some of you, unfortunately,
[00:02:06.440 --> 00:02:08.080]   that's gonna be the most helpful thing you see
[00:02:08.080 --> 00:02:10.400]   all night tonight is that.
[00:02:10.400 --> 00:02:11.240]   And you're like, "Porch, I don't know, man.
[00:02:11.240 --> 00:02:12.480]   "That grilled cheese thing is awesome."
[00:02:12.480 --> 00:02:15.520]   Here's one of my favorites, just kind of ridiculous.
[00:02:15.520 --> 00:02:17.680]   One of these, if you look at this one, this guy.
[00:02:17.680 --> 00:02:20.160]   (congregation laughing)
[00:02:20.160 --> 00:02:23.440]   So if you just turn your hoodie around the other way,
[00:02:23.440 --> 00:02:24.960]   it becomes a horse trough for you
[00:02:24.960 --> 00:02:26.520]   or something like that, right?
[00:02:26.520 --> 00:02:28.840]   I think there's some porch hoodies in the back.
[00:02:28.840 --> 00:02:30.480]   You guys wanna Instagram that next week
[00:02:30.480 --> 00:02:33.480]   or something to make that the gift
[00:02:33.480 --> 00:02:34.400]   that you give out or so that.
[00:02:34.400 --> 00:02:36.600]   So anyway, so these life hacks, I mean, we all love them.
[00:02:36.600 --> 00:02:38.760]   And the reason we love them is because they're helpful,
[00:02:38.760 --> 00:02:40.560]   because there are little problems
[00:02:40.560 --> 00:02:42.040]   that we didn't know that we had,
[00:02:42.040 --> 00:02:44.720]   like how to eat popcorn and type at the same time.
[00:02:44.720 --> 00:02:46.160]   We didn't know we had that problem,
[00:02:46.160 --> 00:02:48.120]   but man, it is great to know
[00:02:48.120 --> 00:02:50.880]   that there is a solution to those problems.
[00:02:50.880 --> 00:02:52.000]   And so I start with that tonight,
[00:02:52.000 --> 00:02:53.440]   because what we're gonna do tonight
