
[00:00:00.000 --> 00:00:11.000]   [Music]
[00:00:11.000 --> 00:00:15.000]   Porch, how we doing?
[00:00:15.000 --> 00:00:17.000]   [Cheering]
[00:00:17.000 --> 00:00:19.000]   Come on, come on.
[00:00:19.000 --> 00:00:21.000]   I am so excited.
[00:00:21.000 --> 00:00:26.000]   I am sincerely so excited
[00:00:26.000 --> 00:00:28.000]   to be with you guys tonight.
[00:00:28.000 --> 00:00:34.000]   This message, this scripture,
[00:00:34.000 --> 00:00:36.000]   has really ministered to me.
[00:00:36.000 --> 00:00:38.000]   Even in preparing it for you
[00:00:38.000 --> 00:00:40.000]   and preparing it for this evening
[00:00:40.000 --> 00:00:42.000]   has really ministered to me.
[00:00:42.000 --> 00:00:44.000]   Let me just start with asking this question.
[00:00:44.000 --> 00:00:46.000]   Have you guys ever had to carry a bunch of chairs?
[00:00:46.000 --> 00:00:48.000]   Have you ever done that?
[00:00:48.000 --> 00:00:50.000]   If you've been to the launch retreat with us,
[00:00:50.000 --> 00:00:52.000]   we put out a thousand chairs,
[00:00:52.000 --> 00:00:54.000]   we've got to collect a thousand chairs.
[00:00:54.000 --> 00:00:56.000]   You're loading them up, the folding chairs,
[00:00:56.000 --> 00:00:58.000]   and you're carrying them in a cart.
[00:00:58.000 --> 00:01:00.000]   What that means is people spread out and they're helping.
[00:01:00.000 --> 00:01:02.000]   You've seen the scene where you're folding up the chairs
[00:01:02.000 --> 00:01:04.000]   and you're carrying them.
[00:01:04.000 --> 00:01:06.000]   Everyone carries, if you've ever noticed,
[00:01:06.000 --> 00:01:08.000]   everyone carries different amounts of chairs.
[00:01:08.000 --> 00:01:10.000]   Right?
[00:01:10.000 --> 00:01:12.000]   My ten-year-old daughter,
[00:01:12.000 --> 00:01:14.000]   she's got her and David Marvin,
[00:01:14.000 --> 00:01:16.000]   they each have one in each hand.
[00:01:16.000 --> 00:01:18.000]   Then you've got Blake McJunkin,
[00:01:18.000 --> 00:01:20.000]   like big Blake.
[00:01:20.000 --> 00:01:22.000]   He's carrying 27 chairs
[00:01:22.000 --> 00:01:24.000]   and just kind of walking up effortlessly
[00:01:24.000 --> 00:01:26.000]   and like setting them down.
[00:01:26.000 --> 00:01:28.000]   Everybody has different stacks.
[00:01:28.000 --> 00:01:30.000]   They carry them different ways.
[00:01:30.000 --> 00:01:32.000]   They can carry different amounts of chairs.
[00:01:32.000 --> 00:01:34.000]   Every now and then,
[00:01:34.000 --> 00:01:36.000]   someone will drop them.
[00:01:36.000 --> 00:01:38.000]   Those aluminum chairs on that concrete floor,
[00:01:38.000 --> 00:01:40.000]   it's loud.
[00:01:40.000 --> 00:01:42.000]   It makes this loud noise,
[00:01:42.000 --> 00:01:44.000]   this big commotion.
[00:01:44.000 --> 00:01:46.000]   The only reason
[00:01:46.000 --> 00:01:48.000]   anyone would ever drop the chairs
[00:01:48.000 --> 00:01:50.000]   is because they carried more
[00:01:50.000 --> 00:01:52.000]   than they were supposed to.
