
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:21.960]   All right, what is up guys, friends listening in
[00:00:21.960 --> 00:00:23.320]   wherever you are tuning in from.
[00:00:23.320 --> 00:00:24.980]   And of course, I've got some friends here
[00:00:24.980 --> 00:00:25.820]   that are gonna be joining us
[00:00:25.820 --> 00:00:27.160]   as we continue this series,
[00:00:27.160 --> 00:00:30.200]   fact check part two, facing the truth about our faith
[00:00:30.200 --> 00:00:32.200]   and putting some of the claims and beliefs
[00:00:32.200 --> 00:00:36.600]   that Christians have really held to on the stand
[00:00:36.600 --> 00:00:37.840]   and fact checking them.
[00:00:37.840 --> 00:00:39.640]   So last week we covered how can God be good
[00:00:39.640 --> 00:00:40.640]   and bad things still happen.
[00:00:40.640 --> 00:00:42.400]   And each week we're covering just some of the claims
[00:00:42.400 --> 00:00:44.520]   of how can Jesus be the only way?
[00:00:44.520 --> 00:00:47.840]   How can a loving God send people to hell?
[00:00:47.840 --> 00:00:50.240]   And tonight we are launching into
[00:00:50.240 --> 00:00:51.600]   another one of those topics.
[00:00:51.600 --> 00:00:53.020]   But let me give a quick story
[00:00:53.020 --> 00:00:55.600]   that'll give us some direction for where we're going.
[00:00:55.600 --> 00:00:57.680]   I've got a philosophy.
[00:00:57.680 --> 00:01:00.800]   When I, when we've owned a couple of homes
[00:01:00.800 --> 00:01:03.280]   that we've lived in and then we moved on to another one
[00:01:03.280 --> 00:01:05.600]   and sold that one and moved to another house.
[00:01:05.600 --> 00:01:06.780]   And each time we bought a house,
[00:01:06.780 --> 00:01:08.040]   I've embraced a little philosophy.
[00:01:08.040 --> 00:01:10.040]   So this is just for free for anybody out there.
[00:01:10.040 --> 00:01:12.160]   And here's the way that I think about when we buy a house.
[00:01:12.160 --> 00:01:14.880]   We look for the home that everybody else
[00:01:14.880 --> 00:01:17.160]   is gonna be afraid of wanting
[00:01:17.160 --> 00:01:18.760]   because of something wrong with it.
[00:01:18.760 --> 00:01:19.920]   Well, in other words, if there's a home
[00:01:19.920 --> 00:01:21.500]   that has criteria or things about it
[00:01:21.500 --> 00:01:23.400]   that it's like, oh, there's mold in there
[00:01:23.400 --> 00:01:24.680]   or there's foundation problems,
[00:01:24.680 --> 00:01:27.120]   whatever characteristics are gonna make everybody else
[00:01:27.120 --> 00:01:29.100]   be like, honey, we are moving on.
[00:01:29.100 --> 00:01:30.120]   That is not the house.
[00:01:30.120 --> 00:01:33.600]   That is the one that we want or that I want.
[00:01:33.600 --> 00:01:36.680]   And my loving wife goes along with or tolerates.
[00:01:36.680 --> 00:01:38.600]   That's why marrying well is important, fellas.
[00:01:38.600 --> 00:01:40.640]   But point being, when it comes to houses,
[00:01:40.640 --> 00:01:42.200]   that's just been kind of the offense that we've run.
[00:01:42.200 --> 00:01:44.600]   It's high risk, but it also comes with high reward.
[00:01:44.600 --> 00:01:46.960]   And it allows you to get usually a deal
[00:01:46.960 --> 00:01:48.280]   because most people are scared away
[00:01:48.280 --> 00:01:49.640]   from getting that type of house.
[00:01:49.640 --> 00:01:51.840]   So there was a chance a couple of years ago
[00:01:51.840 --> 00:01:53.600]   where there was a house that came on the market
[00:01:53.600 --> 00:01:56.240]   and it was, actually it was off market,
[00:01:56.240 --> 00:01:58.920]   but some friends had told us about it being available
[00:01:58.920 --> 00:02:01.680]   and we found out more about the property
[00:02:01.680 --> 00:02:03.600]   and it was what's called a distressed property.
[00:02:03.600 --> 00:02:04.760]   So there was like some issues with it.
[00:02:04.760 --> 00:02:06.520]   So we went and saw it and we had known
[00:02:06.520 --> 00:02:08.400]   that there was foundation issues,
[00:02:08.400 --> 00:02:11.060]   which is a big deal as it comes to a house.
[00:02:11.060 --> 00:02:14.320]   And we knew there were foundation issues,
[00:02:14.320 --> 00:02:15.640]   but they had fixed them.
[00:02:15.640 --> 00:02:19.680]   But because the foundation issues were so significant,
[00:02:19.680 --> 00:02:22.640]   although they had recently fixed the foundation,
[00:02:22.640 --> 00:02:25.660]   they hadn't fixed all of the problems with the house
[00:02:25.660 --> 00:02:27.740]   that had come from its foundation being off.
[00:02:27.740 --> 00:02:30.600]   So literally every single door in this house was jacked up.
[00:02:30.600 --> 00:02:31.440]   It was all on an angle.
[00:02:31.440 --> 00:02:33.440]   Some doors you couldn't even open
[00:02:33.440 --> 00:02:35.120]   because the foundation had shifted
[00:02:35.120 --> 00:02:37.120]   and it moved things around in the house
[00:02:37.120 --> 00:02:38.720]   and it didn't allow you to open all the doors.
[00:02:38.720 --> 00:02:41.720]   Windows were jacked up, there are cracks in the ceiling,
[00:02:41.720 --> 00:02:42.640]   all types of problems.
[00:02:42.640 --> 00:02:44.580]   The upstairs bathroom didn't work
[00:02:44.580 --> 00:02:47.040]   because the plumbing had gotten jacked up
[00:02:47.040 --> 00:02:48.060]   with all the foundation stuff.
[00:02:48.060 --> 00:02:49.440]   So we go see this house
[00:02:49.440 --> 00:02:51.200]   and this is like a dream come true for me.
[00:02:51.200 --> 00:02:53.520]   'Cause I'm like, dude, this is gonna scare everybody away.
[00:02:53.520 --> 00:02:56.480]   This is a house that we should seriously consider.
[00:02:56.480 --> 00:02:58.480]   But there was foundation problems.
[00:02:58.480 --> 00:03:00.280]   And before, I made like a good deal,
[00:03:00.280 --> 00:03:03.000]   but I'm not gonna move my entire family into a house
[00:03:03.000 --> 00:03:04.680]   that if the foundation is not fixed,
[00:03:04.680 --> 00:03:07.360]   it's gonna continue no matter if we fix all the doors,
[00:03:07.360 --> 00:03:09.860]   it's gonna continue to be a big problem for our family.
[00:03:09.860 --> 00:03:12.040]   So I began to go like, hey, how can I put it to the test
[00:03:12.040 --> 00:03:14.040]   to make sure that the foundation that is here
[00:03:14.040 --> 00:03:16.580]   has been fixed, it is trustworthy,
[00:03:16.580 --> 00:03:18.400]   this isn't gonna continue going forward.
[00:03:18.400 --> 00:03:20.600]   We're not gonna, in six months after replacing the doors,
