
[00:00:00.000 --> 00:00:03.480]   [MUSIC PLAYING]
[00:00:03.480 --> 00:00:06.960]   [HEART BEATING]
[00:00:06.960 --> 00:00:31.920]   [BREATHING HEAVILY]
[00:00:31.920 --> 00:00:34.400]   [BREATHING HEAVILY]
[00:00:34.400 --> 00:00:34.920]   All right.
[00:00:34.920 --> 00:00:36.320]   Well, we are back in Exhale.
[00:00:36.320 --> 00:00:38.160]   Dallas, it's so good to see you guys tonight.
[00:00:38.160 --> 00:00:40.040]   Hello, Fort Worth, Houston, and listening in
[00:00:40.040 --> 00:00:41.320]   from around the country.
[00:00:41.320 --> 00:00:43.160]   If we've never met before, my name is Garrett.
[00:00:43.160 --> 00:00:44.480]   And I normally spend my Tuesday nights
[00:00:44.480 --> 00:00:46.960]   at the porch in Fort Worth, just about 40 miles west.
[00:00:46.960 --> 00:00:48.240]   And so it's good to be your guest tonight.
[00:00:48.240 --> 00:00:49.880]   We're going to be back in the Psalms
[00:00:49.880 --> 00:00:51.120]   as well as we continue Exhale.
[00:00:51.120 --> 00:00:55.520]   And so what I'll do is I'll read a selection of Psalm 51,
[00:00:55.520 --> 00:00:56.520]   where we'll be.
[00:00:56.520 --> 00:00:58.400]   And then I'll pray one more time.
[00:00:58.400 --> 00:01:01.000]   And then we'll see what God's got for us in that Psalm
[00:01:01.000 --> 00:01:01.480]   together.
[00:01:01.480 --> 00:01:05.360]   So it says, "Have mercy on me, O God.
[00:01:05.360 --> 00:01:09.120]   According to your unfailing love,
[00:01:09.120 --> 00:01:10.720]   according to your great compassion,
[00:01:10.720 --> 00:01:12.800]   blot out my transgressions.
[00:01:12.800 --> 00:01:18.160]   Wash away all my iniquity and cleanse me from my sin.
[00:01:18.160 --> 00:01:20.600]   For I know my transgressions, and my sin
[00:01:20.600 --> 00:01:22.240]   is always before me.
[00:01:22.240 --> 00:01:25.560]   Against you, you only, have I sinned.
[00:01:25.560 --> 00:01:27.440]   Restore to me the joy of your salvation
[00:01:27.440 --> 00:01:30.120]   and grant me a willing spirit to sustain me.
[00:01:30.120 --> 00:01:33.200]   Then I will teach transgressors your ways,
[00:01:33.200 --> 00:01:35.600]   and sinners will turn back to you."
[00:01:35.600 --> 00:01:36.880]   Let's ask God for a little bit of help,
[00:01:36.880 --> 00:01:38.840]   and we'll go together.
[00:01:38.840 --> 00:01:42.440]   God, I pray that as we get into your scripture tonight,
[00:01:42.440 --> 00:01:46.360]   that you would speak so clearly from it.
[00:01:46.360 --> 00:01:47.800]   We know that you didn't write it in vain.
[00:01:47.800 --> 00:01:49.320]   You didn't write it so that we wouldn't read it.
