
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:27.000]   - All right, let's go.
[00:00:27.000 --> 00:00:28.680]   New series kicking off tonight.
[00:00:28.680 --> 00:00:31.480]   Welcome friends in the room and in Fort Worth
[00:00:31.480 --> 00:00:34.600]   and El Paso and Houston.
[00:00:34.600 --> 00:00:36.400]   Fort Worth, last night in the Rizley Theater.
[00:00:36.400 --> 00:00:38.780]   Get excited in Tulsa and Woodlands and Spring
[00:00:38.780 --> 00:00:42.360]   and Cedar Rapids, wherever you're joining us from.
[00:00:42.360 --> 00:00:43.320]   We're glad that you're listening.
[00:00:43.320 --> 00:00:45.200]   We are kicking off a new series tonight
[00:00:45.200 --> 00:00:47.000]   on Lyrics and Lies, Anthem Edition.
[00:00:47.000 --> 00:00:47.980]   What is anthems?
[00:00:47.980 --> 00:00:50.200]   It's basically, we're gonna look at different songs
[00:00:50.200 --> 00:00:53.120]   that were an anthem to the last 10 to 15 years.
[00:00:53.120 --> 00:00:55.640]   They kind of marked an era, marked an age
[00:00:55.640 --> 00:00:57.500]   and were songs that we all know the beat to.
[00:00:57.500 --> 00:01:00.200]   They were your old ringtone when you were in high school.
[00:01:00.200 --> 00:01:01.520]   They may have been a song that came out
[00:01:01.520 --> 00:01:02.920]   when you were in junior high or college,
[00:01:02.920 --> 00:01:05.240]   but they're songs that over the last 10 years
[00:01:05.240 --> 00:01:07.000]   have just kind of been at the forefront.
[00:01:07.000 --> 00:01:08.480]   These were big, big hits.
[00:01:08.480 --> 00:01:10.640]   And we're gonna cover a different topic each night
[00:01:10.640 --> 00:01:12.560]   and a few songs that connect to that.
[00:01:12.560 --> 00:01:15.480]   Let me start this way with a little bit of a story
[00:01:15.480 --> 00:01:16.320]   to get us into.
[00:01:16.320 --> 00:01:17.720]   The other day I was leaving,
[00:01:17.720 --> 00:01:18.840]   I've got a two and a half year old son
[00:01:18.840 --> 00:01:20.000]   and I was leaving to go to work.
[00:01:20.000 --> 00:01:21.080]   I came up to him, give him a hug.
[00:01:21.080 --> 00:01:22.880]   Hey, daddy's going to work, I'll see you soon.
[00:01:22.880 --> 00:01:24.320]   And he began singing,
[00:01:24.320 --> 00:01:27.820]   ♪ Grownups come back ♪
[00:01:27.820 --> 00:01:31.420]   And I'm like, what are you guys doing here while I'm gone?
[00:01:31.420 --> 00:01:33.180]   What is mom teaching you?
[00:01:33.180 --> 00:01:35.540]   And then a couple of days go by later
[00:01:35.540 --> 00:01:37.860]   and he sings another song.
[00:01:37.860 --> 00:01:39.220]   He's like, I have to go potty.
[00:01:39.220 --> 00:01:40.820]   And he says, when you have to go potty,
[00:01:40.820 --> 00:01:42.900]   stop and go right away.
[00:01:42.900 --> 00:01:47.900]   And I'm like, what is your mother teaching you?
[00:01:47.900 --> 00:01:50.580]   And then it happened another time
[00:01:50.580 --> 00:01:52.660]   where he was like upset about something
[00:01:52.660 --> 00:01:56.140]   and he was like, when you feel so mad that you want to roar,
[00:01:56.140 --> 00:01:58.700]   take a deep breath and count to four.
[00:01:58.700 --> 00:02:02.760]   It's like, man, this is Eminem.
[00:02:02.760 --> 00:02:04.900]   We are raising a prodigy right here.
[00:02:04.900 --> 00:02:07.360]   But what had happened was
[00:02:07.360 --> 00:02:11.580]   he had been watching a TV show called Daniel Tiger.
[00:02:11.580 --> 00:02:15.480]   Oh my gosh, I got some big Daniel Tiger fans in the room.
[00:02:15.480 --> 00:02:18.280]   Wow, that's curve ball.
[00:02:18.280 --> 00:02:21.660]   Which is this the show that I'm not even gonna go into,
[00:02:21.660 --> 00:02:22.960]   but point being on the show,
[00:02:22.960 --> 00:02:25.900]   they have like little songs that they'll teach
[00:02:25.900 --> 00:02:28.040]   and have the kids sing as they watch
[00:02:28.040 --> 00:02:30.960]   and in order to teach and instruct their behavior.
[00:02:30.960 --> 00:02:32.600]   It's pretty genius when you think about it
[00:02:32.600 --> 00:02:35.880]   'cause in listening to it, it's instructing how they act
[00:02:35.880 --> 00:02:38.200]   and it's influencing how he behaves
[00:02:38.200 --> 00:02:39.880]   and how he thinks about the world
[00:02:39.880 --> 00:02:41.600]   and even sees the world around him that,
[00:02:41.600 --> 00:02:43.600]   hey, grownups leave, but they come back.
[00:02:43.600 --> 00:02:46.540]   You gotta go to the bathroom, you gotta go and on and on.
[00:02:46.540 --> 00:02:50.040]   And I start there because in a similar way,
[00:02:50.040 --> 00:02:53.000]   this is really something we never grow out of.
[00:02:53.000 --> 00:02:55.560]   That the songs we listen to, the things that we watch
[00:02:55.560 --> 00:02:57.080]   and specifically for this series,
[00:02:57.080 --> 00:02:58.800]   the things that we're listening to
[00:02:58.800 --> 00:03:01.400]   influence the way that we think about the world around us.
[00:03:01.400 --> 00:03:02.720]   They influence the way that we see,
[00:03:02.720 --> 00:03:04.880]   the way that we behave oftentimes
[00:03:04.880 --> 00:03:08.520]   and they have an influence over how we see ourselves,
[00:03:08.520 --> 00:03:10.120]   what we think is valuable,
[00:03:10.120 --> 00:03:13.400]   where we think fun is to be had
[00:03:13.400 --> 00:03:14.920]   and just kind of how we see and perceive
[00:03:14.920 --> 00:03:17.660]   and behave inside of the world to varying degrees.
[00:03:17.660 --> 00:03:20.080]   And so we're gonna tackle in this series,
[00:03:20.080 --> 00:03:22.620]   different songs that have shaped
[00:03:22.620 --> 00:03:24.660]   really the last kind of 10 to 15 years
[00:03:24.660 --> 00:03:27.360]   and have shaped us and shaped parts
[00:03:27.360 --> 00:03:28.980]   of the way that we think about the world
[00:03:28.980 --> 00:03:31.500]   and attack some of the lies that are contained
[00:03:31.500 --> 00:03:32.880]   within the songs that are there.
[00:03:32.880 --> 00:03:34.500]   There's no question music is powerful.
[00:03:34.500 --> 00:03:36.500]   Abraham Lincoln had a quote where he said,
[00:03:36.500 --> 00:03:37.900]   I'll read it so don't butcher it.
[00:03:37.900 --> 00:03:42.780]   "Whoever writes the nation's songs shapes the nation's soul."
