
[00:00:00.000 --> 00:00:07.000]   What is joy, buddy?
[00:00:07.000 --> 00:00:12.000]   I don't know.
[00:00:12.000 --> 00:00:17.000]   It's a dream!
[00:00:17.000 --> 00:00:20.000]   [Music]
[00:00:20.000 --> 00:00:30.000]   All right, PORCH, how are we doing tonight?
[00:00:30.000 --> 00:00:31.000]   We doing okay?
[00:00:31.000 --> 00:00:32.000]   Tripping over my words.
[00:00:32.000 --> 00:00:34.000]   It's so good to be here.
[00:00:34.000 --> 00:00:37.000]   Glad that you're in the room with us this evening.
[00:00:37.000 --> 00:00:42.000]   Some of you, it's a regular occurrence for you to be here with us on a Tuesday night.
[00:00:42.000 --> 00:00:43.000]   Welcome back.
[00:00:43.000 --> 00:00:45.000]   Thanks for always giving us your time.
[00:00:45.000 --> 00:00:48.000]   But for others of you, you're here for the very first time.
[00:00:48.000 --> 00:00:50.000]   Maybe you knew you were coming to it.
[00:00:50.000 --> 00:00:53.000]   You're like, "Man, you know what? I've had this marked on my calendar. I was ready to come.
[00:00:53.000 --> 00:00:56.000]   I'm in town, and so I wanted to make a special appearance."
[00:00:56.000 --> 00:00:58.000]   Maybe your friend duped you into being here.
[00:00:58.000 --> 00:01:02.000]   I don't know what brought you into the room tonight, but we're really glad you're here.
[00:01:02.000 --> 00:01:06.000]   Not just those of you here in the room, but all of you tuning in online as well.
[00:01:06.000 --> 00:01:15.000]   Thanks for joining in, and not just with the PORCH, but with what God is doing in the lives of young adults here in this ministry,
[00:01:15.000 --> 00:01:18.000]   both in Dallas, Texas, and all over the nation.
[00:01:18.000 --> 00:01:24.000]   We believe that He can meet with anybody at any time and any place, and that includes you, wherever it is you are right now.
[00:01:24.000 --> 00:01:29.000]   A special shout-out to PORCH Live, Greater Lafayette, Fort Worth, and Scottsdale.
[00:01:29.000 --> 00:01:32.000]   We're really glad that you all are tuning in as well.
[00:01:32.000 --> 00:01:37.000]   PORCH, tonight we are continuing in our series, Joy, which has been a joy.
[00:01:37.000 --> 00:01:39.000]   We have loved this series. I don't know about you.
[00:01:39.000 --> 00:01:45.000]   It has been one of my favorites to work through by way of reading the text and then preaching it to you.
[00:01:45.000 --> 00:01:49.000]   I think God is teaching me as He teaches you, which is always the hope.
[00:01:49.000 --> 00:01:56.000]   And then along the way, what He's done is He's brought good friends into the mix of the conversation around this topic,
[00:01:56.000 --> 00:02:00.000]   one of which I am very excited for you to hear from tonight.
[00:02:00.000 --> 00:02:10.000]   Because tonight we have not a special guest, but a dear friend in that Tyler Moffitt is going to be preaching to you tonight.
[00:02:10.000 --> 00:02:12.000]   Here's why I say he's not a special guest.
[00:02:12.000 --> 00:02:15.000]   Because he's now a part of the PORCH family, folks.
[00:02:15.000 --> 00:02:20.000]   He is our new Director of Discipleship here at the PORCH.
[00:02:20.000 --> 00:02:22.000]   Would you put your hands together for Tyler Moffitt, please?
[00:02:22.000 --> 00:02:25.000]   And Tyler, you can go ahead and come on up.
[00:02:25.000 --> 00:02:30.000]   I wanted Tyler to stand up here with me as I said this to you all.
[00:02:30.000 --> 00:02:38.000]   Jesus says in John 13 that by this they will know you are my disciples, that if you have love for one another.
[00:02:38.000 --> 00:02:44.000]   Tyler is, in my estimation, the embodiment of that verse.
[00:02:44.000 --> 00:02:47.000]   He's an amazing communicator. You're going to see that in a minute.
[00:02:47.000 --> 00:02:51.000]   He is an amazing counselor in meeting one-on-one with people.
[00:02:51.000 --> 00:02:56.000]   But man, when you just see the way that he interacts with friends to strangers,
[00:02:56.000 --> 00:03:02.000]   he emits a love that is characteristically true of Christ himself.
[00:03:02.000 --> 00:03:04.000]   So brother, welcome to the PORCH family.
[00:03:04.000 --> 00:03:06.000]   We're so glad to have you here.
[00:03:06.000 --> 00:03:07.000]   Yes.
[00:03:07.000 --> 00:03:08.000]   Thank you.
[00:03:08.000 --> 00:03:10.000]   And here's what I want us to do.
[00:03:10.000 --> 00:03:20.000]   I would love for us to pray for Tyler and his family, his wife Jen, his three little kids as they make their journey here to Dallas in just a few weeks.
[00:03:20.000 --> 00:03:24.000]   And then we'll pray for what God's going to do over the course of the evening.
[00:03:24.000 --> 00:03:26.000]   Okay, well let me pray for it.
[00:03:26.000 --> 00:03:32.000]   God, we are so grateful for the Moffat family, for the fact, God, that you've brought them to us.
[00:03:32.000 --> 00:03:38.000]   Tyler and I were just visiting a moment ago, and I think, God, you gave these words because they're true.
[00:03:38.000 --> 00:03:46.000]   Here right now, God, we stand at the center of answered prayer in the beginning of something really special.
[00:03:46.000 --> 00:03:51.000]   It's not because of anything Tyler brings, nor I bring, God, it's because you're a part of it.
[00:03:51.000 --> 00:04:02.000]   And yet, God, what I have standing next to me is a very faithful man, a man, God, that wants to follow you, King Jesus, wherever it is you lead.
[00:04:02.000 --> 00:04:06.000]   And I praise you that he has followed you here.
[00:04:06.000 --> 00:04:11.000]   God, we pray that you would be with them as they make their way to Dallas.
[00:04:11.000 --> 00:04:23.000]   We pray, God, that you would go before them and behind them, hymn them in on every side, and help them, God, to find home here, not just in our city, but amongst these people.
[00:04:23.000 --> 00:04:26.000]   And then, God, I pray that you would speak through Tyler tonight to us.
[00:04:26.000 --> 00:04:28.000]   And, Porch, I want to give you a chance to pray for yourself where you're sitting.
[00:04:28.000 --> 00:04:37.000]   Would you pray and ask that God would speak to you tonight?
[00:04:37.000 --> 00:04:50.000]   And then, we want to humbly ask that you would pray for Tyler, that God would speak through him, and it would be God you hear.
[00:04:50.000 --> 00:04:58.000]   Lord, we love you, and we thank you for Tyler, for these people, and for what you're about to do.
[00:04:58.000 --> 00:05:00.000]   It's in Jesus' name we pray. Amen.
[00:05:00.000 --> 00:05:05.000]   Give it up for Tyler one more time.
[00:05:05.000 --> 00:05:13.000]   Man, well, I know we already did this, but you have to understand, for months I've been waiting to be here with you.
[00:05:13.000 --> 00:05:16.000]   And so, I just want to ask one more time, Porch, how are we doing tonight?
[00:05:16.000 --> 00:05:18.000]   Come on.
[00:05:18.000 --> 00:05:29.000]   Man, Kylan and I have just been dreaming and praying about this for a long time, and the fact that this is just a few weeks away is, I pinch myself crazy.
[00:05:29.000 --> 00:05:37.000]   And I was thinking, you know, but as we start, I've spoken here before a few months ago, but I wanted to introduce my family to you.
[00:05:37.000 --> 00:05:45.000]   They're still down in Houston where I'm coming from, and I was going to show a picture, but I thought the picture's just too cute and normal, and my family's not.
[00:05:45.000 --> 00:05:47.000]   And so, I was thinking, what could I show you?
