
[00:00:00.000 --> 00:00:26.000]   [Music]
[00:00:26.000 --> 00:00:32.000]   Every time Kanye makes me want to go into "We Are War With Terrorism."
[00:00:32.000 --> 00:00:33.000]   Just go into it.
[00:00:33.000 --> 00:00:39.000]   Hey, welcome! If you are listening in, you're so confused because copyright laws do not allow us to play that song online.
[00:00:39.000 --> 00:00:47.000]   But that was Kanye and the "Jesus Walks" song as we continue the series "Jesus Walks."
[00:00:47.000 --> 00:00:52.000]   Any Diet Coke fans in the room? That feels like a left turn.
[00:00:52.000 --> 00:00:53.000]   Yes.
[00:00:53.000 --> 00:00:57.000]   Wow, there's a lot of animosity towards Diet Coke. Good grief, people.
[00:00:57.000 --> 00:00:59.000]   I'm a big Diet Coke fan.
[00:00:59.000 --> 00:01:02.000]   And if I was going to drink a soda, I'm going to choose Diet Coke all the time.
[00:01:02.000 --> 00:01:03.000]   My wife will make fun of me.
[00:01:03.000 --> 00:01:06.000]   And she's always like, "Why would you choose Diet Coke?"
[00:01:06.000 --> 00:01:09.000]   And I don't know why there's like a bad rap on Diet Coke.
[00:01:09.000 --> 00:01:12.000]   It feels like a very clear option to me.
[00:01:12.000 --> 00:01:16.000]   You got one soda that has zero calories in it.
[00:01:16.000 --> 00:01:18.000]   And then you got one that's got 180.
[00:01:18.000 --> 00:01:19.000]   Why would you choose?
[00:01:19.000 --> 00:01:21.000]   Like people are like, "Dude, that's not manly to drink Diet Coke."
[00:01:21.000 --> 00:01:24.000]   It feels like it's stupid to not drink Diet Coke.
[00:01:24.000 --> 00:01:26.000]   Why? Because the options are this.
[00:01:26.000 --> 00:01:32.000]   And I know the aspartame and whatever that's doing is not exactly probably great.
[00:01:32.000 --> 00:01:36.000]   But when it comes down to the option of the two drinks, I'm like, "Dude, I'm going to go with that every single time."
[00:01:36.000 --> 00:01:38.000]   It's like this is calorie free.
[00:01:38.000 --> 00:01:41.000]   Or I can like hit the treadmill for an extra two hours to do that.
[00:01:41.000 --> 00:01:43.000]   This feels like a no-brainer.
[00:01:43.000 --> 00:01:46.000]   And the reason why is because like for me, I'm going, "Hey, it feels like it."
[00:01:46.000 --> 00:01:49.000]   Look, it's not as good as real soda.
[00:01:49.000 --> 00:01:51.000]   That's probably the biggest knock against it.
[00:01:51.000 --> 00:01:53.000]   But it's pretty good.
[00:01:53.000 --> 00:01:55.000]   You know, it's not that bad.
[00:01:55.000 --> 00:02:02.000]   And it doesn't come with nearly as much of kind of the side effects or consequences or the calories that come with it.
[00:02:02.000 --> 00:02:06.000]   And you're sitting here, you're probably wondering, "What is this? Can we get to the Bible already, Pastor?"
[00:02:06.000 --> 00:02:11.000]   I'm going somewhere and it's it's it's because here's why I introduced that.
