
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:00:02.580 --> 00:00:20.980]   - Porsche, how we doing?
[00:00:20.980 --> 00:00:22.520]   (congregation cheering)
[00:00:22.520 --> 00:00:25.120]   Awesome, it's really fun worshiping with you guys.
[00:00:25.120 --> 00:00:26.000]   I wanna start here.
[00:00:26.000 --> 00:00:30.200]   I want you to picture me at 18 years of age,
[00:00:30.200 --> 00:00:35.200]   and so about 90 pounds lighter, better hair, less stars.
[00:00:35.200 --> 00:00:41.040]   And so there I am, just a confused high schooler,
[00:00:41.040 --> 00:00:43.920]   senior year in high school,
[00:00:43.920 --> 00:00:48.000]   and I've got this 1979 Mercedes Benz.
[00:00:48.000 --> 00:00:52.040]   I mean, you know, with, says Superfly on the back window.
[00:00:52.040 --> 00:00:53.020]   It's got hydraulics.
[00:00:53.020 --> 00:00:55.480]   I mean, that's, you know, I'm in 4H and FFA.
[00:00:55.480 --> 00:00:56.840]   I'm a confused young man.
[00:00:56.840 --> 00:00:59.900]   I just quit athletics to try to pass Algebra II,
[00:00:59.900 --> 00:01:04.300]   and my mom comes to me, and she sits me down,
[00:01:04.300 --> 00:01:05.720]   and it's this serious talk.
[00:01:05.720 --> 00:01:08.180]   It has some weight to it, and she's a counselor,
[00:01:08.180 --> 00:01:10.120]   I should tell you, like a school counselor.
[00:01:10.120 --> 00:01:11.320]   So she does this for a living,
[00:01:11.320 --> 00:01:14.080]   and she says, "Where do you wanna go to college?"
[00:01:14.080 --> 00:01:17.440]   Now, you may have known the answer to this question
[00:01:17.440 --> 00:01:18.940]   since you were in the third grade,
[00:01:18.940 --> 00:01:22.320]   but what's crazy is I hadn't thought about it much.
[00:01:22.320 --> 00:01:24.520]   I don't know.
[00:01:25.520 --> 00:01:29.040]   And she says, "Well, what do you wanna study?"
[00:01:29.040 --> 00:01:32.160]   Nothing.
[00:01:32.160 --> 00:01:35.240]   I don't like studying, you know?
[00:01:35.240 --> 00:01:37.740]   And she asked this question.
[00:01:37.740 --> 00:01:41.380]   "Well, what are you passionate about?
[00:01:41.380 --> 00:01:44.800]   "What are you passionate about?"
[00:01:44.800 --> 00:01:49.440]   I'm 18 years old with a 1979 Mercedes
[00:01:49.440 --> 00:01:51.240]   that says Superfly on the back window.
[00:01:51.240 --> 00:01:52.960]   Like, what are you asking?
[00:01:52.960 --> 00:01:56.680]   What kind of profound answer to this question?
[00:01:56.680 --> 00:02:00.880]   'Cause it feels like I'm about to carve a path
[00:02:00.880 --> 00:02:03.860]   for the rest of my life by the answer to this question.
[00:02:03.860 --> 00:02:06.640]   And so I'm 18, what am I passionate about?
[00:02:06.640 --> 00:02:09.880]   I don't know, being liked, Dawson's Creek,
[00:02:09.880 --> 00:02:12.620]   and, you know,
