
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:00:02.420 --> 00:00:10.060]   ♪ No matter what the storm ♪
[00:00:10.060 --> 00:00:12.460]   ♪ Our anchor holds ♪
[00:00:12.460 --> 00:00:16.540]   ♪ No matter what may come ♪
[00:00:16.540 --> 00:00:18.940]   ♪ Your people press on ♪
[00:00:18.940 --> 00:00:21.340]   ♪ No matter what ♪
[00:00:21.340 --> 00:00:22.180]   - How we doing?
[00:00:22.180 --> 00:00:24.600]   Hey, if you're listening
[00:00:24.600 --> 00:00:27.720]   and somebody just led you in worship,
[00:00:27.720 --> 00:00:29.980]   would you just thank them?
[00:00:29.980 --> 00:00:31.460]   Jared in Fort Worth,
[00:00:31.460 --> 00:00:36.120]   maybe Jake or someone in Houston, El Paso, Tulsa,
[00:00:36.120 --> 00:00:37.040]   wherever you're at,
[00:00:37.040 --> 00:00:38.340]   if somebody just led you in worship,
[00:00:38.340 --> 00:00:40.160]   I hope you thanked them.
[00:00:40.160 --> 00:00:43.200]   We have incredibly gifted musicians here.
[00:00:43.200 --> 00:00:47.760]   In Dallas, we were just led by Shane and Shane.
[00:00:47.760 --> 00:00:52.040]   Last week, at the end of the message,
[00:00:52.040 --> 00:00:55.000]   there's a song after the message, a response song,
[00:00:55.000 --> 00:00:57.680]   so that we can worship and reflect on what was taught.
[00:00:57.680 --> 00:01:01.040]   And I sat down or stood there to worship last week,
[00:01:01.040 --> 00:01:02.960]   and there was just something off with the song.
[00:01:02.960 --> 00:01:05.320]   I couldn't quite figure out what it was,
[00:01:05.320 --> 00:01:06.160]   but I was listening.
[00:01:06.160 --> 00:01:08.920]   I was like, man, somebody sounds off.
[00:01:08.920 --> 00:01:10.160]   I was trying to figure it out.
[00:01:10.160 --> 00:01:13.640]   It sounded like an instrument was out of tempo,
[00:01:13.640 --> 00:01:17.980]   or there was this weird echo, or something was going on.
[00:01:17.980 --> 00:01:20.520]   And so there was some different folks mixing in the back.
[00:01:20.520 --> 00:01:21.360]   And I talked to David, he's like,
[00:01:21.360 --> 00:01:24.480]   "Yeah, I think somebody was mixing off or something."
[00:01:24.480 --> 00:01:25.320]   And I said, "Okay."
[00:01:25.320 --> 00:01:26.840]   You know, we're always kind of debriefing,
[00:01:26.840 --> 00:01:28.600]   talking through what went well, what didn't.
[00:01:28.600 --> 00:01:29.880]   And it was like, "Hey, that last song, man,
[00:01:29.880 --> 00:01:31.320]   "there was something off there."
[00:01:31.320 --> 00:01:32.560]   I felt like I couldn't even worship.
[00:01:32.560 --> 00:01:33.920]   It was like a distraction.
[00:01:33.920 --> 00:01:37.740]   And then I was at dinner with Shane B,
[00:01:37.740 --> 00:01:38.580]   and we were talking, I said,
[00:01:38.580 --> 00:01:41.280]   "Hey, what happened in that last song?"
[00:01:41.280 --> 00:01:42.580]   He said, "Oh, that was me."
[00:01:42.580 --> 00:01:47.360]   He said, "Yeah, I was experimenting with a new pedal."
[00:01:47.360 --> 00:01:49.200]   And whatever that is.
[00:01:49.200 --> 00:01:52.760]   And I forgot to turn it off.
[00:01:52.760 --> 00:01:54.520]   And so when I was strumming my guitar,
[00:01:54.520 --> 00:01:56.800]   it was echoing and it was throwing the tempo off.
[00:01:56.800 --> 00:01:58.600]   I was like, "Yeah, I was throwing the tempo off."
[00:01:58.600 --> 00:02:02.480]   I knew something was just not quite right.
[00:02:02.480 --> 00:02:05.000]   Because when we sing, like what just happened,
[00:02:05.000 --> 00:02:06.640]   and I know it happened in your heart too,
[00:02:06.640 --> 00:02:09.400]   is like we're singing these beautiful music to God,
[00:02:09.400 --> 00:02:11.640]   and you don't really hear any instruments.
[00:02:11.640 --> 00:02:13.800]   All of the instruments come together.
[00:02:13.800 --> 00:02:16.200]   And you don't hear one standing out.
[00:02:16.200 --> 00:02:18.360]   They all come together, layered on top of each other
[00:02:18.360 --> 00:02:20.720]   to produce something beautiful.
[00:02:20.720 --> 00:02:23.400]   And when everyone is playing their role well,
[00:02:23.400 --> 00:02:25.560]   it produces something beautiful.
[00:02:25.560 --> 00:02:28.600]   This incredible song that stirs your affections for God.
[00:02:28.600 --> 00:02:30.480]   It's worshipful, seeing it.
[00:02:30.480 --> 00:02:32.040]   It's worshipful.
[00:02:32.040 --> 00:02:34.360]   It moves you towards God.
[00:02:34.360 --> 00:02:36.120]   But if something's off,
[00:02:36.120 --> 00:02:38.440]   and we don't get to experience that a lot here,
[00:02:38.440 --> 00:02:40.260]   but if something is off,
[00:02:40.260 --> 00:02:43.700]   it's really a distraction from worship.
[00:02:43.700 --> 00:02:47.840]   And I start there because in 1 Peter chapter three,
[00:02:47.840 --> 00:02:51.440]   he's going to take us into roles of marriage.
[00:02:52.520 --> 00:02:53.880]   And I've seen this.
[00:02:53.880 --> 00:02:56.280]   When two people come together
[00:02:56.280 --> 00:02:58.080]   and they play their roles well,
[00:02:58.080 --> 00:03:02.460]   not trying to play the same sound or make the same sound,
[00:03:02.460 --> 00:03:04.980]   but they understand, they play a different role,
[00:03:04.980 --> 00:03:07.720]   they come together, it's like a beautiful song.
[00:03:07.720 --> 00:03:09.800]   You see it, it's beautiful.
[00:03:09.800 --> 00:03:11.840]   You don't see it often, sadly.
[00:03:11.840 --> 00:03:13.640]   Not often enough.
[00:03:13.640 --> 00:03:16.640]   But when you see it, your affections for God are even stirred
[00:03:16.640 --> 00:03:18.000]   because marriage is a metaphor.
[00:03:18.000 --> 00:03:19.740]   God invented marriage.
[00:03:19.740 --> 00:03:22.040]   The first marriage happened in the Garden of Eden.
[00:03:22.040 --> 00:03:23.480]   He was the efficient.
[00:03:23.480 --> 00:03:25.680]   You can ask this crazy question, why do we get married?
[00:03:25.680 --> 00:03:26.520]   You don't need to.
[00:03:26.520 --> 00:03:28.960]   You don't need to get married to have kids.
[00:03:28.960 --> 00:03:33.120]   In an unbelieving culture, a secular world,
[00:03:33.120 --> 00:03:34.800]   why would you get married?
[00:03:34.800 --> 00:03:36.760]   Tax breaks, that came later.
[00:03:36.760 --> 00:03:43.360]   God invented marriage to teach us something about Him,
[00:03:43.360 --> 00:03:47.360]   to show us something about Him.
