
[00:00:00.000 --> 00:00:03.460]   [MUSIC PLAYING]
[00:00:03.460 --> 00:00:20.000]   Hey, it's so good to see you.
[00:00:20.000 --> 00:00:21.280]   I hope that all is well.
[00:00:21.280 --> 00:00:24.400]   If this is your first time ever with us,
[00:00:24.400 --> 00:00:27.240]   thank you so much for trusting us with your Tuesday night.
[00:00:27.240 --> 00:00:28.800]   My name is Timothy Atik.
[00:00:28.800 --> 00:00:31.640]   I'm one of the teaching pastors here at the porch,
[00:00:31.640 --> 00:00:33.960]   as well as on Sunday mornings at Watermark.
[00:00:33.960 --> 00:00:35.640]   And I'm so glad you made it.
[00:00:35.640 --> 00:00:38.840]   I want to give a big shout out to all of our Porch Live
[00:00:38.840 --> 00:00:41.560]   locations that are joining us tonight
[00:00:41.560 --> 00:00:43.160]   in different parts of the nation.
[00:00:43.160 --> 00:00:45.000]   Hope all is well with you.
[00:00:45.000 --> 00:00:48.040]   And I'm so glad that you are worshiping with us.
[00:00:48.040 --> 00:00:51.840]   Tonight, it's a sweet moment for me,
[00:00:51.840 --> 00:00:54.060]   because I get to introduce you to one
[00:00:54.060 --> 00:00:55.400]   of my very close friends.
[00:00:55.400 --> 00:00:57.560]   And you're going to have the opportunity
[00:00:57.560 --> 00:01:00.400]   to hear from him tonight.
[00:01:00.400 --> 00:01:03.520]   My good friend, Kylan Perry, is here
[00:01:03.520 --> 00:01:05.000]   to communicate the word of God.
[00:01:05.000 --> 00:01:07.200]   And he's here from Houston, Texas,
[00:01:07.200 --> 00:01:09.880]   if there's any Houston people here.
[00:01:09.880 --> 00:01:12.200]   What you need to know about Kylan
[00:01:12.200 --> 00:01:15.600]   is that he went to Texas A&M University, which
[00:01:15.600 --> 00:01:18.240]   is kind of important.
[00:01:18.240 --> 00:01:20.400]   But the way Kylan and I know each other
[00:01:20.400 --> 00:01:23.400]   is that we served together at Breakaway Ministries
[00:01:23.400 --> 00:01:25.800]   for over three years.
[00:01:25.800 --> 00:01:29.280]   And what I really loved about Kylan
[00:01:29.280 --> 00:01:33.560]   is that he gave his 20s to Jesus.
[00:01:33.560 --> 00:01:40.320]   And now as he steps into his 30s, nothing has changed.
[00:01:40.320 --> 00:01:46.120]   And so when I think about young adults in my world
[00:01:46.120 --> 00:01:50.200]   that are leveraging their lives for the sake of the gospel,
[00:01:50.200 --> 00:01:52.840]   Kylan is the one that comes to mind.
[00:01:52.840 --> 00:01:57.280]   And what I love about Kylan is that now he
[00:01:57.280 --> 00:02:00.680]   is the director of Houston Metro, which
[00:02:00.680 --> 00:02:04.800]   is a Bible study that meets on Tuesday nights.
[00:02:04.800 --> 00:02:07.160]   So just like we are gathering here tonight,
[00:02:07.160 --> 00:02:10.040]   there is a group of young adults meeting at Houston's First
[00:02:10.040 --> 00:02:13.480]   Baptist Church in Houston right now.
[00:02:13.480 --> 00:02:16.600]   And they are lifting up the name of Jesus together.
[00:02:16.600 --> 00:02:18.880]   And I'm so glad that Kylan is here
[00:02:18.880 --> 00:02:20.400]   to do that with us tonight.
[00:02:20.400 --> 00:02:22.680]   So in just a moment, he's going to come up.
[00:02:22.680 --> 00:02:25.600]   But before he does, I just want to pray.
[00:02:25.600 --> 00:02:27.600]   And I want to give you an opportunity
[00:02:27.600 --> 00:02:30.400]   to prepare your heart to hear the word of God taught.
[00:02:30.400 --> 00:02:34.800]   And so would you just take a second and pray for yourself
[00:02:34.800 --> 00:02:38.120]   and just say, God, would you speak to me tonight?
[00:02:38.120 --> 00:02:52.520]   [SILENCE]
[00:02:52.520 --> 00:02:55.000]   And then would you take a second and pray for Kylan
[00:02:55.000 --> 00:02:58.880]   and just say, God, would you speak mightily
[00:02:58.880 --> 00:03:00.000]   through Kylan tonight?
[00:03:07.800 --> 00:03:10.240]   Lord Jesus, you know how much I enjoy hearing
[00:03:10.240 --> 00:03:13.720]   Kylan teach the word of God.
[00:03:13.720 --> 00:03:18.000]   And I think he is just one of the most gifted, authentic
[00:03:18.000 --> 00:03:19.720]   communicators of truth.
[00:03:19.720 --> 00:03:22.760]   And so I'm so glad that these friends
[00:03:22.760 --> 00:03:24.600]   get to hear him tonight.
[00:03:24.600 --> 00:03:26.280]   But more than anything, more than they
[00:03:26.280 --> 00:03:28.440]   get to hear from Kylan, I pray that they would just
[00:03:28.440 --> 00:03:31.840]   hear from you, that you would speak through Kylan
[00:03:31.840 --> 00:03:33.800]   to your people.
[00:03:33.800 --> 00:03:37.000]   Would you use him for your glory?
[00:03:37.000 --> 00:03:39.800]   But would you speak directly to our hearts?
[00:03:39.800 --> 00:03:40.760]   May we hear from you.
