
[00:00:00.000 --> 00:00:03.480]   [MUSIC PLAYING]
[00:00:03.480 --> 00:00:28.640]   Porsche, how we doing?
[00:00:28.640 --> 00:00:29.280]   We doing good?
[00:00:29.280 --> 00:00:30.080]   [CHEERING]
[00:00:30.080 --> 00:00:31.200]   Come on, come on, come on.
[00:00:31.200 --> 00:00:32.640]   Hey, it's Thanksgiving week.
[00:00:32.640 --> 00:00:34.280]   I don't know if you're out of work yet,
[00:00:34.280 --> 00:00:36.480]   but work is going to be coming to an end, which
[00:00:36.480 --> 00:00:39.480]   is nice for those of you that are gainfully employed.
[00:00:39.480 --> 00:00:41.520]   Hey, listen, my name's Kylin.
[00:00:41.520 --> 00:00:42.840]   I was here a little while ago.
[00:00:42.840 --> 00:00:45.360]   TA did a little bit of an intro for me.
[00:00:45.360 --> 00:00:49.360]   But listen, I love Dallas, Texas, so much so
[00:00:49.360 --> 00:00:50.920]   that I married someone from here.
[00:00:50.920 --> 00:00:54.000]   I had to have a piece of this city with me every day
[00:00:54.000 --> 00:00:55.980]   of my life for the rest of my life.
[00:00:55.980 --> 00:00:57.280]   She's sitting right over here.
[00:00:57.280 --> 00:00:58.440]   Everybody say, hi, Brooke.
[00:00:58.440 --> 00:01:00.360]   Hi, Brooke.
[00:01:00.360 --> 00:01:02.640]   She really is the best thing in my life.
[00:01:02.640 --> 00:01:04.400]   Get to know her whenever you get a chance.
[00:01:04.400 --> 00:01:07.200]   Hey, I'm excited for tonight.
[00:01:07.200 --> 00:01:08.520]   It's crazy.
[00:01:08.520 --> 00:01:11.440]   I wasn't planning to say this, but just the way
[00:01:11.440 --> 00:01:15.400]   the evening has crafted together is so very clearly
[00:01:15.400 --> 00:01:16.640]   from the Lord.
[00:01:16.640 --> 00:01:18.140]   You'll have to take my word for it,
[00:01:18.140 --> 00:01:20.760]   because there's a lot that's gone into preparing this talk
[00:01:20.760 --> 00:01:26.720]   and visiting with this team and getting ready for this night
[00:01:26.720 --> 00:01:29.800]   that God just affirmed for me individually.
[00:01:29.800 --> 00:01:32.440]   And what I saw over the course of our worship set
[00:01:32.440 --> 00:01:36.400]   was this team lead in places that I hadn't previously
[00:01:36.400 --> 00:01:38.000]   informed them we would be going.
[00:01:38.000 --> 00:01:40.120]   And so here's what I want you to know from the very beginning
[00:01:40.120 --> 00:01:40.620]   of the night.
[00:01:40.620 --> 00:01:42.520]   I want you to know this.
[00:01:42.520 --> 00:01:48.760]   The Lord is here tonight.
[00:01:48.760 --> 00:01:50.440]   And so I don't know if you intended
[00:01:50.440 --> 00:01:53.160]   to be here this evening or if someone kind of drug you
[00:01:53.160 --> 00:01:56.400]   into it unknowingly or if you're here looking
[00:01:56.400 --> 00:01:57.440]   for that certain someone.
[00:01:57.440 --> 00:02:00.960]   I don't know what you may be here for.
[00:02:00.960 --> 00:02:02.880]   But I know that God has brought you here
[00:02:02.880 --> 00:02:04.800]   for a very specific reason.
[00:02:04.800 --> 00:02:06.880]   And it's that he wants to meet with you,
[00:02:06.880 --> 00:02:09.060]   that the presence of the living God
