
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:27.240]   - All right, well, welcome friends of the room,
[00:00:27.240 --> 00:00:29.200]   friends of Fort Worth.
[00:00:29.200 --> 00:00:31.540]   He's excited, Houston, El Paso, Phoenix,
[00:00:31.540 --> 00:00:33.320]   Fayetteville, Philadelphia, North Carolina,
[00:00:33.320 --> 00:00:35.360]   wherever you're joining us from, we're so excited.
[00:00:35.360 --> 00:00:38.540]   We are wrapping up this mood series tonight.
[00:00:38.540 --> 00:00:41.380]   Let me start by sharing a little bit of something
[00:00:41.380 --> 00:00:44.780]   related to the Marvin household recently.
[00:00:44.780 --> 00:00:47.840]   My kids are terrible sleepers,
[00:00:47.840 --> 00:00:50.120]   and I like to think they get this from their mother,
[00:00:50.120 --> 00:00:51.680]   but I think that would be a lie.
[00:00:51.680 --> 00:00:55.760]   And she reminds me often that that probably comes
[00:00:55.760 --> 00:00:58.080]   from their father, who's not a great napper,
[00:00:58.080 --> 00:01:01.560]   not a great sleeper, and so we have done everything
[00:01:01.560 --> 00:01:02.600]   we can to try to get them to sleep.
[00:01:02.600 --> 00:01:04.000]   The latest thing we've been attempting to do
[00:01:04.000 --> 00:01:07.160]   is cut out as much sugar as we can anytime around bedtime,
[00:01:07.160 --> 00:01:08.840]   'cause we wanna make sure there's very little sugar
[00:01:08.840 --> 00:01:11.720]   so that they'll go right to sleep, and it has not worked.
[00:01:11.720 --> 00:01:13.320]   And so that has led me to discover,
[00:01:13.320 --> 00:01:14.560]   man, what could that possibly be?
[00:01:14.560 --> 00:01:15.600]   Like, what is not causing sleep?
[00:01:15.600 --> 00:01:16.840]   And in looking even the sugar thing,
[00:01:16.840 --> 00:01:20.600]   I recently came across a discovery
[00:01:20.600 --> 00:01:25.320]   that sugar has nothing to do with your energy levels.
[00:01:25.320 --> 00:01:26.680]   Do you know this?
[00:01:26.680 --> 00:01:28.480]   Like, it's not responsible, this is a little bit
[00:01:28.480 --> 00:01:29.920]   mind-blowing, but I'm going somewhere, people,
[00:01:29.920 --> 00:01:30.920]   so just stay with me.
[00:01:30.920 --> 00:01:34.960]   It's not responsible for sleep in children, sleep in you.
[00:01:34.960 --> 00:01:36.580]   If it's chocolate, there could be caffeine,
[00:01:36.580 --> 00:01:38.720]   which could be a factor, but it doesn't have anything
[00:01:38.720 --> 00:01:40.920]   to do with that, and that kind of led me
[00:01:40.920 --> 00:01:42.280]   down an article spiral.
[00:01:42.280 --> 00:01:43.760]   Ever been on the internet, and you're like,
[00:01:43.760 --> 00:01:45.400]   all of a sudden, you're going to check your email,
[00:01:45.400 --> 00:01:47.760]   and then you're on the vortex of just information,
[00:01:47.760 --> 00:01:49.680]   and you're checking out like one myth after the next
[00:01:49.680 --> 00:01:51.640]   after the next from the article that you looked up
[00:01:51.640 --> 00:01:53.000]   related to sugar?
[00:01:53.000 --> 00:01:55.000]   And this kind of will give us some traction
[00:01:55.000 --> 00:01:55.840]   for where we're going tonight,
[00:01:55.840 --> 00:01:57.400]   'cause there were like several different things
[00:01:57.400 --> 00:02:00.520]   and myths that I came across in exploring that one
[00:02:00.520 --> 00:02:02.840]   that I really think most of us or many of us
[00:02:02.840 --> 00:02:04.760]   have heard for a long time in my life,
[00:02:04.760 --> 00:02:07.320]   and they just are not true, apparently.
[00:02:07.320 --> 00:02:09.640]   So not just is sugar not responsible for increasing
[00:02:09.640 --> 00:02:11.840]   energy levels in kids or people,
[00:02:11.840 --> 00:02:15.280]   there's other myths that maybe you walked into this room.
[00:02:15.280 --> 00:02:17.360]   This is one that maybe you've heard of before,
[00:02:17.360 --> 00:02:19.160]   or at least it's kind of hard for me to believe,
[00:02:19.160 --> 00:02:21.840]   and it is that shaving definitely will not make
[00:02:21.840 --> 00:02:23.900]   the hair come back thicker.
[00:02:23.900 --> 00:02:26.300]   If you shave an area, and I think we all at some point,
[00:02:26.300 --> 00:02:27.420]   at least I grew up in high school,
[00:02:27.420 --> 00:02:28.380]   and there's this like moment,
[00:02:28.380 --> 00:02:30.060]   and depending on if you're a guy or a girl,
[00:02:30.060 --> 00:02:31.660]   how you interact with this is very different,
[00:02:31.660 --> 00:02:34.300]   'cause if you're a guy, you're hoping that your facial hair
[00:02:34.300 --> 00:02:35.220]   is gonna come in in high school,
[00:02:35.220 --> 00:02:36.580]   so you're like shaving every day,
[00:02:36.580 --> 00:02:39.480]   just hoping that three hairs are gonna pop up.
[00:02:39.480 --> 00:02:41.340]   And if you're a girl, you're like, hey,
[00:02:41.340 --> 00:02:43.960]   the one thing you cannot do is wax right here.
[00:02:43.960 --> 00:02:46.040]   You shave right here, it's gonna blow up on you,
[00:02:46.040 --> 00:02:48.660]   so you need to be very careful about what you do.
[00:02:48.660 --> 00:02:51.700]   But apparently, it is totally a myth.
[00:02:51.700 --> 00:02:53.400]   Shaving will not make it come back thicker.
