
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:00:02.420 --> 00:00:18.180]   Well, in my line of work,
[00:00:18.180 --> 00:00:21.540]   I often find myself giving the same advice
[00:00:21.540 --> 00:00:24.580]   to people all the time.
[00:00:24.580 --> 00:00:29.360]   It's not because their situations aren't unique
[00:00:29.360 --> 00:00:30.880]   or their circumstances aren't challenging
[00:00:30.880 --> 00:00:34.880]   or their problems are particularly difficult.
[00:00:34.880 --> 00:00:41.000]   Really what it is, is I give advice to young adults a lot
[00:00:41.000 --> 00:00:42.480]   and young adults are often going
[00:00:42.480 --> 00:00:45.760]   through the same set of circumstances as one another.
[00:00:45.760 --> 00:00:47.480]   We find that you're going through
[00:00:47.480 --> 00:00:49.400]   many of the same life events,
[00:00:49.400 --> 00:00:52.400]   facing many of the same challenges as one another.
[00:00:52.400 --> 00:00:55.920]   And so I'm constantly repeating the same things to people.
[00:00:55.920 --> 00:00:57.200]   So I thought I would just stand up here
[00:00:57.200 --> 00:00:58.740]   and I would just tell you what I might tell you
[00:00:58.740 --> 00:01:00.880]   if you ever came up to me.
[00:01:00.880 --> 00:01:02.600]   So you can identify for yourself
[00:01:02.600 --> 00:01:04.000]   if you fall into one of these categories,
[00:01:04.000 --> 00:01:07.040]   but maybe you're here and you're anxious about the future.
[00:01:07.040 --> 00:01:09.800]   What I would tell you is you can't predict
[00:01:09.800 --> 00:01:11.440]   what will happen tomorrow,
[00:01:11.440 --> 00:01:14.120]   but you can prepare what's happening today.
[00:01:14.120 --> 00:01:16.920]   Maybe you're frustrated with God.
[00:01:16.920 --> 00:01:19.920]   I would tell you just because God is silent
[00:01:19.920 --> 00:01:22.280]   doesn't mean that God is absent.
[00:01:22.280 --> 00:01:25.280]   Maybe you're here and you're reconciling with someone.
[00:01:25.280 --> 00:01:28.060]   I would tell you forgiveness is given in a moment.
[00:01:28.760 --> 00:01:32.720]   But trust, trust is earned over time.
[00:01:32.720 --> 00:01:35.280]   Maybe you're unfulfilled at work.
[00:01:35.280 --> 00:01:36.160]   Show of hands, anybody?
[00:01:36.160 --> 00:01:37.560]   Just kidding, don't do that.
[00:01:37.560 --> 00:01:41.400]   I would tell you money is a useful tool,
[00:01:41.400 --> 00:01:43.840]   but it makes a terrible master.
[00:01:43.840 --> 00:01:46.560]   Maybe you're struggling with sin.
[00:01:46.560 --> 00:01:50.040]   I would tell you nothing likes to die,
[00:01:50.040 --> 00:01:53.680]   but certainly some things should.
[00:01:53.680 --> 00:01:56.560]   Maybe you feel misunderstood.
[00:01:56.560 --> 00:01:59.040]   And I would tell you, hey, you can have the best
[00:01:59.040 --> 00:02:01.640]   of intentions and still be wrong.
[00:02:01.640 --> 00:02:04.720]   Some of you need to learn discipline.
[00:02:04.720 --> 00:02:08.800]   I would tell you small habits,
[00:02:08.800 --> 00:02:11.520]   they matter more than big decisions.
[00:02:11.520 --> 00:02:12.980]   Some of you, you're here tonight
[00:02:12.980 --> 00:02:14.800]   and you feel spiritually stuck.
