
[00:00:00.000 --> 00:00:02.660]   (phone ringing)
[00:00:02.660 --> 00:00:06.820]   - You have seven unheard messages.
[00:00:06.820 --> 00:00:08.500]   - Hey, sorry I haven't texted.
[00:00:08.500 --> 00:00:11.540]   I'm just not really sure what I'm feeling right now.
[00:00:11.540 --> 00:00:13.020]   - Hey, yo Danny!
[00:00:13.020 --> 00:00:14.700]   Where you at, bro?
[00:00:14.700 --> 00:00:16.540]   I'll see you soon, all right?
[00:00:16.540 --> 00:00:18.660]   - Hey, so I have moved on,
[00:00:18.660 --> 00:00:20.020]   but I feel like the Lord keeps putting me back
[00:00:20.020 --> 00:00:21.260]   on my heart for a reason.
[00:00:21.260 --> 00:00:22.940]   So please call me back.
[00:00:22.940 --> 00:00:25.300]   - Hey, bro, hey, I know you're going through it right now,
[00:00:25.300 --> 00:00:28.180]   but listen, I found another girl at the farmer's market.
[00:00:28.180 --> 00:00:31.100]   Now, she's not a farmer, but she is on the market, okay?
[00:00:31.100 --> 00:00:33.540]   So hit me back, love you, bro.
[00:00:33.540 --> 00:00:36.300]   - No, I'm sure this is the right number,
[00:00:36.300 --> 00:00:38.220]   but last night was a mistake.
[00:00:38.220 --> 00:00:41.140]   I was just hoping we could keep that between us.
[00:00:41.140 --> 00:00:42.340]   - Hey, just wanted to say,
[00:00:42.340 --> 00:00:44.140]   I don't think I can make it tonight.
[00:00:44.140 --> 00:00:48.420]   Yeah, I've just been thinking about us a lot lately,
[00:00:48.420 --> 00:00:50.880]   and we need to talk.
[00:00:50.880 --> 00:00:56.500]   - All right, all right, Porch, how we doing tonight?
[00:00:56.500 --> 00:00:57.620]   Great to see you.
[00:00:57.620 --> 00:01:01.020]   If it's your first time, welcome in the room.
[00:01:01.020 --> 00:01:02.420]   We're really glad you're here.
[00:01:02.420 --> 00:01:04.820]   If you've been here before, welcome back.
[00:01:04.820 --> 00:01:06.140]   We never want to forget about you,
[00:01:06.140 --> 00:01:08.120]   and then we never want to forget about everybody
[00:01:08.120 --> 00:01:09.820]   that is tuning in online.
[00:01:09.820 --> 00:01:11.880]   Well, y'all do a great job of helping me say hello
[00:01:11.880 --> 00:01:14.780]   to everybody that is tuning in with us here tonight.
[00:01:14.780 --> 00:01:15.960]   Amazing.
[00:01:15.960 --> 00:01:18.700]   Special shout out to all of our Porch Live locations,
[00:01:18.700 --> 00:01:21.700]   particularly Porch Live Springfield,
[00:01:21.700 --> 00:01:25.180]   Porch Live Midland, and Porch Live Boise.
[00:01:25.180 --> 00:01:28.260]   Got some Midland homies in the front.
[00:01:28.260 --> 00:01:29.740]   Well, when I was in college,
[00:01:29.740 --> 00:01:34.100]   I was convinced that I wanted to be an accounting major,
[00:01:34.100 --> 00:01:36.740]   not because I loved a really good balance sheet,
[00:01:36.740 --> 00:01:39.580]   but because it's what everybody was doing.
[00:01:39.580 --> 00:01:41.500]   You see, in the school that I went to,
[00:01:41.500 --> 00:01:44.580]   we had a program where over the course of five years,
[00:01:44.580 --> 00:01:47.100]   you could pick up not only your bachelor's degree,
[00:01:47.100 --> 00:01:48.340]   but also your master's degree,
[00:01:48.340 --> 00:01:51.080]   which in my mind's eye seemed like a really great play
[00:01:51.080 --> 00:01:52.540]   to run because for me,
[00:01:52.540 --> 00:01:54.980]   it meant that I get to add a few more letters to my resume,
[00:01:54.980 --> 00:01:58.620]   and I also get to spend another year with the boys.
[00:01:58.620 --> 00:02:00.140]   And so I decided, you know what,
[00:02:00.140 --> 00:02:01.060]   this is what I'm going to do.
[00:02:01.060 --> 00:02:03.180]   I don't necessarily need to consider anything else.
[00:02:03.180 --> 00:02:05.780]   So I didn't think about what are my natural aptitudes?
[00:02:05.780 --> 00:02:08.560]   I didn't process, well, what are my career ambitions?
[00:02:08.560 --> 00:02:10.900]   Or what's the coursework actually look like?
[00:02:10.900 --> 00:02:12.700]   What are the degree tracks are there?
[00:02:12.700 --> 00:02:16.660]   I just blindly signed up and began to pursue the curriculum
