
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:25.760]   I want to start with a question for you.
[00:00:25.760 --> 00:00:28.840]   Have you ever tried out for something
[00:00:28.840 --> 00:00:31.480]   and had to wait to find out if you got in?
[00:00:31.480 --> 00:00:33.240]   Okay, like you're like in that waiting,
[00:00:33.240 --> 00:00:35.120]   like I don't know if they've accepted me,
[00:00:35.120 --> 00:00:36.320]   I don't know if I'm getting in.
[00:00:36.320 --> 00:00:38.200]   And so maybe it was a date, right?
[00:00:38.200 --> 00:00:41.120]   You go on a date and the date's over
[00:00:41.120 --> 00:00:43.360]   and he's like, I'll call you.
[00:00:43.360 --> 00:00:45.240]   And you're like, okay, when?
[00:00:45.240 --> 00:00:47.240]   When are you gonna, like, did it go?
[00:00:47.240 --> 00:00:48.080]   I thought it went well, did it go well?
[00:00:48.080 --> 00:00:49.600]   It seemed like it went well, you know?
[00:00:49.600 --> 00:00:54.560]   Or maybe you went on a date and you texted her
[00:00:54.560 --> 00:00:57.680]   and it's like, hey, had fun, love to hang out again.
[00:00:57.680 --> 00:01:01.100]   And you see those three dots and then they disappear.
[00:01:01.100 --> 00:01:03.720]   And you're like, what's up with that?
[00:01:03.720 --> 00:01:05.760]   Like, and you're waiting to find out
[00:01:05.760 --> 00:01:07.640]   if you've been accepted.
[00:01:07.640 --> 00:01:11.840]   And maybe it was, you know, applying for a college, right?
[00:01:11.840 --> 00:01:14.360]   So maybe you apply at your favorite university,
[00:01:14.360 --> 00:01:16.880]   you send in your application to A&M
[00:01:16.880 --> 00:01:19.440]   and you're waiting to see if you, whoops,
[00:01:19.440 --> 00:01:21.080]   you're waiting to see if you got in
[00:01:21.080 --> 00:01:23.520]   or maybe it was Baylor, right?
[00:01:23.520 --> 00:01:25.760]   Or maybe UT.
[00:01:25.760 --> 00:01:29.040]   They accept everybody, they accept everybody.
[00:01:29.040 --> 00:01:33.800]   And you're waiting, you're waiting to find out
[00:01:33.800 --> 00:01:37.560]   if you got in, if you got accepted.
[00:01:37.560 --> 00:01:40.520]   Or maybe it was a job interview, right?
[00:01:40.520 --> 00:01:43.280]   You finish the interview, you put on your best,
[00:01:43.280 --> 00:01:45.560]   you know, you did everything you could
[00:01:45.560 --> 00:01:48.960]   and you leave and it's just that waiting period.
[00:01:48.960 --> 00:01:50.660]   Was I good enough, did I say the right things?
[00:01:50.660 --> 00:01:53.000]   I wonder how many people they're gonna take in.
[00:01:54.000 --> 00:01:55.800]   Am I gonna get in?
[00:01:55.800 --> 00:01:56.880]   Will they accept me?
[00:01:56.880 --> 00:01:58.720]   I went to an interview once,
[00:01:58.720 --> 00:02:01.040]   it was actually for a reality show
[00:02:01.040 --> 00:02:04.880]   called "The Apprentice," okay?
[00:02:04.880 --> 00:02:06.200]   Now I don't know if you've heard of "The Apprentice,"
[00:02:06.200 --> 00:02:09.320]   but I tried out for this, it was in Fort Worth,
[00:02:09.320 --> 00:02:10.680]   tryouts were in Fort Worth.
[00:02:10.680 --> 00:02:12.760]   And so my wife and I go out there,
[00:02:12.760 --> 00:02:15.440]   it was a while ago, long before ministry
[00:02:15.440 --> 00:02:17.200]   or a little bit before ministry.
[00:02:17.200 --> 00:02:18.600]   And so that's why I'm in ministry.
[00:02:18.600 --> 00:02:21.640]   And so I go out there to Fort Worth
[00:02:21.640 --> 00:02:23.920]   and there's thousands and thousands and thousands
[00:02:23.920 --> 00:02:26.000]   of people trying, I'm like, I don't have a shot, you know?
[00:02:26.000 --> 00:02:28.760]   And I go in there and I did everything I could,
[00:02:28.760 --> 00:02:32.080]   you know, I was bold and had my best suit on
[00:02:32.080 --> 00:02:34.120]   and was trying to get on the show.
[00:02:34.120 --> 00:02:35.480]   And afterwards they said,
[00:02:35.480 --> 00:02:38.120]   "Hey, we'll let you know today if you made it."
[00:02:38.120 --> 00:02:40.360]   And so Monica and I went out in Fort Worth,
[00:02:40.360 --> 00:02:42.320]   we went to Sundance Square, we had a blast,
[00:02:42.320 --> 00:02:43.640]   just we went and saw a movie.
[00:02:43.640 --> 00:02:45.200]   I remember we went to Barnes and Nobles,
[00:02:45.200 --> 00:02:46.900]   then we went to this comedy club
[00:02:46.900 --> 00:02:48.600]   and then we were hanging out for a late dinner.
