
[00:00:00.000 --> 00:00:17.960]   [MUSIC PLAYING]
[00:00:17.960 --> 00:00:18.920]   Well, what's up, Porch?
[00:00:18.920 --> 00:00:21.760]   How are we doing tonight?
[00:00:21.760 --> 00:00:23.480]   Hey, it's good to see you.
[00:00:23.480 --> 00:00:24.920]   Glad you're here.
[00:00:24.920 --> 00:00:26.360]   I hope that all is well.
[00:00:26.360 --> 00:00:29.680]   If this is your first time with us, my name is Timothy Atik.
[00:00:29.680 --> 00:00:32.220]   I'm one of the teaching pastors here at Watermark on Sundays,
[00:00:32.220 --> 00:00:34.400]   as well as here at the Porch.
[00:00:34.400 --> 00:00:37.440]   Just shout out to everyone here in the room in Dallas.
[00:00:37.440 --> 00:00:40.200]   But I know that there are people all over the nation that
[00:00:40.200 --> 00:00:41.240]   are watching right now.
[00:00:41.240 --> 00:00:45.600]   So I want to say hello to Porch Live Tulsa, Porch Live
[00:00:45.600 --> 00:00:48.000]   Scottsdale, Porch Live Boise.
[00:00:48.000 --> 00:00:50.080]   So glad that you guys are tuning in tonight.
[00:00:50.080 --> 00:00:53.640]   And if you're just by yourself watching online, welcome.
[00:00:53.640 --> 00:00:55.080]   I'm glad that you're with us.
[00:00:55.080 --> 00:00:59.120]   We are in part two of a series that we are calling--
[00:00:59.120 --> 00:01:00.160]   I mean, just wait for it.
[00:01:00.160 --> 00:01:01.240]   The title is amazing.
[00:01:01.240 --> 00:01:05.880]   We are calling it Prayer.
[00:01:05.880 --> 00:01:07.880]   Yeah.
[00:01:07.880 --> 00:01:09.960]   Yeah, you should have seen the creative meetings that
[00:01:09.960 --> 00:01:11.560]   went into coming up with that.
[00:01:11.560 --> 00:01:13.740]   But the title of the series is Prayer--
[00:01:13.740 --> 00:01:16.360]   How to Talk to and Hear from God.
[00:01:16.360 --> 00:01:19.640]   And the goal of it is that we want every person in this room
[00:01:19.640 --> 00:01:22.600]   to take a step in their relationship with God
[00:01:22.600 --> 00:01:24.520]   in regard to prayer.
[00:01:24.520 --> 00:01:27.440]   Some people here love to pray.
[00:01:27.440 --> 00:01:30.160]   Other people rarely ever pray.
[00:01:30.160 --> 00:01:34.360]   Wherever you're at, if you never really pray,
[00:01:34.360 --> 00:01:36.160]   our goal is that you would start praying.
[00:01:36.160 --> 00:01:38.520]   If you pray occasionally, our hope
[00:01:38.520 --> 00:01:40.600]   is that you'd begin praying regularly.
[00:01:40.600 --> 00:01:43.240]   If you pray regularly, our hope is
[00:01:43.240 --> 00:01:46.160]   that you would pray constantly.
[00:01:46.160 --> 00:01:48.000]   And I would just say that prayer is something
[00:01:48.000 --> 00:01:50.280]   that I've been growing in over my life.
[00:01:50.280 --> 00:01:52.520]   And for the majority of my life, it
[00:01:52.520 --> 00:01:55.280]   has been something that I've really struggled with.
[00:01:55.280 --> 00:01:58.400]   I remember when I was a freshman at Texas A&M University,
[00:01:58.400 --> 00:02:02.480]   I showed up on campus.
[00:02:02.480 --> 00:02:05.600]   And I moved into the dorm with my best friend.
[00:02:05.600 --> 00:02:08.080]   And before classes had even started,
[00:02:08.080 --> 00:02:11.240]   I had never even been to a class at A&M.
[00:02:11.240 --> 00:02:14.280]   And I remember being in my dorm room.
[00:02:14.280 --> 00:02:16.680]   And this guy knocked on our door.
[00:02:16.680 --> 00:02:18.840]   And he said, hey, there's a group of us
[00:02:18.840 --> 00:02:22.000]   that are going to go have a prayer gathering on the front
[00:02:22.000 --> 00:02:23.920]   line of the university.
[00:02:23.920 --> 00:02:25.720]   And my roommate and I, we were Christians.
[00:02:25.720 --> 00:02:27.100]   We were like, well, I guess that's
[00:02:27.100 --> 00:02:28.640]   what we're supposed to do in college.
[00:02:28.640 --> 00:02:32.000]   Like, if we're Christians in college and people are praying,
[00:02:32.000 --> 00:02:34.240]   we should probably go and do that.
[00:02:34.240 --> 00:02:36.280]   But I still didn't have much experience
[00:02:36.280 --> 00:02:37.320]   with prayer at that point.
[00:02:37.320 --> 00:02:41.040]   And so we sat down on the front line of the university at night.
[00:02:41.040 --> 00:02:42.080]   And we began to pray.
[00:02:42.080 --> 00:02:43.600]   And we prayed for 10 minutes.
[00:02:43.600 --> 00:02:45.160]   10 minutes turned into 20 minutes.
[00:02:45.160 --> 00:02:47.320]   20 minutes turned into 30 minutes.
[00:02:47.320 --> 00:02:50.680]   And by that point, I'm like, guys, I think we've done it.
[00:02:50.680 --> 00:02:53.720]   Like, we've had the prayer gathering.
[00:02:53.720 --> 00:02:55.400]   Like, we have gathered.
[00:02:55.400 --> 00:02:57.880]   It's time-- you know you reach that point where it's like,
[00:02:57.880 --> 00:03:01.480]   all right, who's going to wrap this thing up and say amen?
[00:03:01.480 --> 00:03:03.240]   It's been a good go.
[00:03:03.240 --> 00:03:06.000]   30 minutes turned into 50 minutes,
[00:03:06.000 --> 00:03:08.000]   which turned into an hour.
[00:03:08.000 --> 00:03:12.600]   And finally, like, the leader began to pray.
[00:03:12.600 --> 00:03:14.220]   And if you've ever been in that moment
[00:03:14.220 --> 00:03:16.680]   and the leader starts praying, it's just like, finally.
[00:03:16.680 --> 00:03:19.600]   Like, you just kind of breathe that relief.
[00:03:19.600 --> 00:03:21.080]   And the leader said amen.
[00:03:21.080 --> 00:03:23.520]   And I was like, that was a great meeting.
[00:03:23.520 --> 00:03:28.600]   And then this girl in the group of 15 to 20 people gathering,
[00:03:28.600 --> 00:03:32.400]   she said, I don't think we're done.
[00:03:32.400 --> 00:03:33.680]   And I was like, no, we're done.
[00:03:33.680 --> 00:03:36.160]   Like, he said amen.
[00:03:36.160 --> 00:03:39.480]   Like, that's the ending word.
[00:03:39.480 --> 00:03:41.560]   You can't reopen it when you've said amen.
[00:03:41.560 --> 00:03:43.240]   She was like, I don't think we're done.
[00:03:43.240 --> 00:03:48.160]   And so we went back into it for another hour.
[00:03:48.160 --> 00:03:51.920]   And by the end, I was like, I'm not
[00:03:51.920 --> 00:03:55.680]   sure I want to do that again.
[00:03:55.680 --> 00:03:57.720]   And I think about that.
[00:03:57.720 --> 00:03:58.880]   And I think about this room.
[00:03:58.880 --> 00:03:59.840]   And here's the reality.
[00:03:59.840 --> 00:04:02.960]   There are people in this room who
[00:04:02.960 --> 00:04:07.240]   are the I don't think we're done yet type of people.
[00:04:07.240 --> 00:04:08.800]   Like, you love praying.
[00:04:08.800 --> 00:04:10.840]   You gear up for it.
[00:04:10.840 --> 00:04:12.760]   You're the person knocking on the door saying,
[00:04:12.760 --> 00:04:15.520]   hey, we've got a prayer gathering on the front lawn.
[00:04:15.520 --> 00:04:17.480]   Like, let's do it.
[00:04:17.480 --> 00:04:20.680]   And then there's other people in this room who are the I
[00:04:20.680 --> 00:04:24.520]   think we were done about an hour and 30 minutes
[00:04:24.520 --> 00:04:27.000]   earlier type of people.
[00:04:27.000 --> 00:04:28.040]   And that's OK, too.
[00:04:28.040 --> 00:04:30.840]   Like, we're all in different places.
[00:04:30.840 --> 00:04:35.160]   But the goal is that we would all take a step.
[00:04:35.160 --> 00:04:37.680]   As I've thought about my own journey with prayer,
[00:04:37.680 --> 00:04:40.840]   I think I've narrowed it down to two reasons why
[00:04:40.840 --> 00:04:45.080]   I've struggled with prayer for a good portion of my life.
[00:04:45.080 --> 00:04:46.240]   It's really two reasons.
[00:04:46.240 --> 00:04:50.320]   First is that I've just bought into the thought
[00:04:50.320 --> 00:04:53.240]   that God's going to do what he's going to do.
[00:04:53.240 --> 00:04:55.800]   Like, God is sovereign over all things.
[00:04:55.800 --> 00:04:58.320]   He's going to accomplish his purposes.
[00:04:58.320 --> 00:05:00.880]   So whether I pray or not, the reality
[00:05:00.880 --> 00:05:02.680]   is that God is in charge.
[00:05:02.680 --> 00:05:03.680]   God is moving.
[00:05:03.680 --> 00:05:05.520]   God's going to do what he's going to do.
[00:05:05.520 --> 00:05:07.040]   So I can pray.
[00:05:07.040 --> 00:05:08.960]   But regardless of whether I pray,
[00:05:08.960 --> 00:05:10.880]   God is going to-- he's just going
[00:05:10.880 --> 00:05:12.920]   to do what he's going to do.
[00:05:12.920 --> 00:05:14.960]   The second reason I've struggled with prayer
[00:05:14.960 --> 00:05:18.480]   is that there have been times in the past where I've prayed,
[00:05:18.480 --> 00:05:22.600]   and God hasn't seemed to answer my prayers.
[00:05:22.600 --> 00:05:24.400]   And I don't know if you've experienced that.
[00:05:24.400 --> 00:05:26.640]   I would imagine that's true for everyone in this room.
[00:05:26.640 --> 00:05:31.920]   Like, there is times where I've begged God to heal someone who
[00:05:31.920 --> 00:05:37.000]   is dealing with some type of illness, sickness,
[00:05:37.000 --> 00:05:40.920]   and God hasn't seemed to respond.
[00:05:40.920 --> 00:05:44.920]   Even more recently, there have been prayers
[00:05:44.920 --> 00:05:46.840]   that I've prayed that it would just
[00:05:46.840 --> 00:05:52.880]   seem so easy for God to say the word, and it would happen.
[00:05:52.880 --> 00:05:56.160]   And it would bring flourishing in people's lives.
