
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:09.420]   (soft music)
[00:00:09.420 --> 00:00:21.300]   - I love it.
[00:00:21.300 --> 00:00:24.100]   My family and I just got back from Disney World.
[00:00:24.100 --> 00:00:27.160]   If we're Instagram buddies, you knew that.
[00:00:27.160 --> 00:00:29.540]   I heard I over posted, I apologize.
[00:00:29.540 --> 00:00:33.420]   And so we had an amazing time.
[00:00:33.420 --> 00:00:36.600]   I've only been to Disney once before,
[00:00:36.600 --> 00:00:39.040]   and that was with, I think I was 13 years old
[00:00:39.040 --> 00:00:40.480]   with a church youth group, believe it or not.
[00:00:40.480 --> 00:00:42.460]   I don't know how that fits in my story for you,
[00:00:42.460 --> 00:00:44.700]   but I did go with church youth group once.
[00:00:44.700 --> 00:00:46.260]   And Disney's an amazing place.
[00:00:46.260 --> 00:00:47.700]   I mean, it's known for its excellence.
[00:00:47.700 --> 00:00:48.740]   I mean, Walt was a genius.
[00:00:48.740 --> 00:00:51.600]   It's 62,000 employees.
[00:00:51.600 --> 00:00:55.580]   It makes us the largest employer in one location in America.
[00:00:55.580 --> 00:00:57.180]   It's 40 square miles.
[00:00:57.180 --> 00:00:59.060]   It's the size of San Francisco.
[00:00:59.060 --> 00:01:00.220]   Disney World is.
[00:01:00.220 --> 00:01:02.860]   And there's this entire world that you've never seen
[00:01:02.860 --> 00:01:03.900]   that makes it all possible.
[00:01:03.900 --> 00:01:06.460]   It has these underground tunnels.
[00:01:06.460 --> 00:01:09.220]   It has a tunnel system under the magical kingdom.
[00:01:09.220 --> 00:01:11.260]   And because it was built on swamp lands,
[00:01:11.260 --> 00:01:12.780]   these tunnels were built first,
[00:01:12.780 --> 00:01:15.500]   and then the magical kingdom was built on top of them.
[00:01:15.500 --> 00:01:17.260]   And this is where the employees go to and from.
[00:01:17.260 --> 00:01:18.340]   In fact, in the tunnels,
[00:01:18.340 --> 00:01:19.540]   this is where their wardrobe is.
[00:01:19.540 --> 00:01:20.660]   This is where they change.
[00:01:20.660 --> 00:01:23.580]   You'll never see two of the same cast members
[00:01:23.580 --> 00:01:25.420]   above ground at the same location.
[00:01:25.420 --> 00:01:26.260]   It will never happen.
[00:01:26.260 --> 00:01:30.020]   Even though they have 162 Mickey costumes,
[00:01:30.020 --> 00:01:31.860]   only one will be above ground at one time.
[00:01:31.860 --> 00:01:33.600]   I think I have a picture of the tunnels.
[00:01:33.600 --> 00:01:36.140]   I don't know if you guys got that yet.
[00:01:36.140 --> 00:01:36.980]   Yeah, there you go.
[00:01:36.980 --> 00:01:39.780]   That's the tunnel system there at the magical kingdom,
[00:01:39.780 --> 00:01:40.660]   and you can kind of see it.
[00:01:40.660 --> 00:01:42.140]   And I want to tell you something crazy.
[00:01:42.140 --> 00:01:43.580]   You want to hear this?
[00:01:43.580 --> 00:01:44.740]   I've been in there.
[00:01:44.740 --> 00:01:48.500]   And I don't mean because pastor privileges
[00:01:48.500 --> 00:01:49.600]   or anything crazy like that.
[00:01:49.600 --> 00:01:50.520]   Let me tell you how it happened.
[00:01:50.520 --> 00:01:51.980]   I was 13 years old,
[00:01:51.980 --> 00:01:54.320]   and this is why I don't remember much of Disney.
[00:01:54.320 --> 00:01:56.240]   We took a bus there,
[00:01:56.240 --> 00:01:59.320]   and I remember I had been waiting in line.
[00:01:59.320 --> 00:02:03.040]   It was hot, and I was at this restaurant at Disney
[00:02:03.040 --> 00:02:06.240]   in the parks, and I got this stomach cramp.
[00:02:06.240 --> 00:02:08.800]   And guys, I mean, it was like a stomach cramp
[00:02:08.800 --> 00:02:10.600]   like from Satan, okay?
[00:02:10.600 --> 00:02:13.600]   Like I bent over, and I couldn't stand up.
[00:02:13.600 --> 00:02:14.440]   It hurt so bad.
[00:02:14.440 --> 00:02:16.760]   My stomach tightened up, and I'm with a buddy,
[00:02:16.760 --> 00:02:18.520]   and I'm like, "You gotta go get help."
[00:02:18.520 --> 00:02:22.720]   And it was because I was dehydrated and a wuss, evidently.
[00:02:22.720 --> 00:02:25.880]   And so here's what happened.
[00:02:25.880 --> 00:02:26.720]   Here's what happened.
[00:02:26.720 --> 00:02:27.960]   I'm sitting there, I'm in this restaurant.
[00:02:27.960 --> 00:02:29.480]   I'm crying, okay?
[00:02:29.480 --> 00:02:30.920]   I'm embarrassed to tell you.
[00:02:30.920 --> 00:02:33.800]   And I'm hurting, and all of the sudden,
[00:02:33.800 --> 00:02:36.760]   these people come out of the woodworks like Disney ninjas.
[00:02:36.760 --> 00:02:37.640]   I mean, just show up.
[00:02:37.640 --> 00:02:39.720]   I'm talking, they like walk out of walls and stuff.
[00:02:39.720 --> 00:02:40.920]   They're like, "Hey, do you need help?"
[00:02:40.920 --> 00:02:41.760]   And it was just like,
[00:02:41.760 --> 00:02:44.040]   it was like people who I thought were tourists
[00:02:44.040 --> 00:02:47.560]   who were actually employees of Disney came to render aid,
[00:02:47.560 --> 00:02:51.040]   and they grabbed me, and they put me on a stretcher, okay?
[00:02:51.040 --> 00:02:54.080]   And they take me, and they take me down underground
[00:02:54.080 --> 00:02:56.080]   into Disney's infirmary.
[00:02:56.080 --> 00:02:58.960]   You can laugh.
[00:02:58.960 --> 00:03:00.960]   That's a true story, and I'm there,
[00:03:00.960 --> 00:03:04.000]   and I spent like a day and a half
[00:03:04.000 --> 00:03:06.120]   in the infirmary in Disney World,
[00:03:06.120 --> 00:03:08.040]   and I have very little memory
[00:03:08.040 --> 00:03:10.760]   of anything magical about the kingdom.
[00:03:10.760 --> 00:03:13.720]   But this underground world exists,
[00:03:13.720 --> 00:03:16.760]   and it's what makes the kingdom magical.
[00:03:16.760 --> 00:03:21.400]   Like, you're talking 62,000 employees coming together,
[00:03:21.400 --> 00:03:23.400]   working together for a common vision
[00:03:23.400 --> 00:03:24.720]   so that you can walk around
[00:03:24.720 --> 00:03:28.320]   and hardly ever even see a piece of litter on the ground
[00:03:28.320 --> 00:03:30.360]   and be impressed at every turn
[00:03:30.360 --> 00:03:33.160]   at how amazing the place is.
[00:03:33.160 --> 00:03:37.560]   It's world-renowned for the excellence that it strives for.
[00:03:37.560 --> 00:03:40.160]   And in the same way, God is building a kingdom,
[00:03:40.160 --> 00:03:44.920]   and we are the employees of that kingdom.
[00:03:44.920 --> 00:03:48.960]   And when we stop working for that level of excellence
[00:03:48.960 --> 00:03:53.640]   that honors him, like Greg said, and motivates his people,
[00:03:53.640 --> 00:03:54.920]   the kingdom withers.
[00:03:54.920 --> 00:03:57.520]   And can I tell you something?
[00:03:57.520 --> 00:04:01.120]   We've lost the kingdom.
[00:04:01.120 --> 00:04:05.720]   And when I say we, I mean we, our generation,
[00:04:05.720 --> 00:04:08.320]   our peers on our time.
[00:04:08.320 --> 00:04:12.280]   We just lost an entire country to pagan worship.
[00:04:13.240 --> 00:04:16.760]   Like, for the first time in the history of America,
[00:04:16.760 --> 00:04:19.200]   it is no longer a Christian nation.
[00:04:19.200 --> 00:04:22.640]   For the first time in the history of our country,
[00:04:22.640 --> 00:04:26.400]   we have diminished to less than half of the people
[00:04:26.400 --> 00:04:28.880]   who claim to be Protestant Christians.
[00:04:28.880 --> 00:04:33.160]   There's an article in CNN today that said these things.
[00:04:33.160 --> 00:04:35.160]   I'll read to you some of the statistics.
[00:04:35.160 --> 00:04:40.000]   46%, that's down from 50% just a decade ago.
[00:04:41.440 --> 00:04:44.320]   40% Christian.
[00:04:44.320 --> 00:04:48.560]   23% of our peers say they are spiritual but not religious,
