
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:18.980]   - What's up, Porch?
[00:00:18.980 --> 00:00:20.140]   How we doing tonight?
[00:00:20.140 --> 00:00:22.440]   (audience cheering)
[00:00:22.440 --> 00:00:24.620]   Hey, it's great to see you.
[00:00:24.620 --> 00:00:26.620]   My name is Timothy Atik,
[00:00:26.620 --> 00:00:28.820]   and I am one of the teaching pastors here
[00:00:28.820 --> 00:00:30.080]   at Watermark on Sundays,
[00:00:30.080 --> 00:00:32.400]   as well as right here at the porch.
[00:00:32.400 --> 00:00:34.200]   I'm so glad you made it tonight.
[00:00:34.200 --> 00:00:35.840]   Hello to everyone in the room,
[00:00:35.840 --> 00:00:37.800]   as well as to everyone watching online
[00:00:37.800 --> 00:00:39.440]   at our Porch Live locations.
[00:00:39.440 --> 00:00:41.800]   I'm thinking about you, Porch Live Des Moines,
[00:00:41.800 --> 00:00:45.280]   Porch Live Tulsa, Porch Live Fort Worth.
[00:00:45.280 --> 00:00:48.400]   I am glad that you are tuning in tonight.
[00:00:48.400 --> 00:00:50.280]   I also know that there are many individuals
[00:00:50.280 --> 00:00:53.320]   just around the globe who are sitting in their apartment
[00:00:53.320 --> 00:00:55.600]   or their condo or their house tonight,
[00:00:55.600 --> 00:00:56.640]   watching by yourselves.
[00:00:56.640 --> 00:01:00.440]   If that's you, I'm so glad you're here as well.
[00:01:00.440 --> 00:01:03.200]   We are starting a new series,
[00:01:03.200 --> 00:01:06.160]   and it has the sexiest title
[00:01:06.160 --> 00:01:09.080]   that we have had in a long time.
[00:01:09.080 --> 00:01:11.040]   Here's the name of the series.
[00:01:11.040 --> 00:01:13.680]   It is called Prayer.
[00:01:13.680 --> 00:01:16.000]   (audience cheering)
[00:01:16.000 --> 00:01:16.840]   Yeah.
[00:01:16.840 --> 00:01:19.880]   That's not all.
[00:01:19.880 --> 00:01:24.520]   It's called Prayer, How to Talk to and Hear from God.
[00:01:24.520 --> 00:01:26.120]   That's the name of the series.
[00:01:26.120 --> 00:01:30.040]   So we are going to be in for the next four weeks.
[00:01:30.040 --> 00:01:32.120]   Here's the reason that we are calling it that.
[00:01:32.120 --> 00:01:34.360]   We did not want to get creative with this one.
[00:01:34.360 --> 00:01:36.840]   This is like, we want you to know
[00:01:36.840 --> 00:01:38.640]   this is what we're talking about.
[00:01:38.640 --> 00:01:41.720]   We are talking about prayer unapologetically.
[00:01:41.720 --> 00:01:44.880]   Like if there's anything that my hope,
[00:01:44.880 --> 00:01:46.640]   if there's anything I hope for you
[00:01:46.640 --> 00:01:50.640]   is that you would take a step in your prayer life.
[00:01:50.640 --> 00:01:52.840]   So if you don't pray,
[00:01:52.840 --> 00:01:55.160]   my hope is that you would start praying.
[00:01:55.160 --> 00:01:57.960]   If you pray sporadically,
[00:01:57.960 --> 00:02:00.720]   my hope is that you would start praying regularly.
[00:02:00.720 --> 00:02:02.720]   And if you pray regularly,
[00:02:02.720 --> 00:02:06.440]   my hope is that you would start praying constantly.
[00:02:06.440 --> 00:02:09.840]   Like my goal is that you would grow in prayer.
[00:02:09.840 --> 00:02:10.720]   I'll put it this way.
[00:02:10.720 --> 00:02:13.400]   When I was in college, I had a major and a minor
[00:02:13.400 --> 00:02:14.680]   at Texas A&M University.
[00:02:14.680 --> 00:02:17.040]   I majored in psychology,
[00:02:17.040 --> 00:02:21.000]   majored in psychology and minored in business.
[00:02:21.000 --> 00:02:24.440]   And the reality is, is in the spiritual life,
[00:02:24.440 --> 00:02:27.240]   our tendency will be to major in certain things
[00:02:27.240 --> 00:02:28.480]   and minor in other things.
[00:02:28.480 --> 00:02:30.640]   In my own life, what I've realized
[00:02:30.640 --> 00:02:32.360]   as I look back on the decades
[00:02:32.360 --> 00:02:34.120]   that I've been walking with Jesus
[00:02:34.120 --> 00:02:37.560]   is that without thinking about it,
[00:02:37.560 --> 00:02:41.720]   I majored in the word of God and minored in prayer.
[00:02:41.720 --> 00:02:44.160]   And the Lord changed that in my life.
[00:02:44.160 --> 00:02:45.960]   And I'm so glad that he did.
[00:02:45.960 --> 00:02:48.040]   But I don't want you to go another day
[00:02:48.040 --> 00:02:52.800]   majoring in something other than prayer.
[00:02:52.800 --> 00:02:55.680]   I want us to be a people who pray.
