
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:23.960]   How's it going?
[00:00:23.960 --> 00:00:26.640]   How are you guys doing?
[00:00:26.640 --> 00:00:27.720]   Doing good?
[00:00:27.720 --> 00:00:28.560]   Awesome.
[00:00:28.560 --> 00:00:30.120]   If you have your Bibles, Genesis 1.
[00:00:30.120 --> 00:00:31.000]   If you don't know where that is,
[00:00:31.000 --> 00:00:33.200]   just open to the first page.
[00:00:33.200 --> 00:00:34.160]   And there you have it.
[00:00:34.160 --> 00:00:35.840]   We'll be in Genesis 1, maybe Genesis 2.
[00:00:35.840 --> 00:00:37.600]   We'll see how this goes.
[00:00:37.600 --> 00:00:39.080]   I just kind of start the clock and get running
[00:00:39.080 --> 00:00:40.040]   and we just end when we end.
[00:00:40.040 --> 00:00:40.880]   That's how I tend to do it.
[00:00:40.880 --> 00:00:42.280]   We'll see how fun that is.
[00:00:42.280 --> 00:00:43.400]   I'm excited to be with you guys.
[00:00:43.400 --> 00:00:46.480]   Man, it has been a long time since I've been with you guys.
[00:00:46.480 --> 00:00:47.900]   I don't know if anyone's been coming to the porch
[00:00:47.900 --> 00:00:49.720]   for a long time, but I spoke a handful of times
[00:00:49.720 --> 00:00:52.480]   like four or five years ago, did launch retreat back then,
[00:00:52.480 --> 00:00:54.320]   and then took a big break from the porch family,
[00:00:54.320 --> 00:00:55.160]   but it's good to be back.
[00:00:55.160 --> 00:00:55.980]   I miss you guys.
[00:00:55.980 --> 00:00:56.820]   You guys are awesome.
[00:00:56.820 --> 00:00:58.200]   I miss you guys back.
[00:00:58.200 --> 00:00:59.840]   So again, the series, Datable.
[00:00:59.840 --> 00:01:01.280]   I'm just gonna jump into it
[00:01:01.280 --> 00:01:02.880]   because I am so excited for tonight.
[00:01:02.880 --> 00:01:05.640]   I'm excited for us to lean in to the scriptures.
[00:01:05.640 --> 00:01:07.760]   Now, there's kind of this axiom
[00:01:07.760 --> 00:01:10.720]   that I think is, we would all resonate with,
[00:01:10.720 --> 00:01:11.820]   and it's essentially this.
[00:01:11.820 --> 00:01:14.520]   It's essentially that so many of us,
[00:01:14.520 --> 00:01:15.660]   and I know this resonates with me
[00:01:15.660 --> 00:01:18.160]   and specifically in my mid-20s,
[00:01:18.160 --> 00:01:20.440]   that life can be going poorly.
[00:01:20.440 --> 00:01:22.420]   Everything around you can be kind of breaking apart
[00:01:22.420 --> 00:01:24.160]   or falling apart, but if you have a relationship
[00:01:24.160 --> 00:01:25.520]   that's relatively healthy
[00:01:25.520 --> 00:01:26.600]   or you're doing it the right way,
[00:01:26.600 --> 00:01:28.640]   it's crazy how everything can feel fine.
[00:01:28.640 --> 00:01:30.160]   And the flip is true as well, right?
[00:01:30.160 --> 00:01:32.420]   Where everything in your life can be going well.
[00:01:32.420 --> 00:01:35.320]   Jobs, promotion, maybe a promotion with money,
[00:01:35.320 --> 00:01:37.200]   certain things, certain whatever,
[00:01:37.200 --> 00:01:39.200]   but if there's something in a relationship
[00:01:39.200 --> 00:01:40.600]   that is breaking you, that's difficult,
[00:01:40.600 --> 00:01:42.040]   or you're making unwise choices
[00:01:42.040 --> 00:01:44.320]   that's kind of destroying your soul and your heart,
[00:01:44.320 --> 00:01:46.960]   then it's crazy how it feels like everything is breaking.
[00:01:46.960 --> 00:01:48.680]   What I'm saying with that is there's something
[00:01:48.680 --> 00:01:51.360]   about God's design for human relationships
[00:01:51.360 --> 00:01:52.960]   that is central to who we are.
[00:01:52.960 --> 00:01:55.880]   And I mean that, by the way, single, dating, or not, right?
[00:01:55.880 --> 00:01:57.800]   I mean in the sense of just how we feel about them,
[00:01:57.800 --> 00:02:00.120]   how we think about them, how we enter into them.
[00:02:00.120 --> 00:02:01.960]   There's something about human relationships
[00:02:01.960 --> 00:02:04.640]   that is very close to how God wired us,
[00:02:04.640 --> 00:02:07.200]   how God designed us, and who we are.
[00:02:07.200 --> 00:02:08.600]   So that's what we're gonna talk about tonight.
[00:02:08.600 --> 00:02:10.840]   We're gonna talk about what is God's design
[00:02:10.840 --> 00:02:13.460]   for human flourishing, for human relationships,
[00:02:13.460 --> 00:02:16.020]   for sexuality, and all these different types of things.
[00:02:16.020 --> 00:02:17.600]   We're gonna go all the way back to the beginning
[00:02:17.600 --> 00:02:20.940]   and look at what I like to say is the blueprint, okay?
[00:02:20.940 --> 00:02:22.840]   Now when I say the word blueprint, what do you think of?
[00:02:22.840 --> 00:02:24.520]   I don't know about you, I actually think of Jay-Z's albums.
[00:02:24.520 --> 00:02:25.400]   Anyone else?
[00:02:25.400 --> 00:02:28.720]   Okay, besides that, what you probably think of
[00:02:28.720 --> 00:02:31.160]   is architectural drawings or something of that nature.
[00:02:31.160 --> 00:02:34.920]   A blueprint tends to be a framework, a map,
[00:02:34.920 --> 00:02:38.560]   a thing that you look at in regards to showing you
[00:02:38.560 --> 00:02:40.400]   the design of something before what?
[00:02:40.400 --> 00:02:42.640]   Before you go on and build something, right?
[00:02:42.640 --> 00:02:44.240]   Before you go on and do something.
[00:02:44.240 --> 00:02:47.720]   And so it is with God's design for us with relationships,
[00:02:47.720 --> 00:02:49.360]   where he has a blueprint.
[00:02:49.360 --> 00:02:51.400]   If you try to go forward without it,
[00:02:51.400 --> 00:02:53.000]   have fun building a house without a blueprint,
[00:02:53.000 --> 00:02:54.440]   see how that goes.
[00:02:54.440 --> 00:02:55.720]   It doesn't end well.
[00:02:55.720 --> 00:02:58.600]   It doesn't end well, but if we listen to the wisdom of God,
[00:02:58.600 --> 00:03:01.520]   how he's created and wired us to work,
[00:03:01.520 --> 00:03:03.560]   then that's what leads us to flourishing.
[00:03:03.560 --> 00:03:05.900]   So we're gonna go back and look at that.
[00:03:05.900 --> 00:03:07.720]   So again, if you have your Bibles,
[00:03:07.720 --> 00:03:10.100]   let's go to Genesis chapter one.
[00:03:10.100 --> 00:03:12.240]   And I'm not gonna cover all of the points,
[00:03:12.240 --> 00:03:14.640]   but I think there's, what I wanna do is cover,
[00:03:14.640 --> 00:03:16.480]   I think, some of the more often missed ones.
[00:03:16.480 --> 00:03:17.840]   And so we'll just start reading and go from there.
[00:03:17.840 --> 00:03:20.860]   Genesis chapter one, let's go down to verse 26 for me.
[00:03:20.860 --> 00:03:21.960]   I might have a tough time reading it too,
[00:03:21.960 --> 00:03:24.200]   'cause my two-year-old just ripped this yesterday, so.
[00:03:24.200 --> 00:03:25.040]   (congregation laughing)
[00:03:25.040 --> 00:03:26.840]   Yeah, I mean, the kid's just ripping the scriptures.
[00:03:26.840 --> 00:03:28.080]   Like, what kind of hatred for God is that?
[00:03:28.080 --> 00:03:28.920]   Okay.
[00:03:28.920 --> 00:03:30.960]   (congregation laughing)
[00:03:30.960 --> 00:03:32.640]   Verse 26, "Then God said,
