
[00:00:00.000 --> 00:00:10.000]   [MUSIC]
[00:00:10.000 --> 00:00:26.780]   Let's go.
[00:00:26.780 --> 00:00:29.960]   >> [APPLAUSE] >> What's up, friends in the room?
[00:00:29.960 --> 00:00:33.600]   Friends in Fort Worth, El Paso, Houston, Northwest Arkansas, Phoenix,
[00:00:33.600 --> 00:00:35.320]   wherever you're listening in from.
[00:00:35.320 --> 00:00:37.360]   We are continuing this mood series tonight.
[00:00:37.360 --> 00:00:42.480]   Anyone ever been in a relationship with someone where you feel like
[00:00:42.480 --> 00:00:45.840]   they're not trying as hard as you are?
[00:00:45.840 --> 00:00:51.400]   >> [APPLAUSE] >> [LAUGH]
[00:00:51.400 --> 00:00:57.240]   Hopefully it's not the person you're here with tonight.
[00:00:57.240 --> 00:01:01.440]   >> [LAUGH] >> But I recently had this, and
[00:01:01.440 --> 00:01:03.840]   I'm not even talking necessarily in a dating relationship,
[00:01:03.840 --> 00:01:04.880]   I'm talking about a friendship.
[00:01:04.880 --> 00:01:10.280]   A friend of mine, man, you guys have some stuff to vent.
[00:01:10.280 --> 00:01:13.600]   >> [LAUGH] >> A friend of mine recently,
[00:01:13.600 --> 00:01:19.200]   not long ago, moved up and took a position of a pastor in Fort Worth.
[00:01:19.200 --> 00:01:22.840]   And my best friend in the world was the best man at my wedding, really close.
[00:01:22.840 --> 00:01:27.080]   And have just college roommates, spent so much time together.
[00:01:27.080 --> 00:01:30.520]   And ever since he's moved up there, it's just been that we've missed having
[00:01:30.520 --> 00:01:31.320]   to be able to connect.
[00:01:31.320 --> 00:01:33.440]   And I have felt at times, dude,
[00:01:33.440 --> 00:01:36.760]   I feel like I'm trying harder in this thing than you are, what is the deal?
[00:01:36.760 --> 00:01:39.800]   Recently there was a concert that I'd gotten tickets for him and his wife,
[00:01:39.800 --> 00:01:41.240]   joined me and my wife, let's go to it.
[00:01:41.240 --> 00:01:43.200]   And kinda at the last minute he had to bail.
[00:01:43.200 --> 00:01:46.920]   And then the series of phone tags just continued to take place.
[00:01:46.920 --> 00:01:51.120]   And there was a shower that we threw and hosted for a mutual friend of ours, and
[00:01:51.120 --> 00:01:52.200]   they couldn't come to that either.
[00:01:52.200 --> 00:01:53.600]   And it just felt like one thing after the next.
[00:01:53.600 --> 00:01:56.680]   And at some point last week, I just kinda had this breaking point where I
[00:01:56.680 --> 00:01:57.320]   left him a message.
[00:01:57.320 --> 00:02:00.800]   It basically was like, hey dude, I feel like there's something going on, or
[00:02:00.800 --> 00:02:04.560]   you're not trying as hard in this relationship right now, what's the deal?
[00:02:04.560 --> 00:02:08.200]   And then the next couple days go by and don't really hear anything.
[00:02:08.200 --> 00:02:11.280]   And then at some point got a phone call, couldn't call him back.
[00:02:11.280 --> 00:02:13.640]   And it's kinda the end of the week by this point.
[00:02:13.640 --> 00:02:17.880]   And I'm thinking like, man, I am starting to feel all kinds of just frustration,
[00:02:17.880 --> 00:02:19.480]   like what is the deal, bro?
[00:02:19.480 --> 00:02:22.360]   I feel like I thought we were boys and we have not been able to hang.
[00:02:22.360 --> 00:02:24.560]   And I feel like, what is the deal?
[00:02:24.560 --> 00:02:30.120]   And Father's Day rolls around, and little did I know that our wives
[00:02:30.120 --> 00:02:31.760]   were totally unaware of this.
[00:02:31.760 --> 00:02:33.960]   And they had planned kind of a special day of like, no,
[00:02:33.960 --> 00:02:35.400]   here's what we're gonna do to celebrate.
[00:02:35.400 --> 00:02:38.600]   We're gonna let them, we'll take the kids, and we'll let them go hang out and
[00:02:38.600 --> 00:02:41.240]   go to the batting cages, go to Topgolf, and go do all this stuff.
[00:02:41.240 --> 00:02:44.960]   So my Father's Day surprise was, hey, conflict resolution.
[00:02:44.960 --> 00:02:51.000]   And so get a chance to go and hang out with him.
[00:02:51.000 --> 00:02:53.760]   But really what had happened in that situation was some hurt had festered
[00:02:53.760 --> 00:02:57.760]   inside of my life, and it began to turn into an anger or resentment.
[00:02:57.760 --> 00:02:59.920]   And I'll come back to that story in a second.
[00:02:59.920 --> 00:03:02.920]   And it began to create this kind of like, honestly, as I was told,
[00:03:02.920 --> 00:03:04.120]   he's coming over to do batting cages.
[00:03:04.120 --> 00:03:07.040]   Part of me was going, I don't even know that I wanna go do Topgolf and
[00:03:07.040 --> 00:03:07.880]   batting cages right now.
[00:03:07.880 --> 00:03:08.800]   That doesn't sound like fun.
[00:03:08.800 --> 00:03:11.280]   It sounds like we need to work through some stuff before we do that.
[00:03:11.280 --> 00:03:14.760]   And it began to create this wall that started with a hurt,
[00:03:14.760 --> 00:03:19.040]   that turned into anger, that began to turn into resentment.
[00:03:19.040 --> 00:03:22.040]   And I start with that story tonight, and I'll pick up that story and
[00:03:22.040 --> 00:03:25.200]   finish it here in a second, because we're continuing this mood series, and
[00:03:25.200 --> 00:03:30.880]   we are covering the topic of anger, covering the emotion of anger.
[00:03:30.880 --> 00:03:34.080]   Oftentimes, anger starts with hurt, and it turns into that.
[00:03:34.080 --> 00:03:37.040]   But like few emotions that you're gonna have in life,
[00:03:37.040 --> 00:03:42.880]   the power of anger to impact your relationships is tremendous.
[00:03:42.880 --> 00:03:44.560]   It is the ability to destroy relationships.
[00:03:44.560 --> 00:03:46.360]   It is the reason why some of you don't talk to your parents,
[00:03:46.360 --> 00:03:48.720]   some of you don't talk to old friends from high school.
[00:03:48.720 --> 00:03:51.200]   Some of you switched best friends in high school or
[00:03:51.200 --> 00:03:54.440]   college like nine different times because anger or hurt turned into anger and
[00:03:54.440 --> 00:03:55.320]   then turned into resentment.
[00:03:55.320 --> 00:03:59.000]   And so we're gonna cover what God's word says about this topic.
[00:03:59.000 --> 00:04:01.280]   Now, just to loop everybody in, in case you're like, dude,
[00:04:01.280 --> 00:04:03.480]   we're talking about anger, this feels so not relevant to me.
[00:04:03.480 --> 00:04:06.080]   Is this just relevant to the guy who goes home, he's angry,
[00:04:06.080 --> 00:04:11.440]   punches holes in the wall, the Hulk, basically, the rage man?
[00:04:11.440 --> 00:04:11.940]   No.
[00:04:11.940 --> 00:04:16.600]   Anger is one of those emotions that, I mean, it can lead us at times to have
[00:04:16.600 --> 00:04:19.640]   explosions, but there's others of us in the room that we don't act out in
[00:04:19.640 --> 00:04:22.000]   aggression, you act out in passive aggression.
[00:04:22.000 --> 00:04:25.000]   And you act out in not explosions, but this implosion on the inside.
[00:04:25.000 --> 00:04:27.960]   Some of the most angry people on the face are like, everything's fine,
[00:04:27.960 --> 00:04:29.680]   this is great, I hate them, I hate all of them.
[00:04:29.680 --> 00:04:32.120]   That's how some of you express your anger.
[00:04:32.120 --> 00:04:34.640]   And it's just this internal dialogue.
[00:04:34.640 --> 00:04:38.000]   We show the feelings wheel this first week, particularly for the guys,
[00:04:38.000 --> 00:04:39.320]   by the way, this is not in your Bible.
[00:04:39.320 --> 00:04:42.360]   This is totally just a helpful tool, take it or leave it.
[00:04:42.360 --> 00:04:44.320]   But you'll see inside of that, of the idea of anger,
[00:04:44.320 --> 00:04:47.640]   it's connected to all kinds of these different sub-emotions that can be
[00:04:47.640 --> 00:04:48.160]   connected to.
[00:04:48.160 --> 00:04:50.280]   In other words, you could be angry, it could look like, man,
[00:04:50.280 --> 00:04:52.720]   I'm humiliated right now.
[00:04:52.720 --> 00:04:56.280]   You could be angry and just feel like I was really disrespected in that moment.
[00:04:56.280 --> 00:04:59.480]   It can lead you to be critical of others, it can lead to jealousy,
[00:04:59.480 --> 00:05:01.920]   it can lead to all these types of different emotions.
[00:05:01.920 --> 00:05:03.840]   So we're going to cover what God's Word says about anger.
[00:05:03.840 --> 00:05:05.920]   And in case you're wondering, does this really apply to me?
[00:05:05.920 --> 00:05:10.040]   Here's some scenarios where it's a likelihood or a good chance that you
[00:05:10.040 --> 00:05:11.920]   are angry.
[00:05:11.920 --> 00:05:16.760]   Is there anyone inside of your life that you would just be a little bit happy if
[00:05:16.760 --> 00:05:20.040]   things weren't going great in their life?
[00:05:20.040 --> 00:05:23.800]   Like if they failed or they didn't get the promotion or they didn't get that new
[00:05:23.800 --> 00:05:26.360]   car or their boyfriend broke up with them, you would be like, "Oh,
[00:05:26.360 --> 00:05:27.800]   I'm so sorry."
[00:05:27.800 --> 00:05:29.400]   Yes.
[00:05:29.400 --> 00:05:35.120]   You probably have some hurt that has turned into anger or resentment in their
[00:05:35.120 --> 00:05:35.600]   life.
[00:05:35.600 --> 00:05:39.880]   Is there anyone in your life that their name, they're like Voldemort,
[00:05:39.880 --> 00:05:41.240]   it is the name that shall not be named.
[00:05:41.240 --> 00:05:43.400]   You bring it up and it's like, "I can't, I don't even want to talk about this
[00:05:43.400 --> 00:05:43.840]   person right now.
[00:05:43.840 --> 00:05:46.280]   I thought you knew that we're not good, okay?"
[00:05:46.280 --> 00:05:48.200]   You probably have some anger or hurt that's turned into resentment.
[00:05:48.200 --> 00:05:51.400]   Is there anyone you would avoid in public because if something happened,
[00:05:51.400 --> 00:05:53.400]   something that happened between you?
[00:05:53.400 --> 00:05:55.920]   Is there anyone that you're waiting to let back into your life to have a
[00:05:55.920 --> 00:06:01.040]   relationship and you won't let them back in until they apologize?
[00:06:01.040 --> 00:06:04.920]   There's probably some hurt that has turned into anger and is impacting life.
[00:06:04.920 --> 00:06:10.520]   Do you often battle lots of thoughts in your mind going on?
[00:06:10.520 --> 00:06:13.360]   Will you just find yourself trapped in like, "What are they thinking about me?
[00:06:13.360 --> 00:06:15.320]   I'm prone to negatively interpreting what they're thinking."
[00:06:15.320 --> 00:06:19.560]   There could be some anger that's turned into resentment in your life.
[00:06:19.560 --> 00:06:22.960]   Are you prone to keep all of your feelings to yourself?
[00:06:22.960 --> 00:06:26.160]   There could be some anger and resentment that's taking place there.
[00:06:26.160 --> 00:06:29.280]   All of them may be reflections that there's anger going on below the surface.
[00:06:29.280 --> 00:06:32.560]   And so the last thing I would say is unlike very few emotions, this one will
[00:06:32.560 --> 00:06:36.520]   hurt your relationships now, will impact your future marriage that you're going to
[00:06:36.520 --> 00:06:40.280]   have your ability to resolve and work through resentment and hurt and anger and
[00:06:40.280 --> 00:06:44.120]   prevent it from becoming bitterness, and really impact the rest of the
[00:06:44.120 --> 00:06:48.720]   trajectory of your life, your work environment, your overall relational
[00:06:48.720 --> 00:06:51.600]   satisfaction, ability to keep relationships with friends.
[00:06:51.600 --> 00:06:54.600]   So we're going to look at what the Bible says as it looks to the source of our
[00:06:54.600 --> 00:06:58.120]   anger, some of the side effects that the Bible says, "Hey, if you allow anger to be
[00:06:58.120 --> 00:07:00.720]   a part of your life in any way, these are the things that are going to take place."
[00:07:00.720 --> 00:07:04.280]   And then the solution that God really clearly lays out in the New Testament as
[00:07:04.280 --> 00:07:05.800]   it relates to dealing with our anger.
[00:07:05.800 --> 00:07:09.720]   So the first, let's cover, it comes from Matthew, Mark chapter 7, verse 21.
[00:07:09.720 --> 00:07:19.680]   Jesus says this, "For it is within and out of a person's heart that evil thoughts come."
[00:07:19.680 --> 00:07:22.920]   Jesus says, "Okay, the evil thoughts that you have, the evil thoughts that lead to
[00:07:22.920 --> 00:07:27.960]   actions, those don't flow from external circumstances, those flow from your heart."
[00:07:27.960 --> 00:07:29.840]   What type of evil thoughts or actions?
[00:07:29.840 --> 00:07:32.960]   Sexual morality, theft, murder.
[00:07:32.960 --> 00:07:34.200]   What do you mean murder is a thought?
[00:07:34.200 --> 00:07:37.280]   Yeah, anger can lead you to a place where you begin to think of like, "Man, I just
[00:07:37.280 --> 00:07:42.040]   wish they were not in my life to the point of murder."
[00:07:42.040 --> 00:07:47.560]   Adultery, greed, malice, which is just a word for being mean towards someone.
[00:07:47.560 --> 00:07:51.600]   Deceit, lewdness, envy, slander, which is just talking bad about somebody.
