
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:22.180]   - Oh yeah, how we doing?
[00:00:22.180 --> 00:00:23.020]   Dallas?
[00:00:23.020 --> 00:00:25.320]   Anybody here from Fort Worth?
[00:00:25.320 --> 00:00:28.640]   Anybody here from Fort Worth?
[00:00:29.900 --> 00:00:30.740]   Come on.
[00:00:30.740 --> 00:00:34.160]   You know there's about 500, 400, 500
[00:00:34.160 --> 00:00:35.940]   folks gathered in Fort Worth right now too,
[00:00:35.940 --> 00:00:36.780]   so that's fun.
[00:00:36.780 --> 00:00:38.840]   Greetings Fort Worth, we're glad you're tuning in.
[00:00:38.840 --> 00:00:40.240]   Love what God is doing over there.
[00:00:40.240 --> 00:00:41.920]   Grateful for Garrett and his leadership
[00:00:41.920 --> 00:00:43.680]   and y'all's volunteers out there.
[00:00:43.680 --> 00:00:46.200]   It's fun to be back with you guys.
[00:00:46.200 --> 00:00:47.840]   Everybody watch the Super Bowl?
[00:00:47.840 --> 00:00:51.260]   That's fun.
[00:00:51.260 --> 00:00:52.920]   All right, it's got a mixed emotions.
[00:00:52.920 --> 00:00:56.220]   I even heard some no's, which I'm sorry for you.
[00:00:57.720 --> 00:01:00.680]   My family's been sick, okay?
[00:01:00.680 --> 00:01:03.000]   If somebody's sick in our family,
[00:01:03.000 --> 00:01:05.520]   that means the whole family goes down eventually.
[00:01:05.520 --> 00:01:07.680]   They like, the kids are in school,
[00:01:07.680 --> 00:01:09.880]   you know, the little ones in childcare sometimes,
[00:01:09.880 --> 00:01:12.880]   they just kind of pass infectious diseases
[00:01:12.880 --> 00:01:14.760]   out like playing cards, okay?
[00:01:14.760 --> 00:01:18.000]   Like baseball cards, they just trade that back and forth.
[00:01:18.000 --> 00:01:19.440]   Probably not infectious diseases,
[00:01:19.440 --> 00:01:21.600]   but I don't, the right word escapes me right now.
[00:01:21.600 --> 00:01:24.200]   So sickness, illnesses.
[00:01:24.200 --> 00:01:27.160]   And so, family goes down with a stomach bug,
[00:01:27.160 --> 00:01:28.440]   comes back, bounces back.
[00:01:28.440 --> 00:01:31.960]   Weston's down, they've all got this kind of flu-like cold,
[00:01:31.960 --> 00:01:33.680]   kind of severe cough.
[00:01:33.680 --> 00:01:35.880]   I haven't gone down yet, praise God.
[00:01:35.880 --> 00:01:37.240]   And so like, I've been talking to my wife,
[00:01:37.240 --> 00:01:38.720]   I'm like, I tell her the other night,
[00:01:38.720 --> 00:01:41.560]   I'm like, hey, I don't wanna be selfish,
[00:01:41.560 --> 00:01:42.640]   but can you not breathe on me?
[00:01:42.640 --> 00:01:44.880]   Like, can you sleep the other way?
[00:01:44.880 --> 00:01:46.280]   And roll, you know, turn the other way,
[00:01:46.280 --> 00:01:47.720]   because man, I just, I don't wanna,
[00:01:47.720 --> 00:01:48.920]   I'm trying not to get sick.
[00:01:48.920 --> 00:01:51.500]   And so Super Bowl came, and so Finley and I
[00:01:51.500 --> 00:01:52.740]   were the only healthy ones,
[00:01:52.740 --> 00:01:54.160]   'cause she kind of had bounced back
[00:01:54.160 --> 00:01:56.320]   and the other three were down.
[00:01:56.320 --> 00:02:00.440]   And we had a kind of a Super Bowl/birthday party to go to,
[00:02:00.440 --> 00:02:02.640]   and so I just said, hey, I'll take Finley,
